file,source_folder,entity_type,value
BioPartner_5_Leiden_Oegstgeest.md,Gebäude,Donorskelet,"präziser als Bauteil, weil ein ganzes Tragwerksraster übertragen wird"
BioPartner_5_Leiden_Oegstgeest.md,Gebäude,CO₂-Budget / Paris-Proof-Bilanz,"relevant für Bewertung, aber kein einzelner Kennwert"
BioPartner_5_Leiden_Oegstgeest.md,Gebäude,Materialspuren / Patina,kulturelle Wirkung wiederverwendeter Bauteile
BlueCity_Offices_Rotterdam.md,Gebäude,Fallstudie,BlueCity Offices / Blue City 010 Offices
BlueCity_Offices_Rotterdam.md,Gebäude,Gebaeude,ehemaliges subtropisches Schwimmbad Tropicana / Club Tropicana
BlueCity_Offices_Rotterdam.md,Gebäude,Ort,"Rotterdam, Maasboulevard"
BlueCity_Offices_Rotterdam.md,Gebäude,Projekt,Büroflügel im ehemaligen Discobereich
BlueCity_Offices_Rotterdam.md,Gebäude,Akteur,"BlueCity, Superuse Studios, COUP, Workspot, Floris Schiferli"
BlueCity_Offices_Rotterdam.md,Gebäude,Bauteil,Red-cedar-Fensterrahmen / geerntete Fensterrahmen
BlueCity_Offices_Rotterdam.md,Gebäude,Bauteil,wiederverwendeter Stahl
BlueCity_Offices_Rotterdam.md,Gebäude,Bauteil,Betonblöcke
BlueCity_Offices_Rotterdam.md,Gebäude,Material,europäisches Konstruktionsholz
BlueCity_Offices_Rotterdam.md,Gebäude,Verbindung,geneigte Fensterrahmen / Trennwandsystem
BlueCity_Offices_Rotterdam.md,Gebäude,Methode,harvesting / Oogstkaart-Logik
BlueCity_Offices_Rotterdam.md,Gebäude,Kennwert,1.300 m²
BlueCity_Offices_Rotterdam.md,Gebäude,Kennwert,100 Arbeitsplätze
BlueCity_Offices_Rotterdam.md,Gebäude,Kennwert,90 % circular / 90 % reused
BlueCity_Offices_Rotterdam.md,Gebäude,Kennwert,68 % CO₂-Reduktion
BlueCity_Offices_Rotterdam.md,Gebäude,Kennwert,60 t CO₂ Einsparung
BlueCity_Offices_Rotterdam.md,Gebäude,Huerde,Passung geernteter Fensterrahmen
BlueCity_Offices_Rotterdam.md,Gebäude,Harvest Map / Oogstkaart,bildet Herkunft und Verfügbarkeit von Reuse-Material ab
BlueCity_Offices_Rotterdam.md,Gebäude,Materialgetriebener Entwurf,Bauteilmaße bestimmen räumliches Konzept
BlueCity_Offices_Rotterdam.md,Gebäude,Circular Workplace,Nutzungstyp kombiniert Reuse-Innenausbau und zirkuläre Unternehmen
Boulder_Fire_Station_3.md,Gebäude,Fallstudie,"Boulder Fire Station 3 / City of Boulder Fire Rescue, Station #3"
Boulder_Fire_Station_3.md,Gebäude,Gebaeude,Fire Station 3 & Fire Administration
Boulder_Fire_Station_3.md,Gebäude,Projekt,New Boulder Fire-Rescue Station 3
Boulder_Fire_Station_3.md,Gebäude,Ort,"Boulder, Colorado, USA"
Boulder_Fire_Station_3.md,Gebäude,Akteur,Davis Partnership Architects
Boulder_Fire_Station_3.md,Gebäude,Akteur,KL&A Engineers and Builders
Boulder_Fire_Station_3.md,Gebäude,Projekt,City of Boulder
Boulder_Fire_Station_3.md,Gebäude,Akteur,Mark Young Construction
Boulder_Fire_Station_3.md,Gebäude,Bauteil,89 salvaged wide-flange steel members
Boulder_Fire_Station_3.md,Gebäude,Material,Stahl
Boulder_Fire_Station_3.md,Gebäude,Gebaeude,Boulder Community Hospital / Boulder Community Health hospital
Boulder_Fire_Station_3.md,Gebäude,Abbruchmethode,Deconstruction statt demolition
Boulder_Fire_Station_3.md,Gebäude,Norm_Recht,Boulder Deconstruction Ordinance 8366 / 2020
Boulder_Fire_Station_3.md,Gebäude,Kennwert,28.300 / 28.370 sq ft
Boulder_Fire_Station_3.md,Gebäude,Kennwert,25 tons reused structural steel
Boulder_Fire_Station_3.md,Gebäude,Kennwert,89 members
Boulder_Fire_Station_3.md,Gebäude,Kennwert,161 tons salvaged structural steel from hospital
Boulder_Fire_Station_3.md,Gebäude,Kennwert,21 other projects reused members from stockpile
Boulder_Fire_Station_3.md,Gebäude,Kennwert,60.8 million pounds diverted from landfill
Boulder_Fire_Station_3.md,Gebäude,Kennwert,75 % diversion requirement
Boulder_Fire_Station_3.md,Gebäude,Reuse_Strategie,ex-situ Bauteilwiederverwendung
Boulder_Fire_Station_3.md,Gebäude,Tragwerkssystem,Hybrid aus Glulam-Timber Columns und reclaimed steel beams
Boulder_Fire_Station_3.md,Gebäude,Pruefung,"Auswahl, Dokumentation, Testing/Verification von reclaimed steel"
Boulder_Fire_Station_3.md,Gebäude,Huerde,fehlende Industriestandards für Prüfung reclaimed steel
Boulder_Fire_Station_3.md,Gebäude,Huerde,hohe Front-End-Kosten und Logistikunsicherheit
Boulder_Fire_Station_3.md,Gebäude,Software/Tool,stockpile catalog / member identification
Boulder_Fire_Station_3.md,Gebäude,Schadstoff,unbekannt
Boulder_Fire_Station_3.md,Gebäude,Norm_Recht,unbekannt
Boulder_Fire_Station_3.md,Gebäude,Donor Building,Reuse-Ketten brauchen ein Herkunftsgebäude als eigene Entität.
Boulder_Fire_Station_3.md,Gebäude,Material Stockpile,Geborgene Bauteile werden katalogisiert und später mehreren Projekten zugeordnet.
Boulder_Fire_Station_3.md,Gebäude,Deconstruction Ordinance,Lokales Recht kann Reuse auslösen.
Boulder_Fire_Station_3.md,Gebäude,Essential Facility / Risk Category,Feuerwachen haben höhere Anforderungen als normale Gebäude.
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Fallstudie,Brent Cross Town Primary Substation
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Projekt,80 MVA Substation für Brent Cross Town
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Gebaeude,Substation screen / oval steel structure
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Ort,"Brent Cross, London, UK"
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Akteur,Brent Cross South Limited Partnership
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Akteur,Related Argent
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Akteur,London Borough of Barnet
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Akteur,IF_DO
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Akteur,Arup
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Akteur,Whitby Wood
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Akteur,Bourne Special Projects / Bourne Group
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Akteur,Galldris / Galldris Group
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Akteur,Cleveland Steel and Tubes
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Bauteil,Reclaimed tubular steel columns
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Material,Stahlrohre
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Reuse_Strategie,Reuse von Stahlrohren / stockholder procurement
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Kennwert,33.46 t reused steel
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Kennwert,42.5 % / around 45 % reused steel
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Kennwert,66 t / 99.2 t CO₂e saving
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Pruefung,Independent testing + weld inspection
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Norm_Recht,SCI P427 protocol
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Norm_Recht,CE/UKCA marked
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Aufbereitungsmethode,"surface preparation, testing, weld inspection"
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Abbruchmethode,keine Gebäudedemontage
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Huerde,Reservation mismatch / design changes
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Logistik,early engagement with Cleveland Steel
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Werkzeug,digitale Tools / BIM
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Werkzeug,unbekannt
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Schadstoff,unbekannt
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Foerderprogramm,DISRUPT case study
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Surplus-Industriebauteil,"Herkunft ist kein Gebäudeabbruch, sondern ungenutzte Pipeline-Projekte"
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Reuse-Screen,"Bauwerkstyp zwischen Hülle, Tragwerk und technischer Infrastruktur"
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Reuse-Quote mit Quellenkonflikt,"Unterschiedliche Quellen nennen 42.5 %, 45 % und ca. 50 %"
Brent_Cross_Town_Primary_Substation_London.md,Gebäude,Verpasste Reuse-Chance,"Dokumentiert nicht nur Erfolg, sondern nicht realisierte Einsparung"
Brighton_Waste_House_Brighton.md,Gebäude,Fallstudie,Brighton Waste House / Brighton Wild House
Brighton_Waste_House_Brighton.md,Gebäude,Ort,"University of Brighton City Campus, Grand Parade, Brighton"
Brighton_Waste_House_Brighton.md,Gebäude,Gebaeude,permanentes Forschungs-/Demonstrationsgebäude
Brighton_Waste_House_Brighton.md,Gebäude,Projekt,Gebäude aus über 85 % Abfall-/Überschussmaterial
Brighton_Waste_House_Brighton.md,Gebäude,Akteur,"Duncan Baker-Brown, Cat Fletcher/Freegle, Mears Group, Greater Brighton Metropolitan College, Studierende"
Brighton_Waste_House_Brighton.md,Gebäude,Architekt,Duncan Baker-Brown / BBM Sustainable Design
Brighton_Waste_House_Brighton.md,Gebäude,Bauherr,University of Brighton
Brighton_Waste_House_Brighton.md,Gebäude,Reuse_Strategie,Abfall als Ressource / on-site reuse / living lab
Brighton_Waste_House_Brighton.md,Gebäude,Bauteil,Teppichfliesen
Brighton_Waste_House_Brighton.md,Gebäude,Bauteil,Vinylbanner
Brighton_Waste_House_Brighton.md,Gebäude,Bauteil,"Betonblöcke, Holz, Sperrholz"
Brighton_Waste_House_Brighton.md,Gebäude,Material,Zahnbürsten
Brighton_Waste_House_Brighton.md,Gebäude,Material,Denim jeans
Brighton_Waste_House_Brighton.md,Gebäude,Material,"Videokassetten, DVDs, Floppy Discs"
Brighton_Waste_House_Brighton.md,Gebäude,Material,"Fahrradschläuche, Polystyrol, Kaffeesatz"
Brighton_Waste_House_Brighton.md,Gebäude,Kennwert,>85 % Abfallmaterial
Brighton_Waste_House_Brighton.md,Gebäude,Kennwert,EPC A
Brighton_Waste_House_Brighton.md,Gebäude,Huerde,Bauvorschriften / Dauerhaftigkeit
Brighton_Waste_House_Brighton.md,Gebäude,Pruefung,Monitoring / living laboratory
Brighton_Waste_House_Brighton.md,Gebäude,Norm_Recht,unbekannt
Brighton_Waste_House_Brighton.md,Gebäude,Werkzeug,unbekannt
Brighton_Waste_House_Brighton.md,Gebäude,Waste-as-infill,"viele Materialien funktionieren als Hohlraumfüllung/Dämmexperiment, nicht als klassisches Bauteil"
Brighton_Waste_House_Brighton.md,Gebäude,Living Laboratory,Gebäude bleibt Forschungsplattform und wird weiter verändert
Brighton_Waste_House_Brighton.md,Gebäude,Pädagogisches Bauprojekt,Studierende und Auszubildende bauten mit
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Fallstudie,Bröthen twin-house
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Ort,"Bröthen / Hoyerswerda, Deutschland"
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Gebaeude,Doppelhaus / twin-house
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Projekt,Wiederverwendung von P2-Plattenbauteilen
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Bauteil,26 Wandplatten
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Bauteil,50 Deckenplatten
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Material,Stahlbetonfertigteile / P2-PC-System
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Gebaeude,Spender: Massenwohnungsbau / Plattenbau
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Reuse_Strategie,ex-situ Bauteilwiederverwendung
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Logistik,ca. 6 km Spender–Empfänger
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Kennwert,76 Platten; 2001; ca. 32 Jahre Bauteilalter
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Akteur,unbekannt
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Architekt,unbekannt
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Tragwerksplaner,unbekannt
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Bauherr,unbekannt
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Pruefung,unbekannt
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Norm_Recht,unbekannt
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Spendergebäude,Herkunft der Platten ist nicht ausreichend erfasst
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Fertigteilsystem,P2-System ist für die Demontierbarkeit entscheidend
Broethen_Twin_House_Hoyerswerda.md,Gebäude,Quellenqualität,Fall ist hauptsächlich über Sekundärdatenbank belegt
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Fallstudie,CascadeUp / London secondary-timber glulam demonstrator
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Projekt,UCL Circular Economy Lab + UK CLT Pilot
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Ort,"London; UCL Festival of Engineering 2024, London Design Festival 2024, Futurebuild 2025"
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Material,sekundäres Abbruchholz / reclaimed solid timber
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Bauteil,glulamST-Tragwerksrahmen; CLST-Wand- und Bodenplatten
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Aufbereitungsmethode,Vorbereitung des Rückbauholzes; Herstellung zu glulamST und CLST
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Pruefung,nicht-destruktive Bewertung / Biegeversuche in Begleitforschung zu CLST
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Methode,"Kit-of-parts, demontierbare modulare Struktur"
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Huerde,fehlende Gewährleistung/Skalierung/Supply Chain für Sekundärholz
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Remanufactured Reuse-Bauteil,"Der Fall ist nicht 1:1-Bauteilwiederverwendung, sondern Abbruchholz wird zu neuen tragenden Mass-Timber-Produkten verarbeitet."
CascadeUp_London_secondary_timber_glulam_demonstrator.md,Gebäude,Demonstrator-Station,Der Pilot wurde mehrfach ausgestellt und bleibt nicht eindeutig an einem Gebäudeort.
Charles_Malis_Molenbeek.md,Gebäude,Fallstudie,Charles Malis / Antenne administrative
Charles_Malis_Molenbeek.md,Gebäude,Gebaeude,ehemalige Zigarettenfabrik
Charles_Malis_Molenbeek.md,Gebäude,Ort,"Rue Charles Malis, Molenbeek-Saint-Jean, Brüssel"
Charles_Malis_Molenbeek.md,Gebäude,Projekt,Umnutzung zu kommunaler Verwaltungsstelle
Charles_Malis_Molenbeek.md,Gebäude,Akteur,MAMOUT architectes
Charles_Malis_Molenbeek.md,Gebäude,Akteur,LD2 architecture
Charles_Malis_Molenbeek.md,Gebäude,Akteur,Stéphanie Willocx architecte
Charles_Malis_Molenbeek.md,Gebäude,Akteur,Commune de Molenbeek-Saint-Jean
Charles_Malis_Molenbeek.md,Gebäude,Akteur,MOBAT Ingénierie
Charles_Malis_Molenbeek.md,Gebäude,Akteur,GTD Consulting / GTD Engineering
Charles_Malis_Molenbeek.md,Gebäude,Akteur,Gillion Construct
Charles_Malis_Molenbeek.md,Gebäude,Bauteil,wiederverwendete Bodenpflaster / Bruseleye tiles
Charles_Malis_Molenbeek.md,Gebäude,Bauteil,Leuchten von ROTOR
Charles_Malis_Molenbeek.md,Gebäude,Reuse_Strategie,adaptive reuse + begrenzte Bauteilwiederverwendung
Charles_Malis_Molenbeek.md,Gebäude,Tragwerkssystem,vorhandene Betonstützen/-balken/-Binder
Charles_Malis_Molenbeek.md,Gebäude,Kennwert,"ca. 1,000 m²"
Charles_Malis_Molenbeek.md,Gebäude,Huerde,Abgrenzung Bestandserhalt
Charles_Malis_Molenbeek.md,Gebäude,Bestandserhalt-Ausschluss,Um Sanierung von Direct Reuse zu trennen
Charles_Malis_Molenbeek.md,Gebäude,Fest installierte technische Ausstattung,"Leuchten sind nur relevant, wenn fest verbaut"
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Fallstudie,Sanitary block for the Itterbeek Chiro / Pavillon de sanitaires
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Gebaeude,Sanitärpavillon neben alter Farm
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Projekt,Neubau/Extension + Renovation-Kontext
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Ort,"Plankenstraat 23, 1701 Dilbeek, Belgien"
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Akteur,Rotor asbl-vzw
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Bauherr,Commune de Dilbeek
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Akteur,CC Autrement
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Bauteilboerse,"Franck, RotorDC, Gebruiktebouwmaterialen, Namur Croisade pauvreté, Bouwstocks, kleine Anzeigen"
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Bauteil,Fassadenziegel
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Bauteil,Stahl-U-Profile als Außenstürze
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Bauteil,Dachziegel
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Bauteil,Außentüren und Holzfenster
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Bauteil,Boden- und Wandfliesen
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Bauteil,Sanitär
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Bauteil,Leuchten
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Material,"Dämmung, Betonblöcke, Holzrahmen"
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Kennwert,weniger als ein Drittel neue Materialien nach Masse
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Kennwert,"4.572,702786 kg CO₂ vermieden"
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Prozessphase,alle klassischen Neubauphasen durchgeführt
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Huerde,logistisch-organisatorische Hindernisse
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Wirtschaft,55.000 € Bau-/Renovierungskosten; 15 m²
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Surplus-/Restpostenmaterial,"Viele eingesetzte Bauteile sind keine gebrauchten Bauteile, sondern Baustellen-/Produktionsüberschüsse."
Chiro_d_Itterbeek_Dilbeek.md,Gebäude,Design-Build-Reuse,Entwurf und Ausführung liegen bei einer reuse-erfahrenen Organisation; wichtig für Haftung/Koordination.
Christ_Pavilion_Volkenroda.md,Gebäude,Fallstudie,Christus-Pavillon / Christ Pavilion
Christ_Pavilion_Volkenroda.md,Gebäude,Ort,"Hannover EXPO 2000; Kloster Volkenroda, Thüringen"
Christ_Pavilion_Volkenroda.md,Gebäude,Gebaeude,Christus-Pavillon
Christ_Pavilion_Volkenroda.md,Gebäude,Projekt,Demontage und Wiederaufbau des gesamten Ensembles
Christ_Pavilion_Volkenroda.md,Gebäude,Akteur,"gmp · Architekten von Gerkan, Marg und Partner"
Christ_Pavilion_Volkenroda.md,Gebäude,Akteur,Evangelisches Büro für die Weltausstellung Expo 2000
Christ_Pavilion_Volkenroda.md,Gebäude,Akteur,Kloster Volkenroda / Jesus-Bruderschaft
Christ_Pavilion_Volkenroda.md,Gebäude,Bauteil,Stahltragwerk / neun kreuzförmige Stützen
Christ_Pavilion_Volkenroda.md,Gebäude,Bauteil,Marmor-Glas-Hülle
Christ_Pavilion_Volkenroda.md,Gebäude,Bauteil,Glasfassade / Kreuzgang / Vitrinen
Christ_Pavilion_Volkenroda.md,Gebäude,Material,"Stahl, Sichtbeton, Glas, Marmor"
Christ_Pavilion_Volkenroda.md,Gebäude,Tragwerkssystem,"modulares, demontier- und wieder zusammensetzbares System"
Christ_Pavilion_Volkenroda.md,Gebäude,Verbindung,demontierbare/modulare Fügung
Christ_Pavilion_Volkenroda.md,Gebäude,Reuse_Strategie,Gebäudeversetzung / komplett / ex-situ
Christ_Pavilion_Volkenroda.md,Gebäude,Kennwert,BGF 2.004 m²; BRI 18.548 m³
Christ_Pavilion_Volkenroda.md,Gebäude,Kennwert,Wiederaufbau August 2001
Christ_Pavilion_Volkenroda.md,Gebäude,Leistungsanforderung,Kirche / öffentlicher Versammlungsraum
Christ_Pavilion_Volkenroda.md,Gebäude,Huerde,Instandhaltung der Fenstervitrinen
Christ_Pavilion_Volkenroda.md,Gebäude,Translozierung,Wiederverwendung des ganzen Gebäudes durch Ortsversetzung
Christ_Pavilion_Volkenroda.md,Gebäude,Wiederaufbau in gleicher Fügung,wichtig für Direct Reuse kompletter Gebäude
Christ_Pavilion_Volkenroda.md,Gebäude,Temporärer Erstnutzer,Expo-Pavillon war von Beginn an für spätere Versetzung gedacht
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Fallstudie,Circular Centre Netherlands / Prinsenhof A reuse pilot
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Gebaeude,"Circulair Centrum Nederland, Heerde"
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Gebaeude,"Prinsenhof A, Arnhem"
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Ort,"Arnhem / Heerde, Niederlande"
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Bauherr,Lagemaat Heerde
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Akteur,cepezed
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Akteur,Provincie Gelderland
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Akteur,IMd raadgevende ingenieurs
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Akteur,Dycore
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Bauteil,Hohlkörperdecken / kanaalplaatvloeren
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Bauteil,prefab gevelelementen / Fassadenelemente
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Material,Fertigbeton
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Abbruchmethode,zirkuläre Demontage / remolition
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Werkzeug,"Seilsäge, Bohrungen, Hebekette, Spezial-Setup zum Kürzen"
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Aufbereitungsmethode,"Kürzen von Hohlkörperdecken; Fassadenelemente schneiden, Brüstungen abtrennen; Lagerung"
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Kennwert,550 Boden- und 350 Fassadenelemente
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Kennwert,7.400 m² / über 8.000 m²
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Kennwert,"17.000 t Material, 12.000 t Beton, 3.500 t CO₂, 92 % Reuse"
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Norm_Recht,CROW-CUR Guideline 4:2023
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Huerde,Planung mit vorhandenen Elementen
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Donor-Receiver-Kette,Trennt Demontageerfolg vom tatsächlichen Wiedereinbau
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Refurbishing Plan,"Zwischen Planung, Aufbereitung und Qualitätssicherung"
Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md,Gebäude,Quellenkonflikt,mehrere Flächen-/Zeitangaben
Circular_Pavilion_Paris.md,Gebäude,Fallstudie,Pavillon Circulaire / Circular Pavilion
Circular_Pavilion_Paris.md,Gebäude,Ort,"Parvis de l’Hôtel de Ville, Paris"
Circular_Pavilion_Paris.md,Gebäude,Projekt,Kultur-/Ausstellungs-/Debattenpavillon
Circular_Pavilion_Paris.md,Gebäude,Akteur,Encore Heureux Architectes
Circular_Pavilion_Paris.md,Gebäude,Akteur,TRIBU
Circular_Pavilion_Paris.md,Gebäude,Akteur,Bonnefrite
Circular_Pavilion_Paris.md,Gebäude,Akteur,Camping Design
Circular_Pavilion_Paris.md,Gebäude,Akteur,Ville de Paris – Pavillon de l’Arsenal
Circular_Pavilion_Paris.md,Gebäude,Akteur,technische Dienste der Stadt Paris
Circular_Pavilion_Paris.md,Gebäude,Bauteil,180 Holztüren
Circular_Pavilion_Paris.md,Gebäude,Bauteil,Stein-/Mineralwolle
Circular_Pavilion_Paris.md,Gebäude,Bauteil,Holzstruktur
Circular_Pavilion_Paris.md,Gebäude,Bauteil,ehemalige Ausstellungspaneele
Circular_Pavilion_Paris.md,Gebäude,Bauteil,Terrassen-Caillebotis
Circular_Pavilion_Paris.md,Gebäude,Bauteil,vier große Leuchten
Circular_Pavilion_Paris.md,Gebäude,Bauteil,50 Holzstühle
Circular_Pavilion_Paris.md,Gebäude,Kennwert,70 m²
Circular_Pavilion_Paris.md,Gebäude,Kennwert,60 % Materialien mit erster Lebensdauer
Circular_Pavilion_Paris.md,Gebäude,Wirtschaft,"80,000 € HT"
Circular_Pavilion_Paris.md,Gebäude,Materialherkunftstyp,"Unterscheidung Baustellenrest, Fehlbestellung, Lagerbestand, Rückbau"
Circular_Pavilion_Paris.md,Gebäude,Quellenkonflikt,Werte 60 % vs. 80 % müssen dokumentiert werden
Circular_Pavilion_Paris.md,Gebäude,Temporäre Wiederaufstellung,Pavillon wird nach Demontage versetzt
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Fallstudie,CRCLR House / Impact Hub Berlin
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Ort,"Berlin-Neukölln, Rollbergstraße 26 / 28a"
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Gebaeude,ehemalige Lager-/Fassladehalle auf dem Kindl-Areal
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Projekt,"Umbau, Aufstockung und Impact Hub-Ausbau"
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Akteur,TRNSFRM eG; Die Zusammenarbeiter; LXSY; ZRS; Solares Bauen; eZeit; brandkontrolle; Akustik-Ingenieurbüro Moll
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Bauteil,Stahlpfetten/-träger aus dem Hallendach
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Bauteil,Holz-Alu-Fenster / Außenfenster
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Bauteil,"Sanitärobjekte, Vorhangfassadenelemente, Blech/Glas, Türen, Bodenplatten"
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Pruefung,"Zugversuche, chemische Analyse, Schweißbarkeit, Korrosionsschutz"
CRCLR_House_Impact_Hub_Berlin.md,Gebäude,Huerde,Gewährleistung / fehlendes Werkszeugnis
