url|http_status|fetched|verdict|confidence|proof_quote|note
https://concular.de/leitfaden-fuer-zirkulaeres-planen-und-bauen-fuer-die-oeffentliche-hand-veroeffentlicht/|200|true|PROVEN|hoch|"Handbuch fuer zirkulaeres Planen und Bauen ... Wiederverwendung von Bauprodukten ... rechtliche Aspekte wie Vergaberecht und Bauproduktenrecht"|Concular page for circular-construction guide; matches public-sector reuse guidance quote
https://www.endk.ch/de/energiepolitik/muken|404|true|DEAD_LINK|hoch|"(stored URL 404). Content now at endk.ch/energiepolitik/: 'Mustervorschriften der Kantone im Energiebereich (MuKEn) ... harmonisierter Baukasten energierechtlicher Vorgaben im Gebaeudebereich'; MuKEn 2025 verabschiedet 08/2025"|URL returns 404; MuKEn content moved to endk.ch/energiepolitik/. RESOURCE to working URL; underlying Swiss energy-code claim is true
https://www.dgwz.de/gesetze/musterbauordnung-mbo-landesbauordnung-lbo|200|true|PROVEN|hoch|"Die Musterbauordnung (MBO) ist eine Muster-Verordnung ... bestimmt grundsaetzliche Vorschriften fuer Bau und Nutzung von Gebaeuden ... liefert Grundlagen fuer die Landesbauordnungen der Bundeslaender"|DGWZ MBO/LBO overview page; matches building-code basis quote
https://www.dibt.de/de/wir-bieten/technische-baubestimmungen|200|true|PROVEN|hoch|"Das DIBt veroeffentlicht im Auftrag der Laender die Muster-Verwaltungsvorschrift Technische Baubestimmungen (MVV TB). Sie dient als Grundlage fuer die Umsetzung in Landesrecht"|Official DIBt MVV TB page; matches technical-building-rules quote
https://www.nachhaltigesbauen.de/austausch/beg/|200|true|PROVEN|hoch|"Qualitaetssiegel Nachhaltiges Gebaeude (QNG) ... Der Bund foerdert im Rahmen der BEG ab 1. Juli 2021 erstmals Nachhaltigkeitsaspekte durch eine eigene Nachhaltigkeitsklasse (NH-Klasse) ... Nachweis ... ueber die Vergabe des gebaeudebezogenen QNG"|Official Nachhaltiges Bauen page; matches BEG/QNG funding quote
https://www.baua.de/DE/Angebote/Regelwerk/TRGS/TRGS-524|200|true|PROVEN|hoch|"TRGS 524 Schutzmassnahmen bei Taetigkeiten in kontaminierten Bereichen ... Technische Regel fuer Gefahrstoffe ... Ausgabe Februar 2010"|Official BAuA page for TRGS 524; matches contaminated-area protection quote
https://www.planningportal.co.uk/applications/building-control-applications/building-control/approved-documents/part-b-fire-safety/|200|true|PROVEN|hoch|"Approved Document B (fire safety) ... addresses fire safety precautions ... means of escape ... internal spread of a fire due to the structure or lining used within a building"|Official Planning Portal page for Approved Document B; matches UK fire-safety quote
https://www.vdi.de/richtlinien/details/vdi-3492-messen-von-innenraumluftverunreinigungen-messen-von-immissionen-messen-anorganischer-faserfoermiger-partikel-rasterelektronenmikroskopisches-verfahren|404|true|DEAD_LINK|hoch|"(stored URL 404). Content at vdi.de/mitgliedschaft/vdi-richtlinien/details/vdi-3492-...: 'Innenraumluft, Aussenluft - Messen anorganischer faserfoermiger Partikel - Rasterelektronenmikroskopisches Verfahren ... REM/EDXA ... Chrysotil, Amphibolasbest'"|URL 404; VDI 3492 content moved to new vdi.de path. RESOURCE to working URL; asbestos-fibre measurement claim is true
https://www.region-gestalten.bund.de/Region/DE/Potenzial_Leerstand/Instrumente/Regeln/Denkmalrechtliche_Befugnisse/denkmalrechtliche_befugnisse_node.html|200|true|PROVEN|hoch|"Denkmalrecht ... Genehmigungspflicht fuer Veraenderungen ... Umbauten, Abrisse ... beduerfen einer Genehmigung der Denkmalschutzbehoerde ... Erhaltungspflicht der Eigentuemer"|Official BMWSB region-gestalten page; matches monument-protection/permit quote
https://www.gesetze-im-internet.de/gewabfv_2017/BJNR089600017.html|200|true|PROVEN|hoch|"Gewerbeabfallverordnung (GewAbfV) ... Verordnung ueber die Bewirtschaftung von gewerblichen Siedlungsabfaellen und von bestimmten Bau- und Abbruchabfaellen ... 18.04.2017"|Official GewAbfV law text; matches construction/demolition waste separation quote
https://www.rvo.nl/onderwerpen/wetten-en-regels-gebouwen/milieuprestatie-gebouwen-mpg|200|true|PROVEN|hoch|"Milieuprestatie gebouwen (mpg) ... Besluit bouwwerken en leefomgeving (Bbl) ... grenswaarde van 0,8 voor woningen en 1,0 voor kantoren van meer dan 100 m2 ... artikel 4.159 van het Bbl"|Official RVO MPG page; matches Dutch environmental-performance requirement quote
https://www.espazium.ch/de/aktuelles/graue-energie-oekobilanzierung-fuer-die-erstellung-von-gebaeuden|200|true|PROVEN|hoch|"Merkblatt SIA 2032 ... Graue Energie - Oekobilanzierung fuer die Erstellung von Gebaeuden ... Wiederverwendung von Bauteilen ... modularer Aufbau der europaeischen Norm fuer Umweltproduktdeklaration"|espazium article on SIA 2032; matches embodied-energy/LCA quote
https://www.bfs.de/DE/themen/ion/umwelt/radon/regelungen/referenzwert.html|200|true|PROVEN|hoch|"Referenzwert von 300 Becquerel pro Kubikmeter ... gemaess Strahlenschutzgesetz ... Massstab fuer die Pruefung der Angemessenheit von Massnahmen zum Schutz vor Radon"|Official BfS page; matches radon 300 Bq/m3 reference-value quote + StrlSchG
https://www.ssqgroup.com/ukca-marking-to-replace-ce-marking-on-construction-products|200|true|PROVEN|hoch|"UKCA (United Kingdom Conformity Assessed) marking ... replaced CE marking on 1st January 2021 following the UK's exit from the EU ... legal requirement for construction products"|SSQ page; matches UK UKCA-marking quote (post-Brexit construction products)
https://www.bsvonline.ch/de|200|true|PROVEN|hoch|"Schweizerischen VKF-Brandschutzvorschriften bestehen aus der VKF-Brandschutznorm und den VKF-Brandschutzrichtlinien ... durch das Interkantonale Organ ... verbindlich erklaert"|Official VKF BSV portal; matches Swiss fire-protection regulation quote
https://www.fib-international.org/publications/fib-bulletins/special-design-considerations-for-precast-prestress-pdf-detail.html|404|true|DEAD_LINK|hoch|"(stored URL 404). Confirmed: fib Bulletin No. 6 'Special Design Considerations for Precast Prestressed Hollow Core Floors: Guide to Good Practice', fib, Lausanne 2000, 180 pp."|URL 404 on fib-international.org; the cited fib Bulletin 6 (precast/prestressed hollow-core) is real (multiple academic citations). RESOURCE to working fib catalogue entry; claim is true

