anchor_id,claim_type,target_id,target_label,recommended_action,evidence_level,source_title,source_url,source_line_ref,evidence_quote,research_note,import_safe_without_manual_review,claim_scope,pass_name
r_place,Bauteiltyp,bt_mehrere,Mehrere,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,R-place qui sommes-nous,https://r-place.fr/Qui-sommes-nous,search extract,"Activities cover gros oeuvre & second oeuvre, electrical/thermal equipment, new surplus, spare parts and tools.",Good broad component/equipment scope but not specific materials.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
r_place,Bauteiltyp,bt_technik,Technik,ADD_OR_KEEP,DIRECT_FIRST_PARTY_SEARCH,R-place qui sommes-nous,https://r-place.fr/Qui-sommes-nous,search extract,“équipements électriques et thermiques”.,Direct category evidence for services/technical equipment.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cornermat_retrival,Rueckbauverfahren,LOOKUP_REQUIRED_dismantling_by_operator,Démontage / curage by own staff,CYPHER_LOOKUP_REQUIRED,DIRECT_FIRST_PARTY_SEARCH,Cornermat home,https://www.cornermat.be/-2,search extract,“Nos matériaux sont démontés par notre personnel sur nos chantiers de curage.”,Exact Rueckbauverfahren ID requires graph lookup.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cornermat_retrival,Material,mat_holz,Holz,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Wallonie ecosystem event on Cornermat,https://ecosysteme-economiecirculaire.wallonie.be/fr/agenda/cornermat-e-magasin-de-materiaux-de-construction-de-reemploi/,search extract,"Event page says the Cornermat store contains: “bois, sanitaires, isolants, revêtements de sol, éclairage, cloisons, châssis...”. Matched token: bois.",Third-party but specific to Cornermat; obtain first-party shop/category page before fully automatic import.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cornermat_retrival,Material,mat_daemmstoff,Dämmstoff,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Wallonie ecosystem event on Cornermat,https://ecosysteme-economiecirculaire.wallonie.be/fr/agenda/cornermat-e-magasin-de-materiaux-de-construction-de-reemploi/,search extract,"Event page says the Cornermat store contains: “bois, sanitaires, isolants, revêtements de sol, éclairage, cloisons, châssis...”. Matched token: isolants.",Third-party but specific to Cornermat; obtain first-party shop/category page before fully automatic import.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cornermat_retrival,Bauteiltyp,bt_technik,Technik,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Wallonie ecosystem event on Cornermat,https://ecosysteme-economiecirculaire.wallonie.be/fr/agenda/cornermat-e-magasin-de-materiaux-de-construction-de-reemploi/,search extract,"Event page says the Cornermat store contains: “bois, sanitaires, isolants, revêtements de sol, éclairage, cloisons, châssis...”. Matched token: sanitaires; éclairage.",Third-party but specific to Cornermat; obtain first-party shop/category page before fully automatic import.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cornermat_retrival,Bauteiltyp,bt_boden,Boden,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Wallonie ecosystem event on Cornermat,https://ecosysteme-economiecirculaire.wallonie.be/fr/agenda/cornermat-e-magasin-de-materiaux-de-construction-de-reemploi/,search extract,"Event page says the Cornermat store contains: “bois, sanitaires, isolants, revêtements de sol, éclairage, cloisons, châssis...”. Matched token: revêtements de sol.",Third-party but specific to Cornermat; obtain first-party shop/category page before fully automatic import.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cornermat_retrival,Bauteiltyp,bt_wand,Wand,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Wallonie ecosystem event on Cornermat,https://ecosysteme-economiecirculaire.wallonie.be/fr/agenda/cornermat-e-magasin-de-materiaux-de-construction-de-reemploi/,search extract,"Event page says the Cornermat store contains: “bois, sanitaires, isolants, revêtements de sol, éclairage, cloisons, châssis...”. Matched token: cloisons.",Third-party but specific to Cornermat; obtain first-party shop/category page before fully automatic import.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
cornermat_retrival,Bauteiltyp,bt_fenster,Fenster,ADD_OR_KEEP,THIRD_PARTY_DIRECT,Wallonie ecosystem event on Cornermat,https://ecosysteme-economiecirculaire.wallonie.be/fr/agenda/cornermat-e-magasin-de-materiaux-de-construction-de-reemploi/,search extract,"Event page says the Cornermat store contains: “bois, sanitaires, isolants, revêtements de sol, éclairage, cloisons, châssis...”. Matched token: châssis.",Third-party but specific to Cornermat; obtain first-party shop/category page before fully automatic import.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
resandes,Material,mat_holz,Holz,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,ResAnDes historical building materials,https://resandes.de/en/,L116-L118; L130-L155,reclaimed timber boards; reclaimed wood; old beams/planks/boards.,Direct first-party material evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
resandes,Material,mat_naturstein,Naturstein,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,ResAnDes historical building materials,https://resandes.de/en/,L130-L155; L267-L271,"granite slabs, sandstone slabs, cobblestones, granite paving/columns.",Direct first-party material evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
resandes,Material,mat_ziegel,Ziegel,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,ResAnDes historical building materials,https://resandes.de/en/,L116-L118; L130-L131; L270-L271,"old bricks, brick slips, brick tiles, roof tiles.",Direct first-party material evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
resandes,Bauteiltyp,bt_fenster,Fenster,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,ResAnDes historical building materials,https://resandes.de/en/,L92-L95; L147-L155,old windows and doors; historical windows.,Direct first-party product evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
resandes,Bauteiltyp,bt_tuer,Tür,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,ResAnDes historical building materials,https://resandes.de/en/,L92-L95; L147-L155,old windows and doors; historical windows and doors.,Direct first-party product evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
resandes,Bauteiltyp,bt_dach,Dach,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,ResAnDes historical building materials,https://resandes.de/en/,L130-L131; L270-L271,roof tiles.,Direct first-party product evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
resandes,Bauteiltyp,bt_boden,Boden,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,ResAnDes historical building materials,https://resandes.de/en/,L147-L155; L267-L271,old floorboards; granite/sandstone slabs; paving slabs.,Direct first-party product evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
resandes,Bauteiltyp,bt_wand,Wand,ADD_OR_KEEP,DIRECT_FIRST_PARTY_FETCHED,ResAnDes historical building materials,https://resandes.de/en/,L123-L131,brick/facing slips and brick tiles; reclaimed wood wall panels.,Direct first-party product evidence.,yes,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
resandes,Aufbereitungsverfahren,LOOKUP_REQUIRED_restored_reglazed,Restored / re-glazed windows and doors,CYPHER_LOOKUP_REQUIRED,DIRECT_FIRST_PARTY_FETCHED,ResAnDes historical building materials,https://resandes.de/en/,L92-L95,"Old windows and doors available in original salvage condition, drained or fully restored and re-glazed.",Exact Aufbereitungsverfahren ID requires Cypher lookup.,no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
bauteilnetz_deutschland,Bauteiltyp,bt_fenster,Fenster,ADD_OR_KEEP,THIRD_PARTY_DIRECT,DBU Bauteilnetz project,https://www.dbu.de/projektbeispiele/das-bauteilnetz-deutschland/,search extract,"The DBU description gives the principle: windows, doors or radiators from demolition/conversion are secured and stored until taken up by a buyer.","Third-party project source; appropriate for Bauteilnetz historical scope, not for a current stock claim.",no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
bauteilnetz_deutschland,Bauteiltyp,bt_tuer,Tür,ADD_OR_KEEP,THIRD_PARTY_DIRECT,DBU Bauteilnetz project,https://www.dbu.de/projektbeispiele/das-bauteilnetz-deutschland/,search extract,"The DBU description gives the principle: windows, doors or radiators from demolition/conversion are secured and stored until taken up by a buyer.","Third-party project source; appropriate for Bauteilnetz historical scope, not for a current stock claim.",no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
bauteilnetz_deutschland,Bauteiltyp,bt_technik,Technik,ADD_OR_KEEP,THIRD_PARTY_DIRECT,DBU Bauteilnetz project,https://www.dbu.de/projektbeispiele/das-bauteilnetz-deutschland/,search extract,"The DBU description gives the principle: windows, doors or radiators from demolition/conversion are secured and stored until taken up by a buyer.","Third-party project source; appropriate for Bauteilnetz historical scope, not for a current stock claim.",no,material_or_bauteiltyp_or_process,continuation_3_final_evidence_check
