kritisch;Land;Von;Richtung;Nach;Dauer;Art;Beschreibung (gekürzt);haengt allein daran;Belegstärke;Belegzitat;Quelle;ID
;Finnland;Housing Design / Department of Architecture / Aalto University;—;VTT – Circularity in the Built Environment;dauerhaft;Kooperationsvereinbarung;Forschen zur grünen und digitalen Transformation.;Housing Design / Department of Architecture / Aalto University, VTT – Circularity in the Built Environment;—;Aalto University and VTT have signed a strategic partnership agreement.;https://www.aalto.fi/en/corporate-collaboration/strategic-research-institute-partner-vtt;FI:K032
;Finnland;Purkupiha;→;Purkutori.fi;dauerhaft;Betreiberschaft;Betreibt den Marktplatz Purkutori.fi.;Purkutori.fi;belegt;Purkutori.fi-palvelun tarjoaa Purkupiha Oy – yksi Suomen suurimmista purkuliikkeistä ja johtava suomalaisomisteinen rakennusten ja teollisuuden purkaja Suomessa.;https://www.purkutori.fi/tietoja-meista;FI:K040
;Finnland;Purkupiha;→;Mikkelin Kehitysyhtiö Miksei Oy;dauerhaft;Dienstleistungsbeziehung;Führte den Rückbau im KIELO-Piloten aus.;;belegt;Purkatyö toteutettiin yhteistyössä paikallisen rakennusliike OW-Yhtiöt Oy:n ja kohteen purku-urakoitsijaksi valikoituneen Purkupiha Oy:n kanssa.;https://arkisto.mikseimikkeli.fi/hiilineutraalit-terasportaat-onnistunut-purkumateriaalien-uudelleenkayttokokeilu-mikkelissa/;FI:K039
;Finnland;ReCreate-Koordination / Faculty of Built Environment / Tampere University;—;Tampereen kaupunki (City of Tampere);dauerhaft;Kooperationsvereinbarung;Stärken Tampere als Bildungs- und Wissenschaftsstandort.;;—;Strategic partnership between Tampere Universities and the City of Tampere;https://www.tampere.fi/en/current/2026/02/19/strategic-partnership-between-tampere-universities-and-city-tampere;FI:K031
;Frankreich;Booster du Réemploi (A4MT);—;CD2E;dauerhaft;Kooperationsvereinbarung;Organisieren den lokalen Reuse-Booster gemeinsam.;;belegt;le CD2E et Action for Market Transformation – A4MT joignent leurs forces pour organiser un nouveau Booster du Réemploi local;https://cd2e.com/domaines-dexpertise/economie-circulaire/booster-du-reemploi/;FR:K044
;Frankreich;Collectif CANCAN;→;La Fab Bordeaux;dauerhaft;Dienstleistungsbeziehung;Arbeitete im Auftrag von La Fab Bordeaux.;Collectif CANCAN, La Fab Bordeaux;—;Commanditaire : La Fab;https://www.collectifcancan.fr/project/promenade/;FR:K031
;Frankreich;Cycle Up;—;ORAK;dauerhaft;Kooperationsvereinbarung;Entwickelten eine Reuse-Lösung für Teppichfliesen.;ORAK;belegt;Aujourd'hui Orak propose, en partenariat avec Cycle Up, une solution globale pour dalles textiles neuves ou réemployées;https://site.cycle-up.fr/annonceur-plus-orak/;FR:K006
;Frankreich;Cycle Up;—;TEXTIFLOOR;dauerhaft;Kooperationsvereinbarung;Verbessern gemeinsam den Bodenbelag-Reuse.;TEXTIFLOOR;belegt;le partenariat Cycle Up X Textifloor a pour objectif de contribuer à l'amélioration de la chaine de valeur;https://site.cycle-up.fr/textifloor-annonceurplus/;FR:K008
;Frankreich;Encore Heureux;→;REMIX / matériaux réemploi;dauerhaft;Gründung;Gründete das Reuse-Büro REMIX mit.;REMIX / matériaux réemploi;belegt;Encore Heureux Architectes et Morgan Moinet décident de fonder REMIX, un bureau d'études;https://encoreheureux.org/en/news/creation-d-un-bureau-d-etudes-dedie-au-reemploi;FR:K032
;Frankreich;Lascombes Matériaux Anciens;→;Lascombes Matériaux Anciens Sud-Ouest;dauerhaft;Konzernbindung;Führt Lascombes Sud-Ouest als Regionaldepot.;Lascombes Matériaux Anciens, Lascombes Matériaux Anciens Sud-Ouest;—;Lascombes Sud-Ouest est le dépôt régional secondaire de l'entreprise.;https://www.lascombes-sud-ouest.fr/p-infos-pratiques_fr.htm;FR:K041
;Frankreich;Réempro;→;CD2E;dauerhaft;Mitgliedschaft;Nimmt als Mitglied am CD2E-Netzwerk teil.;Réempro;belegt;Grâce à la notoriété du CD2E, nous avons pu bénéficier d'un grand réseau d'acteurs du réemploi et ainsi améliorer notre expertise sur le sujet.;https://cd2e.com/portraits-adherents/reempro-cd2e-portraits-adherents/;FR:K010
;Frankreich;Ville de Paris;→;Plateforme de réemploi des matériaux de voirie de la Ville de Paris;dauerhaft;Betreiberschaft;Betreibt das Pariser Straßenbau-Depot.;Plateforme de réemploi des matériaux de voirie de la Ville de Paris;belegt;Tous les chantiers de voirie parisiens ont leur réserve de granit au cœur d'un immense dépôt de la Direction de la voirie et des déplacements à Bonneuil sur Marne.;https://www.paris.fr/pages/le-pave-parisien-a-l-epreuve-du-temps-7511;FR:K024
;Niederlande;Lagemaat Heerde;→;lcp-circulair;dauerhaft;Gründung;Gründete lcp-circulair mit.;Lagemaat Heerde;belegt;LCP circulair is een samenwerking tussen cepezed projects en Lagemaat;https://lcp-circulair.nl/;NL:K007
;Niederlande;Superuse Studios / 2012Architecten;—;New Horizon UM;dauerhaft;Kooperationsvereinbarung;Führen Oogstkaart.nl nach der Übernahme fort.;New Horizon UM;belegt;Om die vraag te beantwoorden ontwikkelde Superuse Studios tien jaar geleden het platform Oogstkaart.nl. Met de overname door New Horizon Urban Mining moet het platform doorgroeien tot het belangrijkste platform op dit gebied in Nederland.;https://architectenweb.nl/nieuws/artikel.aspx?ID=47638;NL:K069
;Niederlande;cepezed;→;lcp-circulair;dauerhaft;Gründung;Gründete lcp-circulair mit.;;—;Lcp circulair, a joint venture between cepezedprojects and Lagemaat.;https://iconrealestate.com/news/landmark-for-circular-innovation-circl-dismantling-to-commence/;NL:K010
;Norwegen;Asker kommune – Ombruk;→;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);dauerhaft;Mitgliedschaft;Nimmt am Reuse-Netz Oslo–Trondheim teil.;;belegt;deltar med bygg som skal kartlegges, blant annet Oslo Areal, Omsorgsbygg Oslo KF, Asker kommune, Trondheim kommune, TOBB, NTNU og SINTEF;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;NO:K011
;Norwegen;Bodø Kommune;—;Nordlandsforskning AS;dauerhaft;Kooperationsvereinbarung;Erforschen Bürgerbeteiligung in Bodø gemeinsam.;Bodø Kommune, Nordlandsforskning AS;belegt;Bodø kommune i samarbeid med Nordlandsforskning, Nord universitet, Nordland fylkeskommune, Bodø/Glimt og Bodø Røde Kors utforske hvordan det kan gjøres.;https://www.an.no/bodo-en-barekraftig-og-samskapende-by/o/5-4-1367256;NO:K013
;Norwegen;Loopfront;→;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);dauerhaft;Gründung;Gründete das Reuse-Netz Oslo–Trondheim mit.;Loopfront;belegt;Loopfront og Multiconsult etablerer nå nettverk for ombruk av byggematerialer.;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;NO:K001
;Norwegen;Multiconsult;→;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);dauerhaft;Gründung;Gründete das Reuse-Netz Oslo–Trondheim mit.;Multiconsult;belegt;Loopfront og Multiconsult etablerer nå nettverk for ombruk av byggematerialer.;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;NO:K015
;Norwegen;OMBYGG;→;Sirkulær Ressurssentral;dauerhaft;Betreiberschaft;Betreibt den Reuse-Handel der Ressourcenzentrale.;OMBYGG, Sirkulær Ressurssentral;belegt;I teltet tilbyr driftsselskapet Ombygg ombruksvarer av høy kvalitet og utleie av lagerplass til ombruksvarer.;https://www.ressurssentral.no/;NO:K027
;Norwegen;Sirken;→;Asker kommune – Ombruk;dauerhaft;Dienstleistungsbeziehung;Erprobte Sirkens Reuse-Container in Asker.;Sirken;belegt;Kommunen tester ut Sirken, en selvbetjent butikk i kontainer, som gjør materialer fra rivingsprosjekter, og overskudd fra byggeprosjekter tilgjengelige.;https://www.asker.kommune.no/klima-og-natur/siste-nytt-om-klima-og-natur/tre-ar-med-sirkulare-fremskritt/;NO:K012
;Norwegen;TOBB;→;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);dauerhaft;Mitgliedschaft;Nimmt am Reuse-Netz Oslo–Trondheim teil.;;belegt;deltar med bygg som skal kartlegges, blant annet Oslo Areal, Omsorgsbygg Oslo KF, Asker kommune, Trondheim kommune, TOBB, NTNU og SINTEF;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;NO:K018
;Norwegen;Trondheim kommune;→;Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim);dauerhaft;Mitgliedschaft;Nimmt am Reuse-Netz Oslo–Trondheim teil.;Trondheim kommune;belegt;deltar med bygg som skal kartlegges, blant annet Oslo Areal, Omsorgsbygg Oslo KF, Asker kommune, Trondheim kommune, TOBB, NTNU og SINTEF;https://www.multiconsult.no/etablerer-nettverk-for-mer-ombruk-av-byggematerialer/;NO:K019
;Schweden;Ragn-Sells;→;Reboost;dauerhaft;Betreiberschaft;Betreibt den Reuse-Dienst Reboost.;Ragn-Sells;belegt;Ragn-Sells vill bidra till en mer cirkulär byggbransch och erbjuder en medlemsbaserad tjänst för kvalitetssäkrade återbrukade produkter.;https://www.ragnsells.se/vara-tjanster/integrerade-losningar/reboost/;SE:K026
;Schweden;Teknikbyggarna;→;Bygghubben;dauerhaft;Gründung;Beteiligte sich als Miteigentümer an Bygghubben.;Teknikbyggarna;belegt;Vi är stolta delägare i ByggHubben, ett företag som främjar återbruk inom byggbranschen.;https://teknikbyggarna.se/hallbarhet/;SE:K014
;Schweden;Umeå kommun;→;Byggåterbruket (Umeå);dauerhaft;Trägerschaft;Trägt das Reuse-Zentrum Byggåterbruket.;Umeå kommun, Byggåterbruket (Umeå);—;Byggåterbruket startade genom ett politiskt initiativ och är en del av Umeå kommun.;https://www.umea.se/download/18.1de870d7195cb1f57ec433c/1743065440894/KSHU_2025-01-28_protokoll.pdf;SE:K011
;Schweden;Wilzéns;→;Bygghubben;dauerhaft;Gründung;Gründete Bygghubben mit.;Wilzéns;belegt;Under 2023 har Wilzéns blivit delägare i och en av grundarna till Bygghubben;https://wilzens.se/hallbarhet/;SE:K015
;Schweden;Åhlin & Ekeroth;→;Bygghubben;dauerhaft;Gründung;Gründete Bygghubben mit.;Åhlin & Ekeroth;belegt;Bygghubben, som Åhlin & Ekeroth är delägare i och en av initiativtagarna till;https://ahlin-ekeroth.se/bygghubben-i-nytt-samarbete-med-k-bygg/;SE:K001
;Schweiz;Digvis GmbH;→;Bauteilkatalog Immobilien Basel-Stadt;dauerhaft;Dienstleistungsbeziehung;Programmierte den Basler Bauteilkatalog.;Digvis GmbH;belegt;Programmierung: digvis GmbH Industriestrasse 59 8152 Glattbrugg;https://bauteile-ibs.ch/contact;CH:K046
;Schweiz;Matériuum;→;Ressourcerie Lausanne / Matériuum / R-UUL;dauerhaft;Konzernbindung;Führt die Ressourcerie Lausanne als Zweigbetrieb.;Matériuum, Ressourcerie Lausanne / Matériuum / R-UUL;belegt;la Ressourcerie Matériuum Lausanne (RUUL) permet de stocker et de prolonger la durée de vie d'une grande quantité de matières;https://materiuum.ch/ressourcerie-lausanne-magasin-shop/;CH:K001
;Schweiz;Stiftung Chance BauTeile Zürich / Glattbrugg;→;Bauteilvermittlung Zürichsee-Oberland;dauerhaft;Dienstleistungsbeziehung;Prüft, demontiert und transportiert BTVZ-Bauteile.;Stiftung Chance BauTeile Zürich / Glattbrugg, Bauteilvermittlung Zürichsee-Oberland;—;Fachleute der Stiftung Chance prüfen die Bauteile, demontieren sie und übernehmen den Transport.;https://www.btvz.ch/portraet/;CH:K004
;Schweiz;Zirkular;→;Bauteilkatalog Immobilien Basel-Stadt;dauerhaft;Dienstleistungsbeziehung;Katalogisierte Bauteile für Basler Wettbewerbe.;;belegt;Im Rahmen der Projektwettbewerbe «Walkeweg» und «Schliengerweg» katalogisierte Zirkular die Re-Use-Bauteile;https://zirkular.net/de/projekt/bauteilkatalog-immobilien-basel-stadt/;CH:K042
;Schweiz;Zirkular;→;RE-WIN;dauerhaft;Gründung;Initiierten die erste RE-WIN-Fenstersammlung.;;belegt;Das Baubüro in situ hat zusammen mit der Zirkular GmbH die erste Fenster-Sammelaktion gestartet und den ersten LKW Transport in die Ukraine bezahlt.;https://re-win.ch/supporters/baubuero-in-situ-ag-und-zirkular-gmbh/;CH:K041
;Schweiz;useagain / Bauteilclick;→;Bauteilbörse Basel;dauerhaft;Dienstleistungsbeziehung;Stellt den Marktplatz für ihren Bauteilverkauf.;;belegt;Nach dem Ausbau übernimmt die Bauteilbörse Basel die Lagerung und den Weiterverkauf über useagain.ch.;https://www.gruner.ch/de/news/bauteile-aus-rueckbauten-jetzt-imeshop-von-grunerreuse-live;CH:K003
;Schweiz;useagain / Bauteilclick;→;Bauteilladen Winterthur;dauerhaft;Dienstleistungsbeziehung;Vermittelt Bauteile an den Bauteilladen Winterthur.;Bauteilladen Winterthur;belegt;promotes direct exchange between various organisations, such as Bauteilbörse Basel, BauTeile Zürich and Bauteilladen Winterthur;https://library-of-reuse.ch/pioneers/useagain;CH:K006
;Vereinigtes Königreich;Civic Engineers;→;The Engineers Reuse Collective (TERC);dauerhaft;Gründung;Gründete TERC mit.;;—;Founding members include Civic Engineers.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;GB:K063
;Vereinigtes Königreich;Cleveland Steel & Tubes;→;Elliott Wood;dauerhaft;Lieferbeziehung;Liefert Reuse-Stahl für Elliott-Wood-Projekte.;;teilweise_belegt;Sourced from Cleveland Steel Stock, 4% of the steel is reclaimed, and 1% is recovered;https://www.elliottwood.co.uk/latest/180-piccadilly-londons-largest-steel-reuse-project;GB:K051
;Vereinigtes Königreich;Cleveland Steel & Tubes;→;Heyne Tillett Steel / HTS;dauerhaft;Lieferbeziehung;Liefert Reuse-Stahl für HTS-Projekte.;;—;We work closely with Cleveland Steel & Tubes.;https://hts.uk.com/news-views/the-future-of-steel-reuse/;GB:K046
;Vereinigtes Königreich;Elliott Wood;→;The Engineers Reuse Collective (TERC);dauerhaft;Gründung;Gründete TERC mit.;;—;Founding members include Elliott Wood.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;GB:K095
;Vereinigtes Königreich;Grants of Shoreditch;→;PLP Architecture;dauerhaft;Lieferbeziehung;Lieferte Reuse-Marmor für das PLP-Projekt.;;belegt;Reclaimed Marble Grants of Shoreditch;https://plparchitecture.com/plp-architecture-circular-studio-fit-out/;GB:K075
;Vereinigtes Königreich;Heyne Tillett Steel / HTS;→;The Engineers Reuse Collective (TERC);dauerhaft;Gründung;Gründete TERC mit.;;—;Founding members include Heyne Tillett Steel.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;GB:K047
;Vereinigtes Königreich;Webb Yates Engineers;→;The Engineers Reuse Collective (TERC);dauerhaft;Gründung;Gründete TERC mit.;;—;Founding members include Webb Yates Engineers.;https://hts.uk.com/news-views/introducing-the-engineers-reuse-collective/;GB:K061
;Vereinigtes Königreich;Whitby Wood;→;The Engineers Reuse Collective (TERC);dauerhaft;Gründung;Gründete TERC mit.;Whitby Wood;belegt;The group has been founded by Buro Happold, Civic Engineers, Elliott Wood, Heyne Tillett Steel, Webb Yates Engineers and Whitby Wood, and is supported by The Institution of Structural Engineers.;https://terc.org.uk/news_launch/;GB:K026
;Österreich;BauKarussell;→;BIG (Bundesimmob.);dauerhaft;Dienstleistungsbeziehung;Führte Social Urban Mining am MedUni-Campus durch.;BIG (Bundesimmob.);belegt;Zwischen Oktober 2019 und Juli 2020 fuehrte BauKarussell im Auftrag der Bundesimmobiliengesellschaft (BIG) Social Urban Mining in Wien Alsergrund durch.;https://www.baukarussell.at/meduni-campus-mariannengasse-wien/;AT:K002
;Österreich;Re-Use Austria;→;BauKarussell;dauerhaft;Gründung;Gründete die BauKarussell-Genossenschaft mit.;;belegt;Als Gruendungsmitglied von BauKarussell ist es Re-Use Austria ein besonderes Anliegen, sozialwirtschaftlichen Re-Use-Betrieben ... eine starke Position ...;https://www.baukarussell.at/genossenschaft/;AT:K009
;Österreich;materialnomaden;→;re:store / HarvestMAP Vienna;dauerhaft;Betreiberschaft;Betreibt re:store als Herausgeberin.;materialnomaden, re:store / HarvestMAP Vienna;belegt;Medieninhaber und Herausgeber: materialnomaden GmbH;https://www.restore.or.at/impressum;AT:K001
;Belgien;51N4E;→;Recypark Demets;projektgebunden;Entwurf;Entwarf Recypark Demets.;51N4E;belegt;51N4E, Witteveen&Bos and Rotor joined forces and won the competition with a project that focused on reusing an existing structure;https://rotordb.org/en/projects/recypark-anderlecht;BE:K027
;Belgien;BLAF Architecten;→;Maison DnA;projektgebunden;Entwurf;Entwarf Maison DnA.;BLAF Architecten, Maison DnA;belegt;dnA House / BLAF Architecten (Architekt: BLAF Architecten);https://www.archdaily.com/423660/dna-house-blaf-architecten;BE:K006
;Belgien;Bureau Bouwtechniek;→;Musée de Folklore de Mouscron;projektgebunden;Fachplanung;Plante das Tragwerk für Musée du Folklore de Mouscron.;Bureau Bouwtechniek, Musée de Folklore de Mouscron;belegt;L'équipe formée par V+ (architecture), Projectiles (architecture, muséographie), Taktyk (paysage), Greisch, Daidalos Peutz et Bureau Bouwtechniek (bureaux d'études);https://www.architectura.be/fr/actualite/un-nouvel-ecrin-pour-le-musee-de-folklore-de-mouscron;BE:K023
;Belgien;Rotor;→;Recypark Demets;projektgebunden;Entwurf;Entwarf Recypark Demets.;;belegt;51N4E, Witteveen&Bos and Rotor joined forces and won the competition with a project that focused on reusing an existing structure;https://rotordb.org/en/projects/recypark-anderlecht;BE:K028
;Belgien;Rotor;→;Zinneke;projektgebunden;Fachplanung;Übernahm die Fachplanung für Zinneke.;;belegt;In 2015, Zinneke invited Rotor to join the long-term project for the renovation of their 4.000 m² new facilities at Place Masui.;https://rotordb.org/en/projects/zinneke-feder-masui4ever;BE:K042
;Belgien;RotorDC;→;Chiro d’Itterbeek;projektgebunden;Bauteillieferung;Lieferte Reuse-Bauteile für Chiro d’Itterbeek.;;belegt;The interior of the sanitary block is mainly made of reuse materials sold by RotorDC.;https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro;BE:K005
;Belgien;Zinneke asbl;→;Zinneke;projektgebunden;Bauherrschaft;Verantwortete Zinneke als Bauherrschaft.;Zinneke asbl;belegt;In 2015, Zinneke invited Rotor to join the long-term project for the renovation of their 4.000 m² new facilities at Place Masui.;https://rotordb.org/en/projects/zinneke-feder-masui4ever;BE:K037
;Deutschland;Abfallwirtschaftsbetriebe Münster;→;AWM Münster – zirkulärer Büroumbau;projektgebunden;Bauherrschaft;Beauftragte den zirkulären AWM-Büroumbau.;Abfallwirtschaftsbetriebe Münster;belegt;In Zusammenarbeit mit dem Düsseldorfer Unternehmen Urselmann interior, das sich auf Innenausbau nach dem Prinzip cradle-to-cradle spezialisiert hat, ist auf 250 m2 eine moderne Arbeitswelt;https://awm.stadt-muenster.de/aktuelles/newsdetail/moderne-arbeitswelt-aus-gebrauchten-materialien;DE:K001
;Deutschland;CITYFÖRSTER;→;Recyclinghaus Hannover;projektgebunden;Entwurf;Entwarf Recyclinghaus Hannover.;CITYFÖRSTER;belegt;Architekten (Design): CITYFÖRSTER architecture + urbanism, Hannover, Architekt Dipl.-Ing. Nils Nolting;https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover;DE:K024
;Deutschland;Claus Asam;→;Berlin-Schildow Pilot;projektgebunden;Prüfung und Nachweis;Prüfte Reuse-Bauteile für Berlin-Schildow Pilot.;Berlin-Schildow Pilot;teilweise_belegt;Gemeinsam mit Claus Asam vom IEMB hat Hervé Biele aus den Platten in der AEG-Halle drei Testbauten errichtet.;https://taz.de/Die-Wiedergeburt-der-Platte/!493469/;DE:K002
;Deutschland;Concular;→;AWM Münster – zirkulärer Büroumbau;projektgebunden;Reuse-Konzept;Beschaffte Reuse-Material für den AWM-Büroumbau.;;belegt;hat urselmann interior eng mit Concular zusammengearbeit – sowohl bei der Beschaffung der zirkulären Materialien als auch bei der Auswertung;https://concular.de/bueroetage-muenster/;DE:K029
;Deutschland;Die Zusammenarbeiter;→;Impact Hub Berlin at CRCLR-House (Innenausbau);projektgebunden;Entwurf;Entwarf Impact Hub Berlin.;Die Zusammenarbeiter;belegt;"Christian Schöningh ist Teil der TRNSFRM eG und mit „Die Zusammenarbeiter"" einer der planenden Architekten vor Ort.";https://www.dbz.de/artikel/crclr-house-berlin-3945221.html;DE:K014
;Deutschland;Gemeinde Ingersheim;→;Jugendtreff Ingersheim;projektgebunden;Bauherrschaft;Verantwortete Jugendtreff Ingersheim als Bauherrschaft.;Gemeinde Ingersheim, Jugendtreff Ingersheim;—;Bauherr: Gemeinde Ingersheim;https://klingelhoefer-kroetsch.de/projekte/jugendtreff-ingersheim/;DE:K025
;Deutschland;Gundlach GmbH & Co. KG Wohnungsunternehmen;→;Recyclinghaus Hannover;projektgebunden;Bauherrschaft;Verantwortete Recyclinghaus Hannover als Bauherrschaft.;Gundlach GmbH & Co. KG Wohnungsunternehmen;belegt;Bauherrin (Client): Gundlach GmbH & Co. KG Wohnungsunternehmen, Hannover;https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover;DE:K021
;Deutschland;H2A;→;Recyclinghaus Hannover;projektgebunden;Fachplanung;Plante das Tragwerk für Recyclinghaus Hannover.;H2A;belegt;Bauphysik: H2A – v. Heeren Habibi Architekt und Ingenieur PartGmbB, Hannover;https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover;DE:K023
;Deutschland;LXSY Architektur;→;CRCLR House;projektgebunden;Entwurf;Entwarf CRCLR House.;CRCLR House;belegt;Rund 70% der verwendeten Materialien und Produkte sind recycelt oder nachhaltig.;https://lxsy.de/projekte/impact-hub-berlin-at-crclr-house;DE:K009
;Deutschland;LXSY Architektur;→;Impact Hub Berlin at CRCLR-House (Innenausbau);projektgebunden;Entwurf;Entwarf Impact Hub Berlin.;;belegt;Rund 70% der verwendeten Materialien und Produkte sind recycelt oder nachhaltig.;https://lxsy.de/projekte/impact-hub-berlin-at-crclr-house;DE:K015
;Deutschland;Petra Jablonická;→;AWM Münster – zirkulärer Büroumbau;projektgebunden;Entwurf;Entwarf den zirkulären AWM-Büroumbau.;Petra Jablonická;belegt;Petra Jablonická (Architect) — 95,6% circular reconstruction of offices for AWM Münster;https://www.jablonicka.com/work/95,6%25-circular-reconstruction-of-offices-for-awm-m%C3%BCnster-;DE:K027
;Deutschland;TU Berlin Fachgebiet Bauphysik und Baukonstruktionen;→;Plattenvereinigung Berlin;projektgebunden;Forschungsbegleitung;Begleitete Plattenvereinigung Berlin wissenschaftlich.;TU Berlin Fachgebiet Bauphysik und Baukonstruktionen;belegt;The building was developed in partnership with the Chair of Building Physics and Building Constructions at TU Berlin.;https://www.tu.berlin/en/bauphysik/research/past-projects/projekt-plattenvereinigung;DE:K018
;Deutschland;Urselmann Interior;→;AWM Münster – zirkulärer Büroumbau;projektgebunden;Bauausführung;Führte den Innenausbau beim AWM-Büroumbau aus.;Urselmann Interior;belegt;In Zusammenarbeit mit dem Düsseldorfer Unternehmen Urselmann interior, das sich auf Innenausbau nach dem Prinzip cradle-to-cradle spezialisiert hat, ist auf 250 m2 eine moderne Arbeitswelt;https://awm.stadt-muenster.de/aktuelles/newsdetail/moderne-arbeitswelt-aus-gebrauchten-materialien;DE:K026
;Deutschland;Wiewiorra Hopp Architekten;→;Plattenpalast Berlin;projektgebunden;Entwurf;Entwarf Plattenpalast Berlin.;Wiewiorra Hopp Architekten, Plattenpalast Berlin;belegt;Forschungsprojekt der TU Berlin unter der Leitung von Claus Asam vom IEMB in Zusammenarbeit mit dem Berliner Architekturbüro wiewiorra hopp architekten;https://wwstudio.de/projects/plattenpalst;DE:K016
;Deutschland;ZRS Ingenieure;→;Impact Hub Berlin at CRCLR-House (Innenausbau);projektgebunden;Fachplanung;Plante das Tragwerk für Impact Hub Berlin.;ZRS Ingenieure;teilweise_belegt;"polis AWARD 2023, 3rd prize, category „Ökologische Wirklichkeit"" for Impact Hub";https://www.zrs.berlin/en/project/crclr-house-2/;DE:K010
;Dänemark;Artelia;→;TRÆ High-Rise;projektgebunden;Fachplanung;Plante das Tragwerk für TRÆ High-Rise.;Artelia;—;Artelia is the engineer on TRÆ.;https://www.arteliagroup.com/fr/project/trae-a-wooden-tower-at-the-highest-level/;DK:K017
;Dänemark;DTU Byg – Sektion Materialer og Holdbarhed;→;Thoravej 29 Copenhagen;projektgebunden;Prüfung und Nachweis;Prüfte Reuse-Bauteile für Thoravej 29 Copenhagen.;DTU Byg – Sektion Materialer og Holdbarhed, Thoravej 29 Copenhagen;belegt;A report from the Technical University of Denmark (DTU) on the Thoravej 29 project shows that compared to constructing an entirely new building, CO2 emissions;https://dac.dk/en/magazine/places/thoravej-29-what-can-be-reused-must-be-reused-376;DK:K012
;Dänemark;Lendager;→;Resource Rows;projektgebunden;Entwurf;Entwarf Resource Rows.;Resource Rows;belegt;In an intensive cooperation between the client and the team of Lendager Group, Resource Rows proves that ... upcycling ... is possible.;https://circularmaterialsystems.com/en/case/02_en_resource-rows/;DK:K001
;Dänemark;Lendager;→;Svanen;projektgebunden;Entwurf;Entwarf Svanen.;;belegt;Architects: Lendager Arkitekter ApS / SWECO architects;https://www.troldtekt.com/references/children-and-youth/boernehuset-svanen;DK:K008
;Dänemark;Lendager;→;TRÆ High-Rise;projektgebunden;Entwurf;Entwarf TRÆ High-Rise.;;belegt;TRAE ... a 78-meter beacon of circular construction, showing that large-scale architecture can combine reused materials;https://lendager.com/project/trae;DK:K018
;Dänemark;Tscherning;→;Svanen;projektgebunden;Rückbau;Führte den Rückbau von Svanen aus.;;belegt;For entreprenoeren Tscherning har udfordringen vaeret, at man normalt kan nedrive meget med maskine;https://vaerdibyg.dk/case/svanen-i-gladsaxe-cirkulaer-nedrivning/;DK:K005
;Dänemark;a:gain;→;TRÆ High-Rise;projektgebunden;Bauteillieferung;Lieferte Reuse-Bauteile für TRÆ High-Rise.;;—;Leverede produkter til TRÆ;https://www.again.dk/da/project-references/trae;DK:K015
;Finnland;A-Kruunu;→;Härmälänranta;projektgebunden;Bauherrschaft;Verantwortete Härmälänranta als Bauherrschaft.;A-Kruunu;teilweise_belegt;The building was built by Skanska for the client, affordable rental housing company A-Kruunu;https://recreate-project.eu/tag/city-of-tampere/;FI:K001
;Finnland;Consolis Parma;→;Härmälänranta;projektgebunden;Aufarbeitung;Arbeitete Reuse-Bauteile für Härmälänranta auf.;;teilweise_belegt;were quality controlled and factory refurbished in Consolis Parma's factory in Kangasala;https://recreate-project.eu/tag/precast-concrete;FI:K003
;Finnland;Consolis Parma;→;Lokomotion Technology Center;projektgebunden;Aufarbeitung;Arbeitete Reuse-Bauteile für Lokomotion-Reuse-Pilot auf.;;teilweise_belegt;In the ReCreate research project, companies have participated in Skanska's building projects, which serve as the study's minipilots.;https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/;FI:K014
;Finnland;Consolis Parma;→;Melkinlaituri Primary School and Daycare Centre;projektgebunden;Aufarbeitung;Arbeitete Reuse-Bauteile für Melkinlaituri-Schule auf.;;teilweise_belegt;Slabs were transported to Consolis Parma's Nummela factory, where the refurbishment of the elements could begin;https://recreate-project.eu/tag/consolis-parma/;FI:K015
;Finnland;Ramboll Finland;→;Härmälänranta;projektgebunden;Fachplanung;Plante das Tragwerk für Härmälänranta.;;teilweise_belegt;we at Ramboll developed designing the refurbishment of the reclaimed elements in collaboration with the factory;https://recreate-project.eu/tag/consolis-parma/;FI:K004
