old_label,old_id,action,new_target,semantic_basis,evidence_url,confidence
Bauproduktstatus,bps_baupg_ch,REVIEW/OUT,GAP_ch_baupg,conformity route = Regelwerk; generic status kept as enum,,0.7
Bauproduktstatus,bps_bestand_no_status,KEEP-ENUM,KEEP_ENUM,conformity route = Regelwerk; generic status kept as enum,,0.7
Bauproduktstatus,bps_ce_eta,REWIRE->Regelwerk,rw_eu_cpr_2024_3110,conformity route = Regelwerk; generic status kept as enum,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
Bauproduktstatus,bps_ce_hen,REWIRE->Regelwerk,rw_eu_cpr_2024_3110,conformity route = Regelwerk; generic status kept as enum,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
Bauproduktstatus,bps_ibc_104_11_alternative,REVIEW/OUT,OUT_OF_SCOPE_usa,conformity route = Regelwerk; generic status kept as enum,,0.7
Bauproduktstatus,bps_jis_jas_mlit,REVIEW/OUT,OUT_OF_SCOPE_jp,conformity route = Regelwerk; generic status kept as enum,,0.7
Bauproduktstatus,bps_nta_8713,REWIRE->Regelwerk,rw_nta_8713,conformity route = Regelwerk; generic status kept as enum,https://www.nen.nl/nta-8713-2023-nl-307691,0.9
Bauproduktstatus,bps_pemd_fr,REWIRE->Regelwerk,rw_fr_pemd,conformity route = Regelwerk; generic status kept as enum,https://www.ecologie.gouv.fr/politiques-publiques/diagnostic-produits-equipements-materiaux-dechets-pemd,0.9
Bauproduktstatus,bps_project_specific,KEEP-ENUM,KEEP_ENUM,conformity route = Regelwerk; generic status kept as enum,,0.7
Bauproduktstatus,bps_tracimat_be,REWIRE->Regelwerk,rw_be_tracimat_regional,conformity route = Regelwerk; generic status kept as enum,https://vito.be/en/news/demolition-guide-recognizes-building-materials-recycling-or-reuse,0.85
Bauproduktstatus,bps_ue_zeichen,REWIRE->Regelwerk,rw_mbo_lbo,conformity route = Regelwerk; generic status kept as enum,https://www.dgwz.de/gesetze/musterbauordnung-mbo-landesbauordnung-lbo,0.85
Bauproduktstatus,bps_ukca,REWIRE->Regelwerk,rw_ukca_ce,conformity route = Regelwerk; generic status kept as enum,https://www.ssqgroup.com/ukca-marking-to-replace-ce-marking-on-construction-products,0.85
Bauproduktstatus,bps_unbekannt,KEEP-ENUM,KEEP_ENUM,conformity route = Regelwerk; generic status kept as enum,,0.7
Bauproduktstatus,bps_zie_vbg,REWIRE->Regelwerk,rw_dibt_zie_abz,conformity route = Regelwerk; generic status kept as enum,https://www.dibt.de/de/wir-bieten/zulassungen-etas-und-mehr/zustimmung-im-einzelfall-zie-und-vorhabenbez-bauartgenehmigung-vbg,0.9
RechtlicheBedingung,rb_bauordnungsrecht,REWIRE->Regelwerk,rw_mbo_lbo,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://www.dgwz.de/gesetze/musterbauordnung-mbo-landesbauordnung-lbo,0.85
RechtlicheBedingung,rb_bauproduktenverordnung_cpr,REWIRE->Regelwerk,rw_eu_cpr_2024_3110,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
RechtlicheBedingung,rb_boulder_deconstruction_ordinance_8366,DELETE+GAP/Frage,OUT_OF_SCOPE_usa,legal condition = Regelwerk or Genehmigung/Haftung-Frage,,0.7
RechtlicheBedingung,rb_ce_marking_reused_steel,REWIRE->Regelwerk,rw_en_1090,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://bauforumstahl.de/wp-content/uploads/2024/02/bfs-CE-Kennzeichnung_nach_EN-1090.pdf,0.85
RechtlicheBedingung,rb_denkmalschutz,REWIRE->Regelwerk,rw_denkmalschutz,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://www.region-gestalten.bund.de/Region/DE/Potenzial_Leerstand/Instrumente/Regeln/Denkmalrechtliche_Befugnisse/denkmalrechtliche_befugnisse_node.html,0.8
RechtlicheBedingung,rb_dibt_zustimmung,REWIRE->Regelwerk,rw_dibt_zie_abz,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://www.dibt.de/de/wir-bieten/zulassungen-etas-und-mehr/zustimmung-im-einzelfall-zie-und-vorhabenbez-bauartgenehmigung-vbg,0.9
RechtlicheBedingung,rb_eu_taxonomie,REWIRE->Regelwerk,rw_eu_taxonomy,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://finance.ec.europa.eu/system/files/2023-06/taxonomy-regulation-delegated-act-2022-environmental_en_0.pdf,0.85
RechtlicheBedingung,rb_gewaehrleistung,REWIRE->Regelwerk,rw_prodhaftg_bgb,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://de.wikipedia.org/wiki/Produkthaftung_(Deutschland),0.8
RechtlicheBedingung,rb_grade_ii_listing,REWIRE->Regelwerk,rw_denkmalschutz,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://www.region-gestalten.bund.de/Region/DE/Potenzial_Leerstand/Instrumente/Regeln/Denkmalrechtliche_Befugnisse/denkmalrechtliche_befugnisse_node.html,0.8
RechtlicheBedingung,rb_kreislaufwirtschaftsgesetz_krwg,REWIRE->Regelwerk,rw_krwg,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://www.gesetze-im-internet.de/krwg/__6.html,0.9
RechtlicheBedingung,rb_materialpass,REWIRE->Regelwerk,rw_madaster_grp,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://www.dgnb.de/en/sustainable-building/circular-building/building-resource-passport,0.8
RechtlicheBedingung,rb_produkthaftung,REWIRE->Regelwerk,rw_prodhaftg_bgb,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://de.wikipedia.org/wiki/Produkthaftung_(Deutschland),0.8
RechtlicheBedingung,rb_schweizer_bauproduktegesetz,DELETE+GAP/Frage,GAP_ch_baupg,legal condition = Regelwerk or Genehmigung/Haftung-Frage,,0.7
RechtlicheBedingung,rb_ukca_marking_reused_steel,REWIRE->Regelwerk,rw_ukca_ce,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://www.ssqgroup.com/ukca-marking-to-replace-ce-marking-on-construction-products,0.85
RechtlicheBedingung,rb_vergaberecht,REWIRE->Regelwerk,rw_zirkulaere_vergabe,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://concular.de/leitfaden-fuer-zirkulaeres-planen-und-bauen-fuer-die-oeffentliche-hand-veroeffentlicht/,0.75
RechtlicheBedingung,rb_zulassung_im_einzelfall,REWIRE->Regelwerk,rw_dibt_zie_abz,legal condition = Regelwerk or Genehmigung/Haftung-Frage,https://www.dibt.de/de/wir-bieten/zulassungen-etas-und-mehr/zustimmung-im-einzelfall-zie-und-vorhabenbez-bauartgenehmigung-vbg,0.9
PruefungNachweis,pn_ankerpruefung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_anwendungsbeschraenkung,KEEP+wire->Nachweis(method),nf_produktstatus_und_leistungserklaerung,concrete test method under its Nachweisforderung,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
PruefungNachweis,pn_approval_process,KEEP+wire->Nachweis(method),nf_produktstatus_und_leistungserklaerung,concrete test method under its Nachweisforderung,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
PruefungNachweis,pn_bauteilpass,KEEP+wire->Nachweis(method),nf_herkunfts_und_rueckbaudokumentation,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_beschichtungszustand,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_beschlagpruefung,KEEP+wire->Nachweis(method),nf_produktstatus_und_leistungserklaerung,concrete test method under its Nachweisforderung,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
PruefungNachweis,pn_bewehrungsscan,KEEP+wire->Nachweis(method),nf_standsicherheitsnachweis,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_biegepruefung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_biegezug,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_biozid_screening,KEEP+wire->Nachweis(method),nf_schadstoffpruefung,concrete test method under its Nachweisforderung,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
PruefungNachweis,pn_bohrbild_pruefung,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_bohrkern_druckfestigkeit,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_brandklasse,KEEP+wire->Nachweis(method),nf_brandschutznachweis,concrete test method under its Nachweisforderung,https://www.baunetzwissen.de/daemmstoffe/fachwissen/normen/din-en-13501-klassifizierung-von-bauprodukten-und-bauarten-zu-ihrem-brandverhalten-1005853,0.9
PruefungNachweis,pn_brandklassifizierung,KEEP+wire->Nachweis(method),nf_brandschutznachweis,concrete test method under its Nachweisforderung,https://www.baunetzwissen.de/daemmstoffe/fachwissen/normen/din-en-13501-klassifizierung-von-bauprodukten-und-bauarten-zu-ihrem-brandverhalten-1005853,0.9
PruefungNachweis,pn_brandpruefung_beschichtung,KEEP+wire->Nachweis(method),nf_brandschutznachweis,concrete test method under its Nachweisforderung,https://www.baunetzwissen.de/daemmstoffe/fachwissen/normen/din-en-13501-klassifizierung-von-bauprodukten-und-bauarten-zu-ihrem-brandverhalten-1005853,0.9
PruefungNachweis,pn_bruchbild,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_chargenprotokoll,KEEP+wire->Nachweis(method),nf_herkunfts_und_rueckbaudokumentation,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_chlorid,KEEP+wire->Nachweis(method),nf_schadstoffpruefung,concrete test method under its Nachweisforderung,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
PruefungNachweis,pn_designstrategie,KEEP+wire->Nachweis(method),nf_produktstatus_und_leistungserklaerung,concrete test method under its Nachweisforderung,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
PruefungNachweis,pn_dichte,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_dichte_dicke,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_dichtheit,KEEP+wire->Nachweis(method),nf_produktstatus_und_leistungserklaerung,concrete test method under its Nachweisforderung,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
PruefungNachweis,pn_dichtungszustand,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_druckfestigkeit,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_druckpruefung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_faeulnis_sichtpruefung,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_faserklassifikation,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_feuchtemessung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_fremdstofffreiheit,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_fugenbild,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_funktionspruefung,KEEP+wire->Nachweis(method),nf_produktstatus_und_leistungserklaerung,concrete test method under its Nachweisforderung,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
PruefungNachweis,pn_glasbruch_sichtpruefung,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_glastyp_nachweis,KEEP+wire->Nachweis(method),nf_sicherheitsglas_info,concrete test method under its Nachweisforderung,https://www.baunormenlexikon.de/norm/din-18008-4/e87129e6-4c53-4386-852c-b6fd49626b0d,0.85
PruefungNachweis,pn_haertepruefung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_haftung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_haftzug,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_haftzug_beschichtung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_hebepunktnachweis,KEEP+wire->Nachweis(method),nf_standsicherheitsnachweis,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_herkunftsnachweis,KEEP+wire->Nachweis(method),nf_herkunfts_und_rueckbaudokumentation,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_kantenpruefung,KEEP+wire->Nachweis(method),nf_sicherheitsglas_info,concrete test method under its Nachweisforderung,https://www.baunormenlexikon.de/norm/din-18008-4/e87129e6-4c53-4386-852c-b6fd49626b0d,0.85
PruefungNachweis,pn_karbonatisierung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_kerbschlag,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_klangprobe,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_kontaktkorrosion,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_kornverteilung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_lagerprotokoll,KEEP+wire->Nachweis(method),nf_herkunfts_und_rueckbaudokumentation,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_lambda_wert,KEEP+wire->Nachweis(method),nf_u_wert_oder_energie_info,concrete test method under its Nachweisforderung,https://www.gebaeudeforum.de/ordnungsrecht/geg/,0.85
PruefungNachweis,pn_leckagepruefung,KEEP+wire->Nachweis(method),nf_produktstatus_und_leistungserklaerung,concrete test method under its Nachweisforderung,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
PruefungNachweis,pn_maschinelle_sortierung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_massaufnahme,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_materialanalyse_pmi,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_metalldetektion,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_modulstatik,KEEP+wire->Nachweis(method),nf_standsicherheitsnachweis,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_musterflaeche,KEEP+wire->Nachweis(method),nf_produktstatus_und_leistungserklaerung,concrete test method under its Nachweisforderung,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
PruefungNachweis,pn_nutzungsbeschraenkung,KEEP+wire->Nachweis(method),nf_produktstatus_und_leistungserklaerung,concrete test method under its Nachweisforderung,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
PruefungNachweis,pn_oberflaechenklasse,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_oberflaechenschaden,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_oberflaechenzugfestigkeit,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_pcp_lindan,KEEP+wire->Nachweis(method),nf_schadstoffpruefung,concrete test method under its Nachweisforderung,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
PruefungNachweis,pn_performance_gap,KEEP+wire->Nachweis(method),nf_produktstatus_und_leistungserklaerung,concrete test method under its Nachweisforderung,https://www.ressource-deutschland.de/service/rechtlicher-rahmen-zur-ressourceneffizienz/eu-bauprodukte-verordnung-2024/3110/,0.9
PruefungNachweis,pn_petrografie,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_porositatspruefung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_restanhaftungen,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_restmoertel,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_restquerschnitt,KEEP+wire->Nachweis(method),nf_standsicherheitsnachweis,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_restschichtdicke,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_risskartierung,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_risspruefung,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_rostgrad,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_rueckprallhammer,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_rutschhemmung,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_schadstoffanalyse,KEEP+wire->Nachweis(method),nf_schadstoffpruefung,concrete test method under its Nachweisforderung,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
PruefungNachweis,pn_schadstoffanalyse_beschichtung,KEEP+wire->Nachweis(method),nf_schadstoffpruefung,concrete test method under its Nachweisforderung,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
PruefungNachweis,pn_schadstoffanalyse_holz,KEEP+wire->Nachweis(method),nf_schadstoffpruefung,concrete test method under its Nachweisforderung,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
PruefungNachweis,pn_schadstoffanalyse_kitt,KEEP+wire->Nachweis(method),nf_schadstoffpruefung,concrete test method under its Nachweisforderung,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
PruefungNachweis,pn_schadstoffanalyse_kleber,KEEP+wire->Nachweis(method),nf_schadstoffpruefung,concrete test method under its Nachweisforderung,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest/neue-gefahrstoffverordnung-2024,0.9
PruefungNachweis,pn_schichtdicke,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_schimmelpruefung,KEEP+wire->Nachweis(method),nf_mikrobielle_belastung_check,concrete test method under its Nachweisforderung,https://www.umweltbundesamt.de/themen/gesundheit/umwelteinfluesse-auf-den-menschen/schimmel/aktueller-uba-schimmelleitfaden,0.85
PruefungNachweis,pn_schnittkantenpruefung,KEEP+wire->Nachweis(method),nf_sicherheitsglas_info,concrete test method under its Nachweisforderung,https://www.baunormenlexikon.de/norm/din-18008-4/e87129e6-4c53-4386-852c-b6fd49626b0d,0.85
PruefungNachweis,pn_schnittplan,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_schweissbarkeit,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_schwermetalle,KEEP+wire->Nachweis(method),nf_materialpruefung,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
PruefungNachweis,pn_schwindmass,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_sichtpruefung,KEEP+wire->Nachweis(method),nf_zustands_und_massaufnahme,concrete test method under its Nachweisforderung,https://din.one/pages/viewpage.action?pageId=160465716,0.9
PruefungNachweis,pn_spannlitzenlage,KEEP+wire->Nachweis(method),nf_standsicherheitsnachweis,concrete test method under its Nachweisforderung,https://standards.iteh.ai/catalog/standards/cen/31a1835a-d97d-4bf7-8319-62d76609fe39/cen-ts-1090-201-2024,0.9
