old_id,new_id,name,name_full,reuse_status,primary_material_id,primary_bauteiltyp_id,discriminator,n_materials,n_bauteiltypen,dominant_promoted,verbose_trimmed
bg_grande_halle_mineral_wool_insulation,bg_reuse_daemmstoff_daemmung_grande_halle_mineral_wool,Mineralwolle-Dämmung,Wiederverwendete Mineralwolle-Dämmung,reuse,mat_daemmstoff,bt_daemmung,grande_halle_mineral_wool,1,1,no,no
bg_grande_halle_radiators,bg_reuse_mehrere_technik_grande_halle_radiators,Radiatoren (Grande Halle),Wiederverwendete Radiatoren,reuse,mat_mehrere,bt_technik,grande_halle_radiators,2,1,no,no
bg_grande_halle_retained_concrete_structure,bg_retained_mehrere_mehrere_grande_halle_concrete_structure,Bestand-Betonstruktur…,Erhaltene Bestand-Betonstruktur der Halle,retained,mat_mehrere,bt_mehrere,grande_halle_concrete_structure,2,3,no,no
bg_grande_halle_sanitary_objects,bg_reuse_mehrere_technik_grande_halle_sanitary_objects,Sanitärob… (Grande Halle),Wiederverwendete Sanitärobjekte,reuse,mat_mehrere,bt_technik,grande_halle_sanitary_objects,2,1,no,no
bg_grande_halle_tiles_faience,bg_reuse_keramik_mehrere_grande_halle_tiles_faience,Fliesen (Grande Halle),Wiederverwendete Fliesen / Fayence,reuse,mat_keramik,bt_mehrere,grande_halle_tiles_faience,1,2,no,no
bg_grande_halle_wood_purlins_access_parts,bg_reuse_holz_mehrere_grande_halle_purlins_access_parts,Holzpfetten,"Holzpfetten / Holzstücke als Balkon-, Treppen- oder Geländerbauteile",reuse,mat_holz,bt_mehrere,grande_halle_purlins_access_parts,1,3,no,no
bg_granitpflaster_resilience,bg_reuse_naturstein_boden_granitpflaster_resilience,Granitpflaster Résilience,,reuse,mat_naturstein,bt_boden,granitpflaster_resilience,1,1,no,no
bg_green_house_daemmung_holzbodenelemente,bg_reuse_daemmstoff_mehrere_green_house_daemmung_holzbodenelemente,Dämmung in Holzbodenelem…,Dämmung in Holzbodenelementen,reuse,mat_daemmstoff,bt_mehrere,green_house_daemmung_holzbodenelemente,1,2,no,no
bg_green_house_demontables_stahltragwerk,bg_reuse_stahl_mehrere_green_house_demontables_stahltragwerk,Neues demontierbares…,Neues demontierbares Stahltragwerk,reuse,mat_stahl,bt_mehrere,green_house_demontables_stahltragwerk,1,2,no,no
bg_green_house_feste_wandverkleidung,bg_reuse_holz_mehrere_green_house_feste_wandverkleidung,Feste Wandverkleidung,Wiederverwendete feste Wandverkleidung / wainscot,reuse,mat_holz,bt_mehrere,green_house_feste_wandverkleidung,1,2,no,no
bg_green_house_pflasterklinker,bg_reuse_mehrere_boden_green_house_pflasterklinker,Pflasterklinker Erdgesch…,Pflasterklinker Erdgeschoss,reuse,mat_mehrere,bt_boden,green_house_pflasterklinker,2,1,no,no
bg_green_house_preused_holzdecke,bg_reuse_holz_mehrere_green_house_preused_holzdecke,Pre-used wood Geschossde…,Pre-used wood Geschossdecke,reuse,mat_holz,bt_mehrere,green_house_preused_holzdecke,1,2,no,no
bg_green_house_rauchglas_fassade,bg_reuse_glas_mehrere_green_house_rauchglas_fassade,Rauchglas-Fassadenpaneele,,reuse,mat_glas,bt_mehrere,green_house_rauchglas_fassade,1,2,no,no
bg_groeditz_dresden_type_precast_components,bg_reuse_stahlbeton_mehrere_groeditz_dresden_type_precast_components,Dresden-type precast…,Reused Dresden-type precast concrete components,reuse,mat_stahlbeton,bt_mehrere,groeditz_dresden_type_precast_components,1,3,no,no
bg_groeditz_wbs70_precast_panels,bg_reuse_stahlbeton_mehrere_groeditz_wbs70_precast_panels,WBS70 precast panels,Reused WBS70 precast panels,reuse,mat_stahlbeton,bt_mehrere,groeditz_wbs70_precast_panels,1,2,no,no
bg_grubenstrasse_blue_steel_facade_sheets,bg_reuse_stahl_fassade_grubenstrasse_blue_sheets,Blaue Stahlblechfassade,,reuse,mat_stahl,bt_fassade,grubenstrasse_blue_sheets,1,1,no,no
bg_grubenstrasse_retained_existing_building,bg_retained_mehrere_mehrere_grubenstrasse_existing_building,Erhalt und Ertüchtigung…,Erhalt und Ertüchtigung des Bestandsgebäudes,retained,mat_mehrere,bt_mehrere,grubenstrasse_existing_building,2,3,no,no
bg_grubenstrasse_reused_insulation_plates,bg_reuse_daemmstoff_daemmung_grubenstrasse_plates,Dämmplatten,Wiederverwendete Dämmplatten,reuse,mat_daemmstoff,bt_daemmung,grubenstrasse_plates,1,1,no,no
bg_grubenstrasse_reused_outer_stair,bg_reuse_stahl_treppe_grubenstrasse_outer,Außentreppe (Gruben.),Wiederverwendete Außentreppe,reuse,mat_stahl,bt_treppe,grubenstrasse_outer,1,1,no,no
bg_grubenstrasse_reused_radiators_sanitary,bg_reuse_mehrere_technik_grubenstrasse_radiators_sanitary,Heizkörper und Sanitärap…,Wiederverwendete Heizkörper und Sanitärapparate,reuse,mat_mehrere,bt_technik,grubenstrasse_radiators_sanitary,2,1,no,no
bg_grubenstrasse_reused_railings,bg_reuse_stahl_gelaender_grubenstrasse_railings,Geländer,Wiederverwendete Geländer,reuse,mat_stahl,bt_gelaender,grubenstrasse_railings,1,1,no,no
bg_grubenstrasse_reused_roof_sheets,bg_reuse_mehrere_dach_grubenstrasse_sheets,Dachbleche,Wiederverwendete Dachbleche,reuse,mat_mehrere,bt_dach,grubenstrasse_sheets,2,1,no,no
bg_grubenstrasse_reused_windows_doors,bg_reuse_mehrere_mehrere_grubenstrasse_windows_doors,Fenster und Türen,Wiederverwendete Fenster und Türen,reuse,mat_mehrere,bt_mehrere,grubenstrasse_windows_doors,3,2,no,no
bg_grubenstrasse_steel_access_structures,bg_reuse_stahl_mehrere_grubenstrasse_access_structures,Stahlbauteile für…,"Stahlbauteile für Laubengänge, Treppentürme und Gitterroste",reuse,mat_stahl,bt_mehrere,grubenstrasse_access_structures,1,3,no,no
bg_gussradiatoren_resilience,bg_reuse_gusseisen_technik_gussradiatoren_resilience,Gussradiatoren Résilience,,reuse,mat_gusseisen,bt_technik,gussradiatoren_resilience,1,1,no,no
bg_harmalanranta_reused_hollow_core_slabs,bg_reuse_beton_decke_harmalanranta_hollow_core_slabs,Hohlkörp… (Harmalanranta),Wiederverwendete Hohlkörperdecken / hollow-core slabs,reuse,mat_beton,bt_decke,harmalanranta_hollow_core_slabs,2,1,yes,no
bg_harmalanranta_shelter_deck_zone,bg_reuse_mehrere_decke_harmalanranta_shelter_deck_zone,Luftschutzraum-Deckenber…,Luftschutzraum-Deckenbereich als Einbauort,reuse,mat_mehrere,bt_decke,harmalanranta_shelter_deck_zone,2,1,no,no
bg_hastings_clt_visitor_centre_structure,bg_reuse_holz_mehrere_hastings_clt_visitor_centre_structure,Neues CLT-Tragwerk des…,Neues CLT-Tragwerk des Visitor Centre,reuse,mat_holz,bt_mehrere,hastings_clt_visitor_centre_structure,1,3,no,no
bg_hastings_outbuilding_cladding,bg_reuse_holz_fassade_hastings_outbuilding_cladding,Gespaltene längere…,Gespaltene längere Hartholzstücke als Bekleidung von Toiletten / Outbuildings,reuse,mat_holz,bt_fassade,hastings_outbuilding_cladding,1,1,no,no
bg_hastings_reclaimed_hardwood_cladding,bg_reuse_holz_fassade_hastings_hardwood_cladding,Tropische Hartholz-Deckb…,Wiederverwendete tropische Hartholz-Deckbohlen als Fassadenbekleidung,reuse,mat_holz,bt_fassade,hastings_hardwood_cladding,1,1,no,no
bg_hastings_retained_pier_restoration,bg_retained_mehrere_mehrere_hastings_pier_restoration,Restaurierte Pier-Unters…,Restaurierte Pier-Unterstruktur und viktorianischer Pavillon,retained,mat_mehrere,bt_mehrere,hastings_pier_restoration,3,3,no,no
bg_haus_hos_reused_floor_elements,bg_reuse_stahlbeton_mehrere_haus_hos_floor_elements,Stahlbeton-Deckenelemente,Wiederverwendete Stahlbeton-Deckenelemente,reuse,mat_stahlbeton,bt_mehrere,haus_hos_floor_elements,3,2,yes,no
bg_haus_hos_reused_stairs,bg_reuse_stahlbeton_treppe_haus_hos,Stahlbeton-Treppen,Wiederverwendete Stahlbeton-Treppen / Podeste,reuse,mat_stahlbeton,bt_treppe,haus_hos,3,1,yes,no
bg_haus_hos_reused_wall_elements,bg_reuse_stahlbeton_wand_haus_hos_elements,Stahlbeton-Wandelemente,Wiederverwendete Stahlbeton-Wandelemente,reuse,mat_stahlbeton,bt_wand,haus_hos_elements,3,1,yes,no
bg_hof_1930s_steel_beams_to_tbc,bg_reuse_stahl_mehrere_hof_1930s_beams_to_tbc,1930er Stahlträger vom…,1930er Stahlträger vom House of Fraser in TBC.London,reuse,mat_stahl,bt_mehrere,hof_1930s_beams_to_tbc,1,2,no,no
bg_hof_self_reused_steel_columns,bg_reuse_stahl_mehrere_hof_self_columns,Refabrizierte Stahlstütz…,Refabrizierte Stahlstützen aus unteren Geschossen für neue obere Ebenen 318 Oxford Street,reuse,mat_stahl,bt_mehrere,hof_self_columns,1,2,no,no
bg_holbein_new_clt_floors,bg_reuse_holz_decke_holbein_new_clt_floors,CLT-Decken der Erweiteru…,Neue CLT-Decken der Erweiterung,reuse,mat_holz,bt_decke,holbein_new_clt_floors,1,1,no,no
bg_holbein_reclaimed_stone_brick_uncertain,bg_reuse_ziegel_mehrere_holbein_stone,Stone / brickwork,"Reclaimed stone / brickwork, Menge und Rolle unklar",reuse,mat_ziegel,bt_mehrere,holbein_stone,2,2,yes,no
bg_holbein_retained_concrete_frame,bg_retained_mehrere_mehrere_holbein_concrete_frame,Betonrahmen und Bestands…,Erhaltener Betonrahmen und Bestandshülle,retained,mat_mehrere,bt_mehrere,holbein_concrete_frame,2,3,no,no
bg_holbein_reused_structural_steel,bg_reuse_stahl_mehrere_holbein_structural,Stahlträger un… (Holbein),Wiederverwendete Stahlträger und Stahlstützen für die Aufstockung,reuse,mat_stahl,bt_mehrere,holbein_structural,1,2,no,no
bg_impact_black_mdf_panels,bg_reuse_mdf_mehrere_impact_black_mdf_panels,Schwarze MDF-Platten…,Schwarze MDF-Platten als Schranktüren und Wandpaneele,reuse,mat_mdf,bt_mehrere,impact_black_mdf_panels,1,2,no,no
bg_impact_crclr_doors_windows_sanitary_uncertain,bg_reuse_mehrere_mehrere_impact_crclr_doors_windows_sanitary,"Türen, Fenster und…","Türen, Fenster und Sanitär im CRCLR-Gesamtprojekt mit unscharfer Fit-out-Zuordnung",reuse,mat_mehrere,bt_mehrere,impact_crclr_doors_windows_sanitary,4,3,no,no
bg_impact_recycled_felt_panels,bg_reuse_textil_mehrere_impact_recycled_felt_panels,Recycelte Filzpaneele…,Recycelte Filzpaneele für Akustik in Telefonboxen,reuse,mat_textil,bt_mehrere,impact_recycled_felt_panels,1,2,no,no
bg_impact_red_mdf_reception,bg_reuse_mdf_ausbau_impact_red_mdf_reception,Red MDF boards als…,Red MDF boards als feste Empfangs-/Treffpunktzone,reuse,mat_mdf,bt_ausbau,impact_red_mdf_reception,1,1,no,no
bg_impact_reused_bricks_reception,bg_reuse_ziegel_mehrere_impact_reception,Ziegel im Empfang,Wiederverwendete Ziegel im Empfang / Treffpunkt,reuse,mat_ziegel,bt_mehrere,impact_reception,1,2,no,no
bg_impact_wood_gallery_uncertain,bg_reuse_holz_mehrere_impact_gallery,Holzgalerie (Impact),"Holzgalerie / zweite Ebene, Wiederverwendung nicht belegt",reuse,mat_holz,bt_mehrere,impact_gallery,1,3,no,no
bg_impact_wood_offcuts_phone_booths,bg_reuse_holz_mehrere_impact_offcuts_phone_booths,Holzlatten aus Tischlere…,Holzlatten aus Tischlereiresten für Telefonboxen,reuse,mat_holz,bt_mehrere,impact_offcuts_phone_booths,1,2,no,no
bg_ithaka_azobe_shingles,bg_reuse_holz_fassade_ithaka_azobe_shingles,Azobé-Hartholz-Shingles…,Azobé-Hartholz-Shingles im dritten Leben,reuse,mat_holz,bt_fassade,ithaka_azobe_shingles,1,1,no,no
bg_ithaka_holzfussboeden_klinker,bg_reuse_mehrere_boden_ithaka_holzfussboeden_klinker,Holzfußböden und…,Wiederverwendete Holzfußböden und Straßenklinker,reuse,mat_mehrere,bt_boden,ithaka_holzfussboeden_klinker,2,1,no,no
bg_ithaka_holztraeger_balken,bg_reuse_holz_mehrere_ithaka_holztraeger_balken,Holzträger,Wiederverwendete Holzträger / houten balken,reuse,mat_holz,bt_mehrere,ithaka_holztraeger_balken,1,2,no,no
bg_ithaka_innentueren_beschlaege,bg_reuse_mehrere_mehrere_ithaka_innentueren_beschlaege,Innentüren mit Hang-…,Wiederverwendete Innentüren mit Hang- und Schließwerk,reuse,mat_mehrere,bt_mehrere,ithaka_innentueren_beschlaege,2,2,no,no
bg_ithaka_kozijnen_fenster,bg_reuse_mehrere_mehrere_ithaka_kozijnen_fenster,Außenkozijnen,Wiederverwendete Außenkozijnen / Fensterrahmen mit Sonnenschutz,reuse,mat_mehrere,bt_mehrere,ithaka_kozijnen_fenster,3,2,no,no
bg_ithaka_retained_existing_clinic,bg_retained_mehrere_mehrere_ithaka_existing_clinic,Emergis-Bestand,Erhaltener Emergis-Bestand,retained,mat_mehrere,bt_mehrere,ithaka_existing_clinic,2,2,no,no
bg_ithaka_tga_beleuchtung_installationen,bg_reuse_mehrere_technik_ithaka_tga_beleuchtung_installationen,Technische Bauteile,Teilweise wiederverwendete technische Bauteile,reuse,mat_mehrere,bt_technik,ithaka_tga_beleuchtung_installationen,2,1,no,no
bg_juch_hagenholz_stahlstruktur,bg_reuse_stahl_mehrere_juch_hagenholz_stahlstruktur,1:1 versetzte Stahlstruk…,Geplante 1:1 versetzte Stahlstruktur der Recyclinghalle Hagenholz,reuse,mat_stahl,bt_mehrere,juch_hagenholz_stahlstruktur,1,3,no,no
bg_juch_kerenzerberg_betonplatten,bg_reuse_beton_mehrere_juch_kerenzerberg_betonplatten,Betonplatten aus dem…,Gebrauchte Betonplatten aus dem Kerenzerbergtunnel,reuse,mat_beton,bt_mehrere,juch_kerenzerberg_betonplatten,2,2,yes,no
bg_juch_schellinghalle_pilzstuetzen,bg_reuse_stahlbeton_mehrere_juch_schellinghalle_pilzstuetzen,Beton-Pilzstützen und…,Beton-Pilzstützen und Deckenelemente aus Schellinghalle Rümlang,reuse,mat_stahlbeton,bt_mehrere,juch_schellinghalle_pilzstuetzen,1,2,no,no
bg_k118_external_steel_stair,bg_reuse_stahl_mehrere_k118_external_stair,Externe Stahltreppe,Wiederverwendete externe Stahltreppe,reuse,mat_stahl,bt_mehrere,k118_external_stair,1,2,no,no
bg_k118_floor_finishes_bricks_panels,bg_reuse_mehrere_mehrere_k118_floor_finishes_bricks_panels,Naturstein-/Granitplatten,"Wiederverwendete Naturstein-/Granitplatten, Klinker und Holzplatten",reuse,mat_mehrere,bt_mehrere,k118_floor_finishes_bricks_panels,3,3,no,no
bg_k118_retained_halle_118,bg_retained_mehrere_mehrere_k118_halle_118,Industriehalle Halle…,Erhaltene Industriehalle Halle 118 als Sockel,retained,mat_mehrere,bt_mehrere,k118_halle_118,2,3,no,no
bg_k118_reused_steel_structure,bg_reuse_stahl_mehrere_k118_structure,Stahlträger und Stützen…,Wiederverwendete Stahlträger und Stützen der Aufstockung,reuse,mat_stahl,bt_mehrere,k118_structure,1,2,no,no
bg_k118_windows_cladding_insulation,bg_reuse_mehrere_mehrere_k118_windows_cladding_insulation,Fenster,"Wiederverwendete Fenster, Fassadenbleche und EPS-Dämmung",reuse,mat_mehrere,bt_mehrere,k118_windows_cladding_insulation,3,3,no,no
bg_ka13_hollow_core_slabs,bg_reuse_stahlbeton_decke_ka13_hollow_core_slabs,Hohlkörperdecken aus…,Wiederverwendete Hohlkörperdecken aus Regjeringsbygg R4,reuse,mat_stahlbeton,bt_decke,ka13_hollow_core_slabs,1,1,no,no
bg_ka13_office_fronts_doors_facade,bg_reuse_mehrere_mehrere_ka13_office_fronts_doors_facade,Bürofronten,"Wiederverwendete Bürofronten, Türen und Fassadenbekleidung",reuse,mat_mehrere,bt_mehrere,ka13_office_fronts_doors_facade,5,4,no,no
bg_ka13_retained_existing_structure,bg_retained_mehrere_mehrere_ka13_existing_structure,KA13-Bestandstragwerk…,Erhaltenes KA13-Bestandstragwerk und Außenwände,retained,mat_mehrere,bt_mehrere,ka13_existing_structure,3,3,no,no
bg_ka13_reused_steel,bg_reuse_stahl_mehrere_ka13,Stahl in Bestand und…,Wiederverwendeter Stahl in Bestand und Erweiterung,reuse,mat_stahl,bt_mehrere,ka13,1,2,no,no
bg_ka13_tga_sanitary_radiators,bg_reuse_mehrere_technik_ka13_tga_sanitary_radiators,Radiatoren (Ka13),"Wiederverwendete Radiatoren, Sanitär und Lüftungskanäle",reuse,mat_mehrere,bt_technik,ka13_tga_sanitary_radiators,3,1,no,no
bg_kamikatsu_donated_facade_windows,bg_reuse_mehrere_mehrere_kamikatsu_donated_facade_windows,Ca. 700 gespendete…,Ca. 700 gespendete Fassadenfenster,reuse,mat_mehrere,bt_mehrere,kamikatsu_donated_facade_windows,3,2,no,no
bg_kamikatsu_glass_ceramic_terrazzo,bg_reuse_mehrere_boden_kamikatsu_glass_ceramic_terrazzo,Glas- und Keramikscherbe…,Glas- und Keramikscherben als fester Bodenbelag,reuse,mat_mehrere,bt_boden,kamikatsu_glass_ceramic_terrazzo,2,1,no,no
bg_kamikatsu_old_tiles,bg_reuse_keramik_mehrere_kamikatsu_old_tiles,Alte Fliesen als Mosaik-,"Alte Fliesen als Mosaik-, Boden- und Traufendetail",reuse,mat_keramik,bt_mehrere,kamikatsu_old_tiles,1,2,no,no
bg_kamikatsu_old_town_hall_wall_parts,bg_reuse_mehrere_mehrere_kamikatsu_old_town_hall_wall_parts,Alte Rathauswandteile…,Alte Rathauswandteile als Exterior Receiving Wall,reuse,mat_mehrere,bt_mehrere,kamikatsu_old_town_hall_wall_parts,2,2,no,no
bg_kamikatsu_shoji_glass_doors,bg_reuse_mehrere_mehrere_kamikatsu_shoji_glass_doors,Alte Shoji-Schirme und…,Alte Shoji-Schirme und Glastüren im Hotel,reuse,mat_mehrere,bt_mehrere,kamikatsu_shoji_glass_doors,2,3,no,no
bg_leuchten_resilience,bg_reuse_mehrere_technik_leuchten_resilience,Leuchten Résilience,,reuse,mat_mehrere,bt_technik,leuchten_resilience,2,1,no,no
bg_lo_reninge_retained_convent,bg_retained_mehrere_mehrere_lo_reninge_convent,Ehemaliges Kloster,Erhaltenes ehemaliges Kloster,retained,mat_mehrere,bt_mehrere,lo_reninge_convent,2,2,no,no
bg_lo_reninge_reused_facade_bricks,bg_reuse_ziegel_mehrere_lo_reninge_facade,Fassadenziegel (Lo-R.),Wiederverwendete Fassadenziegel,reuse,mat_ziegel,bt_mehrere,lo_reninge_facade,1,2,no,no
bg_lokomotion_hollow_core_slabs,bg_reuse_beton_mehrere_lokomotion_hollow_core_slabs,27 wiederve… (Lokomotion),27 wiederverwendete Hohlkörperdecken,reuse,mat_beton,bt_mehrere,lokomotion_hollow_core_slabs,2,2,yes,no
bg_lycee_floor_sheet_metal_facade,bg_reuse_stahl_mehrere_lycee_floor_sheet_metal_facade,61 m² Bodenblech als…,61 m² Bodenblech als Fassadenbekleidung,reuse,mat_stahl,bt_mehrere,lycee_floor_sheet_metal_facade,1,2,no,no
bg_lycee_gypsum_acoustic_panels,bg_reuse_daemmstoff_mehrere_lycee_gypsum_acoustic_panels,419 m² Gips-Akustikpanee…,419 m² Gips-Akustikpaneele aus abgehängten Decken,reuse,mat_daemmstoff,bt_mehrere,lycee_gypsum_acoustic_panels,1,2,no,no
bg_lycee_metal_ceiling_panels,bg_reuse_stahl_mehrere_lycee_metal_ceiling_panels,12 Metall-Deckenpaneele,"12 Metall-Deckenpaneele / 4,3 m²",reuse,mat_stahl,bt_mehrere,lycee_metal_ceiling_panels,1,2,no,no
bg_lycee_paving_slabs,bg_reuse_beton_boden_lycee_paving_slabs,135 m² wiederverwendete…,135 m² wiederverwendete Straßenpflasterplatten,reuse,mat_beton,bt_boden,lycee_paving_slabs,1,1,no,no
bg_lycee_precast_concrete_channels,bg_reuse_beton_mehrere_lycee_precast_channels,38 Fertigbetonelemente…,38 Fertigbetonelemente als Rinnen,reuse,mat_beton,bt_mehrere,lycee_precast_channels,1,2,no,no
bg_lycee_steel_facade_panels_railing,bg_reuse_stahl_mehrere_lycee_facade_panels_railing,Stahlfassadenpaneele…,Stahlfassadenpaneele als Geländer,reuse,mat_stahl,bt_mehrere,lycee_facade_panels_railing,1,2,no,no
bg_lycee_steel_profiles_canopy,bg_reuse_stahl_mehrere_lycee_profiles_canopy,"11,8 t Stahlprofile als…","11,8 t Stahlprofile als Überdachung",reuse,mat_stahl,bt_mehrere,lycee_profiles_canopy,1,2,no,no
bg_maison_des_canaux_fixed_builtins,bg_reuse_mehrere_mehrere_maison_des_canaux_fixed_builtins,Feste Einbauten,Wiederverwendete feste Einbauten / technische Elemente,reuse,mat_mehrere,bt_mehrere,maison_des_canaux_fixed_builtins,2,2,no,no
bg_maison_des_canaux_reused_doors,bg_reuse_mehrere_mehrere_maison_des_canaux_doors,Türen / Raumabschlüsse,Wiederverwendete Türen / Raumabschlüsse,reuse,mat_mehrere,bt_mehrere,maison_des_canaux_doors,2,2,no,no
bg_maison_des_canaux_reused_floor_wall_finishes,bg_reuse_mehrere_mehrere_maison_des_canaux_floor_wall_finishes,Boden- und Wandbeläge,Wiederverwendete Boden- und Wandbeläge,reuse,mat_mehrere,bt_mehrere,maison_des_canaux_floor_wall_finishes,2,3,no,no
bg_maison_des_canaux_reused_sanitary_parts,bg_reuse_mehrere_mehrere_maison_des_canaux_sanitary_parts,Sanitärteile,Wiederverwendete Sanitärteile,reuse,mat_mehrere,bt_mehrere,maison_des_canaux_sanitary_parts,2,2,no,no
bg_maison_dna_new_inner_timber_box_context,bg_reuse_holz_mehrere_maison_dna_new_inner_box_context,Innere Holzrahmenbox…,Neue innere Holzrahmenbox als Energie- und Nutzungsschicht,reuse,mat_holz,bt_mehrere,maison_dna_new_inner_box_context,2,2,yes,no
bg_maison_dna_reused_brick_outer_walls,bg_reuse_ziegel_mehrere_maison_dna_outer_walls,Ziegelwände als äußere…,Wiederverwendete Ziegelwände als äußere autonome Struktur,reuse,mat_ziegel,bt_mehrere,maison_dna_outer_walls,1,2,no,no
bg_maison_vignette_bluestone_slabs,bg_reuse_naturstein_boden_maison_vignette_bluestone_slabs,40 m² wiederverwendete…,40 m² wiederverwendete Blausteinplatten,reuse,mat_naturstein,bt_boden,maison_vignette_bluestone_slabs,1,1,no,no
bg_maison_vignette_facade_claustra_bricks,bg_reuse_ziegel_mehrere_maison_vignette_facade_claustra,3.000 wiederverwendete…,3.000 wiederverwendete Ziegel für 36 m² Fassaden-Claustra,reuse,mat_ziegel,bt_mehrere,maison_vignette_facade_claustra,1,2,no,no
bg_maison_vignette_sanitary_objects,bg_reuse_mehrere_mehrere_maison_vignette_sanitary_objects,Sanitärobjekte von…,Wiederverwendete Sanitärobjekte von Rotor DC,reuse,mat_mehrere,bt_mehrere,maison_vignette_sanitary_objects,2,2,no,no
bg_maison_vignette_terracotta_floor_tiles,bg_reuse_keramik_mehrere_maison_vignette_terracotta_floor_tiles,"13,5 m² wiederverwendete…","13,5 m² wiederverwendete Terrakotta-Bodenfliesen",reuse,mat_keramik,bt_mehrere,maison_vignette_terracotta_floor_tiles,1,2,no,no
bg_maison_vignette_wall_tiles_solvay,bg_reuse_keramik_mehrere_maison_vignette_wall_tiles_solvay,21 m² wiederverwendete…,21 m² wiederverwendete Wandfliesen aus Solvay-Gebäude,reuse,mat_keramik,bt_mehrere,maison_vignette_wall_tiles_solvay,1,2,no,no
bg_mehrow_wbs70_floor_slabs,bg_reuse_stahlbeton_mehrere_mehrow_wbs70_floor_slabs,27 wiederverwen… (Mehrow),27 wiederverwendete WBS70-Deckenplatten,reuse,mat_stahlbeton,bt_mehrere,mehrow_wbs70_floor_slabs,1,2,no,no
bg_mehrow_wbs70_wall_slabs,bg_reuse_stahlbeton_wand_mehrow_wbs70_slabs,22 wiederverwendete…,22 wiederverwendete WBS70-Wandplatten,reuse,mat_stahlbeton,bt_wand,mehrow_wbs70_slabs,1,1,no,no
bg_melkinlaituri_reused_hollow_core_slabs,bg_reuse_stahlbeton_mehrere_melkinlaituri_hollow_core_slabs,64 reused hollow-core…,64 reused hollow-core slabs from Suutarila community centre,reuse,mat_stahlbeton,bt_mehrere,melkinlaituri_hollow_core_slabs,1,2,no,no
bg_moeoeslistrasse_akustikelemente,bg_reuse_mehrere_mehrere_moeoeslistrasse_akustikelemente,Akustikelemente,Wiederverwendete Akustikelemente,reuse,mat_mehrere,bt_mehrere,moeoeslistrasse_akustikelemente,2,2,no,no
bg_moeoeslistrasse_aussentreppe,bg_reuse_stahl_treppe_moeoeslistrasse_aussentreppe,Außentreppe (Möösli.),Wiederverwendete Außentreppe,reuse,mat_stahl,bt_treppe,moeoeslistrasse_aussentreppe,1,1,no,no
bg_moeoeslistrasse_bestand_werkhof,bg_reuse_mehrere_mehrere_moeoeslistrasse_bestand_werkhof,Werkhofstruktur und…,Erhaltene Werkhofstruktur und Umnutzung ehemaliger Wohnungen,reuse,mat_mehrere,bt_mehrere,moeoeslistrasse_bestand_werkhof,2,2,no,no
bg_moeoeslistrasse_brandschutztueren_lavater,bg_reuse_mehrere_tuer_moeoeslistrasse_brandschutztueren_lavater,Brandschutztüren aus…,Brandschutztüren aus Schulhaus Lavater,reuse,mat_mehrere,bt_tuer,moeoeslistrasse_brandschutztueren_lavater,2,1,no,no
bg_moeoeslistrasse_sanitaer_kueche,bg_reuse_mehrere_mehrere_moeoeslistrasse_sanitaer_kueche,Sanitärapparate und…,Wiederverwendete Sanitärapparate und gebrauchte Küche,reuse,mat_mehrere,bt_mehrere,moeoeslistrasse_sanitaer_kueche,3,2,no,no
bg_moeoeslistrasse_stahlpergola_beschattung,bg_reuse_mehrere_mehrere_moeoeslistrasse_stahlpergola_beschattung,Stahlpergola,Stahlpergola / Beschattung aus Einkaufswagendepot,reuse,mat_mehrere,bt_mehrere,moeoeslistrasse_stahlpergola_beschattung,2,3,no,no
bg_moeoeslistrasse_stahltraeger_stuetzen,bg_reuse_stahl_mehrere_moeoeslistrasse_stuetzen,Stahlträger (Möösli.),Wiederverwendete Stahlträger / Unterzüge / Stützen,reuse,mat_stahl,bt_mehrere,moeoeslistrasse_stuetzen,1,2,no,no
bg_montessori_maassluis_planned_reused_hollow_core_slabs,bg_planned_stahlbeton_decke_montessori_maassluis_hollow_core_slabs,Hohlkörperd… (Montessori),Geplante wiederverwendete Hohlkörperdecken,planned,mat_stahlbeton,bt_decke,montessori_maassluis_hollow_core_slabs,1,1,no,no
bg_multi_aluminium_profiles,bg_reuse_aluminium_mehrere_multi_profiles,Aluminiumprofile,Wiederverwendete Aluminiumprofile,reuse,mat_aluminium,bt_mehrere,multi_profiles,1,2,no,no
bg_multi_blaustein_facade_slabs,bg_reuse_naturstein_mehrere_multi_blaustein_facade_slabs,Blaustein-Fassadenblöcke…,Wiederverwendete Blaustein-Fassadenblöcke und -platten,reuse,mat_naturstein,bt_mehrere,multi_blaustein_facade_slabs,1,3,no,no
bg_multi_granite_natural_stone_tiles,bg_reuse_naturstein_boden_multi_granite_natural_tiles,Granit- und Natursteinpl…,Wiederverwendete Granit- und Natursteinplatten,reuse,mat_naturstein,bt_boden,multi_granite_natural_tiles,1,1,no,no
bg_multi_reinstalled_elevator_motors,bg_reuse_stahl_technik_multi_reinstalled_elevator_motors,Wieder eingebaute…,Wieder eingebaute Aufzugsmotoren,reuse,mat_stahl,bt_technik,multi_reinstalled_elevator_motors,1,1,no,no
bg_musef_reused_facade_bricks,bg_reuse_ziegel_mehrere_musef_facade,Fassadenziegel aus acht…,Wiederverwendete Fassadenziegel aus acht Mouscron-Abbruchquellen,reuse,mat_ziegel,bt_mehrere,musef_facade,1,2,no,no
