project_id,project_name,countries,actor_id,actor_name,role_text,relationship_id,evidence_url,evidence_confidence,review_run
p_ferme_du_rail_paris,Ferme du Rail Paris,Frankreich,bellastock,Bellastock,,r_Bellastock__BETEILIGT_AN__p_ferme_du_rail_paris,,,
p_ferme_du_rail_paris,Ferme du Rail Paris,Frankreich,melanie_devret,Mélanie Devret,,r_melanie_devret__BETEILIGT_AN__p_ferme_du_rail_paris,,,
p_ferme_du_rail_paris,Ferme du Rail Paris,Frankreich,pouget_consultants,Pouget Consultants,,r_pouget_consultants__BETEILIGT_AN__p_ferme_du_rail_paris,,,
p_ferme_du_rail_paris,Ferme du Rail Paris,Frankreich,rehabail,Réhabail,,r_rehabail__BETEILIGT_AN__p_ferme_du_rail_paris,,,
p_ferme_du_rail_paris,Ferme du Rail Paris,Frankreich,scoping,Scoping,,r_scoping__BETEILIGT_AN__p_ferme_du_rail_paris,,,
p_ferme_du_rail_paris,Ferme du Rail Paris,Frankreich,travail_et_vie,Travail & Vie,,r_travail_et_vie__BETEILIGT_AN__p_ferme_du_rail_paris,,,
p_grande_halle_de_colombelles,Grande Halle de Colombel…,Frankreich,albert_and_co,Albert & Co,,r_albert_and_co__BETEILIGT_AN__p_grande_halle_de_colombelles,,,
p_grande_halle_de_colombelles,Grande Halle de Colombel…,Frankreich,construire,Construire,,r_construire__BETEILIGT_AN__p_grande_halle_de_colombelles,,,
p_grande_halle_de_colombelles,Grande Halle de Colombel…,Frankreich,encore_heureux,Encore Heureux,,r_encore_heureux__BETEILIGT_AN__p_grande_halle_de_colombelles,,,
p_grande_halle_de_colombelles,Grande Halle de Colombel…,Frankreich,le_wip,Le WIP,,r_le_wip__BETEILIGT_AN__p_grande_halle_de_colombelles,,,
p_grande_halle_de_colombelles,Grande Halle de Colombel…,Frankreich,ligne_be,Ligne B.E.,,r_ligne_be__BETEILIGT_AN__p_grande_halle_de_colombelles,,,
p_grande_halle_de_colombelles,Grande Halle de Colombel…,Frankreich,normandie_amenagement,Normandie Aménagement,,r_normandie_amenagement__BETEILIGT_AN__p_grande_halle_de_colombelles,,,
p_grande_halle_de_colombelles,Grande Halle de Colombel…,Frankreich,stephanie_paly,Stéphanie Paly,,r_stephanie_paly__BETEILIGT_AN__p_grande_halle_de_colombelles,,,
p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,Schweiz,bauteilladen_winterthur,Bauteilladen Winterthur,,r_bauteilladen_winterthur__BETEILIGT_AN__p_grubenstrasse_29_werkhof_29_zuerich,,,
p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,Schweiz,modissa_immobilien_ag,Modissa Immobilien AG,,r_modissa_immobilien_ag__BETEILIGT_AN__p_grubenstrasse_29_werkhof_29_zuerich,,,
p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,Schweiz,tschudin_rueckbau_demontagen,Tschudin Rückbau und Demontagen GmbH,,r_tschudin_rueckbau_demontagen__BETEILIGT_AN__p_grubenstrasse_29_werkhof_29_zuerich,,,
p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,Schweiz,zirkular,Zirkular,,r_zirkular__BETEILIGT_AN__p_grubenstrasse_29_werkhof_29_zuerich,,,
p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,Schweiz,baubuero_in_situ,baubüro in situ,,r_baubuero_in_situ__BETEILIGT_AN__p_grubenstrasse_29_werkhof_29_zuerich,,,
p_hastings_pier_visitor_centre,Hastings Pier Visitor…,Vereinigtes Königreich,hastings_bexhill_wood_recycling,Hastings & Bexhill Wood Recycling,,r_hastings_bexhill_wood_recycling__BETEILIGT_AN__p_hastings_pier_visitor_centre,,,
p_hastings_pier_visitor_centre,Hastings Pier Visitor…,Vereinigtes Königreich,hastings_pier_charity,Hastings Pier Charity,,r_hastings_pier_charity__BETEILIGT_AN__p_hastings_pier_visitor_centre,,,
p_hastings_pier_visitor_centre,Hastings Pier Visitor…,Vereinigtes Königreich,klh,KLH,,r_klh__BETEILIGT_AN__p_hastings_pier_visitor_centre,,,
p_hastings_pier_visitor_centre,Hastings Pier Visitor…,Vereinigtes Königreich,national_lottery_heritage_fund,National Lottery Heritage Fund,,r_national_lottery_heritage_fund__BETEILIGT_AN__p_hastings_pier_visitor_centre,,,
p_hastings_pier_visitor_centre,Hastings Pier Visitor…,Vereinigtes Königreich,pt_projects,PT Projects,,r_pt_projects__BETEILIGT_AN__p_hastings_pier_visitor_centre,,,
p_hastings_pier_visitor_centre,Hastings Pier Visitor…,Vereinigtes Königreich,ramboll,Ramboll,,r_ramboll__BETEILIGT_AN__p_hastings_pier_visitor_centre,,,
p_hastings_pier_visitor_centre,Hastings Pier Visitor…,Vereinigtes Königreich,drmm_architects,dRMM Architects,,r_drmm_architects__BETEILIGT_AN__p_hastings_pier_visitor_centre,,,
p_haus_hos_mehrfamilienhaus_muehlhausen,Haus HOS,Deutschland,architekturbuero_hose,Architekturbüro Hose,,r_architekturbuero_hose__BETEILIGT_AN__p_haus_hos_mehrfamilienhaus_muehlhausen,,,
p_haus_hos_mehrfamilienhaus_muehlhausen,Haus HOS,Deutschland,btu_cottbus_angelika_mettke,BTU Cottbus / Dr. Angelika Mettke,,r_btu_cottbus_angelika_mettke__BETEILIGT_AN__p_haus_hos_mehrfamilienhaus_muehlhausen,,,
p_haus_hos_mehrfamilienhaus_muehlhausen,Haus HOS,Deutschland,haus_hos_privater_bauherr,Privater Bauherr Haus HOS,,r_haus_hos_privater_bauherr__BETEILIGT_AN__p_haus_hos_mehrfamilienhaus_muehlhausen,,,
p_haus_hos_mehrfamilienhaus_muehlhausen,Haus HOS,Deutschland,seidl_seidl_architekten,Seidl + Seidl Architekten,,r_seidl_seidl_architekten__BETEILIGT_AN__p_haus_hos_mehrfamilienhaus_muehlhausen,,,
p_holbein_gardens_london,"Holbein Gardens, London",Vereinigtes Königreich,barr_gazetas,Barr Gazetas,,r_barr_gazetas__BETEILIGT_AN__p_holbein_gardens_london,,,
p_holbein_gardens_london,"Holbein Gardens, London",Vereinigtes Königreich,blenheim_house,Blenheim House,,r_blenheim_house__BETEILIGT_AN__p_holbein_gardens_london,,,
p_holbein_gardens_london,"Holbein Gardens, London",Vereinigtes Königreich,cleveland_steel_tubes,Cleveland Steel & Tubes,,r_cleveland_steel_tubes__BETEILIGT_AN__p_holbein_gardens_london,,,
p_holbein_gardens_london,"Holbein Gardens, London",Vereinigtes Königreich,eurban,Eurban,,r_eurban__BETEILIGT_AN__p_holbein_gardens_london,,,
p_holbein_gardens_london,"Holbein Gardens, London",Vereinigtes Königreich,grosvenor,Grosvenor,,r_grosvenor__BETEILIGT_AN__p_holbein_gardens_london,,,
p_holbein_gardens_london,"Holbein Gardens, London",Vereinigtes Königreich,heyne_tillett_steel,Heyne Tillett Steel / HTS,,r_heyne_tillett_steel__BETEILIGT_AN__p_holbein_gardens_london,,,
p_holbein_gardens_london,"Holbein Gardens, London",Vereinigtes Königreich,tft_consultants,TFT Consultants,,r_tft_consultants__BETEILIGT_AN__p_holbein_gardens_london,,,
p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,Vereinigtes Königreich,civic_engineers,Civic Engineers,,r_civic_engineers__BETEILIGT_AN__p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,,,
p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,Vereinigtes Königreich,cleveland_steel_tubes,Cleveland Steel & Tubes,,r_cleveland_steel_tubes__BETEILIGT_AN__p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,,,
p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,Vereinigtes Königreich,ece_architecture,ECE Architecture,,r_ece_architecture__BETEILIGT_AN__p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,,,
p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,Vereinigtes Königreich,fore_partnership,FORE Partnership,,r_fore_partnership__BETEILIGT_AN__p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,,,
p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,Vereinigtes Königreich,four_bay_structures,Four Bay Structures,,r_four_bay_structures__BETEILIGT_AN__p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,,,
p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,Vereinigtes Königreich,mclaren_construction,McLaren Construction,,r_mclaren_construction__BETEILIGT_AN__p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,,,
p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,Vereinigtes Königreich,stiff_trevillion,Stiff + Trevillion,,r_stiff_trevillion__BETEILIGT_AN__p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,,,
p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,Vereinigtes Königreich,studio_pdp,Studio PDP,,r_studio_pdp__BETEILIGT_AN__p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,,,
p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,Vereinigtes Königreich,webb_yates_engineers,Webb Yates Engineers,,r_webb_yates_engineers__BETEILIGT_AN__p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,,,
p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,Vereinigtes Königreich,willmott_dixon,Willmott Dixon,,r_willmott_dixon__BETEILIGT_AN__p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,,,
p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,Finnland,kruunu,A-Kruunu,,r_kruunu__BETEILIGT_AN__p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,,,
p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,Finnland,consolis_parma,Consolis Parma,,r_consolis_parma__BETEILIGT_AN__p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,,,
p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,Finnland,liike_oy_arkkitehtistudio,LIIKE Oy Arkkitehtistudio,,r_liike_oy_arkkitehtistudio__BETEILIGT_AN__p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,,,
p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,Finnland,ramboll_finland,Ramboll Finland,,r_ramboll_finland__BETEILIGT_AN__p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,,,
p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,Finnland,skanska_finland,Skanska Finland,,r_skanska_finland__BETEILIGT_AN__p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,,,
p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,Finnland,tampere_university_satu_huuhka,Tampere University / Satu Huuhka,,r_tampere_university_satu_huuhka__BETEILIGT_AN__p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,,,
p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,Finnland,umacon,Umacon,,r_umacon__BETEILIGT_AN__p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,,,
p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,Deutschland,die_zusammenarbeiter,Die Zusammenarbeiter,,r_die_zusammenarbeiter__BETEILIGT_AN__p_impact_hub_berlin_crclr_fitout,,,
p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,Deutschland,impact_hub_berlin,Impact Hub Berlin,,r_impact_hub_berlin__BETEILIGT_AN__p_impact_hub_berlin_crclr_fitout,,,
p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,Deutschland,lxsy_architektur,LXSY Architektur,,r_lxsy_architektur__BETEILIGT_AN__p_impact_hub_berlin_crclr_fitout,,,
p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,Deutschland,trnsfrm_eg,TRNSFRM eG,,r_trnsfrm_eg__BETEILIGT_AN__p_impact_hub_berlin_crclr_fitout,,,
p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,Deutschland,zrs_ingenieure,ZRS Ingenieure,,r_zrs_ingenieure__BETEILIGT_AN__p_impact_hub_berlin_crclr_fitout,,,
p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,Niederlande,abt,ABT,,r_abt__BETEILIGT_AN__p_jeugdkliniek_ithaka_emergis_kloetinge,,,
p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,Niederlande,adviesbureau_luning,Adviesbureau Lüning,,r_adviesbureau_luning__BETEILIGT_AN__p_jeugdkliniek_ithaka_emergis_kloetinge,,,
p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,Niederlande,burobas,Burobas,,r_burobas__BETEILIGT_AN__p_jeugdkliniek_ithaka_emergis_kloetinge,,,
p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,Niederlande,dwt_groep,DWT Groep,,r_dwt_groep__BETEILIGT_AN__p_jeugdkliniek_ithaka_emergis_kloetinge,,,
p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,Niederlande,emergis,Emergis,,r_emergis__BETEILIGT_AN__p_jeugdkliniek_ithaka_emergis_kloetinge,,,
p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,Niederlande,paree,Paree,,r_paree__BETEILIGT_AN__p_jeugdkliniek_ithaka_emergis_kloetinge,,,
p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,Niederlande,rijkswaterstaat,Rijkswaterstaat,,r_rijkswaterstaat__BETEILIGT_AN__p_jeugdkliniek_ithaka_emergis_kloetinge,,,
p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,Niederlande,rothuizen_architecten,Rothuizen Architecten / Taco Tuinhof,,r_rothuizen_architecten__BETEILIGT_AN__p_jeugdkliniek_ithaka_emergis_kloetinge,,,
p_juch_areal_recyclingzentrum_zuerich,Juch-Areal Recyclingzent…,Schweiz,erz_zuerich,Entsorgung + Recycling Zürich (ERZ),,r_erz_zuerich__BETEILIGT_AN__p_juch_areal_recyclingzentrum_zuerich,,,
p_juch_areal_recyclingzentrum_zuerich,Juch-Areal Recyclingzent…,Schweiz,graber_pulver_architektinnen,Graber Pulver Architekt:innen,,r_graber_pulver_architektinnen__BETEILIGT_AN__p_juch_areal_recyclingzentrum_zuerich,,,
p_juch_areal_recyclingzentrum_zuerich,Juch-Areal Recyclingzent…,Schweiz,weber_broennimann,Weber + Brönnimann AG,,r_weber_broennimann__BETEILIGT_AN__p_juch_areal_recyclingzentrum_zuerich,,,
p_juch_areal_recyclingzentrum_zuerich,Juch-Areal Recyclingzent…,Schweiz,manoa_landschaftsarchitekten,manoa Landschaftsarchitekten,,r_manoa_landschaftsarchitekten__BETEILIGT_AN__p_juch_areal_recyclingzentrum_zuerich,,,
p_jugendtreff_ingersheim,Jugendtreff Ingersheim,Deutschland,faltlhauser_krapf,Faltlhauser Krapf,,r_faltlhauser_krapf__BETEILIGT_AN__p_jugendtreff_ingersheim,,,
p_jugendtreff_ingersheim,Jugendtreff Ingersheim,Deutschland,gemeinde_ingersheim,Gemeinde Ingersheim,,r_gemeinde_ingersheim__BETEILIGT_AN__p_jugendtreff_ingersheim,,,
p_jugendtreff_ingersheim,Jugendtreff Ingersheim,Deutschland,klingelhoefer_kroetsch,Klingelhöfer Krötsch,,r_klingelhoefer_kroetsch__BETEILIGT_AN__p_jugendtreff_ingersheim,,,
p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Schweiz,josef_kolb_ag,Josef Kolb AG,,r_josef_kolb_ag__BETEILIGT_AN__p_k118_kopfbau_halle_118_winterthur,,,
p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Schweiz,oberli_ingenieurbau,Oberli Ingenieurbau AG,,r_oberli_ingenieurbau__BETEILIGT_AN__p_k118_kopfbau_halle_118_winterthur,,,
p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Schweiz,stiftung_abendrot,Stiftung Abendrot / Vorsorgestiftung Abendrot,,r_stiftung_abendrot__BETEILIGT_AN__p_k118_kopfbau_halle_118_winterthur,,,
p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Schweiz,wetter_ag,Wetter AG,,r_wetter_ag__BETEILIGT_AN__p_k118_kopfbau_halle_118_winterthur,,,
p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Schweiz,zhaw_ike,ZHAW IKE,,r_zhaw_ike__BETEILIGT_AN__p_k118_kopfbau_halle_118_winterthur,,,
p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Schweiz,zirkular,Zirkular,,r_zirkular__beteiligt_an__p_k118_kopfbau_halle_118_winterthur,https://zirkular.net/en/project/building-k-118/,belegt,swiss_reuse_bubble_2026_06_05
p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Schweiz,baubuero_in_situ,baubüro in situ,,r_baubuero_in_situ__beteiligt_an__p_k118_kopfbau_halle_118_winterthur,https://zirkular.net/en/project/building-k-118/,belegt,swiss_reuse_bubble_2026_06_05
p_ka13_kristian_augusts_gate_13_oslo,KA13,Norwegen,asplan_viak,Asplan Viak,,r_asplan_viak__BETEILIGT_AN__p_ka13_kristian_augusts_gate_13_oslo,,,
p_ka13_kristian_augusts_gate_13_oslo,KA13,Norwegen,entra_as,Entra AS,,r_entra_as__BETEILIGT_AN__p_ka13_kristian_augusts_gate_13_oslo,,,
p_ka13_kristian_augusts_gate_13_oslo,KA13,Norwegen,futurebuilt,FutureBuilt,,r_futurebuilt__BETEILIGT_AN__p_ka13_kristian_augusts_gate_13_oslo,,,
p_ka13_kristian_augusts_gate_13_oslo,KA13,Norwegen,iwg_spaces,IWG Group / Spaces,,r_iwg_spaces__BETEILIGT_AN__p_ka13_kristian_augusts_gate_13_oslo,,,
p_ka13_kristian_augusts_gate_13_oslo,KA13,Norwegen,insenti,Insenti,,r_insenti__BETEILIGT_AN__p_ka13_kristian_augusts_gate_13_oslo,,,
p_ka13_kristian_augusts_gate_13_oslo,KA13,Norwegen,mad_arkitekter,MAD arkitekter / Mad as,,r_mad_arkitekter__BETEILIGT_AN__p_ka13_kristian_augusts_gate_13_oslo,,,
p_ka13_kristian_augusts_gate_13_oslo,KA13,Norwegen,scenario_interioerarkitekter,Scenario Interiørarkitekter,,r_scenario_interioerarkitekter__BETEILIGT_AN__p_ka13_kristian_augusts_gate_13_oslo,,,
p_kamikatsu_zero_waste_center_hotel_why,Kamikatsu Zero Waste…,Japan,hiroshi_nakamura_nap,Hiroshi Nakamura & NAP,,r_hiroshi_nakamura_nap__BETEILIGT_AN__p_kamikatsu_zero_waste_center_hotel_why,,,
p_kamikatsu_zero_waste_center_hotel_why,Kamikatsu Zero Waste…,Japan,kamikatsu_town,Kamikatsu Town,,r_kamikatsu_town__BETEILIGT_AN__p_kamikatsu_zero_waste_center_hotel_why,,,
p_kamikatsu_zero_waste_center_hotel_why,Kamikatsu Zero Waste…,Japan,kitajima_corporation,Kitajima Corporation,,r_kitajima_corporation__BETEILIGT_AN__p_kamikatsu_zero_waste_center_hotel_why,,,
p_kamikatsu_zero_waste_center_hotel_why,Kamikatsu Zero Waste…,Japan,kamikatsu_residents,Lokale Einwohner Kamikatsu,,r_kamikatsu_residents__BETEILIGT_AN__p_kamikatsu_zero_waste_center_hotel_why,,,
p_kamikatsu_zero_waste_center_hotel_why,Kamikatsu Zero Waste…,Japan,yamada_noriaki_structural_design,Yamada Noriaki Structural Design Office,,r_yamada_noriaki_structural_design__BETEILIGT_AN__p_kamikatsu_zero_waste_center_hotel_why,,,
p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Schweiz,haerter_partner,Haerter + Partner AG,,r_haerter_partner__BETEILIGT_AN__p_kindergarten_moeoeslistrasse_manegg_zuerich,,,
p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Schweiz,heierli_ag,Ingenieurbureau Heierli AG,,r_heierli_ag__BETEILIGT_AN__p_kindergarten_moeoeslistrasse_manegg_zuerich,,,
p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Schweiz,meili_partner,Meili Partner Baumanagement,,r_meili_partner__BETEILIGT_AN__p_kindergarten_moeoeslistrasse_manegg_zuerich,,,
p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Schweiz,schmidiger_rosasco,Schmidiger + Rosasco AG,,r_schmidiger_rosasco__BETEILIGT_AN__p_kindergarten_moeoeslistrasse_manegg_zuerich,,,
p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Schweiz,stadt_zuerich_amt_hochbauten,Stadt Zürich / Amt für Hochbauten / Immobilien Stadt Zürich,,r_stadt_zuerich_amt_hochbauten__BETEILIGT_AN__p_kindergarten_moeoeslistrasse_manegg_zuerich,,,
p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Schweiz,zirkular,Zirkular,,r_zirkular__BETEILIGT_AN__p_kindergarten_moeoeslistrasse_manegg_zuerich,,,
p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Schweiz,aik_architektur_ingenieur_kollektiv,aik Architektur + Ingenieur Kollektiv,,r_aik_architektur_ingenieur_kollektiv__BETEILIGT_AN__p_kindergarten_moeoeslistrasse_manegg_zuerich,,,
p_lysp8_basel,LYSP8 Basel,Schweiz,mehr_als_wohnen,Baugenossenschaft mehr als wohnen,,r_mehr_als_wohnen__BETEILIGT_AN__p_lysp8_basel,,,
p_lysp8_basel,LYSP8 Basel,Schweiz,kibag,KIBAG,,r_kibag__BETEILIGT_AN__p_lysp8_basel,,,
p_lysp8_basel,LYSP8 Basel,Schweiz,laia_meier,Laia Meier,,r_laia_meier__BETEILIGT_AN__p_lysp8_basel,,,
p_lysp8_basel,LYSP8 Basel,Schweiz,oxara_ag,Oxara AG,,r_oxara_ag__BETEILIGT_AN__p_lysp8_basel,,,
p_lysp8_basel,LYSP8 Basel,Schweiz,pirmin_jung_schweiz,Pirmin Jung CH,,r_pirmin_jung_schweiz__BETEILIGT_AN__p_lysp8_basel,,,
p_lysp8_basel,LYSP8 Basel,Schweiz,rebecca_brandmayer,Rebecca Brandmayer,,r_rebecca_brandmayer__BETEILIGT_AN__p_lysp8_basel,,,
p_lysp8_basel,LYSP8 Basel,Schweiz,repoxit_ag,Repoxit AG,,r_repoxit_ag__BETEILIGT_AN__p_lysp8_basel,,,
p_lysp8_basel,LYSP8 Basel,Schweiz,stiftung_habitat,Stiftung Habitat,,r_stiftung_habitat__BETEILIGT_AN__p_lysp8_basel,,,
p_liander_alliander_hq_duiven,Liander,Niederlande,alliander_liander,Alliander / Liander,,r_alliander_liander__BETEILIGT_AN__p_liander_alliander_hq_duiven,,,
p_liander_alliander_hq_duiven,Liander,Niederlande,madaster_context,Madaster / Materialpass-Kontext,,r_madaster_context__BETEILIGT_AN__p_liander_alliander_hq_duiven,,,
p_liander_alliander_hq_duiven,Liander,Niederlande,rau_architects,RAU Architects,,r_rau_architects__BETEILIGT_AN__p_liander_alliander_hq_duiven,,,
p_liander_alliander_hq_duiven,Liander,Niederlande,turntoo,Turntoo / Circularity-Kontext,,r_turntoo__BETEILIGT_AN__p_liander_alliander_hq_duiven,,,
p_lo_reninge_town_hall_facade,Lo-Reninge Town Hall…,Belgien,dexia,Dexia,,r_dexia__BETEILIGT_AN__p_lo_reninge_town_hall_facade,,,
p_lo_reninge_town_hall_facade,Lo-Reninge Town Hall…,Belgien,lo_reninge_town_council,Lo-Reninge town council,,r_lo_reninge_town_council__BETEILIGT_AN__p_lo_reninge_town_hall_facade,,,
p_lo_reninge_town_hall_facade,Lo-Reninge Town Hall…,Belgien,noaarchitecten,noAarchitecten,,r_noaarchitecten__BETEILIGT_AN__p_lo_reninge_town_hall_facade,,,
p_lokomotion_technology_centre_mini_pilot_tampere,Lokomotion Technology…,Finnland,consolis_parma,Consolis Parma,,r_consolis_parma__BETEILIGT_AN__p_lokomotion_technology_centre_mini_pilot_tampere,,,
p_lokomotion_technology_centre_mini_pilot_tampere,Lokomotion Technology…,Finnland,metso_oyj,Metso Oyj,,r_metso_oyj__BETEILIGT_AN__p_lokomotion_technology_centre_mini_pilot_tampere,,,
p_lokomotion_technology_centre_mini_pilot_tampere,Lokomotion Technology…,Finnland,ramboll_finland,Ramboll Finland,,r_ramboll_finland__BETEILIGT_AN__p_lokomotion_technology_centre_mini_pilot_tampere,,,
p_lokomotion_technology_centre_mini_pilot_tampere,Lokomotion Technology…,Finnland,skanska_finland,Skanska Finland,,r_skanska_finland__BETEILIGT_AN__p_lokomotion_technology_centre_mini_pilot_tampere,,,
p_lokomotion_technology_centre_mini_pilot_tampere,Lokomotion Technology…,Finnland,tampere_university_recreate,Tampere University / ReCreate Finnish cluster,,r_tampere_university_recreate__BETEILIGT_AN__p_lokomotion_technology_centre_mini_pilot_tampere,,,
p_lokomotion_technology_centre_mini_pilot_tampere,Lokomotion Technology…,Finnland,umacon,Umacon,,r_umacon__BETEILIGT_AN__p_lokomotion_technology_centre_mini_pilot_tampere,,,
p_lycee_michel_lucius_conversion_luxembourg,Lycée Michel Lucius…,Luxemburg,administration_des_batiments_publics,Administration des bâtiments publics,,r_administration_des_batiments_publics__BETEILIGT_AN__p_lycee_michel_lucius_conversion_luxembourg,,,
p_lycee_michel_lucius_conversion_luxembourg,Lycée Michel Lucius…,Luxemburg,daedalus_engineering,Daedalus Engineering,,r_daedalus_engineering__BETEILIGT_AN__p_lycee_michel_lucius_conversion_luxembourg,,,
p_lycee_michel_lucius_conversion_luxembourg,Lycée Michel Lucius…,Luxemburg,schmets_architectes,Schmets architectes,,r_schmets_architectes__BETEILIGT_AN__p_lycee_michel_lucius_conversion_luxembourg,,,
p_maison_dna_asse,Maison DnA,Belgien,blaf_architecten,BLAF Architecten,,r_blaf_architecten__BETEILIGT_AN__p_maison_dna_asse,,,
p_maison_dna_asse,Maison DnA,Belgien,maison_dna_private_owner,Private Bauherrschaft Maison DnA,,r_maison_dna_private_owner__BETEILIGT_AN__p_maison_dna_asse,,,
p_maison_vignette_auderghem,Maison Vignette,Belgien,2emain_be,2emain.be,,r_2emain_be__BETEILIGT_AN__p_maison_vignette_auderghem,,,
p_maison_vignette_auderghem,Maison Vignette,Belgien,besp_stoffel_partners,BESP Stoffel & Partners / Pierre Stoffel,,r_besp_stoffel_partners__BETEILIGT_AN__p_maison_vignette_auderghem,,,
p_maison_vignette_auderghem,Maison Vignette,Belgien,frank_bricks,Franck Bricks,,r_frank_bricks__BETEILIGT_AN__p_maison_vignette_auderghem,,,
p_maison_vignette_auderghem,Maison Vignette,Belgien,karbon_architecture_urbanisme,Karbon’ architecture & urbanisme,,r_karbon_architecture_urbanisme__BETEILIGT_AN__p_maison_vignette_auderghem,,,
p_maison_vignette_auderghem,Maison Vignette,Belgien,maison_vignette_private_owner,Private Bauherrschaft Maison Vignette,,r_maison_vignette_private_owner__BETEILIGT_AN__p_maison_vignette_auderghem,,,
p_maison_vignette_auderghem,Maison Vignette,Belgien,rotordc,RotorDC,,r_rotordc__BETEILIGT_AN__p_maison_vignette_auderghem,,,
p_maison_des_canaux_paris,"Maison des Canaux, Paris",Frankreich,les_canaux,Les Canaux,,r_les_canaux__BETEILIGT_AN__p_maison_des_canaux_paris,,,
p_maison_des_canaux_paris,"Maison des Canaux, Paris",Frankreich,ville_de_paris,Ville de Paris,,r_ville_de_paris__BETEILIGT_AN__p_maison_des_canaux_paris,,,
