key,cc,tid,name,official_url,access_status,research_status,logo_lead_count,logo_leads,brand_media_pages,contact_pages,preferred_permission_email,domain_finding_status,domain_finding_note,recommended_outcome
GB:M14,GB,M13,Milton Keynes Antiques & Architectural Salvage,https://www.mkantiquesandsalvage.co.uk/,ok,explicit_rights_or_brand_text_found_manual_legal_review_required,5,https://static.wixstatic.com/media/42a2c7_0379c69025a2408d8e068e4cd94ff355%7Emv2.jpg/v1/fill/w_180%2Ch_180%2Clg_1%2Cusm_0.66_1.00_0.01/42a2c7_0379c69025a2408d8e068e4cd94ff355%7Emv2.jpg | https://siteassets.parastorage.com/pages/pages/thunderbolt?beckyExperiments=.DatePickerPortal%2C.DisableDocumentScrollWhenLightBoxOpen%2C.EnableCustomCSSVarsForLoginSocialBar%2C.FreemiumBannerOdeditor%2C.LoginBarEnableLoggingInStateInSSR%2C.TextInputAutoFillFix%2C.UseLoginSocialBarCustomMenu%2C.UseNestedLoginSocialBarMenuItems%2C.UseNewLoginBarDropdownMenuAlignment%2C.UseNewLoginSocialBarElementStructure%2C.UseNewLoginSocialBarMemberInitialsAvatar%2C.WixFreeSiteBannerDesktop%2C.WixFreeSiteBannerMobile%2C.a11yContrast%2C.addIdAsClassName%2C.allowWebpAvifTransforms%2C.builderBoxSizingBorderBox%2C.buttonUdp%2C.calculateCollapsibleTextLineHeightByFont%2C.dom_store%2C.dontApplyDacOverridesOnBoBApps%2C.dynamicPageLinkTarget%2C.dynamicSlots%2C.fiveGridLineStudioSkins%2C.fixFirefoxLinkBarIntrinsicSizing%2C.fixRemappedFullNameCompType%2C.imageEncodingAVIF%2C.isClassNameToRootEnabled%2C.logVsmFeaturesModuleDiff%2C.motionTimeAnimationsCSS%2C.responsiveContainerRoleGroup%2C.sectionA11yProps%2C.shouldIgnoreWidgetsPageData%2C.shouldUseResponsiveImages%2C.splitSlotSelectors%2C.svgResolver_2%2C.updateRichTextSemanticClassNamesOnCorvid%2C.useClassnameInResponsiveAppWidget%2C.useFragmentHrefForTopBottomAnchor%2C.useImageAvifFormatInNativeProGallery%2C.useResponsiveImgClassicFixed%2C.useSvgLoaderFeature%2C.useSvgLoaderFeatureOnBuilderComps%2C.useWowImageInFastGallery&blocksBuilderManifestGeneratorVersion=1.129.0&coBrandingBanner=true&contentType=application%2Fjson&deviceType=Desktop&dfCk=6&dfVersion=1.5507.0&disableStaticPagesUrlHierarchy=false&editorName=Unknown&experiments=dm_bgScrubToMotionFixer%2Cdm_masterPageVariablesQueryFixer%2Cdm_migrateOldHoverBoxToNewFixer&externalBaseUrl=https%3A%2F%2Fwww.mkantiquesandsalvage.co.uk&fileId=72385c66.bundle.min&formFactor=desktop&hasTPAWorkerOnSite=false&hasUserDomainMedia=false&isBuilderComponentModel=false&isHttps=true&isInSeo=false&isMultilingualEnabled=false&isPremiumDomain=true&isTrackClicksAnalyticsEnabled=false&isUrlMigrated=true&isWixCodeOnPage=false&isWixCodeOnSite=false&language=en&languageResolutionMethod=QueryParam&metaSiteId=643daf69-ec5d-45ce-b29b-5feb8254e578&module=thunderbolt-features&originalLanguage=en&pageId=42a2c7_d59e833fafc0b0599637a6faa0e039d7_80.json&pilerExperiments=specs.piler.useEditorReactComponents&quickActionsMenuEnabled=false®istryLibrariesTopology=%5B%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22wixui%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%2C%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22dsgnsys%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%5D&remoteWidgetStructureBuilderVersion=1.251.0&siteId=56cb467a-ff03-42a9-b1eb-9092e91119e1&siteRevision=82&staticHTMLComponentUrl=https%3A%2F%2Fwww-mkantiquesandsalvage-co-uk.filesusr.com%2F&useSandboxInHTMLComp=false&viewMode=desktop | https://siteassets.parastorage.com/pages/pages/thunderbolt?beckyExperiments=.DatePickerPortal%2C.DisableDocumentScrollWhenLightBoxOpen%2C.EnableCustomCSSVarsForLoginSocialBar%2C.FreemiumBannerOdeditor%2C.LoginBarEnableLoggingInStateInSSR%2C.TextInputAutoFillFix%2C.UseLoginSocialBarCustomMenu%2C.UseNestedLoginSocialBarMenuItems%2C.UseNewLoginBarDropdownMenuAlignment%2C.UseNewLoginSocialBarElementStructure%2C.UseNewLoginSocialBarMemberInitialsAvatar%2C.WixFreeSiteBannerDesktop%2C.WixFreeSiteBannerMobile%2C.a11yContrast%2C.addIdAsClassName%2C.allowWebpAvifTransforms%2C.builderBoxSizingBorderBox%2C.buttonUdp%2C.calculateCollapsibleTextLineHeightByFont%2C.dom_store%2C.dontApplyDacOverridesOnBoBApps%2C.dynamicPageLinkTarget%2C.dynamicSlots%2C.fiveGridLineStudioSkins%2C.fixFirefoxLinkBarIntrinsicSizing%2C.fixRemappedFullNameCompType%2C.imageEncodingAVIF%2C.isClassNameToRootEnabled%2C.logVsmFeaturesModuleDiff%2C.motionTimeAnimationsCSS%2C.responsiveContainerRoleGroup%2C.sectionA11yProps%2C.shouldIgnoreWidgetsPageData%2C.shouldUseResponsiveImages%2C.splitSlotSelectors%2C.svgResolver_2%2C.updateRichTextSemanticClassNamesOnCorvid%2C.useClassnameInResponsiveAppWidget%2C.useFragmentHrefForTopBottomAnchor%2C.useImageAvifFormatInNativeProGallery%2C.useResponsiveImgClassicFixed%2C.useSvgLoaderFeature%2C.useSvgLoaderFeatureOnBuilderComps%2C.useWowImageInFastGallery&blocksBuilderManifestGeneratorVersion=1.129.0&coBrandingBanner=true&contentType=application%2Fjson&deviceType=Desktop&dfCk=6&dfVersion=1.5507.0&disableStaticPagesUrlHierarchy=false&editorName=Unknown&experiments=dm_bgScrubToMotionFixer%2Cdm_masterPageVariablesQueryFixer%2Cdm_migrateOldHoverBoxToNewFixer&externalBaseUrl=https%3A%2F%2Fwww.mkantiquesandsalvage.co.uk&fileId=72385c66.bundle.min&formFactor=desktop&hasTPAWorkerOnSite=false&hasUserDomainMedia=false&isBuilderComponentModel=false&isHttps=true&isInSeo=false&isMultilingualEnabled=false&isPremiumDomain=true&isTrackClicksAnalyticsEnabled=false&isUrlMigrated=true&isWixCodeOnPage=false&isWixCodeOnSite=false&language=en&languageResolutionMethod=QueryParam&metaSiteId=643daf69-ec5d-45ce-b29b-5feb8254e578&module=thunderbolt-features&originalLanguage=en&pageId=42a2c7_13b76e90b75f28bbab9ecb649b7f6e56_80.json&pilerExperiments=specs.piler.useEditorReactComponents&quickActionsMenuEnabled=false®istryLibrariesTopology=%5B%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22wixui%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%2C%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22dsgnsys%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%5D&remoteWidgetStructureBuilderVersion=1.251.0&siteId=56cb467a-ff03-42a9-b1eb-9092e91119e1&siteRevision=82&staticHTMLComponentUrl=https%3A%2F%2Fwww-mkantiquesandsalvage-co-uk.filesusr.com%2F&useSandboxInHTMLComp=false&viewMode=desktop | https://siteassets.parastorage.com/pages/pages/thunderbolt?beckyExperiments=.DatePickerPortal%2C.EnableCustomCSSVarsForLoginSocialBar%2C.FreemiumBannerOdeditor%2C.LoginBarEnableLoggingInStateInSSR%2C.TextInputAutoFillFix%2C.UseLoginSocialBarCustomMenu%2C.UseNestedLoginSocialBarMenuItems%2C.UseNewLoginBarDropdownMenuAlignment%2C.UseNewLoginSocialBarElementStructure%2C.UseNewLoginSocialBarMemberInitialsAvatar%2C.WixFreeSiteBannerDesktop%2C.WixFreeSiteBannerMobile%2C.addIdAsClassName%2C.buttonUdp%2C.calculateCollapsibleTextLineHeightByFont%2C.dynamicPageLinkTarget%2C.dynamicSlots%2C.fiveGridLineStudioSkins%2C.fixFirefoxLinkBarIntrinsicSizing%2C.isClassNameToRootEnabled%2C.logVsmPlatformDiff%2C.migrateSdkDataMappers%2C.shouldIgnoreWidgetsPageData%2C.splitSlotSelectors%2C.svgResolver_2%2C.updateRichTextSemanticClassNamesOnCorvid%2C.useClassnameInResponsiveAppWidget%2C.useImageAvifFormatInNativeProGallery%2C.useWowImageInFastGallery&blocksBuilderManifestGeneratorVersion=1.129.0&coBrandingBanner=true&contentType=application%2Fjson&dfCk=6&dfVersion=1.5507.0&editorName=Unknown&experiments=dm_bgScrubToMotionFixer%2Cdm_masterPageVariablesQueryFixer%2Cdm_migrateOldHoverBoxToNewFixer&externalBaseUrl=https%3A%2F%2Fwww.mkantiquesandsalvage.co.uk&fileId=982fabf1.bundle.min&formFactor=desktop&hasTPAWorkerOnSite=false&hasUserDomainMedia=false&isBuilderComponentModel=false&isHttps=true&isInSeo=false&isPremiumDomain=true&isUrlMigrated=true&isWixCodeOnPage=false&isWixCodeOnSite=false&language=en&metaSiteId=643daf69-ec5d-45ce-b29b-5feb8254e578&module=thunderbolt-platform&originalLanguage=en&pageId=42a2c7_d59e833fafc0b0599637a6faa0e039d7_80.json&pilerExperiments=specs.piler.useEditorReactComponents&quickActionsMenuEnabled=false®istryLibrariesTopology=%5B%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22wixui%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%2C%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22dsgnsys%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%5D&remoteWidgetStructureBuilderVersion=1.251.0&siteId=56cb467a-ff03-42a9-b1eb-9092e91119e1&siteRevision=82&staticHTMLComponentUrl=https%3A%2F%2Fwww-mkantiquesandsalvage-co-uk.filesusr.com%2F&viewMode=desktop | https://siteassets.parastorage.com/pages/pages/thunderbolt?beckyExperiments=.DatePickerPortal%2C.EnableCustomCSSVarsForLoginSocialBar%2C.FreemiumBannerOdeditor%2C.LoginBarEnableLoggingInStateInSSR%2C.TextInputAutoFillFix%2C.UseLoginSocialBarCustomMenu%2C.UseNestedLoginSocialBarMenuItems%2C.UseNewLoginBarDropdownMenuAlignment%2C.UseNewLoginSocialBarElementStructure%2C.UseNewLoginSocialBarMemberInitialsAvatar%2C.WixFreeSiteBannerDesktop%2C.WixFreeSiteBannerMobile%2C.addIdAsClassName%2C.buttonUdp%2C.calculateCollapsibleTextLineHeightByFont%2C.dynamicPageLinkTarget%2C.dynamicSlots%2C.fiveGridLineStudioSkins%2C.fixFirefoxLinkBarIntrinsicSizing%2C.isClassNameToRootEnabled%2C.logVsmPlatformDiff%2C.migrateSdkDataMappers%2C.shouldIgnoreWidgetsPageData%2C.splitSlotSelectors%2C.svgResolver_2%2C.updateRichTextSemanticClassNamesOnCorvid%2C.useClassnameInResponsiveAppWidget%2C.useImageAvifFormatInNativeProGallery%2C.useWowImageInFastGallery&blocksBuilderManifestGeneratorVersion=1.129.0&coBrandingBanner=true&contentType=application%2Fjson&dfCk=6&dfVersion=1.5507.0&editorName=Unknown&experiments=dm_bgScrubToMotionFixer%2Cdm_masterPageVariablesQueryFixer%2Cdm_migrateOldHoverBoxToNewFixer&externalBaseUrl=https%3A%2F%2Fwww.mkantiquesandsalvage.co.uk&fileId=982fabf1.bundle.min&formFactor=desktop&hasTPAWorkerOnSite=false&hasUserDomainMedia=false&isBuilderComponentModel=false&isHttps=true&isInSeo=false&isPremiumDomain=true&isUrlMigrated=true&isWixCodeOnPage=false&isWixCodeOnSite=false&language=en&metaSiteId=643daf69-ec5d-45ce-b29b-5feb8254e578&module=thunderbolt-platform&originalLanguage=en&pageId=42a2c7_13b76e90b75f28bbab9ecb649b7f6e56_80.json&pilerExperiments=specs.piler.useEditorReactComponents&quickActionsMenuEnabled=false®istryLibrariesTopology=%5B%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22wixui%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%2C%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22dsgnsys%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%5D&remoteWidgetStructureBuilderVersion=1.251.0&siteId=56cb467a-ff03-42a9-b1eb-9092e91119e1&siteRevision=82&staticHTMLComponentUrl=https%3A%2F%2Fwww-mkantiquesandsalvage-co-uk.filesusr.com%2F&viewMode=desktop,,https://www.mkantiquesandsalvage.co.uk/about | https://www.mkantiquesandsalvage.co.uk/contact,,,,manual_candidate_review
GB:M24,GB,M23,The Old Slate Yard,https://theoldslateyard.co.uk/,ok,explicit_rights_or_brand_text_found_manual_legal_review_required,8,https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-57x57.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-60x60.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-72x72.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-114x114.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-120x120.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-152x152.png | https://storage.googleapis.com/wzsitethumbnails/site-43091709/800x500.jpg,,,,,,manual_candidate_review
GB:U04,GB,U02,BakerBrown,https://bakerbrown.studio/,ok,explicit_rights_or_brand_text_found_manual_legal_review_required,2,https://bakerbrown.studio/uploads/general/_transform768_6x4/BB_BCorp_Brick-Logo.jpg | https://bakerbrown.studio/img/riba.svg,https://bakerbrown.studio/news,https://bakerbrown.studio/about | https://bakerbrown.studio/contact,info@bakerbrown.studio,,,manual_candidate_review
GB:U27,GB,U08,Four Bay Structures,https://www.4bay.co.uk/,error:URLError:<urlopen error [Errno 11001] getaddrinfo failed>,official_site_unreachable_manual_research_required,0,,,,,,,none_no_lead
GB:U30,GB,U10,Grants of Shoreditch,https://www.grantsint.com/,ok,explicit_rights_or_brand_text_found_manual_legal_review_required,3,https://www.grantsint.com/wp-content/uploads/2023/01/grants-logo.png | https://www.grantsint.com/wp-content/uploads/2025/05/Photo-2.jpg | https://www.grantsint.com/wp-content/uploads/2025/05/Photo-7.jpg,https://www.grantsint.com/gradel-quadrangles-in-the-press/,https://www.grantsint.com/contact/ | https://www.grantsint.com/about-us/,office@grantsint.com,,,manual_candidate_review
GB:X02,GB,X02,"Studierende, Schulkinder und Freiwillige",,not_attempted,no_official_domain,0,,,,,not_an_organisation,"Students, schoolchildren and volunteers are a participant group, not a stable organisation/brand.",none
GB:X03,GB,X03,Warp It,https://www.warp-it.co.uk/,ok,explicit_rights_or_brand_text_found_manual_legal_review_required,3,https://www.warp-it.co.uk/images/login/logo.png | https://www.warp-it.co.uk/images/clients/ucl-logo.jpg | https://www.warp-it.co.uk/images/home/logo-wo.png,,https://www.warp-it.co.uk/portal/warpit/about | https://www.warp-it.co.uk/portal/warpit/contact,,,,manual_candidate_review
NL:M09,NL,M08,Handelsonderneming Klepper,https://woodfarm.nl/,ok,explicit_rights_or_brand_text_found_manual_legal_review_required,2,https://woodfarm.nl/wp-content/uploads/favicon-32x32-1.png | https://woodfarm.nl/wp-content/uploads/Naamloos.png,https://woodfarm.nl/wp-login.php?action=logout&redirect_to=https%3A%2F%2Fwoodfarm.nl&_wpnonce=621c487e64,https://woodfarm.nl/over-ons/ | https://woodfarm.nl/contact,info@woodfarm.nl,,,manual_candidate_review
NL:M13,NL,M12,Regts - Antieke Tegels,https://www.antieketegel.nl/,ok,explicit_rights_or_brand_text_found_manual_legal_review_required,4,https://www.antieketegel.nl/wp-content/uploads/2016/09/logoregtsantieketegels.png | http://www.antieketegel.nl/wp-content/uploads/2015/02/Werkplaats-Regts-antieke-tegels-1.jpg | http://www.antieketegel.nl/wp-content/uploads/2016/09/logoregtsantieketegels.png | http://www.antieketegel.nl/wp-content/uploads/2016/12/omropfryslan-tegels-expositie-291x300.jpg,https://www.antieketegel.nl/in-de-media/,http://antieketegel.nl/contact | http://antieketegel.nl/over-ons,info@antieketegel.nl,,,manual_candidate_review
NL:M15,NL,M14,Snellen (Rijsbergen),https://snellen.nl/,error:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)>,official_site_unreachable_manual_research_required,0,,,,,,,none_no_lead
NO:M01,NO,M01,FornyBygg,https://fornybygg.no/,error:URLError:<urlopen error [Errno 11001] getaddrinfo failed>,official_site_unreachable_manual_research_required,0,,,,,,,none_no_lead
NO:N06,NO,N05,Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim),,not_attempted,no_official_domain,0,,,,,project_network_not_standalone_brand,"Regionalt ombruksnettverk is documented as a project/network, not a stable standalone organisation brand.",none_unless_project_owner_brand_is_manually_approved
SE:U20,SE,U13,Teknikbyggarna,https://teknikbyggarna.se/,ok,explicit_rights_or_brand_text_found_manual_legal_review_required,7,https://teknikbyggarna.se/Upload/logo/861459483.png | https://teknikbyggarna.se/gfx/logo.png | https://teknikbyggarna.se/upload/images/logos/aaa_ny.png | https://teknikbyggarna.se/upload/images/logos/behoerig_vatrum_webb_liten.png | https://teknikbyggarna.se/upload/images/logos/id061_130.jpg.png | https://teknikbyggarna.se/upload/images/logos/DNV_SE_BKMA.png | https://teknikbyggarna.se/upload/images/logos/logotyp-per-jpg.png,,https://teknikbyggarna.se/projekt/ | https://teknikbyggarna.se/kontakt/,info@teknikbyggarna.se,,,manual_candidate_review
