key,cc,tid,name,official_url,disposition,resolution,resolution_note,candidate_url,candidate_kind,technical_minimum_ok,evidence_sources,review_flags,decision,publication_clearance,production_state_changed,research_complete
GB:M14,GB,M13,Milton Keynes Antiques & Architectural Salvage,https://www.mkantiquesandsalvage.co.uk/,none,none_false_positive_assets,"The 180 px Wix icon resolves at native size to a salvage-yard photograph, not an organisation logo.",,,False,https://www.mkantiquesandsalvage.co.uk/ | https://static.wixstatic.com/media/42a2c7_0379c69025a2408d8e068e4cd94ff355%7Emv2.jpg/v1/fill/w_180%2Ch_180%2Clg_1%2Cusm_0.66_1.00_0.01/42a2c7_0379c69025a2408d8e068e4cd94ff355%7Emv2.jpg | https://siteassets.parastorage.com/pages/pages/thunderbolt?beckyExperiments=.DatePickerPortal%2C.DisableDocumentScrollWhenLightBoxOpen%2C.EnableCustomCSSVarsForLoginSocialBar%2C.FreemiumBannerOdeditor%2C.LoginBarEnableLoggingInStateInSSR%2C.TextInputAutoFillFix%2C.UseLoginSocialBarCustomMenu%2C.UseNestedLoginSocialBarMenuItems%2C.UseNewLoginBarDropdownMenuAlignment%2C.UseNewLoginSocialBarElementStructure%2C.UseNewLoginSocialBarMemberInitialsAvatar%2C.WixFreeSiteBannerDesktop%2C.WixFreeSiteBannerMobile%2C.a11yContrast%2C.addIdAsClassName%2C.allowWebpAvifTransforms%2C.builderBoxSizingBorderBox%2C.buttonUdp%2C.calculateCollapsibleTextLineHeightByFont%2C.dom_store%2C.dontApplyDacOverridesOnBoBApps%2C.dynamicPageLinkTarget%2C.dynamicSlots%2C.fiveGridLineStudioSkins%2C.fixFirefoxLinkBarIntrinsicSizing%2C.fixRemappedFullNameCompType%2C.imageEncodingAVIF%2C.isClassNameToRootEnabled%2C.logVsmFeaturesModuleDiff%2C.motionTimeAnimationsCSS%2C.responsiveContainerRoleGroup%2C.sectionA11yProps%2C.shouldIgnoreWidgetsPageData%2C.shouldUseResponsiveImages%2C.splitSlotSelectors%2C.svgResolver_2%2C.updateRichTextSemanticClassNamesOnCorvid%2C.useClassnameInResponsiveAppWidget%2C.useFragmentHrefForTopBottomAnchor%2C.useImageAvifFormatInNativeProGallery%2C.useResponsiveImgClassicFixed%2C.useSvgLoaderFeature%2C.useSvgLoaderFeatureOnBuilderComps%2C.useWowImageInFastGallery&blocksBuilderManifestGeneratorVersion=1.129.0&coBrandingBanner=true&contentType=application%2Fjson&deviceType=Desktop&dfCk=6&dfVersion=1.5507.0&disableStaticPagesUrlHierarchy=false&editorName=Unknown&experiments=dm_bgScrubToMotionFixer%2Cdm_masterPageVariablesQueryFixer%2Cdm_migrateOldHoverBoxToNewFixer&externalBaseUrl=https%3A%2F%2Fwww.mkantiquesandsalvage.co.uk&fileId=72385c66.bundle.min&formFactor=desktop&hasTPAWorkerOnSite=false&hasUserDomainMedia=false&isBuilderComponentModel=false&isHttps=true&isInSeo=false&isMultilingualEnabled=false&isPremiumDomain=true&isTrackClicksAnalyticsEnabled=false&isUrlMigrated=true&isWixCodeOnPage=false&isWixCodeOnSite=false&language=en&languageResolutionMethod=QueryParam&metaSiteId=643daf69-ec5d-45ce-b29b-5feb8254e578&module=thunderbolt-features&originalLanguage=en&pageId=42a2c7_d59e833fafc0b0599637a6faa0e039d7_80.json&pilerExperiments=specs.piler.useEditorReactComponents&quickActionsMenuEnabled=false®istryLibrariesTopology=%5B%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22wixui%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%2C%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22dsgnsys%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%5D&remoteWidgetStructureBuilderVersion=1.251.0&siteId=56cb467a-ff03-42a9-b1eb-9092e91119e1&siteRevision=82&staticHTMLComponentUrl=https%3A%2F%2Fwww-mkantiquesandsalvage-co-uk.filesusr.com%2F&useSandboxInHTMLComp=false&viewMode=desktop | https://siteassets.parastorage.com/pages/pages/thunderbolt?beckyExperiments=.DatePickerPortal%2C.DisableDocumentScrollWhenLightBoxOpen%2C.EnableCustomCSSVarsForLoginSocialBar%2C.FreemiumBannerOdeditor%2C.LoginBarEnableLoggingInStateInSSR%2C.TextInputAutoFillFix%2C.UseLoginSocialBarCustomMenu%2C.UseNestedLoginSocialBarMenuItems%2C.UseNewLoginBarDropdownMenuAlignment%2C.UseNewLoginSocialBarElementStructure%2C.UseNewLoginSocialBarMemberInitialsAvatar%2C.WixFreeSiteBannerDesktop%2C.WixFreeSiteBannerMobile%2C.a11yContrast%2C.addIdAsClassName%2C.allowWebpAvifTransforms%2C.builderBoxSizingBorderBox%2C.buttonUdp%2C.calculateCollapsibleTextLineHeightByFont%2C.dom_store%2C.dontApplyDacOverridesOnBoBApps%2C.dynamicPageLinkTarget%2C.dynamicSlots%2C.fiveGridLineStudioSkins%2C.fixFirefoxLinkBarIntrinsicSizing%2C.fixRemappedFullNameCompType%2C.imageEncodingAVIF%2C.isClassNameToRootEnabled%2C.logVsmFeaturesModuleDiff%2C.motionTimeAnimationsCSS%2C.responsiveContainerRoleGroup%2C.sectionA11yProps%2C.shouldIgnoreWidgetsPageData%2C.shouldUseResponsiveImages%2C.splitSlotSelectors%2C.svgResolver_2%2C.updateRichTextSemanticClassNamesOnCorvid%2C.useClassnameInResponsiveAppWidget%2C.useFragmentHrefForTopBottomAnchor%2C.useImageAvifFormatInNativeProGallery%2C.useResponsiveImgClassicFixed%2C.useSvgLoaderFeature%2C.useSvgLoaderFeatureOnBuilderComps%2C.useWowImageInFastGallery&blocksBuilderManifestGeneratorVersion=1.129.0&coBrandingBanner=true&contentType=application%2Fjson&deviceType=Desktop&dfCk=6&dfVersion=1.5507.0&disableStaticPagesUrlHierarchy=false&editorName=Unknown&experiments=dm_bgScrubToMotionFixer%2Cdm_masterPageVariablesQueryFixer%2Cdm_migrateOldHoverBoxToNewFixer&externalBaseUrl=https%3A%2F%2Fwww.mkantiquesandsalvage.co.uk&fileId=72385c66.bundle.min&formFactor=desktop&hasTPAWorkerOnSite=false&hasUserDomainMedia=false&isBuilderComponentModel=false&isHttps=true&isInSeo=false&isMultilingualEnabled=false&isPremiumDomain=true&isTrackClicksAnalyticsEnabled=false&isUrlMigrated=true&isWixCodeOnPage=false&isWixCodeOnSite=false&language=en&languageResolutionMethod=QueryParam&metaSiteId=643daf69-ec5d-45ce-b29b-5feb8254e578&module=thunderbolt-features&originalLanguage=en&pageId=42a2c7_13b76e90b75f28bbab9ecb649b7f6e56_80.json&pilerExperiments=specs.piler.useEditorReactComponents&quickActionsMenuEnabled=false®istryLibrariesTopology=%5B%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22wixui%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%2C%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22dsgnsys%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%5D&remoteWidgetStructureBuilderVersion=1.251.0&siteId=56cb467a-ff03-42a9-b1eb-9092e91119e1&siteRevision=82&staticHTMLComponentUrl=https%3A%2F%2Fwww-mkantiquesandsalvage-co-uk.filesusr.com%2F&useSandboxInHTMLComp=false&viewMode=desktop | https://siteassets.parastorage.com/pages/pages/thunderbolt?beckyExperiments=.DatePickerPortal%2C.EnableCustomCSSVarsForLoginSocialBar%2C.FreemiumBannerOdeditor%2C.LoginBarEnableLoggingInStateInSSR%2C.TextInputAutoFillFix%2C.UseLoginSocialBarCustomMenu%2C.UseNestedLoginSocialBarMenuItems%2C.UseNewLoginBarDropdownMenuAlignment%2C.UseNewLoginSocialBarElementStructure%2C.UseNewLoginSocialBarMemberInitialsAvatar%2C.WixFreeSiteBannerDesktop%2C.WixFreeSiteBannerMobile%2C.addIdAsClassName%2C.buttonUdp%2C.calculateCollapsibleTextLineHeightByFont%2C.dynamicPageLinkTarget%2C.dynamicSlots%2C.fiveGridLineStudioSkins%2C.fixFirefoxLinkBarIntrinsicSizing%2C.isClassNameToRootEnabled%2C.logVsmPlatformDiff%2C.migrateSdkDataMappers%2C.shouldIgnoreWidgetsPageData%2C.splitSlotSelectors%2C.svgResolver_2%2C.updateRichTextSemanticClassNamesOnCorvid%2C.useClassnameInResponsiveAppWidget%2C.useImageAvifFormatInNativeProGallery%2C.useWowImageInFastGallery&blocksBuilderManifestGeneratorVersion=1.129.0&coBrandingBanner=true&contentType=application%2Fjson&dfCk=6&dfVersion=1.5507.0&editorName=Unknown&experiments=dm_bgScrubToMotionFixer%2Cdm_masterPageVariablesQueryFixer%2Cdm_migrateOldHoverBoxToNewFixer&externalBaseUrl=https%3A%2F%2Fwww.mkantiquesandsalvage.co.uk&fileId=982fabf1.bundle.min&formFactor=desktop&hasTPAWorkerOnSite=false&hasUserDomainMedia=false&isBuilderComponentModel=false&isHttps=true&isInSeo=false&isPremiumDomain=true&isUrlMigrated=true&isWixCodeOnPage=false&isWixCodeOnSite=false&language=en&metaSiteId=643daf69-ec5d-45ce-b29b-5feb8254e578&module=thunderbolt-platform&originalLanguage=en&pageId=42a2c7_d59e833fafc0b0599637a6faa0e039d7_80.json&pilerExperiments=specs.piler.useEditorReactComponents&quickActionsMenuEnabled=false®istryLibrariesTopology=%5B%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22wixui%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%2C%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22dsgnsys%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%5D&remoteWidgetStructureBuilderVersion=1.251.0&siteId=56cb467a-ff03-42a9-b1eb-9092e91119e1&siteRevision=82&staticHTMLComponentUrl=https%3A%2F%2Fwww-mkantiquesandsalvage-co-uk.filesusr.com%2F&viewMode=desktop | https://siteassets.parastorage.com/pages/pages/thunderbolt?beckyExperiments=.DatePickerPortal%2C.EnableCustomCSSVarsForLoginSocialBar%2C.FreemiumBannerOdeditor%2C.LoginBarEnableLoggingInStateInSSR%2C.TextInputAutoFillFix%2C.UseLoginSocialBarCustomMenu%2C.UseNestedLoginSocialBarMenuItems%2C.UseNewLoginBarDropdownMenuAlignment%2C.UseNewLoginSocialBarElementStructure%2C.UseNewLoginSocialBarMemberInitialsAvatar%2C.WixFreeSiteBannerDesktop%2C.WixFreeSiteBannerMobile%2C.addIdAsClassName%2C.buttonUdp%2C.calculateCollapsibleTextLineHeightByFont%2C.dynamicPageLinkTarget%2C.dynamicSlots%2C.fiveGridLineStudioSkins%2C.fixFirefoxLinkBarIntrinsicSizing%2C.isClassNameToRootEnabled%2C.logVsmPlatformDiff%2C.migrateSdkDataMappers%2C.shouldIgnoreWidgetsPageData%2C.splitSlotSelectors%2C.svgResolver_2%2C.updateRichTextSemanticClassNamesOnCorvid%2C.useClassnameInResponsiveAppWidget%2C.useImageAvifFormatInNativeProGallery%2C.useWowImageInFastGallery&blocksBuilderManifestGeneratorVersion=1.129.0&coBrandingBanner=true&contentType=application%2Fjson&dfCk=6&dfVersion=1.5507.0&editorName=Unknown&experiments=dm_bgScrubToMotionFixer%2Cdm_masterPageVariablesQueryFixer%2Cdm_migrateOldHoverBoxToNewFixer&externalBaseUrl=https%3A%2F%2Fwww.mkantiquesandsalvage.co.uk&fileId=982fabf1.bundle.min&formFactor=desktop&hasTPAWorkerOnSite=false&hasUserDomainMedia=false&isBuilderComponentModel=false&isHttps=true&isInSeo=false&isPremiumDomain=true&isUrlMigrated=true&isWixCodeOnPage=false&isWixCodeOnSite=false&language=en&metaSiteId=643daf69-ec5d-45ce-b29b-5feb8254e578&module=thunderbolt-platform&originalLanguage=en&pageId=42a2c7_13b76e90b75f28bbab9ecb649b7f6e56_80.json&pilerExperiments=specs.piler.useEditorReactComponents&quickActionsMenuEnabled=false®istryLibrariesTopology=%5B%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22wixui%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%2C%7B%22artifactId%22%3A%22editor-elements%22%2C%22namespace%22%3A%22dsgnsys%22%2C%22url%22%3A%22https%3A%2F%2Fstatic.parastorage.com%2Fservices%2Feditor-elements%2F1.15424.0%22%7D%5D&remoteWidgetStructureBuilderVersion=1.251.0&siteId=56cb467a-ff03-42a9-b1eb-9092e91119e1&siteRevision=82&staticHTMLComponentUrl=https%3A%2F%2Fwww-mkantiquesandsalvage-co-uk.filesusr.com%2F&viewMode=desktop,,research_none_terminal,not_cleared,False,True
GB:M24,GB,M23,The Old Slate Yard,https://theoldslateyard.co.uk/,none,none_false_positive_assets,"The raw hits are generic website-builder icons and a site thumbnail, not an Old Slate Yard logo.",,,False,https://theoldslateyard.co.uk/ | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-57x57.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-60x60.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-72x72.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-114x114.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-120x120.png | https://components.mywebsitebuilder.com/sitebuilder/apple-touch-icon-152x152.png | https://storage.googleapis.com/wzsitethumbnails/site-43091709/800x500.jpg,,research_none_terminal,not_cleared,False,True
GB:U04,GB,U02,BakerBrown,https://bakerbrown.studio/,none,none_partner_marks_only,The only logo files on the first-party site are B Corp and RIBA partner marks; no standalone BakerBrown image mark was found.,,,False,https://bakerbrown.studio/ | https://bakerbrown.studio/uploads/general/_transform768_6x4/BB_BCorp_Brick-Logo.jpg | https://bakerbrown.studio/img/riba.svg,,research_none_terminal,not_cleared,False,True
GB:U27,GB,U08,Four Bay Structures,https://www.4bay.co.uk/,none,none_no_current_first_party_logo_source,"The supplied official domain no longer resolves. The British Constructional Steelwork Association still identifies Four Bay Structures and that domain, but no current first-party logo source is available.",,,False,https://www.4bay.co.uk/ | https://bcsa.org.uk/upload/Resources/About%20us/BCSA%202024%20Annual%20Review.pdf,official_domain_inactive | trade_association_source_used_for_identity_only_not_asset,research_none_terminal,not_cleared,False,True
GB:U30,GB,U10,Grants of Shoreditch,https://www.grantsint.com/,none,none_below_128_minimum,Exact first-party Grants wordmark. The source fails the 128 px shortest-edge requirement.,,,False,https://www.grantsint.com/ | https://www.grantsint.com/wp-content/uploads/2023/01/grants-logo.png,,research_none_terminal,not_cleared,False,True
GB:X02,GB,X02,"Studierende, Schulkinder und Freiwillige",,none,none_participant_group,"Students, schoolchildren and volunteers are a participant group, not an organisation.",,,False,,,research_none_terminal,not_cleared,False,True
GB:X03,GB,X03,Warp It,https://www.warp-it.co.uk/,none,none_below_128_minimum,Exact first-party Warp It login/header logo. The source fails the 128 px shortest-edge requirement.,,,False,https://www.warp-it.co.uk/ | https://www.warp-it.co.uk/images/login/logo.png | https://www.warp-it.co.uk/App_Pages/downloads/Content/logos.aspx,,research_none_terminal,not_cleared,False,True
NL:M09,NL,M08,Handelsonderneming Klepper,https://woodfarm.nl/,none,none_below_128_minimum,First-party header image; verify that it represents Handelsonderneming Klepper/Woodfarm. The source fails the 128 px shortest-edge requirement.,,,False,https://woodfarm.nl/ | https://woodfarm.nl/wp-content/uploads/Naamloos.png,,research_none_terminal,not_cleared,False,True
NL:M13,NL,M12,Regts - Antieke Tegels,https://www.antieketegel.nl/,none,none_below_128_minimum,Exact first-party Regts Antieke Tegels logo. The source fails the 128 px shortest-edge requirement.,,,False,https://www.antieketegel.nl/ | https://www.antieketegel.nl/wp-content/uploads/2016/09/logoregtsantieketegels.png,,research_none_terminal,not_cleared,False,True
NL:M15,NL,M14,Snellen (Rijsbergen),https://snellen.nl/,none,none_after_exhaustive_official_site_search,No technically sufficient first-party logo candidate was found on the official site.,,,False,https://snellen.nl/,,research_none_terminal,not_cleared,False,True
NO:M01,NO,M01,FornyBygg,https://fornybygg.no/,none,none_no_current_first_party_logo_source,The supplied FornyBygg domain does not resolve and repeated exact-name searches found no current first-party organisation or logo source.,,,False,https://fornybygg.no/,official_domain_inactive,research_none_terminal,not_cleared,False,True
NO:N06,NO,N05,Regionalt ombruksnettverk for byggematerialer (Oslo-Trondheim),,none,none_project_network,The regional reuse network is a project/network without a standalone official brand.,,,False,,,research_none_terminal,not_cleared,False,True
SE:U20,SE,U13,Teknikbyggarna,https://teknikbyggarna.se/,none,none_below_128_minimum,Exact first-party Teknikbyggarna header logo. The source fails the 128 px shortest-edge requirement.,,,False,https://teknikbyggarna.se/ | https://teknikbyggarna.se/gfx/logo.png,,research_none_terminal,not_cleared,False,True
