mode,key,cc,tid,name,official_url,access,resolution,resolution_note,emails,contact_pages,media_pages,legal_pages,logo_candidates,evidence_sources,review_flags,research_complete,publication_clearance
rights,DK:M08,DK,M07,Genbyg,https://genbyg.dk/,ok,official_contact_route_found_permission_not_requested,At least one first-party email or contact page was found; no request was sent.,adca0c1c34444b22b66b92065d60e123@sentry.konform.com | bogholderi@genbyg.dk | genbyg@genbyg.dk | jesper@genbyg.dk | morten@genbyg.dk | thomas@genbyg.dk | tom@genbyg.dk,https://genbyg.dk/kontakt/ | https://genbyg.dk/lamper-og-brugte-elartikler/brugte-el-artikler/stikkontakter-mm/ | https://genbyg.dk/kontakt-p2/ | https://genbyg.dk/lamper-og-brugte-elartikler/brugte-el-artikler/stikkontakter-mm/lk-fuga/ | https://genbyg.dk/lamper-og-brugte-elartikler/brugte-el-artikler/stikkontakter-mm/fuga-tilbehoer/ | https://genbyg.dk/lamper-og-brugte-elartikler/brugte-el-artikler/stikkontakter-mm/staenktaette-kontakter/ | https://genbyg.dk/lamper-og-brugte-elartikler/brugte-el-artikler/stikkontakter-mm/400-volt-stikkontakter/,https://genbyg.dk/doere-vinduer/brugte-doere/branddoere/ | https://genbyg.dk/nyeste-varer/277090/vindue-med-brandglas | https://genbyg.dk/nyeste-varer/277089/vindue-med-brandglas | https://genbyg.dk/nyeste-varer/277079/indvendigt-brandvindue | https://genbyg.dk/nyeste-varer/277088/indvendigt-brandvindue | https://genbyg.dk/nyeste-varer/277078/indvendigt-brandvindue | https://genbyg.dk/doere-vinduer/brugte-doere/branddoere/bd30-branddoere/ | https://genbyg.dk/doere-vinduer/brugte-doere/branddoere/bd60-branddoere/ | https://genbyg.dk/doere-vinduer/brugte-doere/branddoere/dobbelte-branddoere/ | https://genbyg.dk/doere-vinduer/brugte-doere/branddoere/staldoere/,,,https://genbyg.dk/,,True,not_cleared
rights,DK:U28,DK,U17,Realdania,https://realdania.dk/,ok,official_contact_route_found_permission_not_requested,At least one first-party email or contact page was found; no request was sent.,cbe@realdaniabyogbyg.dk | cke@realdania.dk | realdania@realdania.dk,https://realdania.dk/om-os/kontakt-os,https://realdania.dk/nyhedsoverblik/nyheder/2026/08/vind-et-telt-til-vejfesten-og-styrk-det-gode-naboskab | https://realdania.dk/nyhedsoverblik/nyheder/2026/08/mogens-lassens-eget-hus | https://realdania.dk/nyhedsoverblik/nyheder/2026/08/et-hus-de-fleste-havde-opgivet-nu-viser-soeren-vester-en-ny-vej-i-nyt-dr-program | https://realdania.dk/om-os/presserum,,,https://realdania.dk/,,True,not_cleared
rights,FI:I02,FI,I02,Urban Environment Division / City of Helsinki,https://www.hel.fi/,ok,official_contact_route_found_permission_not_requested,At least one first-party email or contact page was found; no request was sent.,arimatti.helkapalo@hel.fi | city.helsinki@hel.fi | etunimi.sukunimi@hel.fi | karri.buchert@hel.fi | kasko.viestinta@hel.fi | kuva.viestinta@hel.fi | kymp.viestinta@hel.fi | maria.tammelin@hel.fi | pel.viestinta@hel.fi | sirpa.hietala@hel.fi | sotepe.viestinta@hel.fi | tyollisyyspalvelut.viestinta@hel.fi,https://www.hel.fi/sv/beslutsfattande-och-forvaltning/kontakta-helsingfors-stad/for-media | https://www.hel.fi/en/decision-making/contact-the-city-of-helsinki/media-contacts | https://www.hel.fi/fi/paatoksenteko-ja-hallinto/ota-yhteytta/helsinki-info/helsinki-infon-yhteystiedot | https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-alueittain-ja-kartalla | https://www.hel.fi/fi/kasvatus-ja-koulutus/lukiokoulutus/lukiot | https://stadinao.hel.fi/yhteystiedot/ | https://numerot.hel.fi,https://www.hel.fi/fi/uutiset/helsingin-kaupunki-sosiaalisessa-mediassa | https://www.hel.fi/fi/paatoksenteko-ja-hallinto/ota-yhteytta-helsingin-kaupunkiin/medialle | https://www.hel.fi/en/news/the-city-of-helsinki-on-social-media | https://www.hel.fi/fi/uutiset/helsingin-kaupunki-sosiaalisessa-mediassa/helsingin-kaupungin-toimialojen-sosiaalisen-median-paakanavat | https://www.hel.fi/sv/beslutsfattande-och-forvaltning/kontakta-helsingfors-stad/for-media | https://www.hel.fi/en/decision-making/contact-the-city-of-helsinki/media-contacts | https://www.hel.fi/fi/paatoksenteko-ja-hallinto/ota-yhteytta-helsingin-kaupunkiin/medialle/mediaviestinnan-kaytannot | https://www.hel.fi/fi/paatoksenteko-ja-hallinto/tietoa-helsingista/muotoilu-ja-digitaalisuus/helsingin-brandi-ja-visuaalinen-ilme/visuaalisen-ilmeen-ohjeisto,,,https://www.hel.fi/fi,,True,not_cleared
rights,FI:M01,FI,M01,Purkutori.fi,https://www.purkutori.fi/,manual_primary_source_review,official_contact_route_found_permission_not_requested,Purkutori's first-party privacy notice identifies operator Purkupiha Oy and its responsible contact; no permission was requested.,kari@purkupiha.fi,,,https://www.purkutori.fi/rekisteri-ja-tietosuojaseloste,,https://www.purkutori.fi/rekisteri-ja-tietosuojaseloste,,True,not_cleared
rights,FI:M02,FI,M02,Spolia,https://www.spolia.fi/,manual_primary_source_review,official_contact_route_found_permission_not_requested,The first-party homepage and invoice document provide named Spolia contacts; no permission was requested.,mikko@spolia.fi | santeri@spolia.fi,https://www.spolia.fi/#yhteystiedot,,,,https://www.spolia.fi/ | https://www.spolia.fi/wp-content/uploads/2023/10/Spolia_verkkolaskutiedote_2023.pdf,,True,not_cleared
rights,FI:U18,FI,U15,Skanska Finland,https://www.skanska.fi/,manual_primary_source_review,official_media_route_found_permission_not_requested,Skanska Finland publishes a media route; its terms require written consent for protected material. No permission was requested.,media@skanska.fi,,https://www.skanska.fi/tietoa-skanskasta/media/,https://www.skanska.fi/sivuston-kayttoehdot/,,https://www.skanska.fi/sivuston-kayttoehdot/ | https://www.skanska.fi/tietoa-skanskasta/media/uutiset/303669/Betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-ReCreatehankkeen-minipiloteissa-,written_consent_required_by_site_terms,True,not_cleared
rights,FR:M04,FR,M04,Baignoires Anciennes,http://www.baignoires-anciennes.com/,ok,official_contact_route_found_permission_not_requested,At least one first-party email or contact page was found; no request was sent.,graeme@designsunique.co.uk,https://baignoires-anciennes.com/contact-nous/ | https://baignoires-anciennes.com/en/contact/,,,,https://baignoires-anciennes.com/,,True,not_cleared
rights,FR:M55,FR,M52,Steel Alive,https://steelalive.co/,manual_primary_source_review,official_social_contact_route_found_permission_not_requested,"No first-party email or contact form was exposed, but the organisation's official company profile provides a message route. No permission was requested.",,https://fr.linkedin.com/company/steelalive,,,,https://steelalive.co/ | https://fr.linkedin.com/company/steelalive,social_route_only,True,not_cleared
rights,FR:N02,FR,N02,Bellastock,https://www.bellastock.com/,manual_primary_source_review,official_media_route_found_permission_not_requested,The first-party homepage and press dossier provide general and communications email routes; no permission was requested.,communication@bellastock.com | contact@bellastock.com,https://www.bellastock.com/,https://www.bellastock.com/wp-content/uploads/2019/06/MB_Dossier_Presse_DEF_WEB.pdf,,,https://www.bellastock.com/ | https://www.bellastock.com/wp-content/uploads/2019/06/MB_Dossier_Presse_DEF_WEB.pdf,,True,not_cleared
rights,FR:U02,FR,U02,Archipel zéro,https://archipelzero.wixsite.com/archipelzero,manual_primary_source_review,official_contact_route_found_permission_not_requested,The complete first-party Wix path provides a contact page and organisation email; no permission was requested.,contact@archipelzero.fr,https://archipelzero.wixsite.com/archipelzero/contact,,,,https://archipelzero.wixsite.com/archipelzero/contact,official_url_path_corrected,True,not_cleared
rights,FR:U07,FR,U05,Depuis 1920,https://www.depuis1920.fr/,manual_primary_source_review_domain_identity_mismatch,no_verified_rights_route_domain_identity_mismatch,The current content at depuis1920.fr describes an unrelated generic architecture studio and cannot be verified as the selected organisation. Its contact details were excluded.,,,,,,https://depuis1920.fr/,current_domain_content_identity_mismatch | contact_details_excluded,True,not_cleared
rights,GB:X01,GB,X01,Globechain,https://marketplace.globechain.com/,manual_primary_source_review,official_contact_route_found_permission_not_requested,The first-party marketplace media page and terms provide an enquiries route; no permission was requested.,enquiries@globechain.com,https://marketplace.globechain.com/in-the-media,,https://marketplace.globechain.com/terms,,https://marketplace.globechain.com/in-the-media | https://marketplace.globechain.com/terms,official_subdomain_corrected,True,not_cleared
rights,NL:M03,NL,M02,Buurman,https://buurmanrotterdam.nl/,ok,official_contact_route_found_permission_not_requested,At least one first-party email or contact page was found; no request was sent.,info@buurmanrotterdam.nl | werkplaats@buurmanrotterdam.nl,https://buurmanrotterdam.nl/collections/teambuilding | https://buurmanrotterdam.nl/pages/about-us | https://buurmanrotterdam.nl/collections/teambuilding?sort_by=manual | https://buurmanrotterdam.nl/products/teambuilding-zeepkisten-rotterdam | https://buurmanrotterdam.nl/products/bouw-het-zelf-teambuilding | https://buurmanrotterdam.nl/products/teambuilding-design-challenge-circulaire-kluswedstrijd | https://buurmanrotterdam.nl/products/groepsworkshop-geometric-wall-art | https://buurmanrotterdam.nl/products/thema-workshop-teambuilding,,https://buurmanrotterdam.nl/policies/privacy-policy | https://buurmanrotterdam.nl/pages/privacy-en-cookies,,https://buurmanrotterdam.nl/,,True,not_cleared
rights,NL:O06,NL,O03,IBA Parkstad,https://www.iba-parkstad.nl/,manual_primary_source_review,official_contact_route_found_permission_not_requested,An official IBA Parkstad publication supplies the general contact email; no permission was requested.,info@iba-parkstad.nl,https://www.iba-parkstad.nl/,,https://www.iba-parkstad.nl/privacy/,,https://www.iba-parkstad.nl/wp-content/uploads/2020/11/iba_openoproep_nl_2014.pdf,,True,not_cleared
rights,NL:S02,NL,S02,ReSource Marktplaats,https://www.resourcehub.nl/,manual_primary_source_review,official_contact_route_found_permission_not_requested,The first-party single-page application exposes a dedicated contact route; no permission was requested.,,https://www.resourcehub.nl/contact,,,,https://www.resourcehub.nl/contact,,True,not_cleared
rights,NL:S03,NL,S03,Ter Velde & Den Besten,https://terveldedenbesten.nl/,manual_primary_source_review,official_contact_route_found_permission_not_requested,The first-party contact page is available although automated extraction is blocked; no permission was requested.,,https://terveldedenbesten.nl/contact/,,,,https://terveldedenbesten.nl/contact/,,True,not_cleared
rights,NL:U33,NL,U15,Lagemaat Heerde,https://lagemaat-heerde.nl/,manual_primary_source_review,official_contact_route_found_permission_not_requested,The first-party contact page provides the general company email; no permission was requested.,info@lagemaat-heerde.nl,https://lagemaat-heerde.nl/contact/,,,,https://lagemaat-heerde.nl/contact/,,True,not_cleared
rights,NL:U37,NL,U19,New Horizon UM,https://www.newhorizon.nl/,ok,official_contact_route_found_permission_not_requested,At least one first-party email or contact page was found; no request was sent.,info@newhorizon.nl | d.brauer@jajo.com | e.mouwen@jajo.com | facturen@newhorizon.nl | l.devos@jajo.com | p.scheer@jajo.com | s.vandelaar@jajo.com | verzoekavg@jajo.com,https://www.newhorizon.nl/team/ | https://www.newhorizon.nl/contact/ | https://www.newhorizon.nl/contact/076 - 700 21 19,,https://www.newhorizon.nl/privacybeleid/,,https://www.newhorizon.nl/,,True,not_cleared
rights,NO:M04,NO,M04,OMBYGG,https://www.ombygg.no/,manual_primary_source_review,official_contact_route_found_permission_not_requested,The first-party contact page provides post@ombygg.no and a contact form; no permission was requested.,post@ombygg.no,https://www.ombygg.no/kontakt,,,,https://www.ombygg.no/kontakt,,True,not_cleared
rights,NO:N05,NO,N03,Ombruks-HUB Sørlandet AS,https://www.ombrukshubsor.no/,manual_primary_source_review,official_contact_route_found_permission_not_requested,The first-party contact page provides a general organisation email; no permission was requested.,postmaster@ombrukshubsor.no,https://www.ombrukshubsor.no/kontakt,,,,https://www.ombrukshubsor.no/kontakt,,True,not_cleared
rights,SE:F02,SE,F02,RISE (Research Institutes of Sweden),https://www.ri.se/,manual_primary_source_review,official_media_route_found_permission_not_requested,RISE publishes press contacts and an editorial press-image policy; the latter does not clear logo use. No permission was requested.,niklas.jalevik@ri.se,,https://www.ri.se/en/about-rise/news-press-releases/press-contact | https://www.ri.se/en/about-rise/news-press-releases/press-images,,,https://www.ri.se/en/about-rise/news-press-releases/press-contact | https://www.ri.se/en/about-rise/news-press-releases/press-images,press_image_permission_does_not_cover_logo,True,not_cleared
rights,SE:U09,SE,U07,Contiga,https://www.precastcontiga.heidelbergmaterials.se/,ok,official_contact_route_found_permission_not_requested,At least one first-party email or contact page was found; no request was sent.,info.precast.contiga.swe@heidelbergmaterials.com | andreas.hellman@heidelbergmaterials.com | camilla.hellberg@heidelbergmaterials.com | carl-johan.appelberg@heidelbergmaterials.com | carl.lagerstedt@heidelbergmaterials.com | christoffer.lantz@heidelbergmaterials.com | daniel.eriksson@heidelbergmaterials.com | dennis.lofgren@heidelbergmaterials.com | elin.froberg@heidelbergmaterials.com | goran.adolfsson@heidelbergmaterials.com | invoices.swe@heidelbergcement.com | Invoices.swe@heidelbergmaterials.com | invoices.swe@heidelbergmaterials.com | jan.lagerstedt@heidelbergmaterials.com | johannes.lindenmo@heidelbergmaterials.com | jonathan.kallioniemi@heidelbergmaterials.com | jorgen.sigurdsson@heidelbergmaterials.com | karsten.fredriksson@heidelbergmaterials.com | martin.sandberg@heidelbergmaterials.com | niclas.brav@heidelbergmaterials.com | peter.andersson@heidelbergmaterials.com | peter.hillbom@heidelbergmaterials.com | robert.aldeborg@heidelbergmaterials.com | sara.rudert@heidelbergmaterials.com | staffan.broberg@heidelbergmaterials.com,https://www.precastcontiga.heidelbergmaterials.se/sv/kontakt-0 | https://www.precastcontiga.heidelbergmaterials.se/sv/kontaktuppgifter-norrtalje-1 | https://www.precastcontiga.heidelbergmaterials.se/sv/kontaktuppgifter_uddevalla,,,,https://www.precastcontiga.heidelbergmaterials.se/sv,,True,not_cleared
rights,SE:U19,SE,U12,Strängbetong,https://strangbetong.se/,ok,official_contact_route_found_permission_not_requested,At least one first-party email or contact page was found; no request was sent.,info@strangbetong.se | alicia.ahlberg@consolis.com | andreas.lindqvist@strangbetong.se | andreas.nordlund@strangbetong.se | Anna.wiklund@strangbetong.se | daniel.aleryd@strangbetong.se | eftermarknad@strangbetong.se | emil.pettersson@strangbetong.se | ergjan.gjigolli@strangbetong.se | hanna.josefsson@strangbetong.se | jan-olof.johansson@forssellstrappan.se | jesper.jonasson@strangbetong.se | jessica.cederstam@strangbetong.se | Jessica.granberg.lager@strangbetong.se | johan.fredin@strangbetong.se | johan.svenberg@strangbetong.se | kalle.forsberg@strangbetong.se | liljana.lauren@strangbetong.se | lill.sandberg@strangbetong.se | lisbeth.johansson@strangbetong.se | marcell.tengelin@strangbetong.se | marcus.gunnarssonskoog@strangbetong.se | markus.olsson@strangbetong.se | martin.johansson@strangbetong.se | mattias.andersson@strangbetong.se | max.eriksson@strangbetong.se | michael.thors@strangbetong.se | mikael.ericson@strangbetong.se | nicklas.eriksson@strangbetong.se | nicklas.froberg@strangbetong.se,https://strangbetong.se/kontakt/,https://strangbetong.se/om-strangbetong/pressrum/,,,https://strangbetong.se/,,True,not_cleared
