key,cc,tid,eid,name,official_url,result,asset_path,dark_asset_path,source_url,source_kind,source_sha256,asset_sha256,dark_asset_sha256,crop_mode,identity_review_status,review_status,reviewer,confirmed_at,logo_opacity_percent,provisional_review,reason,rights_status,print_clearance,legacy_manifest_match
GB:U57,GB,U20,NEW:H:thebuiltenvironmenttrust,The Built Environment Trust,https://www.buildingcentre.co.uk/,logo,bilder/GB/U57.png,bilder/GB/U57-dark.png,https://90years.buildingcentre.co.uk/wp-content/themes/the-building-center/img/SVG-images/roundel-logo.svg,header_logo,a58bb062962f6c5ddf325cf2eda9473f448c8591ee322120b932b32b3c61dba2,a58bb062962f6c5ddf325cf2eda9473f448c8591ee322120b932b32b3c61dba2,568fcb790d4b06fffb6493171a36f852c6793eea9d09fab352543138eecaf549,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:U58,GB,U21,NEW:H:theengineersreusecollective,The Engineers Reuse Collective (TERC),https://terc.org.uk/,logo,bilder/GB/U58.png,bilder/GB/U58-dark.png,https://terc.org.uk/wp-content/uploads/2025/02/Primary-Logo-Light-1024x398.png,header_logo,18edc4a4b257cbb9ad25062068bc3b49811f66e929f93a26857962e2dd19637b,18edc4a4b257cbb9ad25062068bc3b49811f66e929f93a26857962e2dd19637b,a11479f43a12e1bb32f5e76f0a8e18bdb6419b7c6beeaad40c6275fd71ad9891,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:M24,GB,M23,NEW:H:theoldslateyard,The Old Slate Yard,https://theoldslateyard.co.uk/,none,,,,,,,,,agent_verified_explicit_none,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,No identity-safe candidate collected.,,,True
GB:M25,GB,M24,NEW:H:thereclaimedcompany,The Reclaimed Company,https://shop.thereclaimedcompany.co.uk/,logo,bilder/GB/M25.png,,https://shop.thereclaimedcompany.co.uk/home/wp-content/uploads/2018/06/cropped-the-reclaimed-company-logo-1.png,apple_touch,b5afe2e13f8eeb8b0e49d488567c992025b04430fd057fd2b4ada4d0d70ecead,b5afe2e13f8eeb8b0e49d488567c992025b04430fd057fd2b4ada4d0d70ecead,,light_backdrop,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:F04,GB,F03,NEW:H:universityofeastanglia,University of East Anglia,https://www.uea.ac.uk/,logo,bilder/GB/F04.png,bilder/GB/F04-dark.png,inline+https://www.uea.ac.uk/#sha256=9efb929d978b32c7c25d088e95b07919301b9f0903aceb24487045cd0308c14f,header_logo,c752aad9b62bc324b4a2fca15aeec637bb5c2fba43e4990f45a5eef1893c8965,c752aad9b62bc324b4a2fca15aeec637bb5c2fba43e4990f45a5eef1893c8965,01d594d73df20a57e6e109ae10e27b5c2f0533dbc6684e0ad0f97a5f18c0f54b,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:M26,GB,M25,NEW:H:watlingreclamationyard,Watling Reclamation Yard,https://watlingreclamation.co.uk/,logo,bilder/GB/M26.png,,https://watlingreclamation.co.uk/wp-content/uploads/2024/03/Watling-Reclamation-Logo-Final-transparent-e1710492270220.png,header_logo,a8f49b2cc67d17dc38dd26a01c12a698ec0de60f948e098dad5de34cd12d1d91,a8f49b2cc67d17dc38dd26a01c12a698ec0de60f948e098dad5de34cd12d1d91,,light_backdrop,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:M29,GB,M28,NEW:H:womackbuildingsupplies,Womack Building Supplies,https://www.womackbuildingsupplies.co.uk/,logo,bilder/GB/M29.png,bilder/GB/M29-dark.png,https://www.womackbuildingsupplies.co.uk/wp-content/themes/womacks/images/womack-building-supplies.png,header_logo,03de7fc8b34d05417c417ed4b0e562b4d475589c455448a9af08af72f506121d,03de7fc8b34d05417c417ed4b0e562b4d475589c455448a9af08af72f506121d,ef30a1675ac9c95202df99ceb93372c67f383b06928caf70cdb21bc3677cd37b,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:M05,GB,M05,NEW:csarchitecturalsalvage,CS Architectural Salvage,https://csarchitecturalsalvage.com/,logo,bilder/GB/M05.png,,https://csarchitecturalsalvage.com/wp-content/uploads/2023/11/CS-Salvage-Logo.png,header_logo,bbcad6b6aedb47329bca40714aa72980a5a05d88ce3e294a82f698d75fa84eea,bbcad6b6aedb47329bca40714aa72980a5a05d88ce3e294a82f698d75fa84eea,,light_backdrop,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:M07,GB,M06,NEW:eandareclamation,E&A Reclamation,https://www.eandareclamation.com/,logo,bilder/GB/M07.png,bilder/GB/M07-dark.png,https://static.squarespace.com/static/ta/51da82e2e4b03fbe9dac882a/1810/assets/images/totalLogo.png,header_logo,49d47581895ca8e178d88618aac2c11b31d4e4bdb030bb9087df6fb960013f67,49d47581895ca8e178d88618aac2c11b31d4e4bdb030bb9087df6fb960013f67,fca48d7171ba3e8792c3ab9f3fa42d65e8d65b65ecb4d6a31de1f355fcda12a2,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:U21,GB,U06,NEW:elliottwood,Elliott Wood,https://www.elliottwood.co.uk/,logo,bilder/GB/U21.png,bilder/GB/U21-dark.png,https://www.elliottwood.co.uk/assets/v20260728_144002/img/apple-touch.png,apple_touch,0abace7f5e914f94b22aa4f2b482805dfe395a131387bec351c01c58d44e510d,0abace7f5e914f94b22aa4f2b482805dfe395a131387bec351c01c58d44e510d,efc34db94eafc6307414f5f33089e9d186313eb884dd49eb9984cc12851f8482,neutral_knockout,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:M08,GB,M07,NEW:englishsalvage,English Salvage,https://www.englishsalvage.co.uk/,logo,bilder/GB/M08.png,bilder/GB/M08-dark.png,https://www.englishsalvage.co.uk/images/header-logo.png,header_logo,4b84f74ba9c50d95fa6836d2217319683125dad9c8d4e49a67077dac9c2b667b,4b84f74ba9c50d95fa6836d2217319683125dad9c8d4e49a67077dac9c2b667b,edc8c97d14f90b41654f2c0563a6b14f821752cdd0e9755cbcbf27995e5daeb1,neutral_knockout,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:N05,GB,N03,NEW:reusefully,Reusefully,https://www.reusefully.co.uk/,logo,bilder/GB/N05.png,bilder/GB/N05-dark.png,https://irp.cdn-website.com/b835a515/dms3rep/multi/opt/white_logo_transparent_background-1920w.png,header_logo,51c4e4ceccc40eba7821b027351ad91345a96c49576a4d722453b32c4815fb4b,51c4e4ceccc40eba7821b027351ad91345a96c49576a4d722453b32c4815fb4b,f0dcde0e1f688b53f9d3c0bbcb9bfad81444097925ac13948b6705cd74fdace8,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:U60,GB,U23,NEW:urbanminers,Urban Miners,https://www.urban-miners.co.uk/,logo,bilder/GB/U60.png,bilder/GB/U60-dark.png,"https://www.urban-miners.co.uk/wp-content/uploads/go-x/u/95b05ffc-7091-4e55-a995-d5f3271e3be1/w180,h180,rtfit,bgdde1e5,el1,ex1,fpng/image.png?v=1738054632774",apple_touch,7d0d4be666cc2ef48409c37e046a2119a5dbecfda2d11ab658012a91111c84f6,7d0d4be666cc2ef48409c37e046a2119a5dbecfda2d11ab658012a91111c84f6,fc854d28c0fa154f3e4e79b6bd6d201dc7b2c538b6a03da05e342aeb3aacdd8e,neutral_knockout,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:M27,GB,M26,NEW:wellsreclamation,Wells Reclamation,https://www.wellsreclamation.com/,logo,bilder/GB/M27.png,bilder/GB/M27-dark.png,https://www.wellsreclamation.com/icons/apple-icon-180x180.png,apple_touch,fb430d4be704499a6c76cd989ec8f82953223b655d78582c9785e2c2a9384753,fb430d4be704499a6c76cd989ec8f82953223b655d78582c9785e2c2a9384753,fe00c065c840353a78c7926608876fd85e399f00eee2f7e47e95a623944e6465,neutral_knockout,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
GB:M28,GB,M27,NEW:wilsonsyard,Wilsons Yard,https://www.wilsonsyard.com/,logo,bilder/GB/M28.png,bilder/GB/M28-dark.png,https://www.wilsonsyard.com/cdn/shop/files/wilsons_yard_logo.jpg?v=1777941782,og_image,0acce768ca11b167aea623360384203355d9ca83f66f789c1846b00cae5668e9,0acce768ca11b167aea623360384203355d9ca83f66f789c1846b00cae5668e9,735f5b22e76ebde8f27ea3b049849d967ab471e758d54b8d95ae2025769d7e97,neutral_knockout,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:M11,NL,M10,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39529,Insert Marketplace,https://www.insert.nl/,logo,bilder/NL/M11.png,,https://www.insert.nl/wp-content/themes/default-thema/images/logo.svg,header_logo,dc2afdd5a75d6c5c9ec0215fcd82c9d8a83cc30bfdba1d2ae4c05e1f7c8330a4,dc2afdd5a75d6c5c9ec0215fcd82c9d8a83cc30bfdba1d2ae4c05e1f7c8330a4,,light_backdrop,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:S02,NL,S02,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39539,ReSource Marktplaats,https://www.resourcehub.nl/,logo,bilder/NL/S02.png,,https://www.resourcehub.nl/assets/images/presentation/logo.svg,header_logo,c35c9fb97603ff04834f0e50d04c69cb046943e7a5ffb65dda39477a3e0db812,c35c9fb97603ff04834f0e50d04c69cb046943e7a5ffb65dda39477a3e0db812,,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U33,NL,U15,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4908,Lagemaat Heerde,https://lagemaat-heerde.nl/,logo,bilder/NL/U33.png,bilder/NL/U33-dark.png,https://lagemaat-heerde.nl/site/wp-content/themes/lagemaat/assets/img/Avatar_Lagemaat_RGB.svg,header_logo,810f18083874fd8c9259fb06025f64df8064c441d65b543a49bc0c745870a1bb,810f18083874fd8c9259fb06025f64df8064c441d65b543a49bc0c745870a1bb,bfab1b09497a6f81f3fec22f7f878a3c1a66ca281d49538a2073388eaeaf735a,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U15,NL,U09,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4909,cepezed,https://www.cepezed.nl/,logo,bilder/NL/U15.png,,https://www.cepezed.nl/public/favicon/apple-touch-icon.png,apple_touch,a3139055d7c2702786e3f548b9d37b0b9745bb528f563e334094348b24e747fa,a3139055d7c2702786e3f548b9d37b0b9745bb528f563e334094348b24e747fa,,circle_cover,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:I03,NL,I02,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4910,Provincie Gelderland,https://www.gelderland.nl/,logo,bilder/NL/I03.png,,https://www.gelderland.nl/assets/favicons/apple-touch-icon.png,apple_touch,0d08b5f7b9782f7d7512fd43df32a55ddf0817259df1bab35dbe51883a18ad2b,0d08b5f7b9782f7d7512fd43df32a55ddf0817259df1bab35dbe51883a18ad2b,,circle_cover,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U30,NL,U13,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4912,IMd Raadgevende Ingenieurs,https://imdbv.nl/,logo,bilder/NL/U30.png,,https://imdbv.nl/apple-touch-icon.png,apple_touch,7274261bb623637b556b9da8d23aea74afcff292f93e49af2e59d11d22a745c5,7274261bb623637b556b9da8d23aea74afcff292f93e49af2e59d11d22a745c5,,circle_extend,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U41,NL,U22,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5097,Popma ter Steege Architecten / PTSA,https://ptsa.nl/,logo,bilder/NL/U41.png,bilder/NL/U41-dark.png,https://ptsa.nl/wp-content/uploads/2019/10/PTSA-logo-alternatief.png,header_logo,5f6367bbc5a2529d9b2f1a3c603434bc4101e1bba94f1149f9988694e8bc61af,5f6367bbc5a2529d9b2f1a3c603434bc4101e1bba94f1149f9988694e8bc61af,e16aa915990f378d6490de4c39ffb42aff7f5870a9a824a5f44565540966a2a3,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U56,NL,U29,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5099,Vic Obdam Staalbouw,https://vicobdam.nl/,logo,bilder/NL/U56.png,,https://www.datocms-assets.com/162197/1765445753-vo_brandmark_rgb_transparent_orange_1x1.svg?auto=format&h=180&w=180,apple_touch,90cf41322b6ab6e4b9582990454c6ebfc22b717829ea7713f491e58a8e14ca84,90cf41322b6ab6e4b9582990454c6ebfc22b717829ea7713f491e58a8e14ca84,,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:F01,NL,F03,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5102,Leiden University,https://www.universiteitleiden.nl/,logo,bilder/NL/F01.png,,https://www.universiteitleiden.nl/design-1.0/assets/icons/icon-180px.png,apple_touch,0b0d506fa8cdd0f6b6fbc4456b49df1f8bb6ba53b21e3af8208a98fbac8ff012,0b0d506fa8cdd0f6b6fbc4456b49df1f8bb6ba53b21e3af8208a98fbac8ff012,,circle_extend,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U44,NL,U24,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5285,Rothuizen Architecten / Taco Tuinhof,https://rothuizen-architecten.nl/,logo,bilder/NL/U44.png,,inline+https://rothuizen-architecten.nl/#sha256=d0c09601d5b612f6605abd47e4423c1dd6d498417992608e4adfd216d6850148,header_logo,d874b0c51c659949b4679b16070de3daca0578aa20c79d591a9eaddeb090373d,d874b0c51c659949b4679b16070de3daca0578aa20c79d591a9eaddeb090373d,,light_backdrop,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U03,NL,U02,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5287,ABT,https://abt.eu/,logo,bilder/NL/U03.png,,https://abt.eu/wp-content/themes/abt/img/logo-2026.svg,header_logo,1675aa0d0eba3de8cdff71d46a1cdaaddae1533a301ca365d709605caeda8d94,1675aa0d0eba3de8cdff71d46a1cdaaddae1533a301ca365d709605caeda8d94,,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:I05,NL,I03,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5289,Rijkswaterstaat,https://www.rijkswaterstaat.nl/,logo,bilder/NL/I05.png,,https://www.rijkswaterstaat.nl/static/img/logo-nl.svg,header_logo,27d948316e92b84bac4aef15f760d04389683a2a98011446fba15f062f5e2472,27d948316e92b84bac4aef15f760d04389683a2a98011446fba15f062f5e2472,,light_backdrop,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U23,NL,U12,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5291,DWT Groep,https://dwtgroep.nl/,logo,bilder/NL/U23.png,,https://dwtgroep.nl/wp-content/themes/dwt/img/logo.svg,header_logo,09c24c55078d2e57e56139b3a833bbf5d5b562e9a593d760c49f108d87c19c14,09c24c55078d2e57e56139b3a833bbf5d5b562e9a593d760c49f108d87c19c14,,light_backdrop,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U05,NL,U03,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5404,Alliander / Liander,https://www.alliander.com/,logo,bilder/NL/U05.png,,https://www.alliander.com/assets/apple-touch-icon.png,apple_touch,108949c6b4af330c855cf072a006d7b44c66645fa02ce5ad38a9dd15fa18ae04,108949c6b4af330c855cf072a006d7b44c66645fa02ce5ad38a9dd15fa18ae04,,circle_extend,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:S01,NL,S01,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5407,Madaster / Materialpass-Kontext,https://madaster.com/,logo,bilder/NL/S01.png,,https://madaster.com/app/uploads/2022/08/cropped-cropped-Favi-1-192x192-1.png,apple_touch,316726eca10f0d422d59377713cf3a913530d2634c777657faebd84bb68a0524,316726eca10f0d422d59377713cf3a913530d2634c777657faebd84bb68a0524,,light_backdrop,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U32,NL,U14,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5511,Kraaijvanger Architects,https://www.kraaijvanger.nl/,logo,bilder/NL/U32.png,bilder/NL/U32-dark.png,https://www.kraaijvanger.nl/kraaijvanger.png,declared_icon,6e608d000e4386cedfb97dafc26b3d63f1ef1a7c39d1955a6172762ba8717773,6e608d000e4386cedfb97dafc26b3d63f1ef1a7c39d1955a6172762ba8717773,f56836b25c7d83847eb3aa56473e5d973a64c9cc1320ea9499bd10f8f7042b8b,neutral_knockout,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U45,NL,U25,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5556,Stiho,https://www.stiho.nl/,logo,bilder/NL/U45.png,,https://www.stiho.nl/INTERSHOP/static/WFS/stihoGroep-Stiho-Site/-/-/nl_NL/images/favicon/favicon.png,apple_touch,d0cadd6459ad8237ae64a407dc45d7f452bfdaf52f2972ee366c55be77a4092f,d0cadd6459ad8237ae64a407dc45d7f452bfdaf52f2972ee366c55be77a4092f,,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:O05,NL,O02,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5731,HEEMwonen,https://heemwonen.nl/,logo,bilder/NL/O05.png,bilder/NL/O05-dark.png,https://heemwonen.nl/wp-content/uploads/2023/11/logo-HEEMWonen-wit.svg,header_logo,b3f6c39336d2cfa2db96c78be9619b943382d1c7db017e4f177ba45f51e54800,b3f6c39336d2cfa2db96c78be9619b943382d1c7db017e4f177ba45f51e54800,d6549969f9d511064b7e668445d8b305aa5d2629b5bf7baff3b98d5290b194e8,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:O06,NL,O03,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5733,IBA Parkstad,https://www.iba-parkstad.nl/,logo,bilder/NL/O06.png,bilder/NL/O06-dark.png,https://www.iba-parkstad.nl/wp-content/uploads/2020/09/IBA_logo_PPT-YB.png,header_logo,5546bb6d9758c8450dcba988712c7e7605a1f9d6cad5c1133f54c9beb6841521,5546bb6d9758c8450dcba988712c7e7605a1f9d6cad5c1133f54c9beb6841521,0ebf5c97a1b853dd224b1b635b64c2e8c0d6f40924b72edce39324606a58c89b,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U35,NL,U17,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5734,Maurer United,https://maurerunited.com/,logo,bilder/NL/U35.png,bilder/NL/U35-dark.png,https://maurerunited.com/wp-content/uploads/2022/10/cropped-maurerfav.png,apple_touch,67a11e71c1857ffc4e265ccdb4989c49fd40b7033b502e846c86836d55812180,67a11e71c1857ffc4e265ccdb4989c49fd40b7033b502e846c86836d55812180,22588fd6fcf452eac34bba527ab8741adb58ccf02bc1fc07f3b4ecc90ead51b8,neutral_knockout,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U22,NL,U11,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5736,Dusseldorp,https://dusseldorp.nu/,logo,bilder/NL/U22.png,bilder/NL/U22-dark.png,https://reinteninframultisite.s3.amazonaws.com/dusseldorp/Dusseldrop-Logo.svg,header_logo,4299ce7876c394d8441274ea4f4e02b670eafaa0df434bc254cde31d92aae61e,4299ce7876c394d8441274ea4f4e02b670eafaa0df434bc254cde31d92aae61e,8bd043ccb668c50bbbcfdcfeab00640487d4003c144e2ec5eb841bf11b359bae,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U12,NL,U07,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5737,Bouwbedrijven Jongen,https://www.jongen.com/,logo,bilder/NL/U12.png,,https://www.jongen.com/sites/vw_jongenbouw/logo/logo.svg?v=20250203,header_logo,15e6bd15e76a41be22c3dd884034a75b5735b7f7e1baf6217f1d02203db686a2,15e6bd15e76a41be22c3dd884034a75b5735b7f7e1baf6217f1d02203db686a2,,light_backdrop,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:F04,NL,F04,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5738,SURD Research Centre / Zuyd,https://www.zuyd.nl/,logo,bilder/NL/F04.png,bilder/NL/F04-dark.png,https://www.zuyd.nl/themes/custom/zuyd/favicon/apple-touch-icon.png,apple_touch,9f22220f227fa9f48f324dfda61288467d899be99fd539ad015da19ddc7b5ad1,9f22220f227fa9f48f324dfda61288467d899be99fd539ad015da19ddc7b5ad1,226843378641432fa951358b5865b33f70ef0a08e1cbad2fe99d2ad6fdfbb7f2,neutral_knockout,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U40,NL,U21,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5772,Pieters,https://www.pieters.net/,logo,bilder/NL/U40.png,,https://www.pieters.net/app/themes/pieters/dist/images/favicon/apple-touch-icon.png,apple_touch,c40010bee3e1e098cfb9d95e55a19ed2f8d359cfdddb6fc9a346bca69e512ccc,c40010bee3e1e098cfb9d95e55a19ed2f8d359cfdddb6fc9a346bca69e512ccc,,circle_cover,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U08,NL,U06,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5774,Ballast Nedam,https://www.ballast-nedam.nl/,logo,bilder/NL/U08.png,bilder/NL/U08-dark.png,https://www.ballast-nedam.nl/media/seipmaln/ballast_nedam_logo_2025_primary_rgb_white.png?format=webp,media_logo,8993693896cc572ef7e20b82ac23ce874d25d31a62ff3d76ec2282fc6f6d9bad,8993693896cc572ef7e20b82ac23ce874d25d31a62ff3d76ec2282fc6f6d9bad,5dfad81ca4348cc5df8592a6e63164af66d173bf7ca0522380d75324feea3701,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
NL:U18,NL,U10,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5776,De Groot & Visser,https://degrootenvisser.nl/,logo,bilder/NL/U18.png,bilder/NL/U18-dark.png,https://degrootenvisser.nl/wp-content/uploads/2021/09/lg_dgev_logoE_H_couleur.svg,header_logo,aa534e658974a7ed2a35ca43a57f9de779f3b51e482ebf20294691169ed8abd5,aa534e658974a7ed2a35ca43a57f9de779f3b51e482ebf20294691169ed8abd5,92b08c1b0f81e746f6c01c1bda6d30ba2ee2f4f7d0f97b443c072fc04a4bae8e,safe_contain,agent_visual_verified_official_source,accepted_provisional,user (bulk suggestion acceptance),2026-08-17T13:57:10+00:00,100,True,Exact official identity retained from the validated frozen transport.,permission_required,blocked_pending_permission,True
