audit_status,key,cc,tid,name,official_url,source_url,source_kind,asset_path,dark_asset_path,asset_sha256,rights_status,recent_last_three_sessions,reason_codes,manual_reasons,technical_errors
manual_check,FR:M22,FR,M22,La Bois'Cyclerie,https://www.laboiscyclerie.fr/,https://s3-eu-west-1.amazonaws.com/buypacker-prod/coldstorage/Platform_30VPNVGR8GWRM294TDAE4VT000/Nonprofit_0HXFD64PPK1PW9A8GY3VXF384N/Organization_01F9GYDHWZYF63Y4KFHEJR2Y2V/picture/2986865.jpg?response-content-disposition=inline%3B%20filename%2A%3DUTF-8%27%27Logo_avec_baseline_CMJN.jpg&response-x-robots-tag=noindex&AWSAccessKeyId=AKIAV4T67WN6ENNI5OX6&Expires=1801785600&Signature=mcFoqWEP61ia1ipsS898z54U7qA%3D&cache=1775954850,og_image,bilder/FR/M22.png,bilder/FR/M22-dark.png,adff0e7e47958e4d6cfdae984640c26a8c51fd15be87fd4bc86feac7a57fcd6b,permission_required,False,low_signal_source_kind | cross_origin_source,"Open-Graph-Bild kann Kampagnenmotiv, Foto oder zusammengesetzte Grafik sein. | Quelldatei liegt auf anderer Domain (s3-eu-west-1.amazonaws.com) als die offizielle Seite (laboiscyclerie.fr).",
manual_check,FR:M23,FR,M23,La brocante du Bâtiment (entreprise DRS),https://brocantedubatiment.fr/,https://brocantedubatiment.fr/wp-content/uploads/2017/06/cropped-logodroite1-180x180.png,apple_touch,bilder/FR/M23.png,,3ab2be0c67992662c65460a373a9147068ae9e3143de3ba8d89b8a9e95677fe0,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,FR:M24,FR,M24,La Réserve des Matériaux,https://www.la-reserve.bzh/,https://www.la-reserve.bzh/favicon.svg,declared_icon,bilder/FR/M24.png,bilder/FR/M24-dark.png,93ac7e840af84408b2222d7c41122308e5cb3e25d52f0f1e5bd527993036c84e,permission_required,False,low_signal_source_kind,Deklariertes Site-Icon kann eine verkürzte Bildmarke statt des vollständigen Logos sein.,
manual_check,FR:M32,FR,M31,Maison du Réemploi,https://reciprocite.fr/,https://reciprocite.fr/images/reciprocite.svg,declared_icon,bilder/FR/M32.png,,3893b6f8af0ba5d0ca866e4879074e6d36edbe40a0daa90616902bb208e49f6f,permission_required,False,low_signal_source_kind,Deklariertes Site-Icon kann eine verkürzte Bildmarke statt des vollständigen Logos sein.,
manual_check,FR:M39,FR,M38,MOBIOUS,https://www.mobius-reemploi.fr/,https://static.wixstatic.com/media/e4556a_ec866f8a133b4cb791f901e87ebc3fe3%7Emv2.png/v1/fill/w_180%2Ch_180%2Clg_1%2Cusm_0.66_1.00_0.01/e4556a_ec866f8a133b4cb791f901e87ebc3fe3%7Emv2.png,apple_touch,bilder/FR/M39.png,,4a88190faba7eae4109cb48f27cdda3928b63cb0d481884952f51a7f63f680ec,permission_required,False,shared_asset_hash,Exakt dieselbe Logodatei wird auch verwendet für: FR:U10.,
manual_check,FR:M55,FR,M52,Steel Alive,https://steelalive.co/,"https://ec362aa287288c3c6b848b9330349ee4.cdn.bubble.io/cdn-cgi/image/w=192,h=,f=auto,dpr=1,fit=contain/f1691397609006x823815901935825800/SteelALive%20-%20watermark.png",apple_touch,bilder/FR/M55.png,,fd6d3c07d518fa0fff21bd1d813d0cd1891eb4f4e8ef8704d1769066be1c2c8c,permission_required,False,cross_origin_source,Quelldatei liegt auf anderer Domain (ec362aa287288c3c6b848b9330349ee4.cdn.bubble.io) als die offizielle Seite (steelalive.co).,
manual_check,FR:N01,FR,N01,Association Réavie,https://asso-reavie.fr/,http://asso-reavie.fr/wp-content/uploads/2018/09/cropped-reavie-192x192.png,declared_icon,bilder/FR/N01.png,bilder/FR/N01-dark.png,67fb329bd7a39a850de7243e633b7cb75756b6d29a47895a06d451e44768a16f,permission_required,False,low_signal_source_kind | http_source,Deklariertes Site-Icon kann eine verkürzte Bildmarke statt des vollständigen Logos sein. | Quelldatei nur über unverschlüsseltes HTTP referenziert.,
manual_check,FR:N02,FR,N02,Bellastock,https://www.bellastock.com/,https://www.bellastock.com/wp-content/themes/bellastock-2026-temp/img/bs_header_logo_rond.svg,header_logo,current_only_final/FR/N02.png,current_only_final/FR/N02-dark.png,82ebfc568ef78d7ca1b1426cc85e16ccc8864f3bbd02b874358a82261669b520,permission_required,True,source_recheck,Offizielles Bellastock-Asset antwortete beim Schlusscheck mit HTTP 403; lokaler offizieller Snapshot vorhanden.,
manual_check,FR:N06,FR,N05,Institut National de l'Économie Circulaire (INEC),https://institut-economie-circulaire.fr/,https://institut-economie-circulaire.fr/wp-content/uploads/2026/01/LOGO-inec-DEF-e1768319380122-768x358.png,header_logo,bilder/FR/N06.png,bilder/FR/N06-dark.png,207fdc99252bd0dd282fc1f6c4aa56bc17855ee904c92bf1a19fe353615f6afa,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,FR:N08,FR,N07,REMIX / matériaux réemploi,http://www.remixremix.fr/,http://www.remixremix.fr/remix/uploads/2022/07/REMIX_LOGO_V1_Header.svg,header_logo,bilder/FR/N08.png,bilder/FR/N08-dark.png,817b5ec34d85c0f556561e97f4910345675cfe5b213cc2b09a5e6a9b1b7792e0,permission_required,False,http_source | multi_entity_label,"Quelldatei nur über unverschlüsseltes HTTP referenziert. | Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,FR:O04,FR,O03,Novaedia / Novædia,https://fermedespossibles.fr/,https://fermedespossibles.fr/wp-content/uploads/2024/03/cropped-Logo_FermedesPossibles.png,structured_logo,bilder/FR/O04.png,,de82a1b5742e9a30407b1fdfc7d72314a845d87d8e8fea66697851cd4d3b55e0,permission_required,False,carrier_or_successor | multi_entity_label,"Nachfolgemarke: Novaedia/Novædia wird als La Ferme des Possibles geführt. | Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,FR:S03,FR,S03,Plateforme de réemploi des matériaux de voirie de la Ville de Paris,https://www.paris.fr/,https://www.paris.fr/apple-touch-icon.png,apple_touch,bilder/FR/S03.png,,6412d718f56b8a101f0405f4adc5f4b807f1dd89f5eeb0f0909e353f2ea0427f,permission_required,False,shared_asset_hash,Exakt dieselbe Logodatei wird auch verwendet für: FR:I03.,
manual_check,FR:U05,FR,U03,CANCAN Architecture,https://www.collectifcancan.fr/,https://www.collectifcancan.fr/wp-content/uploads/2021/01/cropped-favicon-180x180.jpg,apple_touch,bilder/FR/U05.png,bilder/FR/U05-dark.png,7949a013cf9f43366eaf687462edfae3bf2ffd3fc504386d5d8ee2cf82907339,permission_required,False,shared_asset_hash,Exakt dieselbe Logodatei wird auch verwendet für: FR:U06.,
manual_check,FR:U06,FR,U04,Collectif CANCAN,https://www.collectifcancan.fr/,https://www.collectifcancan.fr/wp-content/uploads/2021/01/cropped-favicon-180x180.jpg,apple_touch,bilder/FR/U06.png,bilder/FR/U06-dark.png,7949a013cf9f43366eaf687462edfae3bf2ffd3fc504386d5d8ee2cf82907339,permission_required,False,shared_asset_hash,Exakt dieselbe Logodatei wird auch verwendet für: FR:U05.,
manual_check,FR:U07,FR,U05,Depuis 1920,https://www.depuis1920.fr/,https://depuis1920.fr/wp-content/themes/AtelierModerne_731/images/favicon.svg,declared_icon,bilder/FR/U07.png,bilder/FR/U07-dark.png,15eeace22a8a5317dd6ad71e7a2bf7ae4eebd86831fca37082d682dd2c15c650,permission_required,False,low_signal_source_kind,Deklariertes Site-Icon kann eine verkürzte Bildmarke statt des vollständigen Logos sein.,
manual_check,FR:U10,FR,U08,Mobius Réemploi,https://www.mobius-reemploi.fr/,https://static.wixstatic.com/media/e4556a_ec866f8a133b4cb791f901e87ebc3fe3%7Emv2.png/v1/fill/w_180%2Ch_180%2Clg_1%2Cusm_0.66_1.00_0.01/e4556a_ec866f8a133b4cb791f901e87ebc3fe3%7Emv2.png,apple_touch,bilder/FR/U10.png,,4a88190faba7eae4109cb48f27cdda3928b63cb0d481884952f51a7f63f680ec,permission_required,False,shared_asset_hash,Exakt dieselbe Logodatei wird auch verwendet für: FR:M39.,
manual_check,GB:F04,GB,F03,University of East Anglia,https://www.uea.ac.uk/,inline+https://www.uea.ac.uk/#sha256=9efb929d978b32c7c25d088e95b07919301b9f0903aceb24487045cd0308c14f,header_logo,bilder/GB/F04.png,bilder/GB/F04-dark.png,9b4175bafd71745f056371f9f77534266005f41a4eabc43d8d01a3eddb1158ed,permission_required,False,inline_extraction,Logo wurde aus eingebettetem Seiten-SVG extrahiert; Ausschnitt manuell prüfen.,
manual_check,GB:G03,GB,G02,ReLondon,https://relondon.gov.uk/,https://ek45a9hw9ht.exactdn.com/wp-content/uploads/2021/06/ReLondon_header_logo.svg,header_logo,bilder/GB/G03.png,bilder/GB/G03-dark.png,8d32bfd3075a6ee957d931c4c87c7bc532fec160cca57e8238ceae7b80c40ca7,permission_required,False,cross_origin_source,Quelldatei liegt auf anderer Domain (ek45a9hw9ht.exactdn.com) als die offizielle Seite (relondon.gov.uk).,
manual_check,GB:M07,GB,M06,E&A Reclamation,https://www.eandareclamation.com/,https://static.squarespace.com/static/ta/51da82e2e4b03fbe9dac882a/1810/assets/images/totalLogo.png,header_logo,current_only_final/GB/M06.png,current_only_final/GB/M06-dark.png,7dc84a3b2361f590c3aa132a83b4a7b89dec63bb91de51e464c30208351496a3,permission_required,True,cross_origin_source,Quelldatei liegt auf anderer Domain (static.squarespace.com) als die offizielle Seite (eandareclamation.com).,
manual_check,GB:M09,GB,M08,Enviromate,https://www.enviromate.co.uk/,https://s3-eu-west-1.amazonaws.com/s3-media.dev.eu.enviromate.kcmcdn.com/assets/www/img/enviromate_logo_header_2x.png,header_logo,current_only_final/GB/M08.png,current_only_final/GB/M08-dark.png,244f70ee51e7bdafefa583d4cd5deb31e322b55db1491d453d8d071f907793cb,permission_required,True,cross_origin_source,Quelldatei liegt auf anderer Domain (s3-eu-west-1.amazonaws.com) als die offizielle Seite (enviromate.co.uk).,
manual_check,GB:M19,GB,M18,SalvoWEB,https://www.salvoweb.com/,https://www.salvoweb.com/images/salvo-logo.png,header_logo,bilder/GB/M19.png,,ae9237d3ccc46871e92138c74a698d3bc674c791cc8438f41d27aeec838b991a,permission_required,False,shared_asset_hash,Exakt dieselbe Logodatei wird auch verwendet für: GB:N06.,
manual_check,GB:M21,GB,M20,Surplus Building & Plumbing Materials,https://surplusbuildingsupplies.co.uk/,https://surplusbuildingsupplies.co.uk/media/favicon/stores/1/512_x_512_FAV_NO_BG.png,declared_icon,current_only_final/GB/M20.png,,209558f9b55d09224c1c84dfba4aea77fc3a187dee534864a70b056629526db8,permission_required,True,low_signal_source_kind,Deklariertes Site-Icon kann eine verkürzte Bildmarke statt des vollständigen Logos sein.,
manual_check,GB:M28,GB,M27,Wilsons Yard,https://www.wilsonsyard.com/,https://www.wilsonsyard.com/cdn/shop/files/wilsons_yard_logo.jpg?v=1777941782,og_image,bilder/GB/M28.png,bilder/GB/M28-dark.png,5ba0930fe35cffc4b0897ed69062411726c21baced150e6fb59a6c516cb4a3e7,permission_required,False,low_signal_source_kind,"Open-Graph-Bild kann Kampagnenmotiv, Foto oder zusammengesetzte Grafik sein.",
manual_check,GB:N02,GB,N01,Cat Fletcher / Freegle,https://www.ilovefreegle.org/,https://www.ilovefreegle.org/icons/apple-touch-icon.png,apple_touch,bilder/GB/N02.png,,eecd0c6e85d012f61759ed7ab4c86aa384b90eb6708d0586df497442cda59fad,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,GB:N05,GB,N03,Reusefully,https://www.reusefully.co.uk/,https://irp.cdn-website.com/b835a515/dms3rep/multi/opt/white_logo_transparent_background-1920w.png,header_logo,bilder/GB/N05.png,bilder/GB/N05-dark.png,1971570043b094dccc1b61c2bc80333c4be835b949dcac55c0f48554b84f962b,permission_required,False,cross_origin_source,Quelldatei liegt auf anderer Domain (irp.cdn-website.com) als die offizielle Seite (reusefully.co.uk).,
manual_check,GB:N06,GB,N04,Salvo Ltd,https://www.salvoweb.com/,https://www.salvoweb.com/images/salvo-logo.png,media_logo,bilder/GB/N06.png,,ae9237d3ccc46871e92138c74a698d3bc674c791cc8438f41d27aeec838b991a,permission_required,False,shared_asset_hash,Exakt dieselbe Logodatei wird auch verwendet für: GB:M19.,
manual_check,GB:U06,GB,U03,BDP,https://www.bdp.com/,inline+https://www.bdp.com/#sha256=d60811bd62610930dcc53d8d6a68fbee2f99238e0d1358214f2d40fce03a76f9,header_logo,bilder/GB/U06.png,,433d57c22334042f75db9ec23c76f524b4aa292fb3df3bc9ca80956aa4d97f13,permission_required,False,inline_extraction,Logo wurde aus eingebettetem Seiten-SVG extrahiert; Ausschnitt manuell prüfen.,
manual_check,GB:U16,GB,U04,Civic Engineers,https://www.team-civic.com/,https://www.team-civic.com/cache/Brand-Elements/_1200x630_crop_center-center_82_none/Website-SEO-Logo.png?v=1748864896,og_image,bilder/GB/U16.png,,2c1134ca2df53e00eed38011a3b20c6eb8083ddd0cdc1319349df3ee38dc3045,permission_required,False,low_signal_source_kind,"Open-Graph-Bild kann Kampagnenmotiv, Foto oder zusammengesetzte Grafik sein.",
manual_check,GB:U26,GB,U07,FORE Partnership,https://www.forepartnership.com/,http://forepartnership.com/wp-content/uploads/2018/12/FORE-logo.jpg,structured_logo,bilder/GB/U26.png,bilder/GB/U26-dark.png,d4031b77db0d37ce97f84e2be076de16a0aa2d958fe6e0931f07ed348baac0de,permission_required,False,http_source,Quelldatei nur über unverschlüsseltes HTTP referenziert.,
manual_check,GB:U33,GB,U12,Heyne Tillett Steel / HTS,https://hts.uk.com/,https://hts.uk.com/apple-touch-icon.png,apple_touch,bilder/GB/U33.png,bilder/GB/U33-dark.png,4dc444bc1c4c3c3fc1d505d00b3f436f56e4339a3150eac694702a9e9c802e82,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,GB:U43,GB,U14,Morgan Sindall,https://www.morgansindallconstruction.com/,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/construction/images/Morgan_Sindall_logo_300_x_300.width-500.png,media_logo,bilder/GB/U43.png,bilder/GB/U43-dark.png,b5311679236779a5c3348dfa6630a0338b1a09d9b051129be4bffc24e83a5e59,permission_required,False,cross_origin_source,Quelldatei liegt auf anderer Domain (morgan-sindall-pztazn5y-media.s3.amazonaws.com) als die offizielle Seite (morgansindallconstruction.com).,
manual_check,GB:U58,GB,U21,The Engineers Reuse Collective (TERC),https://terc.org.uk/,https://terc.org.uk/wp-content/uploads/2025/02/cropped-Logo-Mark-Dark-Square-180x180.png,apple_touch,bilder/GB/U58.png,bilder/GB/U58-dark.png,20c9d440c77a8d191f8c571e4e81705649733dac7988176b7e54b0cb5493dc53,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,GB:X01,GB,X01,Globechain,https://globechain.com/,https://globechain.com/assets/android-chrome-512x512.png,declared_icon,bilder/GB/X01.png,bilder/GB/X01-dark.png,14229a3c0fb668871dfa5b24a642ad6b578565d07c80e8cd2623087c3a65eace,permission_required,False,low_signal_source_kind,Deklariertes Site-Icon kann eine verkürzte Bildmarke statt des vollständigen Logos sein.,
manual_check,BE:F07,NL,F02,Construction Management and Engineering / University of Twente,https://research.utwente.nl/,https://www.utwente.nl/.wh/ea/uc/id4b3417f01023595d702badf8d02ce688108daec591b0701c19001c80080/yuofesz4qdemulmhqpoyiq.png,media_logo,bilder/BE/F07.png,bilder/BE/F07-dark.png,f8413d9838ca5eff4671cc846cce8b00c0b719e76e53e97b9ea9004489d23bc5,permission_required,False,carrier_or_successor | multi_entity_label | key_country_mismatch,"Forschungseinheit wird mit der University-of-Twente-Trägermarke dargestellt. | Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz. | Schlüsselpräfix BE weicht vom Länderfeld NL ab; Overlay-/Transportzuordnung prüfen.",
manual_check,NL:F01,NL,F03,Leiden University,https://www.universiteitleiden.nl/,https://www.universiteitleiden.nl/design-1.0/assets/icons/icon-180px.png,apple_touch,bilder/NL/F01.png,,6e5898e18306795f2b58b65d7b85eebcbde3d5924bf124abe39be3b87c3dbb13,permission_required,False,source_recheck,Leiden-Quelldatei trennte die Verbindung beim Schlusscheck; Identität/Quelle bitte per Browser bestätigen.,
manual_check,NL:F03,NL,F01,Circular Built Environment Hub / TU Delft,https://www.tudelft.nl/,https://www.tudelft.nl/_assets/2f383d4a929ad3d42eff11e81cdd4068/img/apple-touch-icon-180x180.png,apple_touch,bilder/NL/F03.png,bilder/NL/F03-dark.png,56ddca353a331fd3c9a88337eb05da0d4d0cf52c41e903b340e9588bff855b01,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:F04,NL,F04,SURD Research Centre / Zuyd,https://www.zuyd.nl/,https://www.zuyd.nl/themes/custom/zuyd/favicon/apple-touch-icon.png,apple_touch,bilder/NL/F04.png,bilder/NL/F04-dark.png,581dab5d51bb64a6898c22955a039bb2698519f1fb8e2e5703f512344951f8c9,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:M02,NL,M01,Bork (Stuifzand),https://www.borkgroep.nl/,https://www.borkgroep.nl/wp-content/uploads/2024/07/cropped-favicon-180x180.png,apple_touch,bilder/NL/M02.png,,00d61abbacdb5fb46c40e458a76edcfe5a8bda1a03441a38f3f2b3e1c99aa0ae,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:M05,NL,M04,Excess Materials Exchange (EME),https://www.excess.company/,https://framerusercontent.com/images/OxgYpS5JceE4XXECLQ5WViEdJA.png,apple_touch,bilder/NL/M05.png,bilder/NL/M05-dark.png,e375fc69b09c9fbc61673a4dc1dff11fe22dac6d6bc2d80ab4c4d883696517b0,permission_required,False,cross_origin_source | multi_entity_label,"Quelldatei liegt auf anderer Domain (framerusercontent.com) als die offizielle Seite (excess.company). | Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:M06,NL,M05,GP Groot recycling (Heiloo),https://www.gpgrootrecycling.nl/,https://www.gpgrootrecycling.nl/wp-content/uploads/sites/2/2019/04/logo.svg,header_logo,bilder/NL/M06.png,,100a5c12a887ceebc8bb3eebe1202161cc11bba43945f5ef4060f869eaa9ea7f,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:M07,NL,M06,Gubbels (Helvoirt),https://gubbels.nl/,https://gubbels.nl/Resources/img/logo.svg,header_logo,bilder/NL/M07.png,,d0e015950d5dcbbc47e784aac3b165224b75058422537bffebd1c057358cec13,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:M08,NL,M07,GWW Circulair (Broek op Langedijk),https://www.gwwcirculair.nl/,https://primary.jwwb.nl/public/h/j/b/temp-sdrbluhxnjmeupxfcfux/touch-icon-ipad-retina.png?bust=1581884101,apple_touch,bilder/NL/M08.png,,43d73d46a2667e38e9d9a02220254ac0c1738438642a5baafb7765fb426aa09c,permission_required,False,cross_origin_source | multi_entity_label,"Quelldatei liegt auf anderer Domain (primary.jwwb.nl) als die offizielle Seite (gwwcirculair.nl). | Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:M14,NL,M13,Sagro used product shop ('s-Heerenhoek),https://bouwmarkt.sagro.nl/,https://bouwmarkt.sagro.nl/wp-content/uploads/sites/8/2023/06/Logo-BOUWMARKT.png,structured_logo,bilder/NL/M14.png,,ffccb6b72c581645969f27e9837d26a2126f1aaf2660f043cc792ea5d9dd07d1,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:M17,NL,M16,Stadsmijn (Achterhoek),https://www.stadsmijnachterhoek.nl/,https://stadsmijnachterhoek.nl/wp-content/uploads/2021/02/logo.png,header_logo,bilder/NL/M17.png,bilder/NL/M17-dark.png,f3e8ed70c6469b7b3933ac01f9885c0686a0443ac9150a74e3152c785339dc0e,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:M18,NL,M17,Weever Circulair (Kampen),https://www.weever-circulair.nl/,https://cdn.prod.website-files.com/65267c18ac74a3885f61ef09/6539062ba716523a4520b316_logo-weever-circulair%402x-p-500.jpg,media_logo,bilder/NL/M18.png,bilder/NL/M18-dark.png,8a609ff1e0134035c3a59b71862c89bca8f127ab1181abf8efc6c0e9056eeeea,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:S01,NL,S01,Madaster / Materialpass-Kontext,https://madaster.com/,https://madaster.com/app/uploads/2022/08/cropped-cropped-Favi-1-192x192-1-180x180.png,apple_touch,bilder/NL/S01.png,,d872728523e5a8e467b8c11d61af46f3bfc7d6f9c6ea1e1f4d05dd5464baf559,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:S03,NL,S03,Ter Velde & Den Besten,https://terveldedenbesten.nl/,https://terveldedenbesten.nl/app/uploads/2025/01/logo.svg,header_logo,current_only_final/NL/S03.png,current_only_final/NL/S03-dark.png,d517d40fab33701363fa32ddb72cb241ad1bb1a92c46d63df23de193ad891b9b,permission_required,True,source_recheck,Offizielles Ter-Velde-&-Den-Besten-Asset antwortete beim Schlusscheck mit HTTP 403; Snapshot vorhanden.,
manual_check,NL:U05,NL,U03,Alliander / Liander,https://www.alliander.com/,https://www.alliander.com/assets/apple-touch-icon.png,apple_touch,bilder/NL/U05.png,,36095c33da753fb15e77e7f4093f5a09201df60d78a58e522c1385dec1b2811e,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:U22,NL,U11,Dusseldorp,https://dusseldorp.nu/,https://reinteninframultisite.s3.amazonaws.com/dusseldorp/Dusseldrop-Logo.svg,header_logo,bilder/NL/U22.png,bilder/NL/U22-dark.png,66d38d6cc992efee54d0b5a3f269e7b3ec85e5fd6bec92d28df6d87b79d765a7,permission_required,False,cross_origin_source,Quelldatei liegt auf anderer Domain (reinteninframultisite.s3.amazonaws.com) als die offizielle Seite (dusseldorp.nu).,
manual_check,NL:U32,NL,U14,Kraaijvanger Architects,https://www.kraaijvanger.nl/,https://www.kraaijvanger.nl/kraaijvanger.png,declared_icon,bilder/NL/U32.png,bilder/NL/U32-dark.png,f32a618ed61574290352aca54619296ae607013eeaf2c67c48f0ffab8286fd26,permission_required,False,low_signal_source_kind,Deklariertes Site-Icon kann eine verkürzte Bildmarke statt des vollständigen Logos sein.,
manual_check,NL:U33,NL,U15,Lagemaat Heerde,https://lagemaat-heerde.nl/,https://lagemaat-heerde.nl/site/wp-content/themes/lagemaat/assets/img/Avatar_Lagemaat_RGB.svg,header_logo,current_only_final/NL/U15.png,current_only_final/NL/U15-dark.png,1146c6ded10a98b705368f4ecf5a690abefc8d220f49e50a066021bafc27f2c0,permission_required,True,source_recheck,Offizielles Lagemaat-Asset antwortete beim Schlusscheck mit HTTP 403; lokaler offizieller Snapshot vorhanden.,
manual_check,NL:U36,NL,U18,New Horizon,https://newhorizon.nl/,https://www.newhorizon.nl/wp-content/uploads/sites/19/2026/04/002517_NH_Logo.svg,header_logo,bilder/NL/U36.png,bilder/NL/U36-dark.png,3a4ca7290758165a885d9f97d313331041d7ff30832e651e0af69758da68482d,permission_required,False,shared_asset_hash,Exakt dieselbe Logodatei wird auch verwendet für: NL:U37.,
manual_check,NL:U37,NL,U19,New Horizon UM,https://www.newhorizon.nl/,https://www.newhorizon.nl/wp-content/uploads/sites/19/2026/04/002517_NH_Logo.svg,header_logo,bilder/NL/U37.png,bilder/NL/U37-dark.png,3a4ca7290758165a885d9f97d313331041d7ff30832e651e0af69758da68482d,permission_required,False,shared_asset_hash,Exakt dieselbe Logodatei wird auch verwendet für: NL:U36.,
manual_check,NL:U41,NL,U22,Popma ter Steege Architecten / PTSA,https://ptsa.nl/,https://ptsa.nl/wp-content/uploads/2019/10/PTSA-logo-alternatief.png,header_logo,bilder/NL/U41.png,bilder/NL/U41-dark.png,5b6c4d9ed7c6a9213a466ea9d53642cbffa93ca1ea5dbc9958f17ddaa8cfecd4,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:U44,NL,U24,Rothuizen Architecten / Taco Tuinhof,https://rothuizen-architecten.nl/,inline+https://rothuizen-architecten.nl/#sha256=d0c09601d5b612f6605abd47e4423c1dd6d498417992608e4adfd216d6850148,header_logo,bilder/NL/U44.png,,7a18a66a9e3423b21b4af729f1c94ded9496f4a4a4876b2c2effc535aafc0c59,permission_required,False,inline_extraction | multi_entity_label,"Logo wurde aus eingebettetem Seiten-SVG extrahiert; Ausschnitt manuell prüfen. | Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:U48,NL,U26,Superuse Studios / 2012Architecten,https://www.superuse-studios.com/,https://www.superuse-studios.com//media/2021/02/cropped-S_blauw-vierkant-180x180.png,apple_touch,bilder/NL/U48.png,,c7622716a6817e0a5bb917f372729d2ef4a4e261411c358d91807225e6a2a9de,permission_required,False,multi_entity_label,"Netzbezeichnung kombiniert Organisation, Untereinheit, Träger oder Ortszusatz.",
manual_check,NL:U56,NL,U29,Vic Obdam Staalbouw,https://vicobdam.nl/,https://www.datocms-assets.com/162197/1765445753-vo_brandmark_rgb_transparent_orange_1x1.svg?auto=format&h=180&w=180,apple_touch,bilder/NL/U56.png,,749d6fd18f4b248b45fd4fed7823734718329d4861a1c0dd0cbd9dcc8d9bc55e,permission_required,False,cross_origin_source,Quelldatei liegt auf anderer Domain (datocms-assets.com) als die offizielle Seite (vicobdam.nl).,
manual_check,NO:F01,NO,F01,Nordlandsforskning AS,https://www.nordlandsforskning.no/,https://images.squarespace-cdn.com/content/693694ff2973be3dd33e4450/32ef8002-0683-4f6f-b222-67b68643dfcd/Logo.png?content-type=image%2Fpng,favicon,bilder/NO/F01.png,bilder/NO/F01-dark.png,9a700e6993a5afa58fb4f90abaee9fec3dcaac53ed0041b767edc55d7c3067f8,permission_required,False,low_signal_source_kind,Favicon ist häufig nur eine verkürzte oder generische Bildmarke.,
manual_check,NO:I02,NO,I02,Bodø Kommune,https://bodo.kommune.no/,https://bodo.kommune.no/handlers/bv.ashx/idf403ec2-49a9-4102-aff7-fbe43e63b555/81351bk-logo_vert_rgb_favikon.png,declared_icon,bilder/NO/I02.png,bilder/NO/I02-dark.png,fd65edd6dbc3fb1cd432ce62726ebff103edef076429475331f1a19d8cab92d7,permission_required,False,low_signal_source_kind,Deklariertes Site-Icon kann eine verkürzte Bildmarke statt des vollständigen Logos sein.,
