key,cc,tid,eid,name,stage,source_url,source_kind,official_url,source_checksum,source_provenance,rights_status,print_clearance,permission_required,rights_source_url,rights_contact,license_note,obligations,rendering_note,audited_at
DE:M03,DE,M04,NEW:bauteilborsebremerhaven,Bauteilbörse Bremerhaven (Förderwerk Bremerhaven),existing_logo,https://foerderwerk-bremerhaven.de/static/images/foerderwerk-logo.png,header_logo,https://foerderwerk-bremerhaven.de/,83e55fa5117e5bd70f1a7ce6e46cbc5289459506a42bac1f06937de848e58f6a,documented,permission_required,blocked_pending_permission,True,https://foerderwerk-bremerhaven.de/,Bauteilbörse Bremerhaven (Förderwerk Bremerhaven) communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:M04,DE,M05,NEW:historischebauelemente,Historische Bauelemente (Marwitz),existing_logo,https://www.historische-bauelemente.com/media/site/img/logo2.svg?new=10,header_logo,https://www.historische-bauelemente.com/,859922935246785ac6f05bc92e51d8b70117cb1dac6d923d192152bb70108f9c,documented,permission_required,blocked_pending_permission,True,https://www.historische-bauelemente.com/,Historische Bauelemente (Marwitz) communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:M05,DE,M06,NEW:historischebaustoffeostalb,Historische Baustoffe Ostalb (Söhnstetten),existing_logo,https://www.historische-baustoffe-ostalb.de/site/templates/images/touch-icon-144.png,apple_touch,https://www.historische-baustoffe-ostalb.de/,a128ae956c31970ab9092a469bc569ebf6cb85ad8fcda6ddb464c2ab8e4e1ae3,documented,permission_required,blocked_pending_permission,True,https://www.historische-baustoffe-ostalb.de/,Historische Baustoffe Ostalb (Söhnstetten) communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:M07,DE,M08,NEW:H:mowe,MÖWE gGmbH (Möwe Altmaterialverwendung),existing_logo,https://skm-osnabrueck.de/wp-content/uploads/2023/09/skm_logo_os.png,structured_logo,https://skm-osnabrueck.de/,04161a202fd3b691c7a0892e3e7eabfbd44a34876c9bf0909febc5373d3b9f53,documented,permission_required,blocked_pending_permission,True,https://skm-osnabrueck.de/,MÖWE gGmbH (Möwe Altmaterialverwendung) communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:N01,DE,N01,NEW:baukreisel,Baukreisel e.V.,existing_logo,https://baukreisel.org/wp-content/uploads/2025/09/Baukreisel_Logo_04-scaled.png,header_logo,https://baukreisel.org/,4ba4c0da0e9ec6dd59f027e639901f05329837fca1fabd09ca8fb9864e6fd214,documented,permission_required,blocked_pending_permission,True,https://baukreisel.org/,Baukreisel e.V. communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:N05,DE,N03,NEW:unternehmerverbandhistorischebaustoffe,Unternehmerverband Historische Baustoffe e.V. (UHB),existing_logo,https://www.historische-baustoffe.de/site/templates/images/UHB-Logo-3.svg,media_logo,https://www.historische-baustoffe.de/,d097135049e1ca4ef7393bf33e1f24dc6b6f5436203f46ab0e5a3bfe26b6a29d,documented,permission_required,blocked_pending_permission,True,https://www.historische-baustoffe.de/,Unternehmerverband Historische Baustoffe e.V. (UHB) communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:S01,DE,S01,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6573,Concular,existing_logo,https://concular.de/wp-content/themes/concular-1.7.2/dist/img/Concular_logo.svg,header_logo,https://concular.de/,fe7976ebca96e444f849b570d95fe55f799f52d2d89420b6dd4d82b198230f0b,documented,permission_required,blocked_pending_permission,True,https://concular.de/,Concular communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:S02,DE,S02,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:924,SURAP GmbH,existing_logo,https://www.surap.de/wp-content/uploads/2026/05/Logo_Original_S_3512x512i-1-300x300.webp,apple_touch,https://www.surap.de/,441bb419a1c47f0148ef20fd213267c2b1f92d3c2b2153c7e203f1f9a9a3ddb8,documented,permission_required,blocked_pending_permission,True,https://www.surap.de/,SURAP GmbH communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:S03,DE,S03,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6493,Urban Mining Index,existing_logo,https://urban-mining-index.de/wp-content/uploads/2020/10/Urban-Mining-Index_Logo.svg,header_logo,https://urban-mining-index.de/,06ca2ca6098583b3f02c5666b2270a58238c888e951400d77361d42362fe4e8e,documented,permission_required,blocked_pending_permission,True,https://urban-mining-index.de/,Urban Mining Index communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U01,DE,U01,NEW:H:albaberlin,ALBA Berlin,existing_logo,https://www.alba.info/_assets/1b121444ab4cc029667e2ef95faa8e67/Images/logo-alba-white.png,header_logo,https://www.alba.info/,0d3d2183d9fc9ec97c0698a4df8075e28eea34357363ba3a17157cbe62a437b5,documented,permission_required,blocked_pending_permission,True,https://www.alba.info/,ALBA Berlin communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U10,DE,U02,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6439,Circular Structural Design,existing_logo,https://circular-structural-design.eu/wp-content/uploads/2024/10/210317_Logo_CSD-4.svg,header_logo,https://circular-structural-design.eu/,3b6f9934444b9c4c907901c774ff33eaa8fa3b521cfeff0365802e47a5b17918,documented,permission_required,blocked_pending_permission,True,https://circular-structural-design.eu/,Circular Structural Design communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U11,DE,U03,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6250,CITYFÖRSTER,existing_logo,https://www.cityfoerster.net/fileadmin/template/img/Cityfoerster_Logo.svg,header_logo,https://www.cityfoerster.net/,ae140ee9a48670201b0e7832fb66bea08865c09ddfd0af17be7f2008b11074af,documented,permission_required,blocked_pending_permission,True,https://www.cityfoerster.net/,CITYFÖRSTER communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U12,DE,U04,NEW:H:cubusprojekt,Cubus Projekt,existing_logo,https://www.cubus-projekt.com/site/favicons/apple-touch-icon-180x180.png?v=1,apple_touch,https://www.cubus-projekt.com/,1b8594dc4045270da0f72496a0ef94f1e833f6c5f9a3f30cbd38ae9d95f90965,documented,permission_required,blocked_pending_permission,True,https://www.cubus-projekt.com/,Cubus Projekt communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U13,DE,U05,NEW:H:dare,DARE GmbH,existing_logo,https://www.dare-gmbh.de/wp-content/uploads/DARE-Logo.png,media_logo,https://www.dare-gmbh.de/,eb8652cd56de8acc50ed23ba42d1cd015d225cba3106c7c5e71c1f57748c6527,documented,permission_required,blocked_pending_permission,True,https://www.dare-gmbh.de/,DARE GmbH communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U18,DE,U07,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:713,Faltlhauser Krapf,existing_logo,https://fk-ing.com/wp-content/uploads/2021/07/Logo-FK-weiss.png,header_logo,https://fk-ing.com/,e4866312706203373b0b18a05a350629520c1a316b00e448fb9d4c039d4310da,documented,permission_required,blocked_pending_permission,True,https://fk-ing.com/,Faltlhauser Krapf communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U21,DE,U08,NEW:H:gsegesellschaftfurstadtentwicklung,GSE – Gesellschaft für Stadtentwicklung gGmbH,existing_logo,https://www.gse-essen.de/wp-content/uploads/2025/06/GSE_logo-221x300.jpg,media_logo,https://www.gse-essen.de/,e8bd4b329040e8ebf33ec981564430a739bb53691a98fb01a386bb76e676b21c,documented,permission_required,blocked_pending_permission,True,https://www.gse-essen.de/,GSE – Gesellschaft für Stadtentwicklung gGmbH communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U22,DE,U09,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5621,Gundlach GmbH & Co. KG Wohnungsunternehmen,existing_logo,https://www.gundlach-bau.de/_assets/4093f339422930149fe8c360db55e80c/Images/logo-claim-white.svg,header_logo,https://www.gundlach-bau.de/,e0b98371d612c29894719d51b5f02ce024ac1155583ebd7ab3dd51f76d087cc0,documented,permission_required,blocked_pending_permission,True,https://www.gundlach-bau.de/,Gundlach GmbH & Co. KG Wohnungsunternehmen communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U23,DE,U10,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5623,H2A,existing_logo,https://h-2-a.com/wp-content/uploads/Logo_H2A_RZ_Platin.png,header_logo,https://h-2-a.com/,20e03aa1a1195172283d37f01bb95d41405dabe29c3e84f45ec125a8f79e2ac3,documented,permission_required,blocked_pending_permission,True,https://h-2-a.com/,H2A communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U24,DE,U11,NEW:H:holzbaumatthe,Holzbau Matthé,existing_logo,https://holzbau-matthe.de/wp-content/uploads/2023/11/Logo-scharf-invertiert-891x1024.png,structured_logo,https://holzbau-matthe.de/,27a29274ffe6fcdd695d4fbc6552080d6fd2932ee0823d59448692625daaee2d,documented,permission_required,blocked_pending_permission,True,https://holzbau-matthe.de/,Holzbau Matthé communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U25,DE,U12,NEW:H:holzwerkebullinger,Holzwerke Bullinger,existing_logo,https://www.bullinger.de/fileadmin/images/logo.svg,header_logo,https://www.bullinger.de/,666bb1583b8c86850866e903f7070d6073f80a3a46b88a8b1d11a9c7459c08d2,documented,permission_required,blocked_pending_permission,True,https://www.bullinger.de/,Holzwerke Bullinger communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U26,DE,U13,NEW:H:htrholztransporte,HTR – Holz-Transporte,existing_logo,https://htr-berlin.de/favicon.svg,declared_icon,https://htr-berlin.de/,4beada3b947562c575de3a9d2a000cada82e77daec1100b534a3547519d6d48c,documented,permission_required,blocked_pending_permission,True,https://htr-berlin.de/,HTR – Holz-Transporte communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U29,DE,U15,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6391,LXSY Architektur,existing_logo,https://lxsy.de/assets/graphics/lxsy-architektur-logo.svg,media_logo,https://lxsy.de/,a8097fd2e88f312dfdad6671ca2ef43cade87f47a257367a24d81b31f25285b3,documented,permission_required,blocked_pending_permission,True,https://lxsy.de/,LXSY Architektur communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U30,DE,U16,NEW:H:maxholzbau,Max Holzbau,existing_logo,https://max-holzbau.com/wp-content/uploads/2026/06/cropped-favicon-max-holzbau-180x180.png?x79283,apple_touch,https://max-holzbau.com/,cf0bb7bc37c6456782d5f206c6952e9e102dc417bd1b7e50c722771b19fc48bd,documented,permission_required,blocked_pending_permission,True,https://max-holzbau.com/,Max Holzbau communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U31,DE,U17,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6303,NBL Studio,existing_logo,https://www.nbl.berlin/wp-content/themes/nbl/graphics/NBL_logo_black.svg,header_logo,https://www.nbl.berlin/,692f7a349982b19d2267f381096644ef45c768ad532d60c1943801dd3067b35c,documented,permission_required,blocked_pending_permission,True,https://www.nbl.berlin/,NBL Studio communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U34,DE,U19,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39540,ReUse and Trade,existing_logo,https://www.reuseandtrade.de/ReUseAndTrade/CustomUpload/374O357O340O370O356O369O350O337O356O340O370O356O352O365O355O339O369O352O355O356O/WebPortal/shop/img/reuselogo.png,header_logo,https://www.reuseandtrade.de/,837db70c875d74827f70aae9c1828c74a3e58d7539687650bf4b646e854223d1,documented,permission_required,blocked_pending_permission,True,https://www.reuseandtrade.de/,ReUse and Trade communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U35,DE,U20,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5205,Seidl + Seidl Architekten,existing_logo,https://www.seidlarchitekten.de/logo/logo-transparent.png,og_image,https://www.seidlarchitekten.de/,ef91369a0f3aba4e36bd8250e160bcac1f7dd61ac4f12f13577eca325f7ec261,documented,permission_required,blocked_pending_permission,True,https://www.seidlarchitekten.de/,Seidl + Seidl Architekten communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U38,DE,U21,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6628,TOMAS,existing_logo,https://freight.cargo.site/w/1000/i/K3045260070721871962540911897901/screenshot-1154998827.jpg,declared_icon,https://www.materialandspace.de/,8cbd5dd0739ee5d2221c90e3dd36d88f15f5ffccb8434c6b357a7fe713e7cdcb,documented,permission_required,blocked_pending_permission,True,https://www.materialandspace.de/,TOMAS communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U39,DE,U22,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6434,Urselmann Interior,existing_logo,https://urselmann-interior.de/wp-content/uploads/2026/06/ui-fav-1-300x300.png,apple_touch,https://urselmann-interior.de/,a18ca395c7e672dd4ecb40303734380d6e43538f9187db93a67778eee4be2edf,documented,permission_required,blocked_pending_permission,True,https://urselmann-interior.de/,Urselmann Interior communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U40,DE,U23,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6491,Werner Sobek,existing_logo,https://www.wernersobek.com/wp-content/themes/wernersobek-website/dist/Components/NavigationBurger/Assets/logo-d293f1dd0c.svg,header_logo,https://www.wernersobek.com/,1b781711101efcba7703a16e49beb1fd077256ca36909ec062453edc930112df,documented,permission_required,blocked_pending_permission,True,https://www.wernersobek.com/,Werner Sobek communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U42,DE,U25,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6717,ZIRKULAAR Architektur,existing_logo,https://zirkulaar.de/wp-content/uploads/2023/07/cropped-LOGO.png,apple_touch,https://zirkulaar.de/,34214fd2bb0aa4fd55d4714fcd2bde181948e3d64e9981ea043583a09df1d360,documented,permission_required,blocked_pending_permission,True,https://zirkulaar.de/,ZIRKULAAR Architektur communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
DE:U43,DE,U26,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4947,ZRS Ingenieure,existing_logo,https://www.zrs.berlin/wp-content/themes/zrs/assets/images/logos/ZRS-logo-architecture-100x100.svg,header_logo,https://www.zrs.berlin/,73cf47e186e9c04b7da52acc6e27e3823d96c18c5184bf87556a613480312fa8,documented,permission_required,blocked_pending_permission,True,https://www.zrs.berlin/,ZRS Ingenieure communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:F03,NL,F01,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:585,Circular Built Environment Hub / TU Delft,existing_logo,https://www.tudelft.nl/_assets/2f383d4a929ad3d42eff11e81cdd4068/img/apple-touch-icon-180x180.png,apple_touch,https://www.tudelft.nl/,c78daebb28bc67e0503f9754e24de3d82991499040160a297c49ff83930fd320,documented,permission_required,blocked_pending_permission,True,https://www.tudelft.nl/,Circular Built Environment Hub / TU Delft communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
BE:F07,NL,F02,NEW:H:universityoftwente,Construction Management and Engineering / University of Twente,existing_logo,https://www.utwente.nl/.wh/ea/uc/id4b3417f01023595d702badf8d02ce688108daec591b0701c19001c80080/yuofesz4qdemulmhqpoyiq.png,media_logo,https://research.utwente.nl/,0752007dd3642b0139fcefa9a44c40661059344aae46e2f401a9f64223fd02df,documented,permission_required,blocked_pending_permission,True,https://www.utwente.nl/en/organization/visual-identity/,traffic@utwente.nl,University of Twente provides an official logo download and brand contact but no blanket external publication licence; request approval for the node treatment.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:F01,NL,F03,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5102,Leiden University,existing_logo,https://www.universiteitleiden.nl/design-1.0/assets/icons/icon-180px.png,apple_touch,https://www.universiteitleiden.nl/,0b0d506fa8cdd0f6b6fbc4456b49df1f8bb6ba53b21e3af8208a98fbac8ff012,documented,permission_required,blocked_pending_permission,True,https://www.universiteitleiden.nl/,Leiden University communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:F04,NL,F04,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5738,SURD Research Centre / Zuyd,existing_logo,https://www.zuyd.nl/themes/custom/zuyd/favicon/apple-touch-icon.png,apple_touch,https://www.zuyd.nl/,9f22220f227fa9f48f324dfda61288467d899be99fd539ad015da19ddc7b5ad1,documented,permission_required,blocked_pending_permission,True,https://www.zuyd.nl/,SURD Research Centre / Zuyd communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:I01,NL,I01,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:740,City of Utrecht,existing_logo,https://www.utrecht.nl/alternet_sitepackage/Images/svg/wapen-utrecht-rood.svg,header_logo,https://www.utrecht.nl/,892517213dca27b067d6af0bd27c7796d1bf236167329c75ea4b9b8855995644,documented,permission_required,blocked_pending_permission,True,https://www.utrecht.nl/,City of Utrecht communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:I03,NL,I02,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4910,Provincie Gelderland,existing_logo,https://www.gelderland.nl/assets/favicons/apple-touch-icon.png,apple_touch,https://www.gelderland.nl/,0d08b5f7b9782f7d7512fd43df32a55ddf0817259df1bab35dbe51883a18ad2b,documented,permission_required,blocked_pending_permission,True,https://www.gelderland.nl/,Provincie Gelderland communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:I05,NL,I03,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5289,Rijkswaterstaat,existing_logo,https://www.rijkswaterstaat.nl/static/img/logo-nl.svg,header_logo,https://www.rijkswaterstaat.nl/,27d948316e92b84bac4aef15f760d04389683a2a98011446fba15f062f5e2472,documented,permission_required,blocked_pending_permission,True,https://www.rijkswaterstaat.nl/,Rijkswaterstaat communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:M02,NL,M01,NEW:H:bork,Bork (Stuifzand),existing_logo,https://www.borkgroep.nl/wp-content/uploads/2024/07/cropped-favicon.png,apple_touch,https://www.borkgroep.nl/,0f9a1122a457655a7cd4a0bba1535921c8ecd9096acf2d9fa8c32f9b8ef9c6d2,documented,permission_required,blocked_pending_permission,True,https://www.borkgroep.nl/,Bork (Stuifzand) communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:M03,NL,M02,NEW:buurman,Buurman,existing_logo,https://buurmanrotterdam.nl/cdn/shop/files/BM-Rdam_Logo_Oranje_500px-w.png?v=1754468831,header_logo,https://buurmanrotterdam.nl/,4844e9eae1659d85b72c9adf564def0f54f7fd0e8468669ac37983d8c9dfb9e0,documented,permission_required,blocked_pending_permission,True,https://buurmanrotterdam.nl/,Buurman communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:M04,NL,M03,NEW:H:duspot,DuSpot,existing_logo,https://www.duspot.nl/wp-content/uploads/2024/05/duspot_web-logo_dark-e1715934852994.png,header_logo,https://www.duspot.nl/,6d279c7098dcb7a77536ae0605fa48f12fa6ce53887e600ebe2fa8ebecf4fbc7,documented,permission_required,blocked_pending_permission,True,https://www.duspot.nl/,DuSpot communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:M05,NL,M04,NEW:H:excessmaterialsexchange,Excess Materials Exchange (EME),existing_logo,https://framerusercontent.com/images/OxgYpS5JceE4XXECLQ5WViEdJA.png,apple_touch,https://www.excess.company/,d5ca3d7990a3afd956e43156c6d4424a07f7de936a6f9d329cb05bbbecf2d291,documented,permission_required,blocked_pending_permission,True,https://www.excess.company/,Excess Materials Exchange (EME) communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:M06,NL,M05,NEW:H:gpgrootrecycling,GP Groot recycling (Heiloo),existing_logo,https://www.gpgrootrecycling.nl/wp-content/uploads/sites/2/2019/04/logo.svg,header_logo,https://www.gpgrootrecycling.nl/,c4961ac388a4b421f297e7b975a1750dbcd6843b5ab9a8b827ac543f1d2d8446,documented,permission_required,blocked_pending_permission,True,https://www.gpgrootrecycling.nl/,GP Groot recycling (Heiloo) communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
NL:M07,NL,M06,NEW:H:gubbels,Gubbels (Helvoirt),existing_logo,https://gubbels.nl/Resources/img/logo.svg,header_logo,https://gubbels.nl/,ae5a0aedcb6a36d25bcee1f0ac9b22d1f9fe529ad17c56a97415c78c5661ceb4,documented,permission_required,blocked_pending_permission,True,https://gubbels.nl/,Gubbels (Helvoirt) communications/brand owner,Official-site candidate; usage rights require final review.,Obtain written permission for the final light/dark node treatment and retain it with this audit.,Logo is placed in a circular node; neutral colours may be theme-tokenised. Pending suggestions are reviewed at 50% opacity.,2026-08-19
