code,id,label,is_leaf,marker
H3,huek_h3_rueckgewinnungsausbeute,HuerdeKategorie,False,True
H3.1,h_h3_1_beschaedigung_bei_ausbau,Huerde,True,True
H3.2,h_h3_2_geringere_menge_als_geschaetzt,Huerde,True,True
H3.3,h_h3_3_kontamination,Huerde,True,True
H3.4,h_h3_4_verformung,Huerde,True,True
H3.5,h_h3_5_verdeckte_maengel,Huerde,True,True
H3.6,h_h3_6_verlust_ergaenzender_bauteile,Huerde,True,True
H4,huek_h4_pruef_aufbereitungskapazitaet,HuerdeKategorie,False,True
H4.1,h_h4_1_unzureichende_inspektionskapazitaet,Huerde,True,True
H4.2,h_h4_2_unzureichende_laborkapazitaet,Huerde,True,True
H4.3,h_h4_3_unzureichende_pruefkapazitaet,Huerde,True,True
H4.4,h_h4_4_unzureichende_reinigungskapazitaet,Huerde,True,True
H4.5,h_h4_5_unzureichende_reparaturkapazitaet,Huerde,True,True
H4.6,h_h4_6_unzureichende_aufarbeitungskapazitaet,Huerde,True,True
H5,huek_h5_lagerfaehigkeit,HuerdeKategorie,False,True
H5.1,h_h5_1_keine_lagerkapazitaet,Huerde,True,True
H5.2,h_h5_2_hohe_lagerkosten,Huerde,True,True
H5.3,h_h5_3_ungeeignete_lagerbedingungen,Huerde,True,True
H5.4,h_h5_4_lange_lagerdauer,Huerde,True,True
H5.5,h_h5_5_erschwerte_bestandskontrolle,Huerde,True,True
H5.6,h_h5_6_handhabungsschaeden_im_lager,Huerde,True,True
H6,huek_h6_transport_handhabung,HuerdeKategorie,False,True
H6.1,h_h6_1_lange_transportdistanz,Huerde,True,True
H6.2,h_h6_2_hohe_transportkosten,Huerde,True,True
H6.3,h_h6_3_ueberdimensionierte_bauteile,Huerde,True,True
H6.4,h_h6_4_spezialtransportbedarf,Huerde,True,True
H6.5,h_h6_5_schutzverpackungsbedarf,Huerde,True,True
H6.6,h_h6_6_handhabungsschaeden,Huerde,True,True
H6.7,h_h6_7_erschwerte_baustellenanlieferung,Huerde,True,True
H7,huek_h7_einbau_weiternutzung,HuerdeKategorie,False,True
H7.1,h_h7_1_entwurfsanpassungsbedarf,Huerde,True,True
H7.2,h_h7_2_erschwerter_einbau,Huerde,True,True
H7.3,h_h7_3_fehlende_einbauanleitung,Huerde,True,True
H7.4,h_h7_4_inkompatible_schnittstellen,Huerde,True,True
H7.5,h_h7_5_fehlender_inbetriebnahmenachweis,Huerde,True,True
H7.6,h_h7_6_keine_lebenszyklus_aktualisierung_nach_einbau,Huerde,True,True
