"source","source_entity","source_id","relation","target","target_entity","target_id","field","raw_label","confidence","resolution_rule","legacy_path","original_source","original_relation","original_target","edge_cleaning"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__003__Materialanteil_aus_RWS","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","belongs_to_fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","fallstudie","Jeugdkliniek_Ithaka_Emergis_Kloetinge","fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","belongs_to_fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","measures_kennwertdefinition","kennwertdefinition/Wiederverwendungsquote","kennwertdefinition","Wiederverwendungsquote","kennwert_label","Ziel Reuse-Anteil Neubau","rule_medium","kennwert_reuse_quote","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__004__Ziel_Reuse_Anteil_Neubau","measures_kennwertdefinition","kennwertdefinition/Wiederverwendungsquote","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","belongs_to_fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","fallstudie","Jeugdkliniek_Ithaka_Emergis_Kloetinge","fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","belongs_to_fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","measures_kennwertdefinition","kennwertdefinition/Nutzungsumfang","kennwertdefinition","Nutzungsumfang","kennwert_label","Betten","rule_medium","kennwert_nutzungsumfang","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__005__Betten","measures_kennwertdefinition","kennwertdefinition/Nutzungsumfang","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","belongs_to_fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","fallstudie","Jeugdkliniek_Ithaka_Emergis_Kloetinge","fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","belongs_to_fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","measures_kennwertdefinition","kennwertdefinition/Fertigstellung","kennwertdefinition","Fertigstellung","kennwert_label","Eröffnung / Nutzung","rule_medium","kennwert_fertigstellung","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__006__Er_ffnung_Nutzung","measures_kennwertdefinition","kennwertdefinition/Fertigstellung","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","belongs_to_fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","fallstudie","Jeugdkliniek_Ithaka_Emergis_Kloetinge","fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","belongs_to_fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","measures_kennwertdefinition","kennwertdefinition/Energiebedarf","kennwertdefinition","Energiebedarf","kennwert_label","Energie","rule_medium","kennwert_energiebedarf","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__009__Energie","measures_kennwertdefinition","kennwertdefinition/Energiebedarf","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","belongs_to_fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","fallstudie","Jeugdkliniek_Ithaka_Emergis_Kloetinge","fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","belongs_to_fallstudie","fallstudie/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","projekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","belongs_to_projekt","projekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","datenpunkt","Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","bauobjekt","Jeugdkliniek_Ithaka_Emergis_Kloetinge","structural","frontmatter","Gebäude\Jeugdkliniek_Ithaka_Emergis_Kloetinge.md","datenpunkt/Jeugdkliniek_Ithaka_Emergis_Kloetinge__010__Materialpass","measured_on_bauobjekt","bauobjekt/Jeugdkliniek_Ithaka_Emergis_Kloetinge","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","belongs_to_fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","fallstudie","Juch_Areal_Recyclingzentrum_Zuerich","fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","belongs_to_fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","belongs_to_projekt","projekt/Juch_Areal_Recyclingzentrum_Zuerich","projekt","Juch_Areal_Recyclingzentrum_Zuerich","projekt","Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","belongs_to_projekt","projekt/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","measured_on_bauobjekt","bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","bauobjekt","Juch_Areal_Recyclingzentrum_Zuerich","bauobjekt","Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","measured_on_bauobjekt","bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","measures_kennwertdefinition","kennwertdefinition/CO2_Einsparung","kennwertdefinition","CO2_Einsparung","kennwert_label","CO₂-Einsparung gegenüber konventionellem Neubau","rule_high","kennwert_co2_saving","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__001__CO_Einsparung_gegen_ber_konventionellem_Neubau","measures_kennwertdefinition","kennwertdefinition/CO2_Einsparung","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","belongs_to_fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","fallstudie","Juch_Areal_Recyclingzentrum_Zuerich","fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","belongs_to_fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","belongs_to_projekt","projekt/Juch_Areal_Recyclingzentrum_Zuerich","projekt","Juch_Areal_Recyclingzentrum_Zuerich","projekt","Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","belongs_to_projekt","projekt/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","measured_on_bauobjekt","bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","bauobjekt","Juch_Areal_Recyclingzentrum_Zuerich","bauobjekt","Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","measured_on_bauobjekt","bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","measures_kennwertdefinition","kennwertdefinition/CO2_Einsparung","kennwertdefinition","CO2_Einsparung","kennwert_label","THG-Reduktion","rule_high","kennwert_co2_saving","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__002__THG_Reduktion","measures_kennwertdefinition","kennwertdefinition/CO2_Einsparung","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","belongs_to_fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","fallstudie","Juch_Areal_Recyclingzentrum_Zuerich","fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","belongs_to_fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","belongs_to_projekt","projekt/Juch_Areal_Recyclingzentrum_Zuerich","projekt","Juch_Areal_Recyclingzentrum_Zuerich","projekt","Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","belongs_to_projekt","projekt/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","measured_on_bauobjekt","bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","bauobjekt","Juch_Areal_Recyclingzentrum_Zuerich","bauobjekt","Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","measured_on_bauobjekt","bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","measures_kennwertdefinition","kennwertdefinition/Baukosten","kennwertdefinition","Baukosten","kennwert_label","Ausführungskredit / neue einmalige Ausgaben","rule_medium","kennwert_baukosten","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__003__Ausf_hrungskredit_neue_einmalige_Ausgaben","measures_kennwertdefinition","kennwertdefinition/Baukosten","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","belongs_to_fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","fallstudie","Juch_Areal_Recyclingzentrum_Zuerich","fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","belongs_to_fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","belongs_to_projekt","projekt/Juch_Areal_Recyclingzentrum_Zuerich","projekt","Juch_Areal_Recyclingzentrum_Zuerich","projekt","Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","belongs_to_projekt","projekt/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","measured_on_bauobjekt","bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","bauobjekt","Juch_Areal_Recyclingzentrum_Zuerich","bauobjekt","Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","measured_on_bauobjekt","bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","measures_kennwertdefinition","kennwertdefinition/Baukosten","kennwertdefinition","Baukosten","kennwert_label","frühere Baukostenschätzung","rule_medium","kennwert_baukosten","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__004__fr_here_Baukostensch_tzung","measures_kennwertdefinition","kennwertdefinition/Baukosten","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","belongs_to_fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","fallstudie","Juch_Areal_Recyclingzentrum_Zuerich","fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","belongs_to_fallstudie","fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","belongs_to_projekt","projekt/Juch_Areal_Recyclingzentrum_Zuerich","projekt","Juch_Areal_Recyclingzentrum_Zuerich","projekt","Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","belongs_to_projekt","projekt/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","measured_on_bauobjekt","bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","bauobjekt","Juch_Areal_Recyclingzentrum_Zuerich","bauobjekt","Juch_Areal_Recyclingzentrum_Zuerich","structural","frontmatter","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","measured_on_bauobjekt","bauobjekt/Juch_Areal_Recyclingzentrum_Zuerich","unchanged"
"datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","datenpunkt","Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","measures_kennwertdefinition","kennwertdefinition/Baukosten","kennwertdefinition","Baukosten","kennwert_label","Bausumme Perita","rule_medium","kennwert_baukosten","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md","datenpunkt/Juch_Areal_Recyclingzentrum_Zuerich__005__Bausumme_Perita","measures_kennwertdefinition","kennwertdefinition/Baukosten","unchanged"
