row_id,batch,project_id,project_name,component_id,component_name,source_label,source_id,relationship,target_type,target_id,target_canonical,target_detail,evidence_url,evidence_summary,confidence,status,import_ready
v10A-055,batch_01_core_10_projects,p_resource_rows_copenhagen,Resource Rows,bg_reuse_ziegel_mehrere_resource_rows_ziegelfassade,Ziegelfassadenmodule,Projekt,p_resource_rows_copenhagen,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_modul_oder_abschnittswiederverwendung,Modul_oder_Abschnittswiederverwendung,brick wall/facade panels cut from old buildings and reused as modules,https://stateofgreen.com/en/solutions/new-buildings-created-from-upcycled-materials/,"State of Green explains bricks were cut into square modules, processed and stacked in Resource Rows.",HIGH,evidence_backed,NO_research_batch_only
v10A-056,batch_01_core_10_projects,p_resource_rows_copenhagen,Resource Rows,bg_reuse_ziegel_mehrere_resource_rows_ziegelfassade,Ziegelfassadenmodule,Projekt,p_resource_rows_copenhagen,HAT_QUELLE,Quelle,q_externer_spenderbau,Externer_Spenderbau,"Carlsberg breweries, Aarhus schools and industrial buildings",https://circularmaterialsystems.com/en/case/02_en_resource-rows/,CMS identifies brick panels from Carlsberg breweries and school buildings in Aarhus.,HIGH,evidence_backed,NO_research_batch_only
v10A-057,batch_01_core_10_projects,p_resource_rows_copenhagen,Resource Rows,bg_reuse_ziegel_mehrere_resource_rows_ziegelfassade,Ziegelfassadenmodule,Projekt,p_resource_rows_copenhagen,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_extern_importiert,Extern_importiert,brick modules imported from demolition sites into Copenhagen housing facade,https://circularmaterialsystems.com/en/case/02_en_resource-rows/,CMS states components came from local construction/demolition sites and were used in Resource Rows.,HIGH,evidence_backed,NO_research_batch_only
v10A-058,batch_01_core_10_projects,p_resource_rows_copenhagen,Resource Rows,bg_reuse_ziegel_mehrere_resource_rows_ziegelfassade,Ziegelfassadenmodule,Projekt,p_resource_rows_copenhagen,HAT_AUFBEREITUNG,Aufbereitungsverfahren,av_zuschnitt_und_vereinzelung,Zuschnitt_und_Vereinzelung,old masonry cut out as larger facade modules rather than separated brick by brick,https://eumiesawards.com/heritageobject/the-resource-rows/,EUMies describes brick wall panels cut out of existing buildings in one piece.,HIGH,evidence_backed,NO_research_batch_only
v10A-059,batch_01_core_10_projects,p_resource_rows_copenhagen,Resource Rows,bg_reuse_ziegel_mehrere_resource_rows_ziegelfassade,Ziegelfassadenmodule,Projekt,p_resource_rows_copenhagen,NUTZT_METHODE,Methode,m_urban_mining_und_scouting,Urban_Mining_und_Scouting,demolition-site masonry sections harvested for new construction,https://circularmaterialsystems.com/en/case/02_en_resource-rows/,The project searched available C&D streams and reused them in a new housing facade.,HIGH,evidence_backed,NO_research_batch_only
v10A-060,batch_01_core_10_projects,p_resource_rows_copenhagen,Resource Rows,bg_reuse_ziegel_mehrere_resource_rows_ziegelfassade,Ziegelfassadenmodule,Projekt,p_resource_rows_copenhagen,NUTZT_METHODE,Methode,m_verfuegbarkeitsbasiertes_design,Verfuegbarkeitsbasiertes_Design,facade expression shaped by available old brick modules,https://eumiesawards.com/heritageobject/the-resource-rows/,EUMies notes the old brick panels carry their former patterns and history into the new facade.,HIGH,evidence_backed,NO_research_batch_only
v10A-061,batch_01_core_10_projects,p_resource_rows_copenhagen,Resource Rows,bg_reuse_holz_mehrere_resource_rows_metro_wastewood_candidate,wood discarded after Copenhagen Metro construction projects: candidate component,Projekt,p_resource_rows_copenhagen,HAT_BAUTEILGRUPPE,Bauteilgruppe,bg_reuse_holz_mehrere_resource_rows_metro_wastewood_candidate,bg_reuse_holz_mehrere_resource_rows_metro_wastewood_candidate,wood discarded after Copenhagen Metro construction projects: candidate component,https://circularmaterialsystems.com/en/case/02_en_resource-rows/,CMS states Resource Rows implemented wood discarded after Copenhagen metro construction projects.,HIGH,candidate_component_to_add,NO_research_batch_only
v10A-062,batch_01_core_10_projects,p_resource_rows_copenhagen,Resource Rows,bg_reuse_holz_mehrere_resource_rows_metro_wastewood_candidate,,Projekt,p_resource_rows_copenhagen,HAT_QUELLE,Quelle,q_restposten_abfall_unbekannt,Restposten_Abfall_Unbekannt,discarded wood from Copenhagen Metro construction completion,https://circularmaterialsystems.com/en/case/02_en_resource-rows/,The evidence describes the wood stream as discarded after metro construction projects.,MEDIUM,candidate_component_to_add,NO_research_batch_only
v10A-063,batch_01_core_10_projects,p_resource_rows_copenhagen,Resource Rows,bg_reuse_holz_mehrere_resource_rows_metro_wastewood_candidate,,Projekt,p_resource_rows_copenhagen,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_extern_importiert,Extern_importiert,wood waste imported into Resource Rows from metro construction stream,https://circularmaterialsystems.com/en/case/02_en_resource-rows/,The wood was applied in Resource Rows after arising from a separate metro-construction context.,MEDIUM,candidate_component_to_add,NO_research_batch_only
v10A-064,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_beton_fundament_peoples_pavilion_elements,Geliehene Betonpfähle,Projekt,p_peoples_pavilion_eindhoven,HAT_QUELLE,Quelle,q_leihgabe_oder_service,Leihgabe_oder_Service,materials borrowed from owners for 9-day pavilion and returned afterwards,https://www.overtreders-w.nl/en/peoplespavilion,"Overtreders W states concrete and wooden beams, facade elements, and glass roof were borrowed and returned unharmed.",HIGH,evidence_backed,NO_research_batch_only
v10A-065,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_beton_fundament_peoples_pavilion_elements,Geliehene Betonpfähle,Projekt,p_peoples_pavilion_eindhoven,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_temporaer_oder_zurueckgegeben,Temporaer_oder_zurueckgegeben,"temporary use during Dutch Design Week, then returned to owners",https://www.overtreders-w.nl/en/peoplespavilion,The source says borrowed materials were returned to owners after DDW.,HIGH,evidence_backed,NO_research_batch_only
v10A-066,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_beton_fundament_peoples_pavilion_elements,Geliehene Betonpfähle,Projekt,p_peoples_pavilion_eindhoven,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_geplant_oder_gelagert,Geplant_oder_Gelagert,borrowed concrete beams/piles used in temporary pavilion construction,https://world-architects.com/en/architecture-news/works/the-people-s-pavilion,"World-Architects confirms 100% of materials were borrowed and returned, supporting a temporary-use loop.",HIGH,evidence_backed,NO_research_batch_only
v10A-067,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_holz_traeger_peoples_pavilion,Geliehene Holzträger,Projekt,p_peoples_pavilion_eindhoven,HAT_QUELLE,Quelle,q_leihgabe_oder_service,Leihgabe_oder_Service,materials borrowed from owners for 9-day pavilion and returned afterwards,https://www.overtreders-w.nl/en/peoplespavilion,"Overtreders W states concrete and wooden beams, facade elements, and glass roof were borrowed and returned unharmed.",HIGH,evidence_backed,NO_research_batch_only
v10A-068,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_holz_traeger_peoples_pavilion,Geliehene Holzträger,Projekt,p_peoples_pavilion_eindhoven,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_temporaer_oder_zurueckgegeben,Temporaer_oder_zurueckgegeben,"temporary use during Dutch Design Week, then returned to owners",https://www.overtreders-w.nl/en/peoplespavilion,The source says borrowed materials were returned to owners after DDW.,HIGH,evidence_backed,NO_research_batch_only
v10A-069,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_holz_traeger_peoples_pavilion,Geliehene Holzträger,Projekt,p_peoples_pavilion_eindhoven,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_geplant_oder_gelagert,Geplant_oder_Gelagert,borrowed wooden beams used in temporary pavilion construction,https://world-architects.com/en/architecture-news/works/the-people-s-pavilion,"World-Architects confirms 100% of materials were borrowed and returned, supporting a temporary-use loop.",HIGH,evidence_backed,NO_research_batch_only
v10A-070,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_mehrere_fassade_peoples_pavilion_borrowed_elements,Geliehene Fassadenelemen…,Projekt,p_peoples_pavilion_eindhoven,HAT_QUELLE,Quelle,q_leihgabe_oder_service,Leihgabe_oder_Service,materials borrowed from owners for 9-day pavilion and returned afterwards,https://www.overtreders-w.nl/en/peoplespavilion,"Overtreders W states concrete and wooden beams, facade elements, and glass roof were borrowed and returned unharmed.",HIGH,evidence_backed,NO_research_batch_only
v10A-071,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_mehrere_fassade_peoples_pavilion_borrowed_elements,Geliehene Fassadenelemen…,Projekt,p_peoples_pavilion_eindhoven,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_temporaer_oder_zurueckgegeben,Temporaer_oder_zurueckgegeben,"temporary use during Dutch Design Week, then returned to owners",https://www.overtreders-w.nl/en/peoplespavilion,The source says borrowed materials were returned to owners after DDW.,HIGH,evidence_backed,NO_research_batch_only
v10A-072,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_mehrere_fassade_peoples_pavilion_borrowed_elements,Geliehene Fassadenelemen…,Projekt,p_peoples_pavilion_eindhoven,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_geplant_oder_gelagert,Geplant_oder_Gelagert,borrowed facade elements used as temporary pavilion envelope,https://world-architects.com/en/architecture-news/works/the-people-s-pavilion,"World-Architects confirms 100% of materials were borrowed and returned, supporting a temporary-use loop.",HIGH,evidence_backed,NO_research_batch_only
v10A-073,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_glas_dach_peoples_pavilion,Geliehenes Glasdach,Projekt,p_peoples_pavilion_eindhoven,HAT_QUELLE,Quelle,q_leihgabe_oder_service,Leihgabe_oder_Service,materials borrowed from owners for 9-day pavilion and returned afterwards,https://www.overtreders-w.nl/en/peoplespavilion,"Overtreders W states concrete and wooden beams, facade elements, and glass roof were borrowed and returned unharmed.",HIGH,evidence_backed,NO_research_batch_only
v10A-074,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_glas_dach_peoples_pavilion,Geliehenes Glasdach,Projekt,p_peoples_pavilion_eindhoven,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_temporaer_oder_zurueckgegeben,Temporaer_oder_zurueckgegeben,"temporary use during Dutch Design Week, then returned to owners",https://www.overtreders-w.nl/en/peoplespavilion,The source says borrowed materials were returned to owners after DDW.,HIGH,evidence_backed,NO_research_batch_only
v10A-075,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_glas_dach_peoples_pavilion,Geliehenes Glasdach,Projekt,p_peoples_pavilion_eindhoven,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_geplant_oder_gelagert,Geplant_oder_Gelagert,borrowed glass roof used as pavilion roof/light element,https://world-architects.com/en/architecture-news/works/the-people-s-pavilion,"World-Architects confirms 100% of materials were borrowed and returned, supporting a temporary-use loop.",HIGH,evidence_backed,NO_research_batch_only
v10A-076,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_kunststoff_fassade_peoples_pavilion_pretty_plastic_shingles,Pretty Plastic Schindeln…,Projekt,p_peoples_pavilion_eindhoven,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_material_reprocessing,Material_Reprocessing,PET/household plastic transformed into colored facade shingles,https://www.arup.com/projects/peoples-pavilion/,"Arup reports over 9,000 interlocking plastic tiles made from PET bottles donated by residents.",HIGH,evidence_backed,NO_research_batch_only
v10A-077,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_kunststoff_fassade_peoples_pavilion_pretty_plastic_shingles,Pretty Plastic Schindeln…,Projekt,p_peoples_pavilion_eindhoven,HAT_QUELLE,Quelle,q_restposten_abfall_unbekannt,Restposten_Abfall_Unbekannt,local Eindhoven residents donated plastic/PET household waste,https://www.arup.com/projects/peoples-pavilion/,Arup identifies the PET bottles as locally donated by Eindhoven residents.,HIGH,evidence_backed,NO_research_batch_only
v10A-078,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_kunststoff_fassade_peoples_pavilion_pretty_plastic_shingles,Pretty Plastic Schindeln…,Projekt,p_peoples_pavilion_eindhoven,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_temporaer_oder_zurueckgegeben,Temporaer_oder_zurueckgegeben,plastic shingles distributed among residents after DDW,https://world-architects.com/en/architecture-news/works/the-people-s-pavilion,World-Architects reports the upper-facade tiles were distributed among residents at the end of DDW.,HIGH,evidence_backed,NO_research_batch_only
v10A-079,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,bg_reuse_kunststoff_fassade_peoples_pavilion_pretty_plastic_shingles,Pretty Plastic Schindeln…,Projekt,p_peoples_pavilion_eindhoven,HAT_AUFBEREITUNG,Aufbereitungsverfahren,av_remanufacturing_und_upcycling,Remanufacturing_und_Upcycling,plastic waste reprocessed into interlocking facade shingles,https://www.arup.com/projects/peoples-pavilion/,The PET/household plastic stream was manufactured into facade tiles/shingles.,HIGH,evidence_backed,NO_research_batch_only
v10A-080,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,,,Projekt,p_peoples_pavilion_eindhoven,NUTZT_METHODE,Methode,m_reversibles_design,Reversibles_Design,"construction method avoided screws, glue, drills and saws; materials strapped together",https://www.overtreders-w.nl/en/peoplespavilion,Overtreders W describes a reversible construction approach with materials strapped together.,HIGH,evidence_backed,NO_research_batch_only
v10A-081,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,,,Projekt,p_peoples_pavilion_eindhoven,NUTZT_METHODE,Methode,m_zirkulaere_beschaffung,Zirkulaere_Beschaffung,borrowed-material procurement model for a temporary public pavilion,https://world-architects.com/en/architecture-news/works/the-people-s-pavilion,The project acquired 100% of materials through temporary borrowing/return agreements.,HIGH,evidence_backed,NO_research_batch_only
v10A-082,batch_01_core_10_projects,p_peoples_pavilion_eindhoven,People’s Pavilion…,,,Projekt,p_peoples_pavilion_eindhoven,NUTZT_METHODE,Methode,m_dokumentation_und_monitoring,Dokumentation_und_Monitoring,material ownership and return obligations tracked for temporary borrowing loop,https://vimeo.com/253413589,Vimeo/project description emphasizes all borrowed components are returned to their owners after DDW.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-083,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate,steel beams from old distribution centre in Basel: candidate component,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_BAUTEILGRUPPE,Bauteilgruppe,bg_reuse_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate,bg_reuse_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate,steel beams from old distribution centre in Basel: candidate component,https://upcyclingarchitecture.it/items/k115-building,Upcycling Architecture identifies the steel skeleton as formerly part of a distribution centre in Basel.,HIGH,candidate_component_to_add,NO_research_batch_only
v10A-084,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_gleiche_funktion,Wiederverwendung_gleiche_Funktion,steel skeleton reused as load-bearing structural frame,https://upcyclingarchitecture.it/items/k115-building,Upcycling Architecture states the old distribution-centre steel skeleton forms the building backbone.,HIGH,evidence_backed,NO_research_batch_only
v10A-085,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_QUELLE,Quelle,q_externer_spenderbau,Externer_Spenderbau,old distribution centre in Basel,https://upcyclingarchitecture.it/items/k115-building,The donor source for the steel skeleton is an external distribution centre in Basel.,HIGH,evidence_backed,NO_research_batch_only
v10A-086,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_extern_importiert,Extern_importiert,steel imported from Basel donor site to Winterthur extension,https://upcyclingarchitecture.it/items/k115-building,"The donor and receiver are distinct sites, making this an imported reuse stream.",HIGH,evidence_backed,NO_research_batch_only
v10A-087,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,NUTZT_METHODE,Methode,m_urban_mining_und_scouting,Urban_Mining_und_Scouting,project assembled over 50 categories of salvaged/reclaimed materials,https://circle-economy.com/knowledge-hub/article/29941,"Circle Economy reports over 2,700 components assessed and many categories of salvaged materials used.",HIGH,evidence_backed,NO_research_batch_only
v10A-088,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_erschliessung_k118_aussentreppe_orion_candidate,steel exterior staircase from demolished Orion office building: candidate component,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_BAUTEILGRUPPE,Bauteilgruppe,bg_reuse_stahl_erschliessung_k118_aussentreppe_orion_candidate,bg_reuse_stahl_erschliessung_k118_aussentreppe_orion_candidate,steel exterior staircase from demolished Orion office building: candidate component,https://architectures.jidipi.com/j00060936/en/k118-kopfbau-halle-118,Jidipi states the three new floors are accessed by a steel exterior staircase from the demolished Orion office building.,HIGH,candidate_component_to_add,NO_research_batch_only
v10A-089,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_erschliessung_k118_aussentreppe_orion_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_gleiche_funktion,Wiederverwendung_gleiche_Funktion,steel exterior staircase reused as circulation stair,https://architectures.jidipi.com/j00060936/en/k118-kopfbau-halle-118,The stair remains a stair/circulation element in the new K118 extension.,HIGH,evidence_backed,NO_research_batch_only
v10A-090,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_erschliessung_k118_aussentreppe_orion_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_QUELLE,Quelle,q_externer_spenderbau,Externer_Spenderbau,demolished Orion office building in Zurich,https://architectures.jidipi.com/j00060936/en/k118-kopfbau-halle-118,Jidipi identifies the Orion office building in Zurich as the donor.,HIGH,evidence_backed,NO_research_batch_only
v10A-091,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_erschliessung_k118_aussentreppe_orion_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_extern_importiert,Extern_importiert,stair moved from Zurich donor building to Winterthur,https://architectures.jidipi.com/j00060936/en/k118-kopfbau-halle-118,The source identifies a Zurich donor and Winterthur receiving project.,HIGH,evidence_backed,NO_research_batch_only
v10A-092,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_erschliessung_k118_aussentreppe_orion_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_AUFBEREITUNG,Aufbereitungsverfahren,av_reparatur_und_refurbishment,Reparatur_und_Refurbishment,banisters retrofitted/adjusted for modern safety and function,https://circle-economy.com/knowledge-hub/article/29941,Circle Economy states banisters on a reused steel staircase were retrofitted.,HIGH,evidence_backed,NO_research_batch_only
v10A-093,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_stahl_erschliessung_k118_aussentreppe_orion_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,NUTZT_METHODE,Methode,m_verfuegbarkeitsbasiertes_design,Verfuegbarkeitsbasiertes_Design,floor heights determined by reused staircase geometry,https://upcyclingarchitecture.it/items/k115-building,Upcycling Architecture says the staircase determined the floor heights.,HIGH,evidence_backed,NO_research_batch_only
v10A-094,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_naturstein_fassade_k118_granit_orion_candidate,granite facade elements from Orion office building: candidate component,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_BAUTEILGRUPPE,Bauteilgruppe,bg_reuse_naturstein_fassade_k118_granit_orion_candidate,bg_reuse_naturstein_fassade_k118_granit_orion_candidate,granite facade elements from Orion office building: candidate component,https://upcyclingarchitecture.it/items/k115-building,Upcycling Architecture lists granite facades repurposed from the Orion office building.,HIGH,candidate_component_to_add,NO_research_batch_only
v10A-095,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_naturstein_fassade_k118_granit_orion_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_wiederverwendung_neue_funktion,Wiederverwendung_neue_Funktion,granite facade elements repurposed in K118 extension,https://upcyclingarchitecture.it/items/k115-building,The source describes granite facades repurposed from the demolished Orion office building.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-096,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_naturstein_fassade_k118_granit_orion_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_QUELLE,Quelle,q_externer_spenderbau,Externer_Spenderbau,demolished Orion office building in Zurich,https://upcyclingarchitecture.it/items/k115-building,The granite facade source is the external Orion office building donor.,HIGH,evidence_backed,NO_research_batch_only
v10A-097,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,bg_reuse_naturstein_fassade_k118_granit_orion_candidate,,Projekt,p_k118_kopfbau_halle_118_winterthur,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_extern_importiert,Extern_importiert,granite imported from Zurich donor building to Winterthur,https://upcyclingarchitecture.it/items/k115-building,The donor location is Zurich and the receiver is Winterthur.,HIGH,evidence_backed,NO_research_batch_only
v10A-098,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,,,Projekt,p_k118_kopfbau_halle_118_winterthur,NUTZT_METHODE,Methode,m_bestands_und_reuse_assessment,Bestands_und_ReUse_Assessment,"more than 2,700 components assessed for reuse",https://circle-economy.com/knowledge-hub/article/29941,"Circle Economy reports an assessment of over 2,700 components for reuse.",HIGH,evidence_backed,NO_research_batch_only
v10A-099,batch_01_core_10_projects,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,,,Projekt,p_k118_kopfbau_halle_118_winterthur,NUTZT_METHODE,Methode,m_dokumentation_und_monitoring,Dokumentation_und_Monitoring,component assessment and adjustment workflow for reuse readiness,https://circle-economy.com/knowledge-hub/article/29941,The evidence supports systematic component-level evaluation and adjustment before reuse.,MEDIUM,evidence_backed,NO_research_batch_only
v10A-100,batch_01_core_10_projects,p_recypark_demets_anderlecht,Recypark Demets,bg_reuse_holz_mehrere_brettschichtholzbogen_recypark_demets,Brettschichtholzbögen…,Projekt,p_recypark_demets_anderlecht,HAT_ERGEBNIS,Wiederverwendungsergebnis,we_modul_oder_abschnittswiederverwendung,Modul_oder_Abschnittswiederverwendung,whole glulam arch/hall-structure system reused for Recypark roofing,https://51n4e.com/projects/recypark/,51N4E states an old riding arena structure was reused for the site common roofing.,HIGH,evidence_backed,NO_research_batch_only
v10A-101,batch_01_core_10_projects,p_recypark_demets_anderlecht,Recypark Demets,bg_reuse_holz_mehrere_brettschichtholzbogen_recypark_demets,Brettschichtholzbögen…,Projekt,p_recypark_demets_anderlecht,HAT_QUELLE,Quelle,q_externer_spenderbau,Externer_Spenderbau,old riding arena / equestrian centre near Liège,https://rotordb.org/en/projects/recypark-anderlecht,RotorDB identifies the donor as a former equestrian centre/riding hall and describes the arches.,HIGH,evidence_backed,NO_research_batch_only
v10A-102,batch_01_core_10_projects,p_recypark_demets_anderlecht,Recypark Demets,bg_reuse_holz_mehrere_brettschichtholzbogen_recypark_demets,Brettschichtholzbögen…,Projekt,p_recypark_demets_anderlecht,HAT_WIEDERVERWENDUNGSORT,Wiederverwendungsort,wo_extern_importiert,Extern_importiert,timber arches moved from Liège area to Brussels/Anderlecht site,https://www.ribaj.com/intelligence/recypark-in-anderlecht-belgium/,RIBA Journal reports the donor equestrian centre in Liège and reassembly in Anderlecht/Brussels.,HIGH,evidence_backed,NO_research_batch_only
v10A-103,batch_01_core_10_projects,p_recypark_demets_anderlecht,Recypark Demets,bg_reuse_holz_mehrere_brettschichtholzbogen_recypark_demets,Brettschichtholzbögen…,Projekt,p_recypark_demets_anderlecht,HAT_RUECKBAUVERFAHREN,Rueckbauverfahren,rv_integrierter_rueckbau_und_lagerung,Integrierter_Rueckbau_und_Lagerung,"careful dismantling, transport and warehouse storage before reassembly",https://rotordb.org/en/projects/recypark-anderlecht,"RotorDB says the timber arches were carefully dismantled, stored in a warehouse and later integrated.",HIGH,evidence_backed,NO_research_batch_only
v10A-104,batch_01_core_10_projects,p_recypark_demets_anderlecht,Recypark Demets,bg_reuse_holz_mehrere_brettschichtholzbogen_recypark_demets,Brettschichtholzbögen…,Projekt,p_recypark_demets_anderlecht,HAT_AUFBEREITUNG,Aufbereitungsverfahren,av_pruefung_sortierung_qs,Pruefung_Sortierung_QS,on-site inspection and laboratory testing verified structural integrity,https://rotordb.org/en/projects/recypark-anderlecht,RotorDB reports inspection and laboratory tests of the reclaimed arches.,HIGH,evidence_backed,NO_research_batch_only
v10A-105,batch_01_core_10_projects,p_recypark_demets_anderlecht,Recypark Demets,bg_reuse_holz_mehrere_brettschichtholzbogen_recypark_demets,Brettschichtholzbögen…,Projekt,p_recypark_demets_anderlecht,HAT_AUFBEREITUNG,Aufbereitungsverfahren,av_verstaerkung_und_schutz,Verstaerkung_und_Schutz,"reinforced bases, doubled arches and worst-case-scenario design",https://rotordb.org/en/projects/recypark-anderlecht,"RotorDB describes reinforcement of bases, doubling arches in some areas and conservative structural design.",HIGH,evidence_backed,NO_research_batch_only
v10A-106,batch_01_core_10_projects,p_recypark_demets_anderlecht,Recypark Demets,bg_reuse_holz_mehrere_brettschichtholzbogen_recypark_demets,Brettschichtholzbögen…,Projekt,p_recypark_demets_anderlecht,NUTZT_METHODE,Methode,m_urban_mining_und_scouting,Urban_Mining_und_Scouting,Rotor study selected a suitable second-hand structure from the reuse sector,https://51n4e.com/projects/recypark/,51N4E states the reuse decision followed a Rotor study to identify a suitable structure.,HIGH,evidence_backed,NO_research_batch_only
v10A-107,batch_01_core_10_projects,p_recypark_demets_anderlecht,Recypark Demets,bg_reuse_holz_mehrere_brettschichtholzbogen_recypark_demets,Brettschichtholzbögen…,Projekt,p_recypark_demets_anderlecht,NUTZT_METHODE,Methode,m_verfuegbarkeitsbasiertes_design,Verfuegbarkeitsbasiertes_Design,final building shape depended on second-hand beams still to be found,https://rotordc.com/blog/inspiration-4/recypark-in-anderlecht-brussels-101,RotorDC states the design depended on the second-hand beams that would be found.,HIGH,evidence_backed,NO_research_batch_only
