claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP08-n-0280,node,bg_mehrere_technik_grubenstrasse_radiators_sanitary,,,Bauteilgruppe,Bauteilgruppe instance bg_mehrere_technik_grubenstrasse_radiators_sanitary participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=25,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:338
EP08-n-0281,node,bg_mehrere_technik_ithaka_tga_beleuchtung_installationen,,,Bauteilgruppe,Bauteilgruppe instance bg_mehrere_technik_ithaka_tga_beleuchtung_installationen participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=21,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:372
EP08-n-0282,node,bg_mehrere_technik_k118_pv_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_mehrere_technik_k118_pv_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=4,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:877
EP08-n-0283,node,bg_mehrere_technik_ka13_tga_sanitary_radiators,,,Bauteilgruppe,Bauteilgruppe instance bg_mehrere_technik_ka13_tga_sanitary_radiators participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=22,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:385
EP08-n-0284,node,bg_mehrere_technik_leuchten_resilience,,,Bauteilgruppe,Bauteilgruppe instance bg_mehrere_technik_leuchten_resilience participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=16,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:391
EP08-n-0285,node,bg_mehrere_technik_medunicampus_paternoster,,,Bauteilgruppe,Bauteilgruppe instance bg_mehrere_technik_medunicampus_paternoster participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=13,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:642
EP08-n-0286,node,bg_mehrere_technik_superlocal_tga_heizkoerper_aluminiumrohre,,,Bauteilgruppe,Bauteilgruppe instance bg_mehrere_technik_superlocal_tga_heizkoerper_aluminiumrohre participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=21,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:461
EP08-n-0287,node,bg_mehrere_treppe_plattenvereinigung_treppenelemente,,,Bauteilgruppe,Bauteilgruppe instance bg_mehrere_treppe_plattenvereinigung_treppenelemente participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=23,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:438
EP08-n-0288,node,bg_mehrere_tuer_moeoeslistrasse_brandschutztueren_lavater,,,Bauteilgruppe,Bauteilgruppe instance bg_mehrere_tuer_moeoeslistrasse_brandschutztueren_lavater participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=22,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:419
EP08-n-0289,node,bg_metall_ausbau_medunicampus_bike_workshop,,,Bauteilgruppe,Bauteilgruppe instance bg_metall_ausbau_medunicampus_bike_workshop participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=10,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:671
EP08-n-0290,node,bg_metall_ausbau_medunicampus_heavy_shelves,,,Bauteilgruppe,Bauteilgruppe instance bg_metall_ausbau_medunicampus_heavy_shelves participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=10,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:672
EP08-n-0291,node,bg_metall_boden_lysp8_grating_steps,,,Bauteilgruppe,Bauteilgruppe instance bg_metall_boden_lysp8_grating_steps participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=15,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:638
EP08-n-0292,node,bg_metall_fassade_k118_red_sheets_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_metall_fassade_k118_red_sheets_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=4,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:872
EP08-n-0293,node,bg_metall_fassade_schaerenmoos_fassade_absturz,,,Bauteilgruppe,Bauteilgruppe instance bg_metall_fassade_schaerenmoos_fassade_absturz participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=1,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:864
EP08-n-0294,node,bg_metall_ferme_du_rail_reused_metallic_elements,,,Bauteilgruppe,Bauteilgruppe instance bg_metall_ferme_du_rail_reused_metallic_elements participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=1,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:840
EP08-n-0295,node,bg_metall_gelaender_bluecity_oil_platform_balustrades,,,Bauteilgruppe,Bauteilgruppe instance bg_metall_gelaender_bluecity_oil_platform_balustrades participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=2,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:827
EP08-n-0296,node,bg_metall_technik_meduni_copper_cables_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_metall_technik_meduni_copper_cables_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=4,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:891
EP08-n-0297,node,bg_metall_treppe_meduni_jugendstil_handrails_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_metall_treppe_meduni_jugendstil_handrails_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=4,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:883
EP08-n-0298,node,bg_metall_tuer_umar_wabbes_handles,,,Bauteilgruppe,Bauteilgruppe instance bg_metall_tuer_umar_wabbes_handles participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=19,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:616
EP08-n-0299,node,bg_mineralisch_stuetze_elementa_baufeld_c,,,Bauteilgruppe,Bauteilgruppe instance bg_mineralisch_stuetze_elementa_baufeld_c participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=30,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:622
EP08-n-0300,node,bg_mineralisch_wand_elementa_baufeld_d,,,Bauteilgruppe,Bauteilgruppe instance bg_mineralisch_wand_elementa_baufeld_d participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=24,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:623
EP08-n-0301,node,bg_mineralisch_wand_umar_recycled_bricks,,,Bauteilgruppe,Bauteilgruppe instance bg_mineralisch_wand_umar_recycled_bricks participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=13,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:621
EP08-n-0302,node,bg_moebel_canaux_reclaimed_furniture,,,Bauteilgruppe,Bauteilgruppe instance bg_moebel_canaux_reclaimed_furniture participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=4,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:831
EP08-n-0303,node,bg_moebel_lager_meduni_heavy_shelves_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_moebel_lager_meduni_heavy_shelves_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=4,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:882
EP08-n-0304,node,bg_moebel_sitze_meduni_cinema_seats_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_moebel_sitze_meduni_cinema_seats_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=4,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:880
EP08-n-0305,node,bg_moebel_stuehle_meduni_folding_chairs_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_moebel_stuehle_meduni_folding_chairs_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=4,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:890
EP08-n-0306,node,bg_naturstein_boden_biopartner_5_pflaster_bodenmaterial,,,Bauteilgruppe,Bauteilgruppe instance bg_naturstein_boden_biopartner_5_pflaster_bodenmaterial participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=13,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:224
EP08-n-0307,node,bg_naturstein_boden_ferme_slabs_fill,,,Bauteilgruppe,Bauteilgruppe instance bg_naturstein_boden_ferme_slabs_fill participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=19,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:308
EP08-n-0308,node,bg_naturstein_boden_granitpflaster_resilience,,,Bauteilgruppe,Bauteilgruppe instance bg_naturstein_boden_granitpflaster_resilience participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=16,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:325
EP08-n-0309,node,bg_naturstein_boden_k118_granite_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_naturstein_boden_k118_granite_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=4,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:871
EP08-n-0310,node,bg_naturstein_boden_multi_granite_natural_tiles,,,Bauteilgruppe,Bauteilgruppe instance bg_naturstein_boden_multi_granite_natural_tiles participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=18,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:426
EP08-n-0311,node,bg_naturstein_fassade_k118_granit_orion_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_naturstein_fassade_k118_granit_orion_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=0,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:820
EP08-n-0312,node,bg_naturstein_mehrere_ferme_granite_kerbstones_retaining_wall,,,Bauteilgruppe,Bauteilgruppe instance bg_naturstein_mehrere_ferme_granite_kerbstones_retaining_wall participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=19,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:307
EP08-n-0313,node,bg_naturstein_mehrere_multi_blaustein_facade_slabs,,,Bauteilgruppe,Bauteilgruppe instance bg_naturstein_mehrere_multi_blaustein_facade_slabs participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=23,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:425
EP08-n-0314,node,bg_naturstein_mehrere_plp_marble_feste_oberflaechen,,,Bauteilgruppe,Bauteilgruppe instance bg_naturstein_mehrere_plp_marble_feste_oberflaechen participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=19,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:442
EP08-n-0315,node,bg_naturstein_wand_verbiest_charleroi,,,Bauteilgruppe,Bauteilgruppe instance bg_naturstein_wand_verbiest_charleroi participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=21,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:202
EP08-n-0316,node,bg_papier_daemmung_lo_reninge_recycled_paper_insulation,,,Bauteilgruppe,Bauteilgruppe instance bg_papier_daemmung_lo_reninge_recycled_paper_insulation participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=1,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:861
EP08-n-0317,node,bg_recyclingbeton_mehrere_recyclinghaus_fundament,,,Bauteilgruppe,Bauteilgruppe instance bg_recyclingbeton_mehrere_recyclinghaus_fundament participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=15,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:451
EP08-n-0318,node,bg_sanitaer_liander_existing_toilets,,,Bauteilgruppe,Bauteilgruppe instance bg_sanitaer_liander_existing_toilets participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=1,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:849
EP08-n-0319,node,bg_stahl_ausbau_bluecity,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_ausbau_bluecity participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=10,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:230
EP08-n-0320,node,bg_stahl_erschliessung_k118_aussentreppe_orion_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_erschliessung_k118_aussentreppe_orion_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=0,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:819
EP08-n-0321,node,bg_stahl_fassade_brent_cross_new_support_members,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_fassade_brent_cross_new_support_members participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=11,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:237
EP08-n-0322,node,bg_stahl_fassade_grubenstrasse_blue_sheets,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_fassade_grubenstrasse_blue_sheets participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=25,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:334
EP08-n-0323,node,bg_stahl_fassade_recyclinghaus_wellblech,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_fassade_recyclinghaus_wellblech participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=15,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:454
EP08-n-0324,node,bg_stahl_fassade_svanen_stahlfassadenelemente,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_fassade_svanen_stahlfassadenelemente participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=24,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:466
EP08-n-0325,node,bg_stahl_gelaender_bluecity_oelplattform,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_gelaender_bluecity_oelplattform participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=10,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:227
EP08-n-0326,node,bg_stahl_gelaender_grubenstrasse_railings,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_gelaender_grubenstrasse_railings participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=23,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:339
EP08-n-0327,node,bg_stahl_gelaender_verbiest_charleroi,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_gelaender_verbiest_charleroi participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=19,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:164
EP08-n-0328,node,bg_stahl_mehrere_55gss_external_core,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_55gss_external_core participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=6 out_deg=18,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:203
EP08-n-0329,node,bg_stahl_mehrere_awm_cable_trays_shelves_lights,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_awm_cable_trays_shelves_lights participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=16,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:208
EP08-n-0330,node,bg_stahl_mehrere_bedzed_structural,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_bedzed_structural participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=3 out_deg=20,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:214
EP08-n-0331,node,bg_stahl_mehrere_big_dig_house,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_big_dig_house participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=23,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:221
EP08-n-0332,node,bg_stahl_mehrere_biopartner_5_stuetzen_rahmen,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_biopartner_5_stuetzen_rahmen participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=15,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:226
EP08-n-0333,node,bg_stahl_mehrere_boulder_wide_flange_members,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_boulder_wide_flange_members participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=22,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:236
EP08-n-0334,node,bg_stahl_mehrere_chiro_u_lintels,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_chiro_u_lintels participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=3 out_deg=22,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:267
EP08-n-0335,node,bg_stahl_mehrere_christ_pavilion_roof_structure,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_christ_pavilion_roof_structure participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=19,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:279
EP08-n-0336,node,bg_stahl_mehrere_crclr_roof_to_stair_stringers,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_crclr_roof_to_stair_stringers participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=29,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:290
EP08-n-0337,node,bg_stahl_mehrere_crclr_trusses_greenhouse,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_crclr_trusses_greenhouse participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=24,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:291
EP08-n-0338,node,bg_stahl_mehrere_drill_stem_pipe_dachtragwerk_saxum,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_drill_stem_pipe_dachtragwerk_saxum participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=17,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:293
EP08-n-0339,node,bg_stahl_mehrere_elys_gratings_and_garage_door,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_elys_gratings_and_garage_door participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=20,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:297
EP08-n-0340,node,bg_stahl_mehrere_geplante_stahltrager_roots,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_geplante_stahltrager_roots participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=17,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:313
EP08-n-0341,node,bg_stahl_mehrere_green_house_demontables_stahltragwerk,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_green_house_demontables_stahltragwerk participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=21,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:327
EP08-n-0342,node,bg_stahl_mehrere_grubenstrasse_access_structures,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_grubenstrasse_access_structures participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=27,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:342
EP08-n-0343,node,bg_stahl_mehrere_hof_1930s_beams_to_tbc,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_hof_1930s_beams_to_tbc participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=36,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:353
EP08-n-0344,node,bg_stahl_mehrere_hof_self_columns,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_hof_self_columns participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=2 out_deg=36,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:354
EP08-n-0345,node,bg_stahl_mehrere_holbein_structural,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_holbein_structural participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=3 out_deg=38,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:358
EP08-n-0346,node,bg_stahl_mehrere_juch_hagenholz_stahlstruktur,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_juch_hagenholz_stahlstruktur participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=33,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:373
EP08-n-0347,node,bg_stahl_mehrere_k118_external_stair,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_k118_external_stair participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=23,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:376
EP08-n-0348,node,bg_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_k118_kopfbau_halle_118_winterthur_stahltraeger_candidate participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=0,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:818
EP08-n-0349,node,bg_stahl_mehrere_k118_structure,,,Bauteilgruppe,Bauteilgruppe instance bg_stahl_mehrere_k118_structure participates in reuse classification subgraph,logic,_neo4j/contracts/ + get-schema,false,,PROVEN,hoch,in_deg=1 out_deg=26,KEEP,08,donor component grouping (not closed vocab),element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:379
