claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
w4_w4_03-0001,rel,,archipel_sion_ressourcerie,mat_daemmstoff,NUTZT_MATERIAL,archipel_sion_ressourcerie -NUTZT_MATERIAL-> mat_daemmstoff (W4 selective unsupported delete),contract,w3_02_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_02_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0067,rel,,p_meduni_campus_mariannengasse,mat_stahl,NUTZT_MATERIAL,p_meduni_campus_mariannengasse -NUTZT_MATERIAL-> mat_stahl (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0068,rel,,p_multi_brussels_reuse_in_multi,mat_aluminium,NUTZT_MATERIAL,p_multi_brussels_reuse_in_multi -NUTZT_MATERIAL-> mat_aluminium (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0069,rel,,p_multi_brussels_reuse_in_multi,mat_naturstein,NUTZT_MATERIAL,p_multi_brussels_reuse_in_multi -NUTZT_MATERIAL-> mat_naturstein (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0070,rel,,p_multi_brussels_reuse_in_multi,mat_stahl,NUTZT_MATERIAL,p_multi_brussels_reuse_in_multi -NUTZT_MATERIAL-> mat_stahl (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0071,rel,,p_timber_square_london,mat_beton,NUTZT_MATERIAL,p_timber_square_london -NUTZT_MATERIAL-> mat_beton (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0072,rel,,p_timber_square_london,mat_holz,NUTZT_MATERIAL,p_timber_square_london -NUTZT_MATERIAL-> mat_holz (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0073,rel,,p_timber_square_london,mat_stahl,NUTZT_MATERIAL,p_timber_square_london -NUTZT_MATERIAL-> mat_stahl (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0074,rel,,p_umar_unit,mat_aluminium,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> mat_aluminium (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0075,rel,,p_umar_unit,mat_daemmstoff,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> mat_daemmstoff (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0076,rel,,p_umar_unit,mat_glas,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> mat_glas (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0077,rel,,p_umar_unit,mat_holz,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> mat_holz (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0078,rel,,p_umar_unit,mat_kunststoff,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> mat_kunststoff (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0079,rel,,p_umar_unit,mat_ziegel,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> mat_ziegel (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0080,rel,,re_store_harvestmap_vienna,mat_beton,NUTZT_MATERIAL,re_store_harvestmap_vienna -NUTZT_MATERIAL-> mat_beton (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0081,rel,,re_store_harvestmap_vienna,mat_keramik,NUTZT_MATERIAL,re_store_harvestmap_vienna -NUTZT_MATERIAL-> mat_keramik (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0082,rel,,re_store_harvestmap_vienna,mat_naturstein,NUTZT_MATERIAL,re_store_harvestmap_vienna -NUTZT_MATERIAL-> mat_naturstein (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0083,rel,,ressourcerie_lausanne_materiuum_ruul,mat_stahl,NUTZT_MATERIAL,ressourcerie_lausanne_materiuum_ruul -NUTZT_MATERIAL-> mat_stahl (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0084,rel,,reuzi_ch,mat_beton,NUTZT_MATERIAL,reuzi_ch -NUTZT_MATERIAL-> mat_beton (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0085,rel,,reuzi_ch,mat_holz,NUTZT_MATERIAL,reuzi_ch -NUTZT_MATERIAL-> mat_holz (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
w4_w4_03-0086,rel,,zirkulie_bauteilboerse_triesen,mat_daemmstoff,NUTZT_MATERIAL,zirkulie_bauteilboerse_triesen -NUTZT_MATERIAL-> mat_daemmstoff (W4 selective unsupported delete),contract,w3_04_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-03,bg_-excluded selective delete; source=w3_04_catalogue_backfill.patch.jsonl,W4-03,element,,rel
