claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,_shard
IER-A2-0009,rel,r_deeper_software_opalis__BETRIEBEN_VON__opalis,software_opalis,opalis,BETRIEBEN_VON,Opalis platform operated by 'opalis' (actor),web,https://opalis.eu/en/about,true,200,PROVEN,belegt,About | Opalis Skip to main content en fr nl Main navigation Dealers Materials Materials Product operations Examples Documentation More information FAQ About News Sandbox About About Opalis The objective of the Opalis website is to facilitate the reuse of materials in construction and renovation pro,FIX_PROPERTY,IER-A2,both-endpoint gate pass; from=yes to=yes,IER-A2
IER-A2-0010,rel,r_deeper_tool_hts_stockmatcher__BETRIEBEN_VON__heyne_tillett_steel,tool_hts_stockmatcher,heyne_tillett_steel,BETRIEBEN_VON,HTS Stockmatcher operated by Heyne Tillett Steel,web,https://www.heynetillettsteel.com/,false,,DEAD_LINK,unbelegt,,RESOURCE,IER-A2,prior_verdict=PARTIAL; prior_claim=A10-R-096; fetch_error=<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostn,IER-A2
IER-A2-0011,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839390501,p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PROVEN,belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",KEEP,IER-A2,regulation+project on page; from=yes to=yes,IER-A2
IER-A2-0012,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839390687,p_biopartner_5_leiden_oegstgeest,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",RELABEL,IER-A2,regulation cited but project endpoint weak; from=no to=yes,IER-A2
IER-A2-0013,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839390705,p_bluecity_offices_rotterdam,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",RELABEL,IER-A2,regulation cited but project endpoint weak; from=no to=yes,IER-A2
IER-A2-0014,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839390878,p_jeugdkliniek_ithaka_emergis_kloetinge,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",RELABEL,IER-A2,regulation cited but project endpoint weak; from=no to=yes,IER-A2
IER-A2-0015,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391000,p_liander_alliander_hq_duiven,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",RELABEL,IER-A2,regulation cited but project endpoint weak; from=no to=yes,IER-A2
IER-A2-0016,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391108,p_montessori_maassluis,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",RELABEL,IER-A2,regulation cited but project endpoint weak; from=no to=yes,IER-A2
IER-A2-0017,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391147,p_peoples_pavilion_eindhoven,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PROVEN,belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",KEEP,IER-A2,regulation+project on page; from=yes to=yes,IER-A2
IER-A2-0018,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391327,p_superlocal_expogebouw_bleijerheide,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",RELABEL,IER-A2,regulation cited but project endpoint weak; from=no to=yes,IER-A2
IER-A2-0019,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391365,p_the_green_house_utrecht,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PROVEN,belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",KEEP,IER-A2,regulation+project on page; from=yes to=yes,IER-A2
IER-A2-0020,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391497,p_villa_welpeloo_enschede,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",RELABEL,IER-A2,regulation cited but project endpoint weak; from=no to=yes,IER-A2
IER-A2-0021,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391524,p_woongroep_boschgaard_den_bosch,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",RELABEL,IER-A2,regulation cited but project endpoint weak; from=no to=yes,IER-A2
IER-A2-0022,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839392170,p_circl_abn_amro,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",RELABEL,IER-A2,regulation cited but project endpoint weak; from=no to=yes,IER-A2
IER-A2-0023,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153088630374271043,rr_gb_stahl,s_bleifarbe,HAT_SCHADSTOFFRISIKO,Bleifarbe in Anstrichen v.a. vor 1960.,web,https://www.schadstoff-kompass.de/grenzwerte-fuer-schadstoffbelastungen/,true,200,PARTIAL,teilweise_belegt,"PAK, Asbest, KMF: Grenzwerte für Schadstoffbelastungen Schriftenreihe Band 1: Asbest in bauchemischen Produkten Band 2: Emissionen aus Bauprodukten Band 3: PCB, Chlorparaffine, Radon, Quarz, Asbest Band 4: Feuchte und Schimmel Band 5: Bauprodukte, Schadstoff-/Schimmelsanierung, Asbest Band 6: Emissi",RELABEL,IER-A2,schadstoff gate fail; from=yes to=no,IER-A2
IER-A2-0024,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153088630374271044,rr_be_stahl,s_bleifarbe,HAT_SCHADSTOFFRISIKO,Bleifarbe in Anstrichen v.a. vor 1960.,web,https://www.schadstoff-kompass.de/grenzwerte-fuer-schadstoffbelastungen/,true,200,PARTIAL,teilweise_belegt,"PAK, Asbest, KMF: Grenzwerte für Schadstoffbelastungen Schriftenreihe Band 1: Asbest in bauchemischen Produkten Band 2: Emissionen aus Bauprodukten Band 3: PCB, Chlorparaffine, Radon, Quarz, Asbest Band 4: Feuchte und Schimmel Band 5: Bauprodukte, Schadstoff-/Schimmelsanierung, Asbest Band 6: Emissi",RELABEL,IER-A2,schadstoff gate fail; from=yes to=no,IER-A2
IER-A2-0025,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153088630374271045,rr_de_stahl,s_bleifarbe,HAT_SCHADSTOFFRISIKO,Bleifarbe in Anstrichen v.a. vor 1960.,web,https://www.schadstoff-kompass.de/grenzwerte-fuer-schadstoffbelastungen/,true,200,PARTIAL,teilweise_belegt,"PAK, Asbest, KMF: Grenzwerte für Schadstoffbelastungen Schriftenreihe Band 1: Asbest in bauchemischen Produkten Band 2: Emissionen aus Bauprodukten Band 3: PCB, Chlorparaffine, Radon, Quarz, Asbest Band 4: Feuchte und Schimmel Band 5: Bauprodukte, Schadstoff-/Schimmelsanierung, Asbest Band 6: Emissi",RELABEL,IER-A2,schadstoff gate fail; from=yes to=no,IER-A2
IER-A2-0026,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153088630374271046,rr_nl_stahl,s_bleifarbe,HAT_SCHADSTOFFRISIKO,Bleifarbe in Anstrichen v.a. vor 1960.,web,https://www.schadstoff-kompass.de/grenzwerte-fuer-schadstoffbelastungen/,true,200,PARTIAL,teilweise_belegt,"PAK, Asbest, KMF: Grenzwerte für Schadstoffbelastungen Schriftenreihe Band 1: Asbest in bauchemischen Produkten Band 2: Emissionen aus Bauprodukten Band 3: PCB, Chlorparaffine, Radon, Quarz, Asbest Band 4: Feuchte und Schimmel Band 5: Bauprodukte, Schadstoff-/Schimmelsanierung, Asbest Band 6: Emissi",RELABEL,IER-A2,schadstoff gate fail; from=yes to=no,IER-A2
IER-A2-0027,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153088630374271060,rr_gb_holz,s_bleifarbe,HAT_SCHADSTOFFRISIKO,Bleifarbe in Anstrichen v.a. vor 1960.,web,https://www.schadstoff-kompass.de/grenzwerte-fuer-schadstoffbelastungen/,true,200,PARTIAL,teilweise_belegt,"PAK, Asbest, KMF: Grenzwerte für Schadstoffbelastungen Schriftenreihe Band 1: Asbest in bauchemischen Produkten Band 2: Emissionen aus Bauprodukten Band 3: PCB, Chlorparaffine, Radon, Quarz, Asbest Band 4: Feuchte und Schimmel Band 5: Bauprodukte, Schadstoff-/Schimmelsanierung, Asbest Band 6: Emissi",RELABEL,IER-A2,schadstoff gate fail; from=yes to=no,IER-A2
IER-A2-0028,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153088630374271061,rr_de_ziegel,s_bleifarbe,HAT_SCHADSTOFFRISIKO,Bleifarbe in Anstrichen v.a. vor 1960.,web,https://www.schadstoff-kompass.de/grenzwerte-fuer-schadstoffbelastungen/,true,200,UNSUPPORTED,unbelegt,"PAK, Asbest, KMF: Grenzwerte für Schadstoffbelastungen Schriftenreihe Band 1: Asbest in bauchemischen Produkten Band 2: Emissionen aus Bauprodukten Band 3: PCB, Chlorparaffine, Radon, Quarz, Asbest Band 4: Feuchte und Schimmel Band 5: Bauprodukte, Schadstoff-/Schimmelsanierung, Asbest Band 6: Emissi",DELETE,IER-A2,schadstoff gate fail; from=no to=no,IER-A2
IER-A2-0029,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153093028420784821,p_big_dig_building_boston,s_schwermetalle,ERFORDERT_SCHADSTOFFPRUEFUNG,Schwermetalle (Pb/Cd/Hg/Cr) in Beschichtungen/Laborbauten; REACH-beschraenkt.,web,https://www.schadstoff-kompass.de/grenzwerte-fuer-schadstoffbelastungen/,true,200,UNSUPPORTED,unbelegt,"PAK, Asbest, KMF: Grenzwerte für Schadstoffbelastungen Schriftenreihe Band 1: Asbest in bauchemischen Produkten Band 2: Emissionen aus Bauprodukten Band 3: PCB, Chlorparaffine, Radon, Quarz, Asbest Band 4: Feuchte und Schimmel Band 5: Bauprodukte, Schadstoff-/Schimmelsanierung, Asbest Band 6: Emissi",DELETE,IER-A2,schadstoff gate fail; from=no to=no,IER-A2
IER-A2-0030,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153093028420785504,p_maison_vignette_auderghem,s_bleifarbe,ERFORDERT_SCHADSTOFFPRUEFUNG,Bleifarbe in Anstrichen v.a. vor 1960.,web,https://www.schadstoff-kompass.de/grenzwerte-fuer-schadstoffbelastungen/,true,200,UNSUPPORTED,unbelegt,"PAK, Asbest, KMF: Grenzwerte für Schadstoffbelastungen Schriftenreihe Band 1: Asbest in bauchemischen Produkten Band 2: Emissionen aus Bauprodukten Band 3: PCB, Chlorparaffine, Radon, Quarz, Asbest Band 4: Feuchte und Schimmel Band 5: Bauprodukte, Schadstoff-/Schimmelsanierung, Asbest Band 6: Emissi",DELETE,IER-A2,schadstoff gate fail; from=no to=no,IER-A2
IER-A2-0031,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866077,articonnex,bt_daemmung,HAT_BAUTEILTYP,articonnex -HAT_BAUTEILTYP-> Daemmung,web,https://articonnex.com/,true,200,PARTIAL,teilweise_belegt,"Matériaux anti-gaspi au meilleur prix - Articonnex Découvrez notre sélection pour vos travaux d'extérieur Découvrez notre sélection pour vos travaux d'extérieur Contactez votre entrepôt-magasin Articonnex Pas de centre d'appel, c'est l'équipe de l'entrepôt-magasin qui décrochera et pourra vous conse",RESOURCE,IER-A2,catalogue single-endpoint; from=yes to=no,IER-A2
IER-A2-0032,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399389,articonnex,mat_daemmstoff,NUTZT_MATERIAL,articonnex -NUTZT_MATERIAL-> Daemmstoff,web,https://articonnex.com/,true,200,PARTIAL,teilweise_belegt,"Matériaux anti-gaspi au meilleur prix - Articonnex Découvrez notre sélection pour vos travaux d'extérieur Découvrez notre sélection pour vos travaux d'extérieur Contactez votre entrepôt-magasin Articonnex Pas de centre d'appel, c'est l'équipe de l'entrepôt-magasin qui décrochera et pourra vous conse",RESOURCE,IER-A2,catalogue single-endpoint; from=yes to=no,IER-A2
IER-A2-0033,rel,r_software_concular__NUTZT_SOFTWARE__software_restado,software_concular,software_restado,NUTZT_SOFTWARE,Concular software uses Restado software,web,https://restado.de/hilfe/impressum/,true,200,PROVEN,belegt,Impressum - Baustoffe kaufen auf restado Baustoffe auf restado kaufen und verkaufen Suche Suchen Alle Kategorien Türen & Zargen Fenster Fliesen & Steine Dach Haustechnik & Sanitär Rohbau Fassade Innenausbau Garten & Freianlagen Werkzeuge & Maschinen Neueste Baustoffe Ziegelsteine & Klinker Verblende,FIX_PROPERTY,IER-A2,both-endpoint gate pass; from=yes to=yes,IER-A2
IER-A2-0034,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118198230,skanska_finland,umacon,VERBUNDEN_MIT_AKTEUR,actor-network link skanska_finland -> umacon (no evidence_url/source_url on edge),web,https://recreate-project.eu/tag/precast-concrete,true,200,PROVEN,belegt,"precast concrete - Recreate Home About us Project structure Project pilots Finland Sweden The Netherlands Germany The partners News Interviews Blog posts Reports explained Meetings, pilot visits Events Exhibitions H22 City Expo Lisbon Architecture Triennale 2022 Tallinn Architecture Biennale 2024 Ot",KEEP,IER-A2,both-endpoint gate pass; from=yes to=yes,IER-A2
IER-A2-0035,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118198232,consolis_parma,ramboll_finland,VERBUNDEN_MIT_AKTEUR,actor-network link consolis_parma -> ramboll_finland (no evidence_url/source_url on edge),web,https://recreate-project.eu/tag/precast-concrete,true,200,PROVEN,belegt,The practical experience acquired from the pilot is therefore highly valuable.’ Reused elements were meticulously quality controlled and factory refurbished Mini pilot installation The elements reused in the pilot were quality controlled and factory refurbished in Consolis Parma’s factory in Kangasa,KEEP,IER-A2,both-endpoint gate pass; from=yes to=yes,IER-A2
IER-A2-0036,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118198233,umacon,ramboll_finland,VERBUNDEN_MIT_AKTEUR,actor-network link umacon -> ramboll_finland (no evidence_url/source_url on edge),web,https://recreate-project.eu/tag/precast-concrete,true,200,PROVEN,belegt,"precast concrete - Recreate Home About us Project structure Project pilots Finland Sweden The Netherlands Germany The partners News Interviews Blog posts Reports explained Meetings, pilot visits Events Exhibitions H22 City Expo Lisbon Architecture Triennale 2022 Tallinn Architecture Biennale 2024 Ot",KEEP,IER-A2,both-endpoint gate pass; from=yes to=yes,IER-A2
IER-A2-0037,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141447973,p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) - Climate Change Laws of the World Skip to content This document Everything Home / Search / Netherlands / The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) The Environm",RELABEL,IER-A2,regulation gate fail; from=yes to=no,IER-A2
IER-A2-0038,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448159,p_biopartner_5_leiden_oegstgeest,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,UNSUPPORTED,unbelegt,"The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) - Climate Change Laws of the World Skip to content This document Everything Home / Search / Netherlands / The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) The Environm",DELETE,IER-A2,regulation gate fail; from=no to=no,IER-A2
IER-A2-0039,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448177,p_bluecity_offices_rotterdam,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,UNSUPPORTED,unbelegt,"The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) - Climate Change Laws of the World Skip to content This document Everything Home / Search / Netherlands / The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) The Environm",DELETE,IER-A2,regulation gate fail; from=no to=no,IER-A2
IER-A2-0040,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448350,p_jeugdkliniek_ithaka_emergis_kloetinge,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,UNSUPPORTED,unbelegt,"The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) - Climate Change Laws of the World Skip to content This document Everything Home / Search / Netherlands / The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) The Environm",DELETE,IER-A2,regulation gate fail; from=no to=no,IER-A2
IER-A2-0041,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448472,p_liander_alliander_hq_duiven,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,UNSUPPORTED,unbelegt,"The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) - Climate Change Laws of the World Skip to content This document Everything Home / Search / Netherlands / The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) The Environm",DELETE,IER-A2,regulation gate fail; from=no to=no,IER-A2
IER-A2-0042,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448580,p_montessori_maassluis,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,UNSUPPORTED,unbelegt,"The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) - Climate Change Laws of the World Skip to content This document Everything Home / Search / Netherlands / The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) The Environm",DELETE,IER-A2,regulation gate fail; from=no to=no,IER-A2
IER-A2-0043,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448619,p_peoples_pavilion_eindhoven,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,Learn more Group Topics Target Target Net-zero target Emissions reduction target Policy instrument Tradable permit Zoning and spatial planning Ban Fees and charges Tax Codes and standards Subsidy Risk Air pollution risk Chemical impact Technological impact Extreme weather Heavy precipitation Terrest,RELABEL,IER-A2,regulation gate fail; from=yes to=no,IER-A2
IER-A2-0044,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448799,p_superlocal_expogebouw_bleijerheide,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,UNSUPPORTED,unbelegt,"The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) - Climate Change Laws of the World Skip to content This document Everything Home / Search / Netherlands / The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) The Environm",DELETE,IER-A2,regulation gate fail; from=no to=no,IER-A2
IER-A2-0045,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448837,p_the_green_house_utrecht,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,PARTIAL,teilweise_belegt,"This means measures for on-site renewable energy production, and switching energy sources to one with lower carbon emissions will become mandatory if they have a payback period of no more than five years The target group for the Energy Saving Obligation is expanded, this is done through declaring th",RELABEL,IER-A2,regulation gate fail; from=yes to=no,IER-A2
IER-A2-0046,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448969,p_villa_welpeloo_enschede,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,UNSUPPORTED,unbelegt,"The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) - Climate Change Laws of the World Skip to content This document Everything Home / Search / Netherlands / The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) The Environm",DELETE,IER-A2,regulation gate fail; from=no to=no,IER-A2
IER-A2-0047,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448996,p_woongroep_boschgaard_den_bosch,nf_genehmigungs_oder_zustimmungsbedarf,ERFORDERT_NACHWEIS,"Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.",web,https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057,true,200,UNSUPPORTED,unbelegt,"The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) - Climate Change Laws of the World Skip to content This document Everything Home / Search / Netherlands / The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) The Environm",DELETE,IER-A2,regulation gate fail; from=no to=no,IER-A2
