row_id,ledger_claim_id,claim_kind,element_id,entity_id,rel_type_or_label,verdict_shard,root_cause_bucket,source_urls_on_graph,url_origin_chain,git_anchor_run,git_anchor_date,in_agent06b_add_source_patch,in_agent08_unsourced_scope,agent06b_vs_agent08,residual_actor_flag,recommended_action,notes
G04-0039,A06B-node-0152,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6270,thomas_pulver,Akteur,06b,06b_volume_cap_deferred,https://zirkular.net/en/project/recycling-center-juch-areal|https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/recyclingzentrum-juch-areal|https://www.graberpulver.ch/projekt/recyclingzentrum-juch-areal,akteursliste_master.md → actor_registry (actor_registry_011_020) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://zirkular.net/en/project/recycling-center-juch-areal); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0040,A06B-node-0104,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6279,nils_nolting,Akteur,06b,06b_volume_cap_deferred,https://www.cityfoerster.net/projects/recyclinghaus_hanover-218-2.html|https://www.elemente-material.de/en/materials-online/materialien/sustainable-materials/cityfoerster1.html|https://www.cityfoerster.net/team/nils_nolting-5-2.html,akteursliste_master.md → actor_registry (actor_registry_011_020) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.cityfoerster.net/projects/recyclinghaus_hanover-218-2.html); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0041,A06B-node-0002,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6287,anders_lendager,Akteur,06b,06b_volume_cap_deferred,https://lendager.com/project/resource-rows|https://lendager.com/project/upcycle-studios|https://circularmaterialsystems.com/en/case/02_en_resource-rows|https://dac.dk/en/magazine/places/resource-rows-a-gem-of-upcycling-nestled-between-newbuilds-and-nature-279,akteursliste_master.md → actor_registry (actor_registry_011_020) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://lendager.com/project/resource-rows); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://lendager.com/project/resource-rows); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0042,A06B-node-0143,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6304,stephan_bischof,Akteur,06b,06b_volume_cap_deferred,https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html|https://www.bf-architekten.ch/projects/kindergarten-manegg|https://swiss-architects.com/de/architecture-news/bau-der-woche/re-use-macht-schule,akteursliste_master.md → actor_registry (actor_registry_021_030) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0043,A06B-node-0108,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6308,norbert_foehn,Akteur,06b,06b_volume_cap_deferred,https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html|https://www.bf-architekten.ch/projects/kindergarten-manegg|https://swiss-architects.com/de/architecture-news/bau-der-woche/re-use-macht-schule,akteursliste_master.md → actor_registry (actor_registry_021_030) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0044,A06B-node-0035,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6316,clara_simay,Akteur,06b,06b_volume_cap_deferred,https://circularmaterialsystems.com/en/case/05_ferme-du-rail|https://www.fermedurail.org|https://www.grandhuit.eu|https://www.cca.qc.ca/en/articles/issues/28/with-and-within/80217/circular-and-solidarity-based-construction,akteursliste_master.md → actor_registry (actor_registry_021_030) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com/en/case/05_ferme-du-rail); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com/en/case/05_ferme-du-rail); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0045,A06B-node-0043,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6321,duncan_baker_brown,Akteur,06b,06b_volume_cap_deferred,https://www.brighton.ac.uk/research/research-news/feature/brighton-waste-house.aspx|https://www.taylorfrancis.com/books/mono/10.4324/9781032650272/re-use-atlas-duncan-baker-brown|https://bakerbrown.studio/news/the-re-use-atlas,akteursliste_master.md → actor_registry (actor_registry_021_030) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.brighton.ac.uk/research/research-news/feature/brighton-waste-house.aspx); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0046,A06B-node-0082,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6334,marc_loeliger,Akteur,06b,06b_volume_cap_deferred,https://zirkular.net/en/project/lysp8|https://www.swiss-arc.ch/de/projekt/lysp8/13222858|https://loeligerstrub.ch/nproject/lysp8-neubau-wohnhaus-mit-gewerbe-basel,akteursliste_master.md → actor_registry (actor_registry_021_030) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://zirkular.net/en/project/lysp8); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0047,A06B-node-0140,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6362,soren_pihlmann,Akteur,06b,06b_volume_cap_deferred,https://www.thoravej29.dk/en/sustainability|https://pihlmann.dk/project/thoravej-29|https://www.archdaily.com/1034502/thoravej-29-pihlmann-architects,akteursliste_master.md → actor_registry (actor_registry_031_040) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.thoravej29.dk/en/sustainability); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0048,A06B-node-0040,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6366,daniel_hoffmann,Akteur,06b,06b_volume_cap_deferred,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/scharenmoosstrasse|https://trachslerhoffmann.ch/Info-Scharenmoosstrasse|https://swiss-architects.com/de/architecture-news/gefunden/preisgunstiges-wohnen-im-buro,akteursliste_master.md → actor_registry (actor_registry_031_040) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/scharenmoosstrasse); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0049,A06B-node-0056,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6370,gian_trachsler,Akteur,06b,06b_volume_cap_deferred,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/scharenmoosstrasse|https://trachslerhoffmann.ch/Info-Scharenmoosstrasse|https://swiss-architects.com/de/architecture-news/gefunden/preisgunstiges-wohnen-im-buro,akteursliste_master.md → actor_registry (actor_registry_031_040) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/scharenmoosstrasse); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0050,F04-node-0017,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6374,jan_haerens,Akteur,06b,f04_strict_gate_residual,https://rotordb.org/en/projects/zinneke-feder-masui4ever|https://www.vai.be/en/buildings/cultuurinfrastructuur/zinneke|https://vb.nweurope.eu/projects/project-search/fcrbe-facilitating-the-circulation-of-reclaimed-building-elements-in-northwestern-europe/news/on-site-visit-the-zinneke,akteursliste_master.md → actor_registry (actor_registry_031_040) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),true,KEEP,F04; [F04] F04
G04-0051,A06B-node-0144,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6378,stephane_damsin,Akteur,06b,06b_volume_cap_deferred,https://rotordb.org/en/projects/zinneke-feder-masui4ever|https://www.vai.be/en/buildings/cultuurinfrastructuur/zinneke|https://vb.nweurope.eu/projects/project-search/fcrbe-facilitating-the-circulation-of-reclaimed-building-elements-in-northwestern-europe/news/on-site-visit-the-zinneke,akteursliste_master.md → actor_registry (actor_registry_031_040) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://rotordb.org/en/projects/zinneke-feder-masui4ever); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0052,A06B-node-0075,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6407,kim_le_roux,Akteur,06b,06b_volume_cap_deferred,https://lxsy.de|https://www.archdaily.com/1002679/impact-hub-berlin-lxsy-architekten|https://lxsy.de/project/impact-hub-berlin,akteursliste_master.md → actor_registry (actor_registry_041_050) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://lxsy.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0053,A06B-node-0085,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6411,margit_sichrovsky,Akteur,06b,06b_volume_cap_deferred,https://lxsy.de|https://www.archdaily.com/1002679/impact-hub-berlin-lxsy-architekten|https://lxsy.de/project/impact-hub-berlin,akteursliste_master.md → actor_registry (actor_registry_041_050) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://lxsy.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0054,A06B-node-0033,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6421,christine_conix,Akteur,06b,06b_volume_cap_deferred,https://www.conixrdbm.com/project/multi|https://rotordb.org/en/projects/reuse-multi-project|https://rotordb.org/en/projects/architecture-reuse-brussels,akteursliste_master.md → actor_registry (actor_registry_041_050) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.conixrdbm.com/project/multi); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.conixrdbm.com/project/multi); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0055,A06B-node-0070,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6425,julien_choppin,Akteur,06b,06b_volume_cap_deferred,https://encoreheureux.org|https://www.archdaily.com/777426/circular-pavilion-encore-heureux-architects,akteursliste_master.md → actor_registry (actor_registry_041_050) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://encoreheureux.org); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0056,A06B-node-0098,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6443,michael_polisano,Akteur,06b,06b_volume_cap_deferred,https://plparchitecture.com|https://plparchitecture.com/plp-london-hq-is-a-showcase-for-circular-economy-principles,akteursliste_master.md → actor_registry (actor_registry_051_060) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://plparchitecture.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0057,A06B-node-0102,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6446,nicola_delon,Akteur,06b,06b_volume_cap_deferred,https://encoreheureux.org|https://www.archdaily.com/777426/circular-pavilion-encore-heureux-architects,akteursliste_master.md → actor_registry (actor_registry_051_060) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://encoreheureux.org); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0058,A06B-node-0118,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6449,petra_jablonicka,Akteur,06b,06b_volume_cap_deferred,https://urselmanninterior.com|https://urselmanninterior.com/projects/awm-muenster,akteursliste_master.md → actor_registry (actor_registry_051_060) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://urselmanninterior.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0059,A06B-node-0150,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6452,sven_urselmann,Akteur,06b,06b_volume_cap_deferred,https://urselmanninterior.com|https://urselmanninterior.com/projects/awm-muenster,akteursliste_master.md → actor_registry (actor_registry_051_060) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://urselmanninterior.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0060,A06B-node-0166,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6455,wiebke_ahues,Akteur,06b,06b_volume_cap_deferred,https://lxsy.de|https://www.archdaily.com/1002679/impact-hub-berlin-lxsy-architekten|https://lxsy.de/project/impact-hub-berlin,akteursliste_master.md → actor_registry (actor_registry_051_060) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://lxsy.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0061,A06B-node-0037,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6464,corentin_fivet,Akteur,06b,06b_volume_cap_deferred,https://people.epfl.ch/corentin.fivet|https://sxl.epfl.ch|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/projects-details/43252449/101216665/RFCS2027,akteursliste_master.md → actor_registry (actor_registry_051_060) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://people.epfl.ch/corentin.fivet); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0062,A06B-node-0115,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6468,patrick_teuffel,Akteur,06b,06b_volume_cap_deferred,https://cordis.europa.eu/project/id/958200|https://recreate-project.eu/tag/precast-concrete|https://circular-structural-design.eu/en|https://circular-structural-design.eu/en/project/recreate,akteursliste_master.md → actor_registry (actor_registry_051_060) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://cordis.europa.eu/project/id/958200); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0063,A06B-node-0158,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6496,ullrich_dickgiesser,Akteur,06b,06b_volume_cap_deferred,https://www.gruner-reuse.ch|https://www.gruner-reuse.ch/projekt|https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/gruner-ag,akteursliste_master.md → actor_registry (actor_registry_061_070) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.gruner-reuse.ch); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0064,A06B-node-0103,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6500,nicole_daehn,Akteur,06b,06b_volume_cap_deferred,https://www.gruner-reuse.ch|https://www.gruner-reuse.ch/projekt|https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/gruner-ag,akteursliste_master.md → actor_registry (actor_registry_061_070) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.gruner-reuse.ch); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0065,A06B-node-0074,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6512,kevin_straub,Akteur,06b,06b_volume_cap_deferred,https://zirkular.net/en/project/lysp8|https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/pirmin-jung-schweiz-ag|https://www.pirminjung.ch/files/allgemein/220502_PJ_Rueckbau-Wiederverwendung-Holzbauten.pdf,akteursliste_master.md → actor_registry (actor_registry_061_070) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://zirkular.net/en/project/lysp8); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0066,F04-node-0002,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6519,anja_rosen,Akteur,06b,f04_strict_gate_residual,https://urban-mining-index.de,akteursliste_master.md → actor_registry (actor_registry_061_070) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),true,KEEP,F04; [F04] F04
G04-0067,A06B-node-0095,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6537,matthias_kohler,Akteur,06b,06b_volume_cap_deferred,https://ethz.ch/en/news-and-events/eth-news/news/2026/04/students-breathe-new-life-into-old-building-materials.html|https://gramaziokohler.arch.ethz.ch,akteursliste_master.md → actor_registry (actor_registry_071_080) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://ethz.ch/en/news-and-events/eth-news/news/2026/04/students-breathe-new-life-into-old-building-materials.html); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0068,A06B-node-0163,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6552,vanessa_propach,Akteur,06b,06b_volume_cap_deferred,https://labs.aap.cornell.edu/ccl/umar-unit,akteursliste_master.md → actor_registry (actor_registry_071_080) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://labs.aap.cornell.edu/ccl/umar-unit); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0069,A06B-node-0164,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6554,vera_van_maaren,Akteur,06b,06b_volume_cap_deferred,https://circularmaterialsystems.com|https://circularmaterialsystems.com/en/cases|https://c-creators.org,akteursliste_master.md → actor_registry (actor_registry_071_080) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0070,A06B-node-0003,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6585,andrea_kessler,Akteur,06b,06b_volume_cap_deferred,https://morgenbau.at/34-bauteile-ernten-statt-entsorgen|https://v-a-i.at/ausstellungen/re-use/insta_materialnomaden|https://www.materialnomaden.at,akteursliste_master.md → actor_registry (actor_registry_081_090) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://morgenbau.at/34-bauteile-ernten-statt-entsorgen); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN; [P6-05] DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://morgenbau.at/34-bauteile-ernten-statt-entsorgen); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0071,A06B-node-0042,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6590,dominik_campanella,Akteur,06b,06b_volume_cap_deferred,https://www.circularbuildingscoalition.org/blueprint-projects/concular|https://www.cleanenergywire.org/circular-economy-construction-europe|https://concular.de,akteursliste_master.md → actor_registry (actor_registry_081_090) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.circularbuildingscoalition.org/blueprint-projects/concular); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
G04-0072,A06B-node-0083,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6604,marcel_raymaekers,Akteur,06b,06b_volume_cap_deferred,https://rotordb.org/en/projects/unfolding-archives-6-marcel-raymaekers-pioneer-circular-architecture,akteursliste_master.md → actor_registry (actor_registry_081_090) → BELEGT_IN q_actor_* → mig_q4_surface_urls (2026-05-21) → graph source_urls,Source Hunting — mig_q4_surface_urls.cypher,2026-05-21,false,false,06b verified scope (had source_urls pre-patch); 08 OUT OF SCOPE (sourced actor),false,KEEP,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://rotordb.org/en/projects/unfolding-archives-6-marcel-raymaekers-pioneer-circular-architecture); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN
