claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,scope,prior_verdict,prior_claim_id
Q05-agent07-rel-0722,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327762438,la_schadstofffreiheit,nf_schadstoffpruefung,ERFORDERT_NACHWEIS,Schadstofffreiheit -ERFORDERT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-0722
Q05-agent07-rel-1706,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014935,pn_biozid_screening,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,BiozidScreening -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1706
Q05-agent07-rel-1707,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014863,pn_chlorid,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,Chlorid -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1707
Q05-agent07-rel-1708,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014838,pn_pcp_lindan,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,PcpLindan -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1708
Q05-agent07-rel-1709,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014791,pn_schadstoffanalyse,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,Schadstoffanalyse -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1709
Q05-agent07-rel-1710,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014788,pn_schadstoffanalyse_beschichtung,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,SchadstoffanalyseBeschichtung -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1710
Q05-agent07-rel-1711,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014837,pn_schadstoffanalyse_holz,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,SchadstoffanalyseHolz -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1711
Q05-agent07-rel-1712,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014877,pn_schadstoffanalyse_kitt,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,SchadstoffanalyseKitt -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1712
Q05-agent07-rel-1713,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014849,pn_schadstoffanalyse_kleber,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,SchadstoffanalyseKleber -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1713
Q05-agent07-rel-1714,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014908,pn_staubbewertung,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,Staubbewertung -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1714
Q05-agent07-rel-1715,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351014912,pn_staubschutz,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,Staubschutz -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1715
Q05-agent07-rel-1716,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351013490,pr_schadstoffpruefung,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,Schadstoffprüfung (Sammelkategorie) -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1716
Q05-agent07-rel-1717,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153086431351018073,pr_schadstoffscreening,nf_schadstoffpruefung,ERFUELLT_NACHWEIS,Schadstoffscreening -ERFUELLT_NACHWEIS-> Schadstoffpruefung,web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-1717
Q05-agent07-rel-3046,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839390943,bw_ka13_existing_building,rf_schadstoff_frage,TRIGGERS_REGULIERUNGSFRAGE,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-3046
Q05-agent07-rel-3047,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391038,bw_lycee_block_3000,rf_schadstoff_frage,TRIGGERS_REGULIERUNGSFRAGE,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-3047
Q05-agent07-rel-3048,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391039,bw_lycee_block_6000,rf_schadstoff_frage,TRIGGERS_REGULIERUNGSFRAGE,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-3048
Q05-agent07-rel-3049,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391121,bw_multi_brouckere_tower,rf_schadstoff_frage,TRIGGERS_REGULIERUNGSFRAGE,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-3049
Q05-agent07-rel-3050,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839390882,bw_rws_districtskantoor_terneuzen,rf_schadstoff_frage,TRIGGERS_REGULIERUNGSFRAGE,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-3050
Q05-agent07-rel-3051,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839391101,bw_suutarila_community_centre_donor,rf_schadstoff_frage,TRIGGERS_REGULIERUNGSFRAGE,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-3051
Q05-agent07-rel-3052,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839390980,bw_werkhof_moeoeslistrasse,rf_schadstoff_frage,TRIGGERS_REGULIERUNGSFRAGE,"Gebaeude vor 31.10.1993: Asbestverdacht; Informationspflicht ueber Gefahrstoffe vor Bau-, Instandhaltungs- oder Rueckbauarbeiten; risikobezogenes Massnahmenkonzept.",web,https://www.bgbau.de/themen/sicherheit-und-gesundheit/asbest,true,200,PROVEN,belegt,"Seit dem 31. Oktober 1993 besteht in Deutschland ein Herstellungs-, Inverkehrbringens- und Verwendungsverbot für Asbest",RESOURCE,Q05,URL returns 404 Not Found; content exists at bgbau.de/.../asbest/neue-gefahrstoffverordnung (without -2024 suffix). RESOURCE to working URL; underlying GefStoffV-2024 claim is true,B,DEAD_LINK,agent07-rel-3052
Q05-A10-N-009,node,software_qflow,,,Software,Qflow is a construction materials/waste data platform,web,https://qualisflow.com/,true,200,PROVEN,belegt,Qualis Flow — construction materials data platform,FIX_PROPERTY,Q05,entity real but source misattributed; correct URL https://qualisflow.com/,B,UNSUPPORTED,A10-N-009
Q05-A10-N-052,node,prog_foerderprogramm,,,Programm,'Foerderprogramm' is a programme,web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,generic type word miscast as Programm node,B,SCHEMA_VIOLATION,A10-N-052
Q05-A10-N-053,node,prog_forschungsprojekt,,,Programm,'Forschungsprojekt' is a programme,web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,generic type word miscast as Programm node,B,SCHEMA_VIOLATION,A10-N-053
Q05-A10-N-060,node,prog_pilotprojekt,,,Programm,'Pilotprojekt' is a programme,web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,generic type word miscast as Programm node (high fan-in),B,SCHEMA_VIOLATION,A10-N-060
Q05-A10-N-064,node,prog_reallabor,,,Programm,'Reallabor' is a programme,web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,generic type word miscast as Programm node,B,SCHEMA_VIOLATION,A10-N-064
Q05-A10-N-074,node,prog_wettbewerb,,,Programm,'Wettbewerb' is a programme,web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,generic type word miscast as Programm node,B,SCHEMA_VIOLATION,A10-N-074
Q05-A10-R-047,rel,r_software_bim__NUTZT_SOFTWARE__tool_bauteilkatalog,software_bim,tool_bauteilkatalog,NUTZT_SOFTWARE,BIM software uses Bauteilkatalog tool,web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,generic-concept self-wiring; candidate delete/merge,B,SCHEMA_VIOLATION,A10-R-047
Q05-A10-R-048,rel,r_software_bim__NUTZT_SOFTWARE__tool_bim_bauteilkatalog,software_bim,tool_bim_bauteilkatalog,NUTZT_SOFTWARE,BIM software uses BIM/digital Bauteilkatalog tool,web,,false,,SCHEMA_VIOLATION,,,MERGE_DUPLICATE,Q05,generic-concept self-wiring,B,SCHEMA_VIOLATION,A10-R-048
Q05-A10-R-052,rel,r_tool_bauteilkatalog__NUTZT_SOFTWARE__software_bim,tool_bauteilkatalog,software_bim,NUTZT_SOFTWARE,Bauteilkatalog tool uses BIM software,web,,false,,SCHEMA_VIOLATION,,,MERGE_DUPLICATE,Q05,generic-concept self-wiring; bidirectional,B,SCHEMA_VIOLATION,A10-R-052
Q05-A10-R-053,rel,r_tool_bim_bauteilkatalog__NUTZT_SOFTWARE__software_bim,tool_bim_bauteilkatalog,software_bim,NUTZT_SOFTWARE,BIM/digital Bauteilkatalog tool uses BIM software,web,,false,,SCHEMA_VIOLATION,,,MERGE_DUPLICATE,Q05,generic-concept self-wiring; bidirectional,B,SCHEMA_VIOLATION,A10-R-053
Q05-A10-R-056,rel,r_p_berlin_schildow_pilot_house__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_berlin_schildow_pilot_house,prog_pilotprojekt,TEIL_VON_PROGRAMM,Berlin-Schildow pilot house part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-056
Q05-A10-R-057,rel,r_p_big_dig_building_boston__TEIL_VON_PROGRAMM__prog_wettbewerb,p_big_dig_building_boston,prog_wettbewerb,TEIL_VON_PROGRAMM,Big Dig Building part of 'Wettbewerb',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-057
Q05-A10-R-060,rel,r_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot__TEIL_VON_PROGRAMM__prog_forschungsprojekt,p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,prog_forschungsprojekt,TEIL_VON_PROGRAMM,Prinsenhof reuse pilot part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-060
Q05-A10-R-061,rel,r_p_circular_centre_netherlands_prinsenhof_a_reuse_pilot__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,prog_pilotprojekt,TEIL_VON_PROGRAMM,Prinsenhof reuse pilot part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-061
Q05-A10-R-062,rel,r_p_ferme_du_rail_paris__TEIL_VON_PROGRAMM__prog_wettbewerb,p_ferme_du_rail_paris,prog_wettbewerb,TEIL_VON_PROGRAMM,Ferme du Rail part of 'Wettbewerb',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-062
Q05-A10-R-067,rel,r_p_haus_hos_mehrfamilienhaus_muehlhausen__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_haus_hos_mehrfamilienhaus_muehlhausen,prog_pilotprojekt,TEIL_VON_PROGRAMM,Haus HOS part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-067
Q05-A10-R-069,rel,r_p_ka13_kristian_augusts_gate_13_oslo__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_ka13_kristian_augusts_gate_13_oslo,prog_pilotprojekt,TEIL_VON_PROGRAMM,KA13 part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-069
Q05-A10-R-071,rel,r_p_lycee_michel_lucius_conversion_luxembourg__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_lycee_michel_lucius_conversion_luxembourg,prog_pilotprojekt,TEIL_VON_PROGRAMM,Lycée Michel Lucius part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-071
Q05-A10-R-072,rel,r_p_maison_vignette_auderghem__TEIL_VON_PROGRAMM__prog_foerderprogramm,p_maison_vignette_auderghem,prog_foerderprogramm,TEIL_VON_PROGRAMM,Maison Vignette part of 'Foerderprogramm',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-072
Q05-A10-R-073,rel,r_p_mehrow_pilot_house__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_mehrow_pilot_house,prog_pilotprojekt,TEIL_VON_PROGRAMM,Mehrow pilot house part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-073
Q05-A10-R-074,rel,r_p_melkinlaituri_primary_school_daycare_centre_helsinki__TEIL_VON_PROGRAMM__prog_forschungsprojekt,p_melkinlaituri_primary_school_daycare_centre_helsinki,prog_forschungsprojekt,TEIL_VON_PROGRAMM,Melkinlaituri school part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-074
Q05-A10-R-075,rel,r_p_melkinlaituri_primary_school_daycare_centre_helsinki__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_melkinlaituri_primary_school_daycare_centre_helsinki,prog_pilotprojekt,TEIL_VON_PROGRAMM,Melkinlaituri school part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-075
Q05-A10-R-076,rel,r_p_plattenpalast_berlin__TEIL_VON_PROGRAMM__prog_forschungsprojekt,p_plattenpalast_berlin,prog_forschungsprojekt,TEIL_VON_PROGRAMM,Plattenpalast Berlin part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-076
Q05-A10-R-077,rel,r_p_plattenvereinigung_berlin__TEIL_VON_PROGRAMM__prog_forschungsprojekt,p_plattenvereinigung_berlin,prog_forschungsprojekt,TEIL_VON_PROGRAMM,Plattenvereinigung Berlin part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-077
Q05-A10-R-078,rel,r_p_recrete_footbridge_reused_concrete_blocks__TEIL_VON_PROGRAMM__prog_forschungsprojekt,p_recrete_footbridge_reused_concrete_blocks,prog_forschungsprojekt,TEIL_VON_PROGRAMM,Re:Crete footbridge part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-078
Q05-A10-R-079,rel,r_p_recyclinghaus_hannover__TEIL_VON_PROGRAMM__prog_pilotprojekt,p_recyclinghaus_hannover,prog_pilotprojekt,TEIL_VON_PROGRAMM,Recyclinghaus Hannover part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-079
Q05-A10-R-080,rel,r_p_recyclinghaus_hannover__TEIL_VON_PROGRAMM__prog_reallabor,p_recyclinghaus_hannover,prog_reallabor,TEIL_VON_PROGRAMM,Recyclinghaus Hannover part of 'Reallabor',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-080
Q05-A10-R-084,rel,r_p_zinneke_feder_masui4ever_brussels__TEIL_VON_PROGRAMM__prog_foerderprogramm,p_zinneke_feder_masui4ever_brussels,prog_foerderprogramm,TEIL_VON_PROGRAMM,Zinneke part of 'Foerderprogramm',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-084
Q05-A10-R-087,rel,r_prog_recreate__TEIL_VON_PROGRAMM__prog_forschungsprojekt,prog_recreate,prog_forschungsprojekt,TEIL_VON_PROGRAMM,ReCreate is part of 'Forschungsprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-087
Q05-A10-R-088,rel,r_prog_recreate__TEIL_VON_PROGRAMM__prog_pilotprojekt,prog_recreate,prog_pilotprojekt,TEIL_VON_PROGRAMM,ReCreate is part of 'Pilotprojekt',web,,false,,SCHEMA_VIOLATION,,,ESCALATE_HUMAN,Q05,edge to non-entity programme,B,SCHEMA_VIOLATION,A10-R-088
Q05-A12-rel-0001,rel,r_stadt_zuerich__HAT_AKTEURROLLE__ar_bauherr_auftraggeber,stadt_zuerich,ar_bauherr_auftraggeber,HAT_AKTEURROLLE,Stadt node Zürich is assigned actor role Bauherr_Auftraggeber,web,get-schema domain rule: HAT_AKTEURROLLE domain = Akteur/Software,false,,SCHEMA_VIOLATION,hoch,,ESCALATE_HUMAN,Q05,re-point to Akteur stadt_zuerich_amt_hochbauten or remove; city-as-actor domain mismatch,B,SCHEMA_VIOLATION,A12-rel-0001
Q05-A12-rel-0002,rel,r_stadt_zuerich__HAT_AKTEURROLLE__ar_oeffentliche_hand_foerderung,stadt_zuerich,ar_oeffentliche_hand_foerderung,HAT_AKTEURROLLE,Stadt node Zürich is assigned actor role Oeffentliche_Hand_Foerderung,web,get-schema domain rule: HAT_AKTEURROLLE domain = Akteur/Software,false,,SCHEMA_VIOLATION,hoch,,ESCALATE_HUMAN,Q05,re-point to Akteur stadt_zuerich_amt_hochbauten or remove,B,SCHEMA_VIOLATION,A12-rel-0002
