claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,scope,prior_verdict,prior_claim_id
P604-A06B-node-0047,node,fabian_sauser,fabian_sauser,,Akteur,Fabian Sauser carries first-party/authoritative source_urls on graph,web,https://openhouse-zuerich.org/orte/kindergarten-moeoeslistrasse,true,200,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://openhouse-zuerich.org/orte/kindergarten-moeoeslistrasse); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0047
P604-A06B-node-0048,node,fabio_gramazio,fabio_gramazio,,Akteur,Fabio Gramazio carries first-party/authoritative source_urls on graph,web,https://ethz.ch/en/news-and-events/eth-news/news/2026/04/students-breathe-new-life-into-old-building-materials.html,true,200,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://ethz.ch/en/news-and-events/eth-news/news/2026/04/students-breathe-new-life-into-old-building-materials.html); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0048
P604-A06B-node-0051,node,frederic_denise,frederic_denise,,Akteur,Frédéric Denise carries first-party/authoritative source_urls on graph,web,https://www.bellastock.com/projets/resilience,true,403,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.bellastock.com/projets/resilience); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0051
P604-A06B-node-0052,node,gebruiktebouwmaterialen,gebruiktebouwmaterialen,,Akteur,Gebruiktebouwmaterialen carries first-party/authoritative source_urls on graph,web,https://gebruiktebouwmaterialen.com/,true,200,PROVEN,belegt,var locale = 'nl\u002dnl'; var base_url = 'https\u003a\u002f\u002fgebruiktebouwmaterialen.com\u002f'; var require = { 'baseurl': 'https\u003a\u002f\u0,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://gebruiktebouwmaterialen.com/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0052
P604-A06B-node-0054,node,georg_hubmann,georg_hubmann,,Akteur,Georg Hubmann carries first-party/authoritative source_urls on graph,web,https://circularmaterialsystems.com,true,200,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0054
P604-A06B-node-0055,node,ggzatwork_laden2_bauteile_zug,ggzatwork_laden2_bauteile_zug,,Akteur,GGZ@WORK Laden 2 Bauteile Zug carries first-party/authoritative source_urls on graph,web,https://ggzatwork.ch/gaeste/laden2/laden-2-bauteile,true,200,PROVEN,belegt,"(function (w, d, s, l, i) { w[l] = w[l] || []; w[l].push({'gtm.start': new date().gettime(), event: 'gtm.js'}); var f = d.getelementsbytagname(s)[0], ",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://ggzatwork.ch/gaeste/laden2/laden-2-bauteile); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0055
P604-A06B-node-0056,node,gian_trachsler,gian_trachsler,,Akteur,Gian Trachsler carries first-party/authoritative source_urls on graph,web,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/scharenmoosstrasse,true,200,PROVEN,belegt,"scharenmoosstrasse - cirkla img:is([sizes=""auto"" i], [sizes^=""auto,"" i]) { contain-intrinsic-size: 3000px 1500px } {""@context"":""https://schema.org"",""@",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/projets/scharenmoosstrasse); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0056
P604-A06B-node-0058,node,guido_brandi,guido_brandi,,Akteur,Guido Brandi carries first-party/authoritative source_urls on graph,web,https://www.zhaw.ch/en/archbau/institutes-centres/iik/research/reuse-in-construction,true,404,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zhaw.ch/en/archbau/institutes-centres/iik/research/reuse-in-construction); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0058
P604-A06B-node-0059,node,gxn,gxn,,Akteur,GXN carries first-party/authoritative source_urls on graph,web,https://gxn.3xn.com/wp-content/uploads/sites/4/2019/02/CircleHouse_ENG_2018.pdf,true,200,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://gxn.3xn.com/wp-content/uploads/sites/4/2019/02/CircleHouse_ENG_2018.pdf); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0059
P604-A06B-node-0060,node,hans_hammink,hans_hammink,,Akteur,Hans Hammink carries first-party/authoritative source_urls on graph,web,https://circularmaterialsystems.com/en/case/03_en_pavilion-circl,true,200,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://circularmaterialsystems.com/en/case/03_en_pavilion-circl); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0060
P604-A06B-node-0063,node,hiltbrunner_reuse_riedtwil_wiederverwendung,hiltbrunner_reuse_riedtwil_wiederverwendung,,Akteur,ReUse Recycling Center Riedtwil / wiederverwendung.ch carries first-party/authoritative source_urls on graph,web,https://www.wiederverwendung.ch/,true,200,PROVEN,belegt,gebrauchtwaren in der schweiz: reuse recycling center - wiederverwendung #left{width:250px;right:250px}#container{padding-left:250px} wiederverwendung,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.wiederverwendung.ch/); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0063
P604-A06B-node-0064,node,hugo_topalov,hugo_topalov,,Akteur,Hugo Topalov carries first-party/authoritative source_urls on graph,web,https://vb.nweurope.eu/projects/project-search/fcrbe-facilitating-the-circulation-of-reclaimed-building-elements-in-northwestern-europe,true,200,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://vb.nweurope.eu/projects/project-search/fcrbe-facilitating-the-circulation-of-reclaimed-building-elements-in-northwestern-europe); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0064
P604-A06B-node-0065,node,jan_haerens,jan_haerens,,Akteur,Jan Haerens carries first-party/authoritative source_urls on graph,web,https://rotordb.org/en/projects/zinneke-feder-masui4ever,true,200,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://rotordb.org/en/projects/zinneke-feder-masui4ever); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0065
P604-A06B-node-0068,node,julia_krafft,julia_krafft,,Akteur,Julia Krafft carries first-party/authoritative source_urls on graph,web,https://www.zirkulaar.de,true,200,PROVEN,belegt,"zirkulaar architektur - nachhaltig by design {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""breadcrumblist"",""@id"":""https:\/\/zirkulaar.de\/#br",KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://www.zirkulaar.de); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0068
P604-A06B-node-0069,node,julia_turpin,julia_turpin,,Akteur,Julia Turpin carries first-party/authoritative source_urls on graph,web,https://grandhuit.eu/projet/ferme-du-rail,true,200,UNVERIFIABLE,,,KEEP,P6-04,DEFERRED (volume cap): not re-fetched in 06b; graph carries first-party source (https://grandhuit.eu/projet/ferme-du-rail); coverage=source_present_unverified; recommend spot-fetch before relying on as PROVEN,B,UNVERIFIABLE,A06B-node-0069
P604-A10-N-058,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:533,prog_mas_dfab,,Programm,MAS DFAB ETH (Gramazio Kohler) circular-construction programme,web,https://gramaziokohler.arch.ethz.ch/,true,200,PROVEN,belegt,Coordinator and tutor of the MAS ETH Architecture and Digital Fabrication,FIX_PROPERTY,P6-04,Prior cited ETH news was De Wolf course; GKR homepage confirms MAS DFAB programme,C,PARTIAL,A10-N-058
