delta_action,pass_scope,claim_id,claim_kind,graph_element_id,from_id,to_id,rel_type_or_label,prior_verdict,new_verdict,reason,notes
REMOVE,Q1,agent07-rel-0328,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327759348,bt_fassadenmodul_mauerwerk,nf_materialpruefung,ERFORDERT_NACHWEIS,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q2,09-aus_spender-0061,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897068,bg_holz_mehrere_impact_gallery,bw_berlin_fitout_donor_sources,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0062,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897069,bg_holz_mehrere_impact_offcuts_phone_booths,bw_berlin_fitout_donor_sources,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0065,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897153,bg_holz_mehrere_recyclinghaus_messebauplatten_innenausbau,bw_messebau_lager_hannover,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0070,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896965,bg_holz_tuer_chiro_external,bw_chiro_itterbeek_reuse_supply_network,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0075,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896967,bg_keramik_boden_chiro_tiles,bw_chiro_itterbeek_reuse_supply_network,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0084,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896976,bg_keramik_wand_chiro_tiles,bw_chiro_itterbeek_reuse_supply_network,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0087,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897066,bg_mdf_ausbau_impact_red_mdf_reception,bw_berlin_fitout_donor_sources,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0088,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897063,bg_mdf_mehrere_impact_black_mdf_panels,bw_berlin_fitout_donor_sources,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0098,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897207,bg_mehrere_fenster_zinneke_feder_masui4ever_brussels_fensterrahmen,bw_unbekannte_donor_buildings_zinneke_material_lots,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0110,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897064,bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary,bw_berlin_fitout_donor_sources,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0116,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897107,bg_mehrere_mehrere_maison_des_canaux_doors,bw_maison_des_canaux_unspecified_donors,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0117,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897106,bg_mehrere_mehrere_maison_des_canaux_fixed_builtins,bw_maison_des_canaux_unspecified_donors,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0118,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897108,bg_mehrere_mehrere_maison_des_canaux_floor_wall_finishes,bw_maison_des_canaux_unspecified_donors,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0119,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897109,bg_mehrere_mehrere_maison_des_canaux_sanitary_parts,bw_maison_des_canaux_unspecified_donors,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0137,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896970,bg_mehrere_technik_chiro_sanitary_fixtures,bw_chiro_itterbeek_reuse_supply_network,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0155,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897012,bg_naturstein_boden_ferme_slabs_fill,bw_paris_regional_donor_sources_ferme_du_rail,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0158,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897011,bg_naturstein_mehrere_ferme_granite_kerbstones_retaining_wall,bw_paris_regional_donor_sources_ferme_du_rail,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0173,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896971,bg_stahl_mehrere_chiro_u_lintels,bw_chiro_itterbeek_reuse_supply_network,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0184,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897062,bg_stahl_mehrere_holbein_structural,bw_holbein_grosvenor_donor_projects,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0204,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897183,bg_stahl_traeger_timber_square,bw_externe_stahl_donor_stockholder,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0205,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897210,bg_stahl_traeger_zinneke_feder_stuerze,bw_unbekannte_donor_buildings_zinneke_material_lots,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0209,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896952,bg_stahlbeton_decke_broethen_p2_deckenplatten,bw_p2_massenwohnungsbau_donor_unknown,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0216,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897037,bg_stahlbeton_mehrere_groeditz_wbs70_precast_panels,bw_wbs70_donor_groeditz,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0227,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896953,bg_stahlbeton_wand_broethen_p2_wandplatten,bw_p2_massenwohnungsbau_donor_unknown,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0230,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897065,bg_textil_mehrere_impact_recycled_felt_panels,bw_berlin_fitout_donor_sources,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0232,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896968,bg_unbekannt_technik_chiro_luminaires,bw_chiro_itterbeek_reuse_supply_network,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0233,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896986,bg_unbekannt_technik_circular_pavilion_lights,bw_paris_material_sources_circular_pavilion,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0234,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896969,bg_ziegel_dach_chiro_tiles,bw_chiro_itterbeek_reuse_supply_network,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0236,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885896966,bg_ziegel_mehrere_chiro_facade,bw_chiro_itterbeek_reuse_supply_network,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0237,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897018,bg_ziegel_mehrere_gjg_curved_shell,bw_unknown_brick_donor_sources_gjg,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0238,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897067,bg_ziegel_mehrere_impact_reception,bw_berlin_fitout_donor_sources,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0239,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897097,bg_ziegel_mehrere_lo_reninge_facade,bw_lo_reninge_reuse_brick_source,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0240,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897111,bg_ziegel_mehrere_maison_dna_outer_walls,bw_maison_dna_unknown_brick_donor,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-aus_spender-0243,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153089729885897205,bg_ziegel_mehrere_resource_rows_ziegelfassade,bw_donor_gebaudegruppe_resource_rows_mauerwerk,AUS_SPENDER,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0878,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862645962,p_broethen_twin_house_hoyerswerda,bw_p2_massenwohnungsbau_donor_unknown,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0880,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862645971,p_cascadeup_london_secondary_timber_glulam_demonstrator,bw_unknown_demolition_wood_streams,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0881,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646002,p_chiro_d_itterbeek_dilbeek,bw_chiro_itterbeek_reuse_supply_network,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0889,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646069,p_circular_pavilion_paris,bw_paris_material_sources_circular_pavilion,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0900,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646147,p_ferme_du_rail_paris,bw_paris_regional_donor_sources_ferme_du_rail,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0902,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646169,p_gjg_house_gentbrugge,bw_unknown_brick_donor_sources_gjg,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0916,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646362,p_holbein_gardens_london,bw_holbein_grosvenor_donor_projects,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0920,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155339330676331650,p_impact_hub_berlin_crclr_fitout,bw_berlin_fitout_donor_sources,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0950,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646576,p_lo_reninge_town_hall_facade,bw_lo_reninge_reuse_brick_source,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0962,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646606,p_maison_des_canaux_paris,bw_maison_des_canaux_unspecified_donors,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0964,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646616,p_maison_dna_asse,bw_maison_dna_unknown_brick_donor,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0992,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646758,p_recrete_footbridge_reused_concrete_blocks,bw_unbekanntes_transformationsgebaeude_kellerwaende,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-0995,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646766,p_recyclinghaus_hannover,bw_messebau_lager_hannover,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,09-hat_bauwerk-1013,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646951,p_timber_square_london,bw_externe_stahl_donor_stockholder,HAT_BAUWERK,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0001,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5253,bw_berlin_fitout_donor_sources,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0002,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4852,bw_chiro_itterbeek_reuse_supply_network,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0003,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5683,bw_donor_gebaudegruppe_resource_rows_mauerwerk,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0004,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5802,bw_externe_stahl_donor_stockholder,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0005,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5212,bw_holbein_grosvenor_donor_projects,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0006,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5428,bw_lo_reninge_reuse_brick_source,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0007,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5456,bw_maison_des_canaux_unspecified_donors,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0008,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5466,bw_maison_dna_unknown_brick_donor,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0009,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5619,bw_messebau_lager_hannover,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0010,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4812,bw_p2_massenwohnungsbau_donor_unknown,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0011,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4919,bw_paris_material_sources_circular_pavilion,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0012,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4997,bw_paris_regional_donor_sources_ferme_du_rail,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0013,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5955,bw_unbekannte_donor_buildings_zinneke_material_lots,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0014,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5608,bw_unbekanntes_transformationsgebaeude_kellerwaende,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0015,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5019,bw_unknown_brick_donor_sources_gjg,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0016,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4821,bw_unknown_demolition_wood_streams,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP09-n-0017,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:27,bw_wbs70_donor_groeditz,,Materialdepot,MISSING_EVIDENCE,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,A10-R-091,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153057844048696412,bw_holbein_grosvenor_donor_projects,grosvenor,BETRIEBEN_VON,PARTIAL,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q1,EP02-rel-00562,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153024858699862970,stadt_zuerich,at_oeffentliche_institution,HAT_AKTEURTYP,SCHEMA_VIOLATION,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q1,EP08-n-0455,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1507,,,Bauteiltyp,SCHEMA_VIOLATION,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q1,EP08-n-0456,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1524,,,Bauteiltyp,SCHEMA_VIOLATION,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q1,EP08-n-0460,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1497,,,Bauteiltyp,SCHEMA_VIOLATION,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q1,EP08-n-0461,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1470,,,Bauteiltyp,SCHEMA_VIOLATION,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q1,EP08-n-0462,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1516,,,Bauteiltyp,SCHEMA_VIOLATION,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q1,EP08-n-0469,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1498,,,Bauteiltyp,SCHEMA_VIOLATION,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q1,EP08-n-0806,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1496,,,Material,SCHEMA_VIOLATION,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q1,EP08-n-0822,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1469,,,Material,SCHEMA_VIOLATION,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q1
REMOVE,Q2,EP02-rel-00705,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029893,bw_berlin_fitout_donor_sources,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00730,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029492,bw_chiro_itterbeek_reuse_supply_network,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00731,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919851196198949269,bw_chiro_itterbeek_reuse_supply_network,bor_zwischenlager,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00748,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030323,bw_donor_gebaudegruppe_resource_rows_mauerwerk,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00767,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030442,bw_externe_stahl_donor_stockholder,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00789,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029852,bw_holbein_grosvenor_donor_projects,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00806,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030068,bw_lo_reninge_reuse_brick_source,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00820,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030096,bw_maison_des_canaux_unspecified_donors,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00822,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030106,bw_maison_dna_unknown_brick_donor,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00829,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030259,bw_messebau_lager_hannover,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00839,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919851196198949265,bw_p2_massenwohnungsbau_donor_unknown,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00842,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029559,bw_paris_material_sources_circular_pavilion,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00843,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917599396385264019,bw_paris_material_sources_circular_pavilion,bor_referenzobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00844,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351029637,bw_paris_regional_donor_sources_ferme_du_rail,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
REMOVE,Q2,EP02-rel-00892,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152991873351030595,bw_unbekannte_donor_buildings_zinneke_material_lots,bor_donorobjekt,HAT_BAUOBJEKTROLLE,PROVEN,REMOVED,element absent from live mit-bestand graph after quality pass,P6-05 stale row; classified Q2
