claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict_before,verdict_after,confidence,proof_quote,proposed_action,patch_op,agent_id,notes,coverage_level,graph_element_id
Q04-0050,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607085,materialenbank_leuven_atelier_circuler,bt_fenster,HAT_BAUTEILTYP,materialenbank_leuven_atelier_circuler -HAT_BAUTEILTYP-> Fenster,web,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Fenster; actor_hits=4,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607085
Q04-0051,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292333,materialenbank_leuven_atelier_circuler,bt_tuer,HAT_BAUTEILTYP,materialenbank_leuven_atelier_circuler -HAT_BAUTEILTYP-> Tuer,web,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,true,200,PARTIAL,PROVEN,belegt,"Downloaden Thomas Van Oppens schepen van klimaat & duurzaamheid, financiën, afvalbeleid en digitalisering van de stad Leuven thomas.vanoppens@leuven.be 0494 94 01 67 016 27 41 70 August Smessaert coördinator Materialenbank august@ateliercirculer.be Eva Soetaert co-manager Atelier Circuler eva@ateliercirculer.be 0469 14 28 03 Lieve Van Espen Beleidsadviseur circulaire economie Lieve.VanEspen@leuven.be 016 27 23 48 Share Download assets Persberichten in je mailbox E-mailadres Inschrijven Door op """,UPGRADE,set_rel_properties,Q04,"strict gate pass; class=['door'] actor=['leuven', 'materialenbank']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292333
Q04-0052,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827162,new_horizon_urban_mining,bt_boden,HAT_BAUTEILTYP,new_horizon_urban_mining -HAT_BAUTEILTYP-> Boden,web,https://www.circonl.nl/case/urban-mining-new-horizon/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Boden; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827162
Q04-0053,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141914,new_horizon_urban_mining,bt_fenster,HAT_BAUTEILTYP,new_horizon_urban_mining -HAT_BAUTEILTYP-> Fenster,web,https://www.circonl.nl/case/urban-mining-new-horizon/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Fenster; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141914
Q04-0054,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512410,new_horizon_urban_mining,bt_wand,HAT_BAUTEILTYP,new_horizon_urban_mining -HAT_BAUTEILTYP-> Wand,web,https://www.circonl.nl/case/urban-mining-new-horizon/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Wand; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512410
Q04-0055,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259333,opalis,bt_ausbau,HAT_BAUTEILTYP,opalis -HAT_BAUTEILTYP-> Ausbau,web,https://opalis.eu/en/documentation,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Ausbau; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259333
Q04-0056,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629833093,opalis,bt_boden,HAT_BAUTEILTYP,opalis -HAT_BAUTEILTYP-> Boden,web,https://opalis.eu/en/documentation,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Boden; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629833093
Q04-0057,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518341,opalis,bt_dach,HAT_BAUTEILTYP,opalis -HAT_BAUTEILTYP-> Dach,web,https://opalis.eu/en/documentation,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Dach; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518341
Q04-0058,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139315077,opalis,bt_daemmung,HAT_BAUTEILTYP,opalis -HAT_BAUTEILTYP-> Daemmung,web,https://opalis.eu/en/documentation,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Daemmung; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139315077
Q04-0059,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325629829,opalis,bt_fassade,HAT_BAUTEILTYP,opalis -HAT_BAUTEILTYP-> Fassade,web,https://opalis.eu/en/documentation,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Fassade; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325629829
Q04-0060,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888837,opalis,bt_fenster,HAT_BAUTEILTYP,opalis -HAT_BAUTEILTYP-> Fenster,web,https://opalis.eu/en/documentation,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Fenster; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888837
Q04-0061,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574085,opalis,bt_technik,HAT_BAUTEILTYP,opalis -HAT_BAUTEILTYP-> Technik,web,https://opalis.eu/en/documentation,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Technik; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574085
Q04-0062,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147845,opalis,bt_traeger,HAT_BAUTEILTYP,opalis -HAT_BAUTEILTYP-> Traeger,web,https://opalis.eu/en/documentation,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Traeger; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147845
Q04-0063,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203589,opalis,bt_tuer,HAT_BAUTEILTYP,opalis -HAT_BAUTEILTYP-> Tuer,web,https://opalis.eu/en/documentation,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Tuer; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203589
Q04-0064,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511944581,opalis,bt_wand,HAT_BAUTEILTYP,opalis -HAT_BAUTEILTYP-> Wand,web,https://opalis.eu/en/documentation,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Wand; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511944581
Q04-0065,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236591,r_place,bt_decke,HAT_BAUTEILTYP,r_place -HAT_BAUTEILTYP-> Decke,web,https://r-place.fr/,true,200,PARTIAL,PARTIAL,niedrig,Rechercher Rechercher : Rechercher Filtrer par commune ou par chantier : ARLES (13) CDB (34) Clermont l’Hérault (34) Déstockage Perpignan (66) Déstockage surplus neufs Hérault (34) GA11 (11) HBTP (34) MÈZE (34) MONTPELLIER Parc 2000 (34) SG (34) Sigean (11) VILLA BÉZIERS (34) Albi (81) Alès (30) Arl,DOWNGRADE,set_rel_properties,Q04,"classification present (['plafond', 'dalles']) but no strict verbatim edge quote",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236591
Q04-0066,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551343,r_place,bt_wand,HAT_BAUTEILTYP,r_place -HAT_BAUTEILTYP-> Wand,web,https://r-place.fr/,true,200,PARTIAL,PARTIAL,niedrig,Rechercher Rechercher : Rechercher Filtrer par commune ou par chantier : ARLES (13) CDB (34) Clermont l’Hérault (34) Déstockage Perpignan (66) Déstockage surplus neufs Hérault (34) GA11 (11) HBTP (34) MÈZE (34) MONTPELLIER Parc 2000 (34) SG (34) Sigean (11) VILLA BÉZIERS (34) Albi (81) Alès (30) Arl,DOWNGRADE,set_rel_properties,Q04,"classification present (['cloison', 'cloisons']) but no strict verbatim edge quote",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551343
Q04-0067,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518340,rotordc,bt_wand,HAT_BAUTEILTYP,rotordc -HAT_BAUTEILTYP-> Wand,web,https://rotordc.com/blog/salvaging-by-rotordc-3/generale-banks-hq-brussels-72,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Wand; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518340
Q04-0068,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921845,salvoweb,bt_dach,HAT_BAUTEILTYP,salvoweb -HAT_BAUTEILTYP-> Dach,web,https://www.salvoweb.com/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Dach; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921845
Q04-0069,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866101,salvoweb,bt_fenster,HAT_BAUTEILTYP,salvoweb -HAT_BAUTEILTYP-> Fenster,web,https://www.salvoweb.com/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Fenster; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866101
Q04-0070,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236597,salvoweb,bt_technik,HAT_BAUTEILTYP,salvoweb -HAT_BAUTEILTYP-> Technik,web,https://www.salvoweb.com/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Technik; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236597
Q04-0071,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180853,salvoweb,bt_tuer,HAT_BAUTEILTYP,salvoweb -HAT_BAUTEILTYP-> Tuer,web,https://www.salvoweb.com/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Tuer; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816180853
Q04-0072,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921847,skop_marketplace,bt_fenster,HAT_BAUTEILTYP,skop_marketplace -HAT_BAUTEILTYP-> Fenster,web,https://www.skop.app/marketplace-materiaux-reemploi,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Fenster; actor_hits=2,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921847
Q04-0073,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866103,skop_marketplace,bt_wand,HAT_BAUTEILTYP,skop_marketplace -HAT_BAUTEILTYP-> Wand,web,https://marketplace.skop.app/,true,200,PARTIAL,PROVEN,belegt,"Voir toutes les boutiques BATISHOP LES BATINEURS Matériaux de réemploi et équipements professionnels Matériaux de réemploi : Bois d'œuvre, menuiseries intérieures et extérieures, sanitaires, isolant, revêtements sols et murs, couverture, quincaillerie, outillage, ...",UPGRADE,set_rel_properties,Q04,"strict gate pass; class=['murs'] actor=['skop', 'marketplace']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866103
Q04-0074,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629831822,software_concular,bt_boden,HAT_BAUTEILTYP,software_concular -HAT_BAUTEILTYP-> Boden,web,https://restado.de/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Boden; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629831822
Q04-0075,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816146574,software_concular,bt_fenster,HAT_BAUTEILTYP,software_concular -HAT_BAUTEILTYP-> Fenster,web,https://restado.de/,true,200,PARTIAL,PROVEN,belegt,Unterstütze uns auf Social Media Baustoff kostenlos einstellen Sicher bezahlen Baustoffe nach Region Berlin Hamburg München Köln Frankfurt Stuttgart Düsseldorf Dortmund Essen Leipzig Bremen Dresden Hannover Mannheim Weitere beliebte Städte Kategorien Türen & Zargen Fenster Fliesen & Steine Dach Haustechnik & Sanitär Rohbau Fassade Innenausbau Garten & Freianlagen Werkzeuge & Maschinen Alle Baustoff-Kategorien Ausgewählte Baustoffe Händlerverzeichnis Hilfethemen Händler werden Baustoff verkaufen ,UPGRADE,set_rel_properties,Q04,strict gate pass; class=['fenster'] actor=['concular'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816146574
Q04-0076,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629832257,symmetrys,bt_stuetze,HAT_BAUTEILTYP,symmetrys -HAT_BAUTEILTYP-> Stuetze,web,https://symmetrys.com/about-us/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Stuetze; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629832257
Q04-0077,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147009,symmetrys,bt_traeger,HAT_BAUTEILTYP,symmetrys -HAT_BAUTEILTYP-> Traeger,web,https://symmetrys.com/about-us/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Traeger; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147009
Q04-0078,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917143,syphon_ag_bauteilboerse_biel_bruegg,bt_boden,HAT_BAUTEILTYP,syphon_ag_bauteilboerse_biel_bruegg -HAT_BAUTEILTYP-> Boden,web,https://www.syphon.ch/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Boden; actor_hits=2,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070917143
Q04-0079,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629832375,tool_hts_stockmatcher,bt_stuetze,HAT_BAUTEILTYP,tool_hts_stockmatcher -HAT_BAUTEILTYP-> Stuetze,dossier+logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,MISSING_EVIDENCE,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,no candidate HTTP URL,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629832375
Q04-0080,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147127,tool_hts_stockmatcher,bt_traeger,HAT_BAUTEILTYP,tool_hts_stockmatcher -HAT_BAUTEILTYP-> Traeger,dossier+logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,MISSING_EVIDENCE,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,no candidate HTTP URL,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147127
Q04-0081,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292346,useagain_bauteilclick,bt_dach,HAT_BAUTEILTYP,useagain_bauteilclick -HAT_BAUTEILTYP-> Dach,web,https://www.useagain.ch/de/,true,200,PARTIAL,PARTIAL,niedrig,useagain: Plattform für Bauteil-Wiederverwendung Zum Hauptinhalt springen Zur Suche springen Zur Hauptnavigation springen Suchen Konto weiter einkaufen Übersicht Profil Suchalarm Merkzettel Abmelden Einloggen Merkzettel Warenkorb Kaufen eBKP-H Kategorien Händler Tools Abo Preise Über uns Ausbau Türe,DOWNGRADE,set_rel_properties,Q04,classification present (['dach']) but no strict verbatim edge quote,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292346
Q04-0082,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511977594,useagain_bauteilclick,bt_daemmung,HAT_BAUTEILTYP,useagain_bauteilclick -HAT_BAUTEILTYP-> Daemmung,web,https://www.useagain.ch/de/,true,200,PARTIAL,PARTIAL,niedrig,useagain: Plattform für Bauteil-Wiederverwendung Zum Hauptinhalt springen Zur Suche springen Zur Hauptnavigation springen Suchen Konto weiter einkaufen Übersicht Profil Suchalarm Merkzettel Abmelden Einloggen Merkzettel Warenkorb Kaufen eBKP-H Kategorien Händler Tools Abo Preise Über uns Ausbau Türe,DOWNGRADE,set_rel_properties,Q04,classification present (['dammung']) but no strict verbatim edge quote,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511977594
Q04-0083,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1177758372766718586,useagain_bauteilclick,bt_decke,HAT_BAUTEILTYP,useagain_bauteilclick -HAT_BAUTEILTYP-> Decke,web,https://www.useagain.ch/de/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Decke; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1177758372766718586
Q04-0084,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325662842,useagain_bauteilclick,bt_stuetze,HAT_BAUTEILTYP,useagain_bauteilclick -HAT_BAUTEILTYP-> Stuetze,web,https://library-of-reuse.ch/pioneers/useagain,true,200,PARTIAL,PROVEN,belegt,"Additional support The platform offers support, training and advice, particularly to suppliers, and provides information on large-scale orders, renovation projects and remaining stock.",UPGRADE,set_rel_properties,Q04,strict gate pass; class=['support'] actor=['useagain'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325662842
Q04-0085,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139348090,useagain_bauteilclick,bt_wand,HAT_BAUTEILTYP,useagain_bauteilclick -HAT_BAUTEILTYP-> Wand,web,https://www.useagain.ch/de/,true,200,PARTIAL,PARTIAL,niedrig,useagain: Plattform für Bauteil-Wiederverwendung Zum Hauptinhalt springen Zur Suche springen Zur Hauptnavigation springen Suchen Konto weiter einkaufen Übersicht Profil Suchalarm Merkzettel Abmelden Einloggen Merkzettel Warenkorb Kaufen eBKP-H Kategorien Händler Tools Abo Preise Über uns Ausbau Türe,DOWNGRADE,set_rel_properties,Q04,classification present (['wand']) but no strict verbatim edge quote,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139348090
Q04-0086,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399389,articonnex,mat_daemmstoff,NUTZT_MATERIAL,articonnex -NUTZT_MATERIAL-> Daemmstoff,web,https://articonnex.com/,true,200,PARTIAL,PARTIAL,niedrig,Ouvert Fermeture à 18:00 Fermé Ouverture à 10:00 Lundi 10h-18h Mardi 10h-18h Mercredi 10h-18h Jeudi 10h-18h Vendredi 10h-18h Samedi Fermé Dimanche Fermé 02 90 73 84 43 vannes@articonnex.com Menu Fermer Matériaux anti-gaspi au meilleur prix Bois sur mesure Aide et contact Favoris Mon compte 0 Panier ,DOWNGRADE,set_rel_properties,Q04,classification present (['isolant']) but no strict verbatim edge quote,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399389
Q04-0087,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769886,backacia,mat_daemmstoff,NUTZT_MATERIAL,backacia -NUTZT_MATERIAL-> Daemmstoff,web,https://opalis.eu/fr/fournisseurs/backacia,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Daemmstoff; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769886
Q04-0088,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399390,backacia,mat_glas,NUTZT_MATERIAL,backacia -NUTZT_MATERIAL-> Glas,web,https://backacia.com/,true,200,PARTIAL,PROVEN,belegt,"Nos produits dans Cloisons et Doublages Tout Vue rapide Disponible du 18/05/2026 au 02/10/2027 Bloc-porte 93x203cm 75017 Paris, France Quantité : 4 U 95,00€ HT/U icon-X ""Fermer (Esc)"" Vue rapide Disponible du 18/05/2026 au 02/10/2027 Bloc-porte tiercé 75017 Paris, France Quantité : 1 U 135,00€ HT/U icon-X ""Fermer (Esc)"" Vue rapide Disponible du 13/07/2026 au 30/09/2026 Ensemble vitrage trempé sans ossature 94250 Gentilly, France Quantité : 66 ml 30,00€ HT/ml icon-X ""Fermer (Esc)"" Vue rapide Disp",UPGRADE,set_rel_properties,Q04,strict gate pass; class=['vitrage'] actor=['backacia'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399390
Q04-0089,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399391,baticycle,mat_glas,NUTZT_MATERIAL,baticycle -NUTZT_MATERIAL-> Glas,web,https://baticycle.fr/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Glas; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399391
Q04-0090,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769887,baticycle,mat_stahl,NUTZT_MATERIAL,baticycle -NUTZT_MATERIAL-> Stahl,web,https://baticycle.fr/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Stahl; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769887
Q04-0091,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399393,batrecup,mat_glas,NUTZT_MATERIAL,batrecup -NUTZT_MATERIAL-> Glas,web,https://www.batrecup.com/batrecup-lappli-cest-parti,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Glas; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399393
Q04-0092,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769378028,baumatpool_ch,mat_glas,NUTZT_MATERIAL,baumatpool_ch -NUTZT_MATERIAL-> Glas,web,https://www.baumatpool.ch/de/content/faq/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Glas; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769378028
Q04-0093,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583063276,baumatpool_ch,mat_holz,NUTZT_MATERIAL,baumatpool_ch -NUTZT_MATERIAL-> Holz,web,https://www.baumatpool.ch/de/content/faq/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Holz; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583063276
Q04-0094,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396748524,baumatpool_ch,mat_keramik,NUTZT_MATERIAL,baumatpool_ch -NUTZT_MATERIAL-> Keramik,web,https://www.baumatpool.ch/de/content/faq/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Keramik; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396748524
Q04-0095,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210433772,baumatpool_ch,mat_stahl,NUTZT_MATERIAL,baumatpool_ch -NUTZT_MATERIAL-> Stahl,web,https://www.baumatpool.ch/de/content/faq/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Stahl; actor_hits=1,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210433772
Q04-0096,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769394705,bauteilboerse_basel_overall,mat_glas,NUTZT_MATERIAL,bauteilboerse_basel_overall -NUTZT_MATERIAL-> Glas,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Glas; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769394705
Q04-0097,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583079953,bauteilboerse_basel_overall,mat_keramik,NUTZT_MATERIAL,bauteilboerse_basel_overall -NUTZT_MATERIAL-> Keramik,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Keramik; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583079953
Q04-0098,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024135697,bauteilboerse_basel_overall,mat_kunststoff,NUTZT_MATERIAL,bauteilboerse_basel_overall -NUTZT_MATERIAL-> Kunststoff,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,UNSUPPORTED,unbelegt,,DELETE,delete_rel,Q04,page fetched; zero classification tokens for Kunststoff; actor_hits=3,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024135697
Q04-0099,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396765201,bauteilboerse_basel_overall,mat_naturstein,NUTZT_MATERIAL,bauteilboerse_basel_overall -NUTZT_MATERIAL-> Naturstein,web,https://bauteilboerse-basel.ch/ueber-uns/,true,200,PARTIAL,PROVEN,belegt,Und vielleicht dürfen wir uns bald über das erste Hochhaus aus gebrauchten Bauteilen freuen.» Pierre Strub Inhaber «nachhaltig wirkt» «Die BTB ist ein hervorragendes Beispiel für Zirkularwirtschaft und eröffnet meinen Studierenden immer wieder neue Perspektiven.» Thomas Wüthrich Lehrbeauftragter Hochschule für Gestaltung und Kunst HGK Basel «So einfach kann Wieder­ver­wen­dung sein.,UPGRADE,set_rel_properties,Q04,"strict gate pass; class=['pierre'] actor=['basel', 'bauteilboerse']",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396765201
