g02_id,ep03_claim_id,r07_claim_id,element_id,from_id,to_id,rel_type,ep03_verdict,r07_verdict,basis_ref,graph_evidence_url,graph_evidence_quote,graph_review_run,graph_rel_id,origin_intake_run,origin_script_path,origin_git_head,network_json_evidence_url,network_json_evidence_quote,network_enrichment_run,enrichment_json_path,enrichment_evidence_url,enrichment_evidence_quote,r07_recovery_source,r07_notes,weak_evidence_class,provenance_notes
G02-0032,EP03-0588,R07-0195,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518381,concular,bt_boden,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,https://concular.de/urban-mining/,"Statt Ressourcen zu entsorgen, werden Bauteile wie Stahl, Holz, Fenster oder Böden erfasst, bewertet und wiederverwendet – für ein zirkuläres, ressourcenschonendes Bauen.",quality_pass_q04_2026_06_06,r_deep_concular__HAT_BAUTEILTYP__bt_boden,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0033,EP03-0589,R07-0196,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139315117,concular,bt_dach,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0034,EP03-0590,R07-0197,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1175506572953000365,concular,bt_daemmung,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0035,EP03-0591,R07-0198,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203629,concular,bt_decke,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,https://concular.de/urban-mining/,"Zu den gefragtesten Materialien im Urban Mining zählen Türen und Zargen, Fenster und Glaselemente, Bodenbeläge (Parkett, Naturstein, Teppich), Stahlträger und Metallkonstruktionen, abgehängte Decken und Trennwandsysteme sowie Sanitär- und Elektroanlagen.",quality_pass_q04_2026_06_06,r_deep_concular__HAT_BAUTEILTYP__bt_decke,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0036,EP03-0592,R07-0199,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574125,concular,bt_fassade,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0037,EP03-0593,R07-0200,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629833133,concular,bt_fenster,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,https://concular.de/urban-mining/,"Konkret bedeutet Urban Mining im Bauwesen: Türen, Fenster, Bodenbeläge, Stahlträger, Fassadenelemente oder Dämmstoffe werden vor dem Rückbau digital erfasst, auf ihre Wiederverwendbarkeit geprüft und anschließend gezielt ausgebaut.",quality_pass_q04_2026_06_06,r_deep_concular__HAT_BAUTEILTYP__bt_fenster,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0038,EP03-0594,R07-0201,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259373,concular,bt_technik,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0039,EP03-0595,R07-0202,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325629869,concular,bt_traeger,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0040,EP03-0596,R07-0203,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1177758372766685613,concular,bt_treppe,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0041,EP03-0597,R07-0204,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147885,concular,bt_tuer,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0042,EP03-0598,R07-0205,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511944621,concular,bt_wand,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://concular.de/urban-mining/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://concular.shop/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0043,EP03-0610,R07-0206,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551334,enviromate,bt_dach,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.enviromate.co.uk/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.enviromate.co.uk/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0044,EP03-0621,R07-0092,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292327,genbyg,bt_ausbau,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://genbyg.dk/,,,quality_pass_q04_2026_06_06,r_genbyg__HAT_BAUTEILTYP__bt_ausbau,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://genbyg.dk/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; bauteilboersen_enrichment_json,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0045,EP03-0623,R07-0207,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921831,genbyg,bt_dach,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://genbyg.dk/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://genbyg.dk/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0046,EP03-0627,R07-0208,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607079,genbyg,bt_wand,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://genbyg.dk/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://genbyg.dk/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0047,EP03-0640,R07-0209,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629831782,heyne_tillett_steel,bt_stuetze,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://hts.uk.com/practice/,https://hts.uk.com/practice/,"We offer programs to support different routes into the industry including mentorship, apprenticeships and internships for individuals from underrepresented groups.",quality_pass_q04_2026_06_06,r_deeper_heyne_tillett_steel__HAT_BAUTEILTYP__bt_stuetze,network_json deeper node-types slice,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://ukgbc.org/resources/reused-steel-stockmatcher/,,edge_enrichment_deeper_existing_node_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=edge_enrichment_deeper_existing_node_types_2026_06_01
G02-0048,EP03-0641,R07-0210,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816146534,heyne_tillett_steel,bt_traeger,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://hts.uk.com/practice/,,,,,network_json slice edge_enrichment_deeper_existing_node_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://ukgbc.org/resources/reused-steel-stockmatcher/,,edge_enrichment_deeper_existing_node_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0049,EP03-0655,R07-0211,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629866093,materialenbank_leuven_atelier_circuler,bt_boden,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.vvsg.be/kennis/praktijken/praktijkendatabank/materialenbank-leuven,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0050,EP03-0658,R07-0212,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884607085,materialenbank_leuven_atelier_circuler,bt_fenster,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.vvsg.be/kennis/praktijken/praktijkendatabank/materialenbank-leuven,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0051,EP03-0661,R07-0213,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698292333,materialenbank_leuven_atelier_circuler,bt_tuer,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,https://pers.leuven.be/de-leuvense-materialenbank-redt-470-ton-materialen-in-2025-recordjaar-voor-circulaire-economie,"Downloaden Thomas Van Oppens schepen van klimaat & duurzaamheid, financiën, afvalbeleid en digitalisering van de stad Leuven thomas.vanoppens@leuven.be 0494 94 01 67 016 27 41 70 August Smessaert coördinator Materialenbank august@ateliercirculer.be Eva Soetaert co-manager Atelier Circuler eva@ateliercirculer.be 0469 14 28 03 Lieve Van Espen Beleidsadviseur circulaire economie Lieve.VanEspen@leuven.be 016 27 23 48 Share Download assets Persberichten in je mailbox E-mailadres Inschrijven Door op """,quality_pass_q04_2026_06_06,r_materialenbank_leuven_atelier_circuler__HAT_BAUTEILTYP__bt_tuer,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.vvsg.be/kennis/praktijken/praktijkendatabank/materialenbank-leuven,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,edge row in project_part_actor_edges export
G02-0052,EP03-0672,R07-0214,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827162,new_horizon_urban_mining,bt_boden,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.circonl.nl/case/urban-mining-new-horizon/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.jajo.com/en/companies/new-horizon/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0053,EP03-0673,R07-0215,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141914,new_horizon_urban_mining,bt_fenster,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.circonl.nl/case/urban-mining-new-horizon/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.jajo.com/en/companies/new-horizon/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0054,EP03-0674,R07-0216,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512410,new_horizon_urban_mining,bt_wand,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.circonl.nl/case/urban-mining-new-horizon/,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.jajo.com/en/companies/new-horizon/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0055,EP03-0675,R07-0217,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166499373698259333,opalis,bt_ausbau,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0056,EP03-0676,R07-0218,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629833093,opalis,bt_boden,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0057,EP03-0677,R07-0219,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518341,opalis,bt_dach,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0058,EP03-0678,R07-0220,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173254773139315077,opalis,bt_daemmung,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0059,EP03-0679,R07-0221,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171002973325629829,opalis,bt_fassade,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0060,EP03-0680,R07-0222,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070888837,opalis,bt_fenster,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0061,EP03-0681,R07-0223,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164247573884574085,opalis,bt_technik,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0062,EP03-0682,R07-0224,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816147845,opalis,bt_traeger,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0063,EP03-0683,R07-0225,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257203589,opalis,bt_tuer,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0064,EP03-0684,R07-0226,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511944581,opalis,bt_wand,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://opalis.eu/en/documentation,,,,,network_json slice actor_edge_enrichment_deep_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://opalis.eu/en/dealers/list,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0065,EP03-0781,R07-0227,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236591,r_place,bt_decke,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://r-place.fr/,https://r-place.fr/,Rechercher Rechercher : Rechercher Filtrer par commune ou par chantier : ARLES (13) CDB (34) Clermont l’Hérault (34) Déstockage Perpignan (66) Déstockage surplus neufs Hérault (34) GA11 (11) HBTP (34) MÈZE (34) MONTPELLIER Parc 2000 (34) SG (34) Sigean (11) VILLA BÉZIERS (34) Albi (81) Alès (30) Arles (13) Avignonet-Lauragais (31) Bagnols (63) Baillargues (34) Béziers (34) Castelnau-le-Lez (34) Choisy-le-Roi (94) Clermont-Ferrand (63) Clermont-l’Hérault (34) Colomiers (31) Coulommiers (77) Durfo,quality_pass_q04_2026_06_06,r_deep_r_place__HAT_BAUTEILTYP__bt_decke,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://r-place.fr/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0066,EP03-0783,R07-0228,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551343,r_place,bt_wand,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://r-place.fr/,https://r-place.fr/,Rechercher Rechercher : Rechercher Filtrer par commune ou par chantier : ARLES (13) CDB (34) Clermont l’Hérault (34) Déstockage Perpignan (66) Déstockage surplus neufs Hérault (34) GA11 (11) HBTP (34) MÈZE (34) MONTPELLIER Parc 2000 (34) SG (34) Sigean (11) VILLA BÉZIERS (34) Albi (81) Alès (30) Arles (13) Avignonet-Lauragais (31) Bagnols (63) Baillargues (34) Béziers (34) Castelnau-le-Lez (34) Choisy-le-Roi (94) Clermont-Ferrand (63) Clermont-l’Hérault (34) Colomiers (31) Coulommiers (77) Durfo,quality_pass_q04_2026_06_06,r_deep_r_place__HAT_BAUTEILTYP__bt_wand,network_json deep enrichment slice (pre-2026-06-02 import),_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://r-place.fr/,,actor_edge_enrichment_deep_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,partial_despite_some_evidence,enrichment_run=actor_edge_enrichment_deep_existing_types_2026_06_01
G02-0067,EP03-0807,R07-0229,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518340,rotordc,bt_wand,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://rotordc.com/blog/salvaging-by-rotordc-3/generale-banks-hq-brussels-72,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://rotordc.com/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
G02-0068,EP03-0810,R07-0230,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070921845,salvoweb,bt_dach,HAT_BAUTEILTYP,PARTIAL,PARTIAL,https://www.salvoweb.com/,,,,,network_json slice actor_edge_enrichment_existing_types_2026_06_01,_neo4j/intake/inbox/research/bauteilboerse_network_2026-06-01_project_part_actor_edges.json,f9cf1a8c 2026-06-02 updates,https://www.salvoweb.com/,,actor_edge_enrichment_existing_types_2026_06_01,,,,page fetched but quote weak,page fetched but quote weak; actor_node_source_urls,url_in_json_no_quote_never_imported_to_graph,edge row in project_part_actor_edges export
