claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP07-rel-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153096326955663367,p_55_great_suffolk_street_london,ae_exposed_reuse_structure,HAT_ARCHITEKTURERGEBNIS,p_55_great_suffolk_street_london is linked via HAT_ARCHITEKTURERGEBNIS to vocab node ae_exposed_reuse_structure,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_ARCHITEKTURERGEBNIS]-> Architekturergebnis(Architekturergebnis); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Architekturergebnis'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153096326955663367
EP07-rel-0226,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285188,bw_ferme_du_rail_receiver,bauw_holzbauweise,HAT_BAUWEISE,bw_ferme_du_rail_receiver is linked via HAT_BAUWEISE to vocab node bauw_holzbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285188
EP07-rel-0227,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970436,bw_ferme_du_rail_receiver,bauw_hybridbauweise,HAT_BAUWEISE,bw_ferme_du_rail_receiver is linked via HAT_BAUWEISE to vocab node bauw_hybridbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970436
EP07-rel-0228,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970458,bw_gjg_house_receiver,bauw_hybridbauweise,HAT_BAUWEISE,bw_gjg_house_receiver is linked via HAT_BAUWEISE to vocab node bauw_hybridbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970458
EP07-rel-0229,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285210,bw_gjg_house_receiver,bauw_massivbauweise,HAT_BAUWEISE,bw_gjg_house_receiver is linked via HAT_BAUWEISE to vocab node bauw_massivbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285210
EP07-rel-0230,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970471,bw_grande_halle_receiver,bauw_hybridbauweise,HAT_BAUWEISE,bw_grande_halle_receiver is linked via HAT_BAUWEISE to vocab node bauw_hybridbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970471
EP07-rel-0231,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285223,bw_grande_halle_receiver,bauw_massivbauweise,HAT_BAUWEISE,bw_grande_halle_receiver is linked via HAT_BAUWEISE to vocab node bauw_massivbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285223
EP07-rel-0232,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285263,bw_harmalanrannan_ernst_receiver,bauw_fertigteilbauweise,HAT_BAUWEISE,bw_harmalanrannan_ernst_receiver is linked via HAT_BAUWEISE to vocab node bauw_fertigteilbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285263
EP07-rel-0233,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970511,bw_harmalanrannan_ernst_receiver,bauw_massivbauweise,HAT_BAUWEISE,bw_harmalanrannan_ernst_receiver is linked via HAT_BAUWEISE to vocab node bauw_massivbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970511
EP07-rel-0234,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285373,bw_hastings_pier_fire_damaged_deck,bauw_holzbauweise,HAT_BAUWEISE,bw_hastings_pier_fire_damaged_deck is linked via HAT_BAUWEISE to vocab node bauw_holzbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285373
EP07-rel-0235,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285374,bw_hastings_pier_retained_heritage_context,bauw_hybridbauweise,HAT_BAUWEISE,bw_hastings_pier_retained_heritage_context is linked via HAT_BAUWEISE to vocab node bauw_hybridbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285374
EP07-rel-0236,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285372,bw_hastings_pier_visitor_centre,bauw_holzbauweise,HAT_BAUWEISE,bw_hastings_pier_visitor_centre is linked via HAT_BAUWEISE to vocab node bauw_holzbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285372
EP07-rel-0237,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285391,bw_haus_hos_receiver,bauw_fertigteilbauweise,HAT_BAUWEISE,bw_haus_hos_receiver is linked via HAT_BAUWEISE to vocab node bauw_fertigteilbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285391
EP07-rel-0238,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970639,bw_haus_hos_receiver,bauw_massivbauweise,HAT_BAUWEISE,bw_haus_hos_receiver is linked via HAT_BAUWEISE to vocab node bauw_massivbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970639
EP07-rel-0239,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285403,bw_holbein_gardens_receiver,bauw_hybridbauweise,HAT_BAUWEISE,bw_holbein_gardens_receiver is linked via HAT_BAUWEISE to vocab node bauw_hybridbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285403
EP07-rel-0240,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970651,bw_holbein_gardens_receiver,bauw_stahlbauweise,HAT_BAUWEISE,bw_holbein_gardens_receiver is linked via HAT_BAUWEISE to vocab node bauw_stahlbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970651
EP07-rel-0241,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285404,bw_holbein_grosvenor_donor_projects,bauw_stahlbauweise,HAT_BAUWEISE,bw_holbein_grosvenor_donor_projects is linked via HAT_BAUWEISE to vocab node bauw_stahlbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Materialdepot(Materialdepot) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Materialdepot']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285404
EP07-rel-0242,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285443,bw_impact_hub_fitout_receiver,bauw_hybridbauweise,HAT_BAUWEISE,bw_impact_hub_fitout_receiver is linked via HAT_BAUWEISE to vocab node bauw_hybridbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285443
EP07-rel-0243,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285392,bw_leinefelde_plattenbau_donor,bauw_fertigteilbauweise,HAT_BAUWEISE,bw_leinefelde_plattenbau_donor is linked via HAT_BAUWEISE to vocab node bauw_fertigteilbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285392
EP07-rel-0244,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970640,bw_leinefelde_plattenbau_donor,bauw_massivbauweise,HAT_BAUWEISE,bw_leinefelde_plattenbau_donor is linked via HAT_BAUWEISE to vocab node bauw_massivbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970640
EP07-rel-0245,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285004,bw_p2_massenwohnungsbau_donor_unknown,bauw_fertigteilbauweise,HAT_BAUWEISE,bw_p2_massenwohnungsbau_donor_unknown is linked via HAT_BAUWEISE to vocab node bauw_fertigteilbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Materialdepot(Materialdepot) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Materialdepot']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285004
EP07-rel-0246,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919853395222204863,bw_p2_massenwohnungsbau_donor_unknown,bauw_massivbauweise,HAT_BAUWEISE,bw_p2_massenwohnungsbau_donor_unknown is linked via HAT_BAUWEISE to vocab node bauw_massivbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Materialdepot(Materialdepot) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Materialdepot']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919853395222204863
EP07-rel-0247,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285095,bw_prinsenhof_a_arnhem_donor,bauw_fertigteilbauweise,HAT_BAUWEISE,bw_prinsenhof_a_arnhem_donor is linked via HAT_BAUWEISE to vocab node bauw_fertigteilbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285095
EP07-rel-0248,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926608794663260607,bw_prinsenhof_a_arnhem_donor,bauw_massivbauweise,HAT_BAUWEISE,bw_prinsenhof_a_arnhem_donor is linked via HAT_BAUWEISE to vocab node bauw_massivbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926608794663260607
EP07-rel-0249,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285172,bw_residence_palace_block_a,bauw_massivbauweise,HAT_BAUWEISE,bw_residence_palace_block_a is linked via HAT_BAUWEISE to vocab node bauw_massivbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285172
EP07-rel-0250,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285264,bw_tampere_1980s_office_donor,bauw_fertigteilbauweise,HAT_BAUWEISE,bw_tampere_1980s_office_donor is linked via HAT_BAUWEISE to vocab node bauw_fertigteilbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285264
EP07-rel-0251,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970670,bw_tbc_london_tower_bridge_court,bauw_massivbauweise,HAT_BAUWEISE,bw_tbc_london_tower_bridge_court is linked via HAT_BAUWEISE to vocab node bauw_massivbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970670
EP07-rel-0252,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285422,bw_tbc_london_tower_bridge_court,bauw_stahlbauweise,HAT_BAUWEISE,bw_tbc_london_tower_bridge_court is linked via HAT_BAUWEISE to vocab node bauw_stahlbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285422
EP07-rel-0253,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922105195035890109,bw_unknown_demolition_wood_streams,bauw_holzbauweise,HAT_BAUWEISE,bw_unknown_demolition_wood_streams is linked via HAT_BAUWEISE to vocab node bauw_holzbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Materialdepot(Materialdepot) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Materialdepot']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922105195035890109
EP07-rel-0254,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970492,bw_werkhof_29_receiver,bauw_holzbauweise,HAT_BAUWEISE,bw_werkhof_29_receiver is linked via HAT_BAUWEISE to vocab node bauw_holzbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187970492
EP07-rel-0255,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285244,bw_werkhof_29_receiver,bauw_hybridbauweise,HAT_BAUWEISE,bw_werkhof_29_receiver is linked via HAT_BAUWEISE to vocab node bauw_hybridbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Bauwerk(Bauwerk) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Bauwerk']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285244
EP07-rel-0256,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285700,p_montessori_maassluis,bauw_hybridbauweise,HAT_BAUWEISE,p_montessori_maassluis is linked via HAT_BAUWEISE to vocab node bauw_hybridbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285700
EP07-rel-0257,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285756,p_plattenpalast_berlin,bauw_fertigteilbauweise,HAT_BAUWEISE,p_plattenpalast_berlin is linked via HAT_BAUWEISE to vocab node bauw_fertigteilbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285756
EP07-rel-0258,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285767,p_plattenvereinigung_berlin,bauw_fertigteilbauweise,HAT_BAUWEISE,p_plattenvereinigung_berlin is linked via HAT_BAUWEISE to vocab node bauw_fertigteilbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285767
EP07-rel-0259,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187971046,p_recrete_footbridge_reused_concrete_blocks,bauw_massivbauweise,HAT_BAUWEISE,p_recrete_footbridge_reused_concrete_blocks is linked via HAT_BAUWEISE to vocab node bauw_massivbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187971046
EP07-rel-0260,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917601595408519616,p_recrete_footbridge_reused_concrete_blocks,bauw_ortbetonbauweise,HAT_BAUWEISE,p_recrete_footbridge_reused_concrete_blocks is linked via HAT_BAUWEISE to vocab node bauw_ortbetonbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917601595408519616
EP07-rel-0261,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285806,p_recyclinghaus_hannover,bauw_holzbauweise,HAT_BAUWEISE,p_recyclinghaus_hannover is linked via HAT_BAUWEISE to vocab node bauw_holzbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285806
EP07-rel-0262,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187971054,p_recyclinghaus_hannover,bauw_hybridbauweise,HAT_BAUWEISE,p_recyclinghaus_hannover is linked via HAT_BAUWEISE to vocab node bauw_hybridbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155245872187971054
EP07-rel-0263,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285826,p_recypark_demets_anderlecht,bauw_holzbauweise,HAT_BAUWEISE,p_recypark_demets_anderlecht is linked via HAT_BAUWEISE to vocab node bauw_holzbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285826
EP07-rel-0264,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285900,p_saxum_vineyard_equipment_barn_paso_robles,bauw_stahlbauweise,HAT_BAUWEISE,p_saxum_vineyard_equipment_barn_paso_robles is linked via HAT_BAUWEISE to vocab node bauw_stahlbauweise,contract,_neo4j/contracts/project_batches_v1_1 + get-schema domain/range (Agent 12 A12-rel-agg-0010..0016),false,,PROVEN,hoch,Projekt(Projekt) -[HAT_BAUWEISE]-> Bauweise(Bauweise); domain/range conform; target not DEPRECATED,KEEP,EP-07,from_labels=['Projekt']; to_labels=['Bauweise'],element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152994072374285900
