claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
IER-C3-0046,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514393,circular_construction_lab,dirk_e_hebel,VERBUNDEN_MIT_AKTEUR,actor-network link circular_construction_lab -> dirk_e_hebel (no evidence_url/source_url on edge),web,https://labs.aap.cornell.edu/ccl/umar-unit,true,200,PROVEN,belegt,Circular Construction Lab | Urban Mining and Recycling (UMAR) Unit | AAP Labs Skip to Main Content Menu Search Circular Construction Lab News & Events Research Teaching Publications Resources Team Allexxus Farley Thomas Andrew Boghossian Damun Jawanrudi Farzana Hossain Felix Heisel Hongjun Wu Jasper,ADD_SOURCE,IER-C3,prior=A06B-rel-0045; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0047,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199641,circular_construction_lab,felix_heisel,VERBUNDEN_MIT_AKTEUR,actor-network link circular_construction_lab -> felix_heisel (no evidence_url/source_url on edge),web,https://labs.aap.cornell.edu/ccl/umar-unit,true,200,PROVEN,belegt,Circular Construction Lab | Urban Mining and Recycling (UMAR) Unit | AAP Labs Skip to Main Content Menu Search Circular Construction Lab News & Events Research Teaching Publications Resources Team Allexxus Farley Thomas Andrew Boghossian Damun Jawanrudi Farzana Hossain Felix Heisel Hongjun Wu Jasper,ADD_SOURCE,IER-C3,prior=A06B-rel-0046; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0048,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884928,circular_material_systems,georg_hubmann,VERBUNDEN_MIT_AKTEUR,actor-network link circular_material_systems -> georg_hubmann (no evidence_url/source_url on edge),web,https://circularmaterialsystems.com/about,true,200,PROVEN,belegt,Skip to content Circular Material Systems Menu CONCEPT BUILDINGS PRACTICES ABOUT EN DE ABOUT ‘Circular Material Systems’ collects circular practices in construction across Europe that contribute to keep materials in the value chain.,ADD_SOURCE,IER-C3,prior=A06B-rel-0048; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0049,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570176,circular_material_systems,vera_van_maaren,VERBUNDEN_MIT_AKTEUR,actor-network link circular_material_systems -> vera_van_maaren (no evidence_url/source_url on edge),web,https://circularmaterialsystems.com,true,200,PROVEN,belegt,Skip to content Circular Material Systems Menu CONCEPT BUILDINGS PRACTICES ABOUT EN DE Discover projects and practices for circular construction The construction sector is responsible for large amounts of waste and emissions.,ADD_SOURCE,IER-C3,prior=A06B-rel-0049; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0050,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514220,clara_simay,grand_huit,VERBUNDEN_MIT_AKTEUR,actor-network link clara_simay -> grand_huit (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://circularmaterialsystems.com/en/case/05_ferme-du-rail,true,200,PROVEN,belegt,"Skip to content Circular Material Systems Menu CONCEPT BUILDINGS PRACTICES ABOUT EN DE Ferme du Rail Paris, France Time 2014 - 2019 Building type New Built Client City of Paris, Grand Paris Architect Grand Huit Architecture Project Partners Julien Virgili (structural engineer), Travail et Vie, Bail ",ADD_SOURCE,IER-C3,prior=A06B-rel-0050; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0051,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118198375,cleveland_steel_tubes,akt_ii,VERBUNDEN_MIT_AKTEUR,actor-network link cleveland_steel_tubes -> akt_ii (no evidence_url/source_url on edge),web,https://cleveland-steel.com/team,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0051; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0052,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162041953559255469,concular,annabelle_von_reutern,VERBUNDEN_MIT_AKTEUR,concular -VERBUNDEN_MIT_AKTEUR-> annabelle_von_reutern,web,https://concular.de/about,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0053,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199725,concular,dominik_campanella,VERBUNDEN_MIT_AKTEUR,concular -VERBUNDEN_MIT_AKTEUR-> dominik_campanella,web,https://www.circularbuildingscoalition.org/blueprint-projects/concular,true,200,PROVEN,belegt,"Circular Buildings Coalition Open Call 2025 Blueprint Projects 2024 About Resources Latest Contact us Back to Blueprint Projects Concular Concular, the leading company for circular construction in Germany, is on a mission to transform the construction sector by ensuring today's resources remain avai",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0054,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570221,concular,rebekka_steinlein,VERBUNDEN_MIT_AKTEUR,concular -VERBUNDEN_MIT_AKTEUR-> rebekka_steinlein,web,https://heinze.podigee.io/147-new-episode,true,200,PROVEN,belegt,"#137 – Rebekka Steinlein, Concular: Hands on – Materialkreisläufe praktisch und digital gestalten - ARCHITEKTURFUNK - Podcast ARCHITEKTURFUNK Startseite Alle Episoden Abonnieren Lust auf einen eigenen Podcast?",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0055,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884973,concular,tomas,VERBUNDEN_MIT_AKTEUR,concular -VERBUNDEN_MIT_AKTEUR-> tomas,web,https://concular.de/about-us,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0056,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884864,corentin_fivet,epfl,VERBUNDEN_MIT_AKTEUR,actor-network link corentin_fivet -> epfl (no evidence_url/source_url on edge),web,https://people.epfl.ch/corentin.fivet,true,200,PROVEN,belegt,EPFL - Corentin Fivet Online People Directory Afficher / masquer le formulaire de recherche Chercher une personne Masquer le formulaire de recherche Envoyer Se connecter Modifier le profil EN FR Données administratives Corentin Fivet corentin.fivet@epfl.ch http://sxl.epfl.ch vCard Professeur associé,ADD_SOURCE,IER-C3,prior=A06B-rel-0055; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0057,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514368,corentin_fivet,structural_xploration_lab_epfl,VERBUNDEN_MIT_AKTEUR,actor-network link corentin_fivet -> structural_xploration_lab_epfl (no evidence_url/source_url on edge),web,https://people.epfl.ch/corentin.fivet,true,200,PROVEN,belegt,EPFL - Corentin Fivet Online People Directory Afficher / masquer le formulaire de recherche Chercher une personne Masquer le formulaire de recherche Envoyer Se connecter Modifier le profil EN FR Données administratives Corentin Fivet corentin.fivet@epfl.ch http://sxl.epfl.ch vCard Professeur associé,ADD_SOURCE,IER-C3,prior=A06B-rel-0056; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0058,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199541,de_architekten_cie,hans_hammink,VERBUNDEN_MIT_AKTEUR,actor-network link de_architekten_cie -> hans_hammink (no evidence_url/source_url on edge),web,https://circularmaterialsystems.com/about-us,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0057; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0059,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514091,die_zusammenarbeiter,lxsy_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link die_zusammenarbeiter -> lxsy_architektur (no evidence_url/source_url on edge),web,,false,,MISSING_EVIDENCE,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0058; prior_verdict=MISSING_EVIDENCE; connection_kind=null; no successful fetch
IER-C3-0060,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514408,dirk_e_hebel,kit,VERBUNDEN_MIT_AKTEUR,actor-network link dirk_e_hebel -> kit (no evidence_url/source_url on edge),web,https://labs.aap.cornell.edu/en/contact/,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0061; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0061,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514225,duncan_baker_brown,bakerbrown,VERBUNDEN_MIT_AKTEUR,actor-network link duncan_baker_brown -> bakerbrown (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://bakerbrown.studio/news/the-re-use-atlas,true,200,PROVEN,belegt,BakerBrown – Waste House BakerBrown Menu B B Menu About Services Projects Newsroom Contact Awards Studio Firsts Clients Privacy policy Carbon offsetting Journal: 10th January 2021 Waste House Original article by Alyn Griffiths and featured on Dezeen on the 19th June 2014 .,ADD_SOURCE,IER-C3,prior=A06B-rel-0062; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0062,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514165,eike_roswag_klinge,Natural_Building_Lab,VERBUNDEN_MIT_AKTEUR,actor-network link eike_roswag_klinge -> Natural_Building_Lab (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://www.nbl.berlin/persons/prof-eike-roswag-klinge,true,200,PROVEN,belegt,Eike Roswag-Klinge — Natural Building Lab Events This Semester Projects Themes Network Team Locations Contact Imprint & Privacy Eike Roswag-Klinge Eike Roswag-Klinge is Professor for Constructive Design & Climate Adaptive Architecture at Natural Building Lab.,ADD_SOURCE,IER-C3,prior=A06B-rel-0063; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0063,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199546,encore_heureux,julien_choppin,VERBUNDEN_MIT_AKTEUR,actor-network link encore_heureux -> julien_choppin (no evidence_url/source_url on edge),web,https://encoreheureux.org/about,true,200,PROVEN,belegt,"À propos | Encore Heureux Aller au contenu Encore Heureux Menu Projets Actualités À propos Contact À propos Biographie Équipe Partenaires Archipel Biographie Encore Heureux Architectes, fondé par Nicola Delon et Julien Choppin en 2001, est aujourd’hui une agence d’architecture composée de 32 personn",ADD_SOURCE,IER-C3,prior=A06B-rel-0065; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0064,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884794,encore_heureux,nicola_delon,VERBUNDEN_MIT_AKTEUR,actor-network link encore_heureux -> nicola_delon (no evidence_url/source_url on edge),web,https://encoreheureux.org/about,true,200,PROVEN,belegt,"À propos | Encore Heureux Aller au contenu Encore Heureux Menu Projets Actualités À propos Contact À propos Biographie Équipe Partenaires Archipel Biographie Encore Heureux Architectes, fondé par Nicola Delon et Julien Choppin en 2001, est aujourd’hui une agence d’architecture composée de 32 personn",ADD_SOURCE,IER-C3,prior=A06B-rel-0066; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0065,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514444,eva_stricker,zhaw,VERBUNDEN_MIT_AKTEUR,actor-network link eva_stricker -> zhaw (no evidence_url/source_url on edge),web,https://www.zhaw.ch/en/contact/,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0068; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0066,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514216,fabian_sauser,bischof_foehn_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link fabian_sauser -> bischof_foehn_architektur (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://swiss-architects.com/de/architecture-news/bau-der-woche/re-use-macht-schule,true,200,PROVEN,belegt,Re-Use macht Schule - swiss-architects.com Profiles of Selected Architects Profile Projekte Jobs Magazin Themen Netzwerk Login Registrieren Deutsch Català Deutsch English Español Français Italiano Nederlands Português 中文 日本語 Català Deutsch English Español Français Italiano Nederlands Português 中文 日本,ADD_SOURCE,IER-C3,prior=A06B-rel-0069; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0067,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199686,fabio_gramazio,eth_zuerich,VERBUNDEN_MIT_AKTEUR,fabio_gramazio -VERBUNDEN_MIT_AKTEUR-> eth_zuerich,web,https://gramaziokohler.arch.ethz.ch,true,200,PROVEN,belegt,Gramazio Kohler Research News Lehre Forschung Projekte Publikationen About Team Offene Stellen Kontakt Aktuell Vorträge Ausstellungen Preise Vortrag 25.06.2026 Digital Materiality in Architecture - How machines shape the future of architectural production Foro BAI 2026.,ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0068,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514438,fabio_gramazio,gramazio_kohler_research,VERBUNDEN_MIT_AKTEUR,actor-network link fabio_gramazio -> gramazio_kohler_research (no evidence_url/source_url on edge),web,https://gramaziokohler.arch.ethz.ch,true,200,PROVEN,belegt,Gramazio Kohler Research News Lehre Forschung Projekte Publikationen About Team Offene Stellen Kontakt Aktuell Vorträge Ausstellungen Preise Vortrag 25.06.2026 Digital Materiality in Architecture - How machines shape the future of architectural production Foro BAI 2026.,ADD_SOURCE,IER-C3,prior=A06B-rel-0070; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0069,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199838,felix_dillmann,nomol,VERBUNDEN_MIT_AKTEUR,actor-network link felix_dillmann -> nomol (no evidence_url/source_url on edge),web,https://www.nomol.ag/uber-uns,true,200,PROVEN,belegt,"über uns — Nomol AG home forster reconditioned über uns ÜBER UNS Die Werte der Nomol AG Die Nomol AG verfolgt den Zweck, die Wiederverwendung hochwertiger Bauelemente als gute Praxis in der Bauwirtschaft zu fördern und dadurch einen wesentlichen Beitrag zur ökologischen und sozialen Transformation d",ADD_SOURCE,IER-C3,prior=A06B-rel-0071; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0070,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514590,felix_dillmann,re_win,VERBUNDEN_MIT_AKTEUR,actor-network link felix_dillmann -> re_win (no evidence_url/source_url on edge),web,https://re-win.ch/verein/ueber,true,200,PROVEN,belegt,Operatives Team Félix Dillmann Programmleitung Architekt MSc.,ADD_SOURCE,IER-C3,prior=A06B-rel-0072; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0071,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6933404876034540261,frederic_denise,bellastock,VERBUNDEN_MIT_AKTEUR,actor-network link frederic_denise -> bellastock (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains,true,200,PROVEN,belegt,"Conçu par l’agence d’architecture Frédéric Denise – Archipel Zéro , le projet illustre l’engagement de la maîtrise d’ouvrage et de la maîtrise d’oeuvre pour l’éco-construction.",ADD_SOURCE,IER-C3,prior=A06B-rel-0075; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0072,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514229,frederic_denise,archipel_zero,VERBUNDEN_MIT_AKTEUR,actor-network link frederic_denise -> archipel_zero (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains,true,200,PROVEN,belegt,"Conçu par l’agence d’architecture Frédéric Denise – Archipel Zéro , le projet illustre l’engagement de la maîtrise d’ouvrage et de la maîtrise d’oeuvre pour l’éco-construction.",ADD_SOURCE,IER-C3,prior=A06B-rel-0074; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
IER-C3-0073,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304513730,gain,Lendager,VERBUNDEN_MIT_AKTEUR,actor-network link gain -> Lendager (no evidence_url/source_url on edge),web,,false,,MISSING_EVIDENCE,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0076; prior_verdict=MISSING_EVIDENCE; connection_kind=null; no successful fetch
IER-C3-0074,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304507922,gardiner_and_theobald,akt_ii,VERBUNDEN_MIT_AKTEUR,actor-network link gardiner_and_theobald -> akt_ii (no evidence_url/source_url on edge),web,https://www.gardiner.com/en/contact/,true,403,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0077; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0075,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931878418,gardiner_and_theobald,cantillon,VERBUNDEN_MIT_AKTEUR,actor-network link gardiner_and_theobald -> cantillon (no evidence_url/source_url on edge),web,https://www.gardiner.com/en/contact/,true,403,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0078; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0076,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118193170,gardiner_and_theobald,cleveland_steel_tubes,VERBUNDEN_MIT_AKTEUR,actor-network link gardiner_and_theobald -> cleveland_steel_tubes (no evidence_url/source_url on edge),web,https://www.gardiner.com/en/contact/,true,403,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0079; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0077,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514431,gramazio_kohler_research,eth_zuerich,VERBUNDEN_MIT_AKTEUR,gramazio_kohler_research -VERBUNDEN_MIT_AKTEUR-> eth_zuerich,web,https://ethz.ch/en.html,true,200,PROVEN,belegt,"""},{""heading"":""Postdocs at ETH Zurich"",""imageProps"":{""src"":""/en/_jcr_content/par/multitopicteaser_907/2/image.imageformat.800x450.532101445.jpg""},""links"":[{""icon"":"""",""text"":""Funding opportunities"",""href"":""https://grantsoffice.ethz.ch/funding-opportunities/for-postdocs.html""},{""icon"":"""",""text"":""Young",ADD_SOURCE,IER-C3,prior=no_ledger; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0078,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570175,gramazio_kohler_research,matthias_kohler,VERBUNDEN_MIT_AKTEUR,actor-network link gramazio_kohler_research -> matthias_kohler (no evidence_url/source_url on edge),web,https://gramaziokohler.arch.ethz.ch,true,200,PROVEN,belegt,Gramazio Kohler Research News Lehre Forschung Projekte Publikationen About Team Offene Stellen Kontakt Aktuell Vorträge Ausstellungen Preise Vortrag 25.06.2026 Digital Materiality in Architecture - How machines shape the future of architectural production Foro BAI 2026.,ADD_SOURCE,IER-C3,prior=A06B-rel-0082; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0079,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199449,grand_huit,julia_turpin,VERBUNDEN_MIT_AKTEUR,actor-network link grand_huit -> julia_turpin (no evidence_url/source_url on edge),web,https://grandhuit.eu/team,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0083; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0080,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570134,gruner_ag,nicole_daehn,VERBUNDEN_MIT_AKTEUR,actor-network link gruner_ag -> nicole_daehn (no evidence_url/source_url on edge),web,https://www.gruner.ch/en,true,200,PROVEN,belegt,Engineering the Future with Sustainable Solutions | Gruner AG About us Values and vision History Organisation Locations Our Expertise Our Projects Your Career Job vacancies Therefore Gruner Experienced Professionals Students Apprenticeship FAQs on the application process About us Values and vision H,ADD_SOURCE,IER-C3,prior=A06B-rel-0084; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0081,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884886,gruner_ag,ullrich_dickgiesser,VERBUNDEN_MIT_AKTEUR,actor-network link gruner_ag -> ullrich_dickgiesser (no evidence_url/source_url on edge),web,https://www.gruner.ch/about,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0085; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0082,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514449,guido_brandi,zhaw,VERBUNDEN_MIT_AKTEUR,actor-network link guido_brandi -> zhaw (no evidence_url/source_url on edge),web,https://www.zhaw.ch/en/contact/,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0086; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0083,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931885077,gxn,vandkunsten,VERBUNDEN_MIT_AKTEUR,actor-network link gxn -> vandkunsten (no evidence_url/source_url on edge),web,https://gxn.3xn.com/team,true,200,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0088; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0084,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514305,hester_van_dijk,overtreders_w,VERBUNDEN_MIT_AKTEUR,actor-network link hester_van_dijk -> overtreders_w (no evidence_url/source_url on edge),web,https://www.overtreders-w.nl/team,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0091; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0085,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304513126,heyne_tillett_steel,cleveland_steel_tubes,VERBUNDEN_MIT_AKTEUR,actor-network link heyne_tillett_steel -> cleveland_steel_tubes (no evidence_url/source_url on edge),web,https://hts.uk.com/practice/,true,200,PROVEN,belegt,Practice | Heyne Tillett Steel Heyne Tillett Steel Home Low carbon toggle Low carbon mode Search toggle Menu Search Search Heyne Tillett Steel Home Projects Services Practice People News & Views Careers Contact We're hiring!,ADD_SOURCE,IER-C3,prior=A06B-rel-0092; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0086,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199342,htwg_konstanz,thomas_stark,VERBUNDEN_MIT_AKTEUR,actor-network link htwg_konstanz -> thomas_stark (no evidence_url/source_url on edge),web,https://www.hft-stuttgart.com/en/contact/,true,404,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0093; prior_verdict=MISSING_EVIDENCE; connection_kind=null; fetched but strict two-endpoint gate failed
IER-C3-0087,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514278,jan_haerens,ouest_architecture,VERBUNDEN_MIT_AKTEUR,actor-network link jan_haerens -> ouest_architecture (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://rotordb.org/about-us,true,200,UNSUPPORTED,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0094; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; fetched but strict two-endpoint gate failed
IER-C3-0088,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304512699,jinhee_park,paul_pedini,VERBUNDEN_MIT_AKTEUR,actor-network link jinhee_park -> paul_pedini (no evidence_url/source_url on edge),web,,false,,MISSING_EVIDENCE,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0097; prior_verdict=MISSING_EVIDENCE; connection_kind=null; no successful fetch
IER-C3-0089,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304512698,john_hong,jinhee_park,VERBUNDEN_MIT_AKTEUR,actor-network link john_hong -> jinhee_park (no evidence_url/source_url on edge),web,,false,,MISSING_EVIDENCE,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0098; prior_verdict=MISSING_EVIDENCE; connection_kind=null; no successful fetch
IER-C3-0090,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118197946,john_hong,paul_pedini,VERBUNDEN_MIT_AKTEUR,actor-network link john_hong -> paul_pedini (no evidence_url/source_url on edge),web,,false,,MISSING_EVIDENCE,unbelegt,,DELETE,IER-C3,prior=A06B-rel-0099; prior_verdict=MISSING_EVIDENCE; connection_kind=null; no successful fetch
IER-C3-0091,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514629,julia_krafft,zirkulaar_architektur,VERBUNDEN_MIT_AKTEUR,actor-network link julia_krafft -> zirkulaar_architektur (no evidence_url/source_url on edge),web,https://www.zirkulaar.de/impressum,true,200,PROVEN,belegt,Impressum - ZIRKULAAR Architektur Zum Inhalt springen Home Kontakt Leistungen Über ZIRKULAAR Fragen?,ADD_SOURCE,IER-C3,prior=A06B-rel-0100; prior_verdict=MISSING_EVIDENCE; connection_kind=null; strict two-endpoint gate passed
IER-C3-0092,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514234,katharina_raabe,hft_stuttgart,VERBUNDEN_MIT_AKTEUR,actor-network link katharina_raabe -> hft_stuttgart (context_affiliation_from_actor_list) (no evidence_url/source_url on edge),web,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,true,200,PROVEN,belegt,"Reallabore_Stuttgart_210 - Klingelhöfer Krötsch Architekten Neues Projekte Büro --> Klingelhöfer Krötsch Architekten Reallabore Stuttgart 210 Im Rahmen des Forschungsprojekts ""Stuttgart 210 - weiterdenken, weiterbauen!"" entstehen 4 Reallabore, deren Tragwerk und Gebäudehülle zu wesentlichen Teilen a",ADD_SOURCE,IER-C3,prior=A06B-rel-0103; prior_verdict=MISSING_EVIDENCE; connection_kind=context_affiliation_from_actor_list; strict two-endpoint gate passed
