claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status,issue_type,is_synthetic,is_external,fix_status,prior_proof_quote,prior_basis_type,prior_basis_ref,graph_evidence_source
09-beteiligt_an-0502,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490292488,gebruiktebouwmaterialen,bg_beton_wand_chiro_surplus_blocks,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_beton_wand_chiro_surplus_blocks (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490292488,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0503,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159778059117662984,gebruiktebouwmaterialen,bg_daemmstoff_daemmung_chiro_surplus_floor_wall,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_daemmstoff_daemmung_chiro_surplus_floor_wall (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159778059117662984,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0504,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162029858931348232,gebruiktebouwmaterialen,bg_holz_fenster_chiro,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_holz_fenster_chiro (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162029858931348232,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0505,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164281658745033480,gebruiktebouwmaterialen,bg_holz_mehrere_chiro_surplus_roof_frame,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_holz_mehrere_chiro_surplus_roof_frame (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164281658745033480,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0506,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166533458558718728,gebruiktebouwmaterialen,bg_holz_tuer_chiro_external,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_holz_tuer_chiro_external (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166533458558718728,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0507,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168785258372403976,gebruiktebouwmaterialen,bg_keramik_boden_chiro_tiles,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_keramik_boden_chiro_tiles (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168785258372403976,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0508,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171037058186089224,gebruiktebouwmaterialen,bg_keramik_wand_chiro_tiles,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_keramik_wand_chiro_tiles (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1171037058186089224,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0509,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173288857999774472,gebruiktebouwmaterialen,bg_mehrere_technik_chiro_sanitary_fixtures,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_mehrere_technik_chiro_sanitary_fixtures (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1173288857999774472,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0510,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1175540657813459720,gebruiktebouwmaterialen,bg_stahl_mehrere_chiro_u_lintels,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_stahl_mehrere_chiro_u_lintels (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1175540657813459720,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0511,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1177792457627144968,gebruiktebouwmaterialen,bg_unbekannt_technik_chiro_luminaires,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_unbekannt_technik_chiro_luminaires (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1177792457627144968,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0512,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1180044257440830216,gebruiktebouwmaterialen,bg_ziegel_dach_chiro_tiles,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_ziegel_dach_chiro_tiles (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1180044257440830216,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0513,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1182296057254515464,gebruiktebouwmaterialen,bg_ziegel_mehrere_chiro_facade,BETEILIGT_AN,Akteur gebruiktebouwmaterialen beteiligt an Bauteilgruppe bg_ziegel_mehrere_chiro_facade (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1182296057254515464,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0536,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919881982524522854,heyne_tillett_steel,bg_stahl_mehrere_holbein_structural,BETEILIGT_AN,Akteur heyne_tillett_steel beteiligt an Bauteilgruppe bg_stahl_mehrere_holbein_structural (ck=planning_actor_component_involvement),web,https://globalabc.org/sustainable-materials-hub/resources/steel-reuse-incorporating-reclaimed-steel-holbein-gardens,false,,PARTIAL,teilweise_belegt,"inferred participation via planning_actor_component_involvement; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919881982524522854,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via planning_actor_component_involvement; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0537,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919881982524522974,heyne_tillett_steel,bg_stahl_mehrere_timber_square_reception_girder,BETEILIGT_AN,Akteur heyne_tillett_steel beteiligt an Bauteilgruppe bg_stahl_mehrere_timber_square_reception_girder (ck=planning_actor_component_involvement),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via planning_actor_component_involvement; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919881982524522974,rel,logic_basis,false,true,UNFIXED,"inferred participation via planning_actor_component_involvement; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0538,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919881982524522972,heyne_tillett_steel,bg_stahl_technik_timber_square_demontable_plant,BETEILIGT_AN,Akteur heyne_tillett_steel beteiligt an Bauteilgruppe bg_stahl_technik_timber_square_demontable_plant (ck=planning_actor_component_involvement),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via planning_actor_component_involvement; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919881982524522972,rel,logic_basis,false,true,UNFIXED,"inferred participation via planning_actor_component_involvement; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0539,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919881982524522975,heyne_tillett_steel,bg_stahl_traeger_timber_square,BETEILIGT_AN,Akteur heyne_tillett_steel beteiligt an Bauteilgruppe bg_stahl_traeger_timber_square (ck=planning_actor_component_involvement),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via planning_actor_component_involvement; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6919881982524522975,rel,logic_basis,false,true,UNFIXED,"inferred participation via planning_actor_component_involvement; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0644,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162029858931343962,new_horizon_urban_mining,bg_holz_boden_circl_window_frame_floor,BETEILIGT_AN,Akteur new_horizon_urban_mining beteiligt an Bauteilgruppe bg_holz_boden_circl_window_frame_floor (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162029858931343962,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0645,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164281658745029210,new_horizon_urban_mining,bg_mehrere_fenster_circl_conference_windows,BETEILIGT_AN,Akteur new_horizon_urban_mining beteiligt an Bauteilgruppe bg_mehrere_fenster_circl_conference_windows (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164281658745029210,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0646,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168785258372399706,new_horizon_urban_mining,bg_textil_wand_circl_clothing_felt,BETEILIGT_AN,Akteur new_horizon_urban_mining beteiligt an Bauteilgruppe bg_textil_wand_circl_clothing_felt (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168785258372399706,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0701,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837517,rotordc,bg_beton_wand_chiro_surplus_blocks,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_beton_wand_chiro_surplus_blocks (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837517,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0702,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837521,rotordc,bg_holz_fenster_chiro,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_holz_fenster_chiro (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837521,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0703,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837519,rotordc,bg_holz_mehrere_chiro_surplus_roof_frame,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_holz_mehrere_chiro_surplus_roof_frame (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837519,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0704,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837509,rotordc,bg_holz_tuer_chiro_external,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_holz_tuer_chiro_external (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837509,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0705,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837511,rotordc,bg_keramik_boden_chiro_tiles,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_keramik_boden_chiro_tiles (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837511,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0706,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837659,rotordc,bg_keramik_mehrere_maison_vignette_terracotta_floor_tiles,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_keramik_mehrere_maison_vignette_terracotta_floor_tiles (ck=reuse_supply_or_material_hub_candidate),web,https://opalis.eu/fr/projets/maison-vignette,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837659,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0707,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837520,rotordc,bg_keramik_wand_chiro_tiles,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_keramik_wand_chiro_tiles (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837520,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0708,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837514,rotordc,bg_mehrere_technik_chiro_sanitary_fixtures,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_mehrere_technik_chiro_sanitary_fixtures (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837514,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0709,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837864,rotordc,bg_metall_tuer_umar_wabbes_handles,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_metall_tuer_umar_wabbes_handles (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837864,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0710,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837869,rotordc,bg_mineralisch_wand_umar_recycled_bricks,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_mineralisch_wand_umar_recycled_bricks (ck=reuse_supply_or_material_hub_candidate),logic,connection_kind inference,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 UNFIXED",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837869,rel,logic_basis,false,true,UNFIXED,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,
09-beteiligt_an-0711,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837674,rotordc,bg_naturstein_boden_multi_granite_natural_tiles,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_naturstein_boden_multi_granite_natural_tiles (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/news/reuse-blue-limestone-multi,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837674,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0712,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837673,rotordc,bg_naturstein_mehrere_multi_blaustein_facade_slabs,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_naturstein_mehrere_multi_blaustein_facade_slabs (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/news/reuse-blue-limestone-multi,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837673,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
09-beteiligt_an-0713,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837515,rotordc,bg_stahl_mehrere_chiro_u_lintels,BETEILIGT_AN,Akteur rotordc beteiligt an Bauteilgruppe bg_stahl_mehrere_chiro_u_lintels (ck=reuse_supply_or_material_hub_candidate),web,https://rotordb.org/en/projects/sanitary-block-itterbeek-chiro,false,,PARTIAL,teilweise_belegt,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",RELABEL,F08,"candidate/inferred edge - downgrade or keep as candidate, not proven participation; F08 FIXED_REL_QUOTE; graph=graph_rel_properties",09+F08,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837515,rel,logic_basis,false,true,FIXED_REL_QUOTE,"inferred participation via reuse_supply_or_material_hub_candidate; shared-material/candidate, no evidence_url",logic,connection_kind inference,graph_rel_properties
