claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP05-rel-0239,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441684,bg_mehrere_mehrere_maison_des_canaux_floor_wall_finishes,bweg_informelles_netzwerk,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_maison_des_canaux_floor_wall_finishes (Bauteilgruppe) is sourced via procurement path bweg_informelles_netzwerk (Informelles_Netzwerk),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_maison_des_canaux_floor_wall_finishes -[HAT_BESCHAFFUNGSWEG]-> bweg_informelles_netzwerk; domain :Bauteilgruppe; range :Beschaffungsweg (Informelles_Netzwerk),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441684
EP05-rel-0240,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157511965652812180,bg_mehrere_mehrere_maison_des_canaux_floor_wall_finishes,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_maison_des_canaux_floor_wall_finishes (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_maison_des_canaux_floor_wall_finishes -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157511965652812180
EP05-rel-0241,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126933,bg_mehrere_mehrere_maison_des_canaux_sanitary_parts,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_maison_des_canaux_sanitary_parts (Bauteilgruppe) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_maison_des_canaux_sanitary_parts -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Bauteilgruppe; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126933
EP05-rel-0242,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441685,bg_mehrere_mehrere_maison_des_canaux_sanitary_parts,bweg_informelles_netzwerk,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_maison_des_canaux_sanitary_parts (Bauteilgruppe) is sourced via procurement path bweg_informelles_netzwerk (Informelles_Netzwerk),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_maison_des_canaux_sanitary_parts -[HAT_BESCHAFFUNGSWEG]-> bweg_informelles_netzwerk; domain :Bauteilgruppe; range :Beschaffungsweg (Informelles_Netzwerk),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441685
EP05-rel-0243,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157511965652812181,bg_mehrere_mehrere_maison_des_canaux_sanitary_parts,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_maison_des_canaux_sanitary_parts (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_maison_des_canaux_sanitary_parts -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157511965652812181
EP05-rel-0244,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441696,bg_mehrere_mehrere_moeoeslistrasse_akustikelemente,bweg_eigenbestand,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_moeoeslistrasse_akustikelemente (Bauteilgruppe) is sourced via procurement path bweg_eigenbestand (Eigenbestand),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_moeoeslistrasse_akustikelemente -[HAT_BESCHAFFUNGSWEG]-> bweg_eigenbestand; domain :Bauteilgruppe; range :Beschaffungsweg (Eigenbestand),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441696
EP05-rel-0245,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441698,bg_mehrere_mehrere_moeoeslistrasse_bestand_werkhof,bweg_eigenbestand,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_moeoeslistrasse_bestand_werkhof (Bauteilgruppe) is sourced via procurement path bweg_eigenbestand (Eigenbestand),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_moeoeslistrasse_bestand_werkhof -[HAT_BESCHAFFUNGSWEG]-> bweg_eigenbestand; domain :Bauteilgruppe; range :Beschaffungsweg (Eigenbestand),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441698
EP05-rel-0246,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441700,bg_mehrere_mehrere_moeoeslistrasse_sanitaer_kueche,bweg_eigenbestand,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_moeoeslistrasse_sanitaer_kueche (Bauteilgruppe) is sourced via procurement path bweg_eigenbestand (Eigenbestand),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_moeoeslistrasse_sanitaer_kueche -[HAT_BESCHAFFUNGSWEG]-> bweg_eigenbestand; domain :Bauteilgruppe; range :Beschaffungsweg (Eigenbestand),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441700
EP05-rel-0247,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441701,bg_mehrere_mehrere_moeoeslistrasse_stahlpergola_beschattung,bweg_rueckbauprojekt,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_moeoeslistrasse_stahlpergola_beschattung (Bauteilgruppe) is sourced via procurement path bweg_rueckbauprojekt (Rueckbauprojekt),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_moeoeslistrasse_stahlpergola_beschattung -[HAT_BESCHAFFUNGSWEG]-> bweg_rueckbauprojekt; domain :Bauteilgruppe; range :Beschaffungsweg (Rueckbauprojekt),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441701
EP05-rel-0248,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441724,bg_mehrere_mehrere_plp_feste_fitout_komponenten,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_plp_feste_fitout_komponenten (Bauteilgruppe) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_plp_feste_fitout_komponenten -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Bauteilgruppe; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441724
EP05-rel-0249,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157511965652812220,bg_mehrere_mehrere_plp_feste_fitout_komponenten,bweg_rueckbauprojekt,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_plp_feste_fitout_komponenten (Bauteilgruppe) is sourced via procurement path bweg_rueckbauprojekt (Rueckbauprojekt),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_plp_feste_fitout_komponenten -[HAT_BESCHAFFUNGSWEG]-> bweg_rueckbauprojekt; domain :Bauteilgruppe; range :Beschaffungsweg (Rueckbauprojekt),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157511965652812220
EP05-rel-0250,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126972,bg_mehrere_mehrere_plp_feste_fitout_komponenten,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_plp_feste_fitout_komponenten (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_plp_feste_fitout_komponenten -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126972
EP05-rel-0251,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441723,bg_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen (Bauteilgruppe) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Bauteilgruppe; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441723
EP05-rel-0252,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157511965652812219,bg_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen,bweg_rueckbauprojekt,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen (Bauteilgruppe) is sourced via procurement path bweg_rueckbauprojekt (Rueckbauprojekt),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen -[HAT_BESCHAFFUNGSWEG]-> bweg_rueckbauprojekt; domain :Bauteilgruppe; range :Beschaffungsweg (Rueckbauprojekt),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157511965652812219
EP05-rel-0253,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126971,bg_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126971
EP05-rel-0254,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441958,bg_mehrere_mehrere_reusehoefe_yard_logistics,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_reusehoefe_yard_logistics (Bauteilgruppe) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_reusehoefe_yard_logistics -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Bauteilgruppe; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441958
EP05-rel-0255,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839127206,bg_mehrere_mehrere_reusehoefe_yard_logistics,bweg_informelles_netzwerk,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_reusehoefe_yard_logistics (Bauteilgruppe) is sourced via procurement path bweg_informelles_netzwerk (Informelles_Netzwerk),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_reusehoefe_yard_logistics -[HAT_BESCHAFFUNGSWEG]-> bweg_informelles_netzwerk; domain :Bauteilgruppe; range :Beschaffungsweg (Informelles_Netzwerk),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839127206
EP05-rel-0256,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441737,bg_mehrere_mehrere_superlocal_beton_wohnungsteile,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_superlocal_beton_wohnungsteile (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_superlocal_beton_wohnungsteile -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441737
EP05-rel-0257,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441738,bg_mehrere_mehrere_superlocal_fenster_kozijnen,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_superlocal_fenster_kozijnen (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_superlocal_fenster_kozijnen -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441738
EP05-rel-0258,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441739,bg_mehrere_mehrere_superlocal_feste_kueche_installationen,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_superlocal_feste_kueche_installationen (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_superlocal_feste_kueche_installationen -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441739
EP05-rel-0259,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441742,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag,bweg_eigenbestand,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag (Bauteilgruppe) is sourced via procurement path bweg_eigenbestand (Eigenbestand),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_svanen_beton_recycling_zuschlag -[HAT_BESCHAFFUNGSWEG]-> bweg_eigenbestand; domain :Bauteilgruppe; range :Beschaffungsweg (Eigenbestand),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441742
EP05-rel-0260,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126990,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag,bweg_spende,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_svanen_beton_recycling_zuschlag (Bauteilgruppe) is sourced via procurement path bweg_spende (Spende),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_svanen_beton_recycling_zuschlag -[HAT_BESCHAFFUNGSWEG]-> bweg_spende; domain :Bauteilgruppe; range :Beschaffungsweg (Spende),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839126990
EP05-rel-0261,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441752,bg_mehrere_mehrere_thoravej_kunststofffenster_bestand,bweg_eigenbestand,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_thoravej_kunststofffenster_bestand (Bauteilgruppe) is sourced via procurement path bweg_eigenbestand (Eigenbestand),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_thoravej_kunststofffenster_bestand -[HAT_BESCHAFFUNGSWEG]-> bweg_eigenbestand; domain :Bauteilgruppe; range :Beschaffungsweg (Eigenbestand),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441752
EP05-rel-0262,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441753,bg_mehrere_mehrere_thoravej_tt_decken_zu_treppen,bweg_eigenbestand,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_thoravej_tt_decken_zu_treppen (Bauteilgruppe) is sourced via procurement path bweg_eigenbestand (Eigenbestand),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_thoravej_tt_decken_zu_treppen -[HAT_BESCHAFFUNGSWEG]-> bweg_eigenbestand; domain :Bauteilgruppe; range :Beschaffungsweg (Eigenbestand),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441753
EP05-rel-0263,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441767,bg_mehrere_mehrere_upcycle_recyclingbeton_metro,bweg_rueckbauprojekt,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_upcycle_recyclingbeton_metro (Bauteilgruppe) is sourced via procurement path bweg_rueckbauprojekt (Rueckbauprojekt),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_upcycle_recyclingbeton_metro -[HAT_BESCHAFFUNGSWEG]-> bweg_rueckbauprojekt; domain :Bauteilgruppe; range :Beschaffungsweg (Rueckbauprojekt),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441767
EP05-rel-0264,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839127016,bg_mehrere_mehrere_verbiest_karreveld_decken_leuchten,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_verbiest_karreveld_decken_leuchten (Bauteilgruppe) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_verbiest_karreveld_decken_leuchten -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Bauteilgruppe; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839127016
EP05-rel-0265,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441768,bg_mehrere_mehrere_verbiest_karreveld_decken_leuchten,bweg_eigenbestand,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_verbiest_karreveld_decken_leuchten (Bauteilgruppe) is sourced via procurement path bweg_eigenbestand (Eigenbestand),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_verbiest_karreveld_decken_leuchten -[HAT_BESCHAFFUNGSWEG]-> bweg_eigenbestand; domain :Bauteilgruppe; range :Beschaffungsweg (Eigenbestand),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441768
EP05-rel-0266,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839127017,bg_mehrere_mehrere_verbiest_karreveld_innenwand_modular,bweg_digitale_plattform,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_verbiest_karreveld_innenwand_modular (Bauteilgruppe) is sourced via procurement path bweg_digitale_plattform (Digitale_Plattform),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_verbiest_karreveld_innenwand_modular -[HAT_BESCHAFFUNGSWEG]-> bweg_digitale_plattform; domain :Bauteilgruppe; range :Beschaffungsweg (Digitale_Plattform),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155260165839127017
EP05-rel-0267,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441769,bg_mehrere_mehrere_verbiest_karreveld_innenwand_modular,bweg_eigenbestand,HAT_BESCHAFFUNGSWEG,bg_mehrere_mehrere_verbiest_karreveld_innenwand_modular (Bauteilgruppe) is sourced via procurement path bweg_eigenbestand (Eigenbestand),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_mehrere_verbiest_karreveld_innenwand_modular -[HAT_BESCHAFFUNGSWEG]-> bweg_eigenbestand; domain :Bauteilgruppe; range :Beschaffungsweg (Eigenbestand),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441769
EP05-rel-0268,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441546,bg_mehrere_technik_chiro_sanitary_fixtures,bweg_bauteilboerse,HAT_BESCHAFFUNGSWEG,bg_mehrere_technik_chiro_sanitary_fixtures (Bauteilgruppe) is sourced via procurement path bweg_bauteilboerse (Bauteilboerse),logic,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl + Agent13 domain/range,false,,PROVEN,belegt,live edge bg_mehrere_technik_chiro_sanitary_fixtures -[HAT_BESCHAFFUNGSWEG]-> bweg_bauteilboerse; domain :Bauteilgruppe; range :Beschaffungsweg (Bauteilboerse),KEEP,05,Agent13 A13-rel-type-0004: 100% target :Beschaffungsweg; domains match schema; Tier-C contract/logic element attestation; no evidence_url on rel,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153008366025441546
