claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
w4_w4_02-0001,rel,,btvz_zuerichsee_oberland,bt_technik,HAT_BAUTEILTYP,btvz_zuerichsee_oberland -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0067,rel,,p_holbein_gardens_london,bt_traeger,HAT_BAUTEILTYP,p_holbein_gardens_london -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0068,rel,,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,bt_ausbau,HAT_BAUTEILTYP,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain -HAT_BAUTEILTYP-> bt_ausbau (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0069,rel,,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,bt_decke,HAT_BAUTEILTYP,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain -HAT_BAUTEILTYP-> bt_decke (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0070,rel,,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,bt_gelaender,HAT_BAUTEILTYP,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain -HAT_BAUTEILTYP-> bt_gelaender (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0071,rel,,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,bt_stuetze,HAT_BAUTEILTYP,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain -HAT_BAUTEILTYP-> bt_stuetze (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0072,rel,,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,bt_traeger,HAT_BAUTEILTYP,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0073,rel,,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,bt_wand,HAT_BAUTEILTYP,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0074,rel,,p_impact_hub_berlin_crclr_fitout,bt_ausbau,HAT_BAUTEILTYP,p_impact_hub_berlin_crclr_fitout -HAT_BAUTEILTYP-> bt_ausbau (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0075,rel,,p_impact_hub_berlin_crclr_fitout,bt_decke,HAT_BAUTEILTYP,p_impact_hub_berlin_crclr_fitout -HAT_BAUTEILTYP-> bt_decke (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0076,rel,,p_impact_hub_berlin_crclr_fitout,bt_fenster,HAT_BAUTEILTYP,p_impact_hub_berlin_crclr_fitout -HAT_BAUTEILTYP-> bt_fenster (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0077,rel,,p_impact_hub_berlin_crclr_fitout,bt_technik,HAT_BAUTEILTYP,p_impact_hub_berlin_crclr_fitout -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0078,rel,,p_impact_hub_berlin_crclr_fitout,bt_treppe,HAT_BAUTEILTYP,p_impact_hub_berlin_crclr_fitout -HAT_BAUTEILTYP-> bt_treppe (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0079,rel,,p_impact_hub_berlin_crclr_fitout,bt_tuer,HAT_BAUTEILTYP,p_impact_hub_berlin_crclr_fitout -HAT_BAUTEILTYP-> bt_tuer (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0080,rel,,p_impact_hub_berlin_crclr_fitout,bt_wand,HAT_BAUTEILTYP,p_impact_hub_berlin_crclr_fitout -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0081,rel,,p_maison_vignette_auderghem,bt_ausbau,HAT_BAUTEILTYP,p_maison_vignette_auderghem -HAT_BAUTEILTYP-> bt_ausbau (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0082,rel,,p_maison_vignette_auderghem,bt_technik,HAT_BAUTEILTYP,p_maison_vignette_auderghem -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0083,rel,,p_meduni_campus_mariannengasse,bt_ausbau,HAT_BAUTEILTYP,p_meduni_campus_mariannengasse -HAT_BAUTEILTYP-> bt_ausbau (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0084,rel,,p_meduni_campus_mariannengasse,bt_decke,HAT_BAUTEILTYP,p_meduni_campus_mariannengasse -HAT_BAUTEILTYP-> bt_decke (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0085,rel,,p_meduni_campus_mariannengasse,bt_technik,HAT_BAUTEILTYP,p_meduni_campus_mariannengasse -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0086,rel,,p_meduni_campus_mariannengasse,bt_wand,HAT_BAUTEILTYP,p_meduni_campus_mariannengasse -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0087,rel,,p_multi_brussels_reuse_in_multi,bt_boden,HAT_BAUTEILTYP,p_multi_brussels_reuse_in_multi -HAT_BAUTEILTYP-> bt_boden (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0088,rel,,p_multi_brussels_reuse_in_multi,bt_fassade,HAT_BAUTEILTYP,p_multi_brussels_reuse_in_multi -HAT_BAUTEILTYP-> bt_fassade (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0089,rel,,p_multi_brussels_reuse_in_multi,bt_gelaender,HAT_BAUTEILTYP,p_multi_brussels_reuse_in_multi -HAT_BAUTEILTYP-> bt_gelaender (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0090,rel,,p_multi_brussels_reuse_in_multi,bt_technik,HAT_BAUTEILTYP,p_multi_brussels_reuse_in_multi -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0091,rel,,p_multi_brussels_reuse_in_multi,bt_wand,HAT_BAUTEILTYP,p_multi_brussels_reuse_in_multi -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0092,rel,,p_timber_square_london,bt_ausbau,HAT_BAUTEILTYP,p_timber_square_london -HAT_BAUTEILTYP-> bt_ausbau (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0093,rel,,p_timber_square_london,bt_decke,HAT_BAUTEILTYP,p_timber_square_london -HAT_BAUTEILTYP-> bt_decke (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0094,rel,,p_timber_square_london,bt_stuetze,HAT_BAUTEILTYP,p_timber_square_london -HAT_BAUTEILTYP-> bt_stuetze (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0095,rel,,p_timber_square_london,bt_technik,HAT_BAUTEILTYP,p_timber_square_london -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0096,rel,,p_timber_square_london,bt_traeger,HAT_BAUTEILTYP,p_timber_square_london -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0097,rel,,p_umar_unit,bt_boden,HAT_BAUTEILTYP,p_umar_unit -HAT_BAUTEILTYP-> bt_boden (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0098,rel,,p_umar_unit,bt_daemmung,HAT_BAUTEILTYP,p_umar_unit -HAT_BAUTEILTYP-> bt_daemmung (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0099,rel,,p_umar_unit,bt_decke,HAT_BAUTEILTYP,p_umar_unit -HAT_BAUTEILTYP-> bt_decke (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0100,rel,,p_umar_unit,bt_fassade,HAT_BAUTEILTYP,p_umar_unit -HAT_BAUTEILTYP-> bt_fassade (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0101,rel,,p_umar_unit,bt_tuer,HAT_BAUTEILTYP,p_umar_unit -HAT_BAUTEILTYP-> bt_tuer (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0102,rel,,p_umar_unit,bt_wand,HAT_BAUTEILTYP,p_umar_unit -HAT_BAUTEILTYP-> bt_wand (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0103,rel,,re_store_harvestmap_vienna,bt_boden,HAT_BAUTEILTYP,re_store_harvestmap_vienna -HAT_BAUTEILTYP-> bt_boden (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0104,rel,,re_store_harvestmap_vienna,bt_dach,HAT_BAUTEILTYP,re_store_harvestmap_vienna -HAT_BAUTEILTYP-> bt_dach (W4 selective unsupported delete),contract,w3_01_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_01_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0105,rel,,zirkulie_bauteilboerse_triesen,bt_tuer,HAT_BAUTEILTYP,zirkulie_bauteilboerse_triesen -HAT_BAUTEILTYP-> bt_tuer (W4 selective unsupported delete),contract,w3_02_catalogue_backfill.patch.jsonl,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=w3_02_catalogue_backfill.patch.jsonl,W4-02,element,,rel
w4_w4_02-0106,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816142218,baumab_kassel,bt_dach,HAT_BAUTEILTYP,baumab_kassel -HAT_BAUTEILTYP-> bt_dach (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816142218,rel
w4_w4_02-0107,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816176153,bauteilverwertung_koeppel_klein,bt_tuer,HAT_BAUTEILTYP,bauteilverwertung_koeppel_klein -HAT_BAUTEILTYP-> bt_tuer (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816176153,rel
w4_w4_02-0108,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816176154,archipel_sion_ressourcerie,bt_traeger,HAT_BAUTEILTYP,archipel_sion_ressourcerie -HAT_BAUTEILTYP-> bt_traeger (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816176154,rel
w4_w4_02-0109,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827466,baumab_kassel,bt_fenster,HAT_BAUTEILTYP,baumab_kassel -HAT_BAUTEILTYP-> bt_fenster (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827466,rel
w4_w4_02-0110,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629861393,bauteilboerse_basel_overall,bt_boden,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> bt_boden (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629861393,rel
w4_w4_02-0111,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629861401,bauteilverwertung_koeppel_klein,bt_fenster,HAT_BAUTEILTYP,bauteilverwertung_koeppel_klein -HAT_BAUTEILTYP-> bt_fenster (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629861401,rel
w4_w4_02-0112,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512702,bauteilkatalog_immobilien_basel_stadt,bt_decke,HAT_BAUTEILTYP,bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> bt_decke (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512702,rel
w4_w4_02-0113,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512714,baumab_kassel,bt_tuer,HAT_BAUTEILTYP,baumab_kassel -HAT_BAUTEILTYP-> bt_tuer (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512714,rel
w4_w4_02-0114,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518383,baukarussell,bt_fassade,HAT_BAUTEILTYP,baukarussell -HAT_BAUTEILTYP-> bt_fassade (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443518383,rel
w4_w4_02-0115,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443529964,baumatpool_ch,bt_fassade,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> bt_fassade (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443529964,rel
w4_w4_02-0116,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443546641,bauteilboerse_basel_overall,bt_technik,HAT_BAUTEILTYP,bauteilboerse_basel_overall -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443546641,rel
w4_w4_02-0117,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443546649,bauteilverwertung_koeppel_klein,bt_technik,HAT_BAUTEILTYP,bauteilverwertung_koeppel_klein -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443546649,rel
w4_w4_02-0118,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551327,baticycle,bt_decke,HAT_BAUTEILTYP,baticycle -HAT_BAUTEILTYP-> bt_decke (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551327,rel
w4_w4_02-0119,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551328,batiterre,bt_dach,HAT_BAUTEILTYP,batiterre -HAT_BAUTEILTYP-> bt_dach (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443551328,rel
w4_w4_02-0120,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257197950,bauteilkatalog_immobilien_basel_stadt,bt_daemmung,HAT_BAUTEILTYP,bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> bt_daemmung (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257197950,rel
w4_w4_02-0121,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257197962,baumab_kassel,bt_technik,HAT_BAUTEILTYP,baumab_kassel -HAT_BAUTEILTYP-> bt_technik (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257197962,rel
w4_w4_02-0122,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257215212,baumatpool_ch,bt_daemmung,HAT_BAUTEILTYP,baumatpool_ch -HAT_BAUTEILTYP-> bt_daemmung (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257215212,rel
w4_w4_02-0123,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257231897,bauteilverwertung_koeppel_klein,bt_ausbau,HAT_BAUTEILTYP,bauteilverwertung_koeppel_klein -HAT_BAUTEILTYP-> bt_ausbau (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257231897,rel
w4_w4_02-0124,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236576,batiterre,bt_daemmung,HAT_BAUTEILTYP,batiterre -HAT_BAUTEILTYP-> bt_daemmung (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159743974257236576,rel
w4_w4_02-0125,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070883198,bauteilkatalog_immobilien_basel_stadt,bt_fassade,HAT_BAUTEILTYP,bauteilkatalog_immobilien_basel_stadt -HAT_BAUTEILTYP-> bt_fassade (W4 selective unsupported delete),web,VERIFICATION_LEDGER_ELEMENT_v5.csv,true,200,UNSUPPORTED,unbelegt,,DELETE,W4-02,bg_-excluded selective delete; source=VERIFICATION_LEDGER_ELEMENT_v5.csv,W4-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1161995774070883198,rel
