ledger_id,rel_id,from_id,to_id,connection_kind,evidence_confidence,fabrication_class,origin_run,origin_scope,origin_patch,git_commit,git_commit_date,git_commit_subject,remediation_status,fabrication_pattern,evidence_basis
G09-0069,r_madaster__verbunden_mit_akteur__repurpose,madaster,repurpose,dutch_reuse_data_mesh,teilweise_belegt,actor_mesh,netherlands_reuse_bubble_2026_06_05,netherlands_reuse_bubble,_neo4j/intake/runs/2026-06-05_netherlands_reuse_bubble/patches/phase2_repurpose_demand_layer.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t1,dutch_country_mesh,dutch_market_data_layer
G09-0070,r_bellastock__verbunden_mit_akteur__cstb,bellastock,cstb,research_programme,belegt,evidence_backed,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,repar_programme_partnership
G09-0071,r_cstb__verbunden_mit_akteur__bellastock,cstb,bellastock,research_programme,belegt,evidence_backed,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,repar_programme_partnership
G09-0072,r_opalis__verbunden_mit_akteur__backacia,opalis,backacia,supplier_listing,belegt,evidence_backed,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,opalis_supplier_directory
G09-0073,r_backacia__verbunden_mit_akteur__opalis,backacia,opalis,supplier_listing,belegt,evidence_backed,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,opalis_supplier_directory
G09-0074,r_bellastock__verbunden_mit_akteur__backacia,bellastock,backacia,french_marketplace_mesh,teilweise_belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,french_marketplace_via_opalis
G09-0075,r_backacia__verbunden_mit_akteur__bellastock,backacia,bellastock,french_marketplace_mesh,teilweise_belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t2,,french_marketplace_via_opalis
G09-0076,r_cycle_up__verbunden_mit_akteur__backacia,cycle_up,backacia,french_marketplace_mesh,teilweise_belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,french_marketplace_peer
G09-0077,r_backacia__verbunden_mit_akteur__cycle_up,backacia,cycle_up,french_marketplace_mesh,teilweise_belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t2,,french_marketplace_peer
G09-0078,r_cycle_up__verbunden_mit_akteur__opalis,cycle_up,opalis,french_reuse_ecosystem,teilweise_belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,french_reuse_directory_ecosystem
G09-0079,r_opalis__verbunden_mit_akteur__cycle_up,opalis,cycle_up,french_reuse_ecosystem,teilweise_belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,french_reuse_directory_ecosystem
G09-0080,r_bellastock__verbunden_mit_akteur__cycle_up,bellastock,cycle_up,french_reuse_ecosystem,teilweise_belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t2,,french_reuse_polycentric_layer
G09-0081,r_cycle_up__verbunden_mit_akteur__bellastock,cycle_up,bellastock,french_reuse_ecosystem,teilweise_belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,french_reuse_polycentric_layer
G09-0082,r_mobius_reemploi__verbunden_mit_akteur__cstb,mobius_reemploi,cstb,spirou_consortium,belegt,evidence_backed,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,spirou_programme_partner
G09-0083,r_cstb__verbunden_mit_akteur__mobius_reemploi,cstb,mobius_reemploi,spirou_consortium,belegt,evidence_backed,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,spirou_programme_partner
G09-0084,r_bellastock__verbunden_mit_akteur__mobius_reemploi,bellastock,mobius_reemploi,french_reuse_ecosystem,teilweise_belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t2,,french_reuse_polycentric_layer
G09-0085,r_mobius_reemploi__verbunden_mit_akteur__bellastock,mobius_reemploi,bellastock,french_reuse_ecosystem,teilweise_belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1_france_marketplace_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,french_reuse_polycentric_layer
G09-0086,r_bellastock__verbunden_mit_akteur__association_reavie,bellastock,association_reavie,opalis_directory_mesh,belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,opalis_co_listing_mesh,opalis_directory_maintainer_reavie_listed
G09-0087,r_association_reavie__verbunden_mit_akteur__bellastock,association_reavie,bellastock,opalis_directory_mesh,belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t2,opalis_co_listing_mesh,opalis_directory_maintainer_reavie_listed
G09-0088,r_opalis__verbunden_mit_akteur__association_reavie,opalis,association_reavie,supplier_listing,belegt,evidence_backed,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,opalis_supplier_directory
G09-0089,r_association_reavie__verbunden_mit_akteur__opalis,association_reavie,opalis,supplier_listing,belegt,evidence_backed,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,opalis_supplier_directory
G09-0090,r_opalis__verbunden_mit_akteur__mineka,opalis,mineka,supplier_listing,belegt,evidence_backed,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,opalis_supplier_directory
G09-0091,r_mineka__verbunden_mit_akteur__opalis,mineka,opalis,supplier_listing,belegt,evidence_backed,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,opalis_supplier_directory
G09-0092,r_mineka__verbunden_mit_akteur__bellastock,mineka,bellastock,opalis_directory_peer,belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,opalis_co_listing_mesh,opalis_directory_peer
G09-0093,r_bellastock__verbunden_mit_akteur__mineka,bellastock,mineka,opalis_directory_peer,belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t2,opalis_co_listing_mesh,opalis_directory_peer
G09-0094,r_mineka__verbunden_mit_akteur__cycle_up,mineka,cycle_up,opalis_directory_peer,belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,opalis_co_listing_mesh,opalis_directory_peer
G09-0095,r_cycle_up__verbunden_mit_akteur__mineka,cycle_up,mineka,opalis_directory_peer,belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t2,opalis_co_listing_mesh,opalis_directory_peer
G09-0096,r_mineka__verbunden_mit_akteur__backacia,mineka,backacia,opalis_directory_peer,belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,opalis_co_listing_mesh,opalis_directory_peer
G09-0097,r_backacia__verbunden_mit_akteur__mineka,backacia,mineka,opalis_directory_peer,belegt,actor_mesh,france_reuse_bubble_2026_06_05,france_reuse_bubble,_neo4j/intake/runs/2026-06-05_france_reuse_bubble/patches/phase1c_evidence_hardening.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t2,opalis_co_listing_mesh,opalis_directory_peer
G09-0098,r_opalis__VERBUNDEN_MIT_AKTEUR__rotordc,opalis,rotordc,directory_dealer,belegt,evidence_backed,rotor_dc_reuse_bubble_2026_06_05,rotor_dc_reuse_bubble,_neo4j/intake/runs/2026-06-05_rotor_dc_reuse_bubble/patches/phase1_ecosystem_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,first_party_dealer_page
G09-0099,r_rotordc__VERBUNDEN_MIT_AKTEUR__opalis,rotordc,opalis,directory_dealer,belegt,evidence_backed,rotor_dc_reuse_bubble_2026_06_05,rotor_dc_reuse_bubble,_neo4j/intake/runs/2026-06-05_rotor_dc_reuse_bubble/patches/phase1_ecosystem_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,first_party_dealer_page
G09-0100,r_opalis__VERBUNDEN_MIT_AKTEUR__bellastock,opalis,bellastock,programme_maintenance_partner,belegt,evidence_backed,rotor_dc_reuse_bubble_2026_06_05,rotor_dc_reuse_bubble,_neo4j/intake/runs/2026-06-05_rotor_dc_reuse_bubble/patches/phase1_ecosystem_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,first_party_about_page
G09-0101,r_bellastock__VERBUNDEN_MIT_AKTEUR__opalis,bellastock,opalis,programme_maintenance_partner,belegt,evidence_backed,rotor_dc_reuse_bubble_2026_06_05,rotor_dc_reuse_bubble,_neo4j/intake/runs/2026-06-05_rotor_dc_reuse_bubble/patches/phase1_ecosystem_spine.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,first_party_about_page
G09-0102,r_madaster__verbunden_mit_akteur__madaster_epea,madaster,madaster_epea,platform_family,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,epea_madaster_platform_integration
G09-0103,r_madaster_epea__verbunden_mit_akteur__madaster,madaster_epea,madaster,platform_family,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,epea_madaster_platform_integration
G09-0104,r_concular__verbunden_mit_akteur__software_restado,concular,software_restado,marketplace_brand_operator,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,restado_concular_gmbh_brand
G09-0105,r_software_restado__verbunden_mit_akteur__concular,software_restado,concular,marketplace_brand_operator,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,restado_concular_gmbh_brand
G09-0106,r_software_restado__verbunden_mit_akteur__opalis,software_restado,opalis,european_reuse_infrastructure_peer,teilweise_belegt,actor_mesh,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,restado_cirkla_hub_pattern,european_reuse_platform_peer
G09-0107,r_opalis__verbunden_mit_akteur__software_restado,opalis,software_restado,european_reuse_infrastructure_peer,teilweise_belegt,actor_mesh,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t1,restado_cirkla_hub_pattern,european_reuse_platform_peer
G09-0108,r_software_restado__verbunden_mit_akteur__insert_marketplace,software_restado,insert_marketplace,european_marketplace_peer,teilweise_belegt,actor_mesh,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,restado_cross_border_peer_pattern,european_marketplace_peer
G09-0109,r_insert_marketplace__verbunden_mit_akteur__software_restado,insert_marketplace,software_restado,european_marketplace_peer,teilweise_belegt,actor_mesh,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t1,restado_cross_border_peer_pattern,european_marketplace_peer
G09-0110,r_cirkla__verbunden_mit_akteur__software_restado,cirkla,software_restado,european_reuse_infrastructure_peer,teilweise_belegt,actor_mesh,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t1,restado_cirkla_hub_pattern,european_reuse_platform_peer
G09-0111,r_software_restado__verbunden_mit_akteur__cirkla,software_restado,cirkla,european_reuse_infrastructure_peer,teilweise_belegt,actor_mesh,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,restado_cirkla_hub_pattern,european_reuse_platform_peer
G09-0112,r_sumami__verbunden_mit_akteur__cirkla,sumami,cirkla,cirkla_directory,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,cirkla_directory_profile
G09-0113,r_cirkla__verbunden_mit_akteur__sumami,cirkla,sumami,cirkla_directory,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,cirkla_directory_profile
G09-0114,r_sumami__verbunden_mit_akteur__eth_zuerich,sumami,eth_zuerich,research_industry_partner,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,eth_reuse_research_collaboration
G09-0115,r_eth_zuerich__verbunden_mit_akteur__sumami,eth_zuerich,sumami,research_industry_partner,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,eth_reuse_research_collaboration
G09-0116,r_sumami__verbunden_mit_akteur__circular_hub_zurich,sumami,circular_hub_zurich,swiss_reuse_media_network,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,circular_hub_use_case
G09-0117,r_circular_hub_zurich__verbunden_mit_akteur__sumami,circular_hub_zurich,sumami,swiss_reuse_media_network,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,circular_hub_use_case
G09-0118,r_kunst_stoffe_ev__verbunden_mit_akteur__material_mafia,kunst_stoffe_ev,material_mafia,hdm_research_consortium,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,hdm_dbu_consortium
G09-0119,r_material_mafia__verbunden_mit_akteur__kunst_stoffe_ev,material_mafia,kunst_stoffe_ev,hdm_research_consortium,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,hdm_dbu_consortium
G09-0120,r_kunst_stoffe_ev__verbunden_mit_akteur__circular_berlin,kunst_stoffe_ev,circular_berlin,hdm_research_consortium,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,hdm_dbu_consortium
G09-0121,r_circular_berlin__verbunden_mit_akteur__kunst_stoffe_ev,circular_berlin,kunst_stoffe_ev,hdm_research_consortium,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,hdm_dbu_consortium
G09-0122,r_rotordc__verbunden_mit_akteur__whitewood,rotordc,whitewood,project_commissioner,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,rotor_project_commissioner
G09-0123,r_whitewood__verbunden_mit_akteur__rotordc,whitewood,rotordc,project_commissioner,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,rotor_project_commissioner
G09-0124,r_rotordc__verbunden_mit_akteur__immobel,rotordc,immobel,project_commissioner,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,rotor_project_commissioner
G09-0125,r_immobel__verbunden_mit_akteur__rotordc,immobel,rotordc,project_commissioner,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,rotor_project_commissioner
G09-0126,r_brussels_environment__verbunden_mit_akteur__opalis,brussels_environment,opalis,programme_funder_platform,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,preuse_opalis_funding
G09-0127,r_opalis__verbunden_mit_akteur__brussels_environment,opalis,brussels_environment,programme_funder_platform,belegt,evidence_backed,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,preuse_opalis_funding
G09-0128,r_useagain_bauteilclick__verbunden_mit_akteur__software_restado,useagain_bauteilclick,software_restado,european_marketplace_peer,teilweise_belegt,actor_mesh,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,surviving,,european_marketplace_peer
G09-0129,r_software_restado__verbunden_mit_akteur__useagain_bauteilclick,software_restado,useagain_bauteilclick,european_marketplace_peer,teilweise_belegt,actor_mesh,cross_bubble_extension_2026_06_06,cross_bubble_extension,_neo4j/review/2026-06-06_cross_bubble_extension/patches/cross_bubble_extension_phase2.patch.jsonl,ed1d81d9,2026-06-06,5,removed_t1,,european_marketplace_peer
