label,property,nodes_with_property,label_node_count,coverage_pct,missing_count,types,unique_values_seen_cap_1001,empty_string_count,empty_list_count,flags,sample_values
DeprecatedType,id,13,13,100.0,0,str:13,13,0,0,core,dep_label__GraphVersion || dep_label__ZertifizierungBewertungssystem || dep_label__LebenszyklusModul || dep_rel_type__AUS__BAUWERK || dep_rel_type__EINGEBAUT__IN
DeprecatedType,kind,13,13,100.0,0,str:13,2,0,0,,label || rel_type
DeprecatedType,migration_origin,13,13,100.0,0,str:13,1,0,0,,mig_r10_deprecated_type_seed
DeprecatedType,new_name,13,13,100.0,0,str:13,13,0,0,,(none — dropped) || Zertifizierungssystem || LCAModule || FROM_DONOR || INTO_RECEIVER
DeprecatedType,old_name,13,13,100.0,0,str:13,13,0,0,,GraphVersion || ZertifizierungBewertungssystem || LebenszyklusModul || AUS_BAUWERK || EINGEBAUT_IN
DeprecatedType,reason,13,13,100.0,0,str:13,11,0,0,,Experimental versioning label — never populated. || Renamed in R2.d for brevity — old name preserved as alias on new nodes. || Renamed in R2.b — original IDs (lz_*) preserved on new nodes. || Phase 4.2 rename. || Phase 3.2 split into HAS_RISK_POLLUTANT + REQUIRES_VERIFICATION_FOR.
Dossier,_archive,80,100,80.0,20,str:80,80,0,0,,"{""name_full"":""Schärenmoosstrasse Zürich — Projekt «ménage à trois» dossier (batch 1.md §1)""} || {""name_full"":""UMAR Unit — NEST Empa Dübendorf dossier (batch 1.md §2)""} || {""name_full"":""ELEMENTA / Walkeweg Basel dossier (batch 1.md §3)""} || {""name_full"":""Careno - Be.Circular Brussels dossier""} || {""name_full"":""Circl Pavilion Amsterdam dossier (covers Circl_Pavilion_Amsterdam.md + Circl_ABN_AMRO_Urban_Mining.md merged-duplicate)""}"
Dossier,_created_at,24,100,24.0,76,str:24,1,0,0,,2026-05-20T21:58:20+00:00
Dossier,_created_by,24,100,24.0,76,str:24,1,0,0,,agent9_phase4b1
Dossier,access_date,16,100,16.0,84,str:16,1,0,0,,2026-05-19
Dossier,aliases,16,100,16.0,84,list[str]:16,16,0,0,core,"[""qu_batch1_schaerenmoosstrasse_dossier""] || [""qu_batch1_umar_dossier""] || [""qu_batch1_elementa_dossier""] || [""qu_careno_becircular_dossier""] || [""qu_circl_pavilion_dossier""]"
Dossier,candidate_source_count,77,100,77.0,23,int:77,15,0,0,provenance_key,2 || 7 || 6 || 10 || 4
Dossier,candidate_source_status,77,100,77.0,23,str:77,1,0,0,provenance_key,needs_fact_url_review
Dossier,candidate_source_urls,77,100,77.0,23,list[str]:77,77,0,0,provenance_key,"[""https://gramaziokohler.arch.ethz.ch/web/d/lehre/453.html"",""https://gramaziokohler.arch.ethz.ch/web/d/lehre/375.html""] || [""https://doi.org/10.1016/j.jclepro.2022.135235"",""https://www.sciencedirect.com/science/article/pii/S0959652622048090"",""https://www.researchgate.net/publication/365763750_Reuse_of_concrete_components_in_new_construction… || [""https://www.sciencedirect.com/science/article/pii/S0959652622048090"",""https://www.sciencedirect.com/topics/engineering/inverset"",""https://www.deutschlandfunkkultur.de/abbruch-und-aufbau-100.html"",""https://taz.de/Die-W… || [""https://www.sciencedirect.com/science/article/pii/S0959652622048090"",""https://infoscience.epfl.ch/server/api/core/bitstreams/00948e56-68fd-4f05-9280-5e835b8d2570/content"",""https://olympiapark.muenchen.de/en/olympiapar… || [""https://www.ssdarchitecture.com/works/residential/big-dig-building"",""https://www.archdaily.com/30050/big-dig-building-single-speed-design"",""https://www.holcimfoundation.org/projects/big-dig-building-boston-massachuset…"
Dossier,id,100,100,100.0,0,str:100,100,0,0,core,q_batch_1_md || q_schaerenmoosstrasse_zuerich_projekt_menage_a_trois_md || q_umar_unit_nest_empa_duebendorf_md || q_elementa_walkeweg_basel_md || q_careno_be_circular_brussels_md
Dossier,invalid_candidate_source_urls,40,100,40.0,60,list[str]:40,22,0,0,provenance_key,"[""""] || [""https://t""] || [""https://olympiap""] || [""https://projecta"",""https://pr""] || [""https://ww""]"
Dossier,migration_origin,100,100,100.0,0,str:100,3,0,0,,| r7_d_text_content | mig_s4_a_secondary_labels | mig_s4_b_text_strip || | r7_a_dual_naming_merge | r7_d_text_content | mig_s4_a_secondary_labels | mig_s4_b_text_strip || mig_s4_a_secondary_labels | mig_s4_c_fu8_retry | mig_s4_b_text_strip
Dossier,name,100,100,100.0,0,str:100,98,0,0,core,"Schärenmoosstrasse Zürich — Projekt «ménage à trois» || UMAR Unit — NEST, Empa Dübendorf || ELEMENTA / Walkeweg Basel || Careno - Be.Circular || Circl / ABN AMRO Urban Mining Context"
Dossier,primary_source_url,71,100,71.0,29,str:71,67,0,0,provenance_key,https://doi.org/10.1016/j.jclepro.2022.135235 || https://www.sciencedirect.com/science/article/pii/S0959652622048090 || https://olympiapark.muenchen.de/en/olympiapark/olympisches-dorf.html || https://www.ssdarchitecture.com/works/residential/big-dig-building/ || https://projectarchitecture.com/big-dig-house/
Dossier,quelltyp,100,100,100.0,0,str:100,1,0,0,,case_markdown
Dossier,review_status,27,100,27.0,73,str:27,1,0,0,,needs_source_url_review
Dossier,source_count,71,100,71.0,29,int:71,13,0,0,provenance_key,4 || 5 || 6 || 1 || 3
Dossier,source_file,100,100,100.0,0,str:100,97,0,0,core; provenance_key,_neo4j/intake/archive/2026-05-20_inbox_batch2_import/raw_tree/batch 1.md || _neo4j/intake/archive/2026-05-20_inbox_batch2_import/raw_tree/BE_NL_graph_ready_dossiers/Careno_Be_Circular_Brussels.md || _neo4j/intake/archive/2026-05-20_inbox_batch2_import/raw_tree/BE_NL_graph_ready_dossiers/Circl_ABN_AMRO_Urban_Mining.md || _neo4j/intake/archive/2026-05-20_inbox_batch2_import/raw_tree/BE_NL_graph_ready_dossiers/Circl_Pavilion_Amsterdam.md || _neo4j/intake/archive/2026-05-20_inbox_batch2_import/raw_tree/DE_AT_CH_graph_ready_dossiers/LYSP8_Basel.md
Dossier,source_resolution_status,100,100,100.0,0,str:100,3,0,0,provenance_key,needs_source_url_review || single_url_from_legacy_zitiert_quelle || trusted_incident_relationship_source_urls
Dossier,source_scope,98,100,98.0,2,str:98,3,0,0,core; provenance_key,source_trace_review || external_reference || case_markdown
Dossier,source_trace_migrated_at,100,100,100.0,0,str:100,1,0,0,provenance_key,2026-05-23T10:47:30.445168+00:00
Dossier,source_trace_migration,100,100,100.0,0,str:100,1,0,0,provenance_key,mig_trace_zitiert_quelle_to_urls_2026_05_23
Dossier,source_url,2,100,2.0,98,str:2,2,0,0,provenance_key,https://vb.nweurope.eu/projects/project-search/fcrbe-facilitating-the-circulation-of-reclaimed-building-elements-in-northwestern-europe || https://vandkunsten.com/en
Dossier,source_url_node_ids,100,100,100.0,0,list[str]:100,100,0,0,provenance_key,"[""q_url_aeef5e8ee66234ee"",""q_url_f528c30f69536ba7"",""q_url_7ded61fad1227a2f"",""q_url_5368eaa41895c58f"",""q_url_4abfee065519483e"",""q_url_c5f78818626b5283"",""q_url_f3965d94e688bb75"",""q_url_102a0583e17b8f4a"",""q_url_b2795625396… || [""q_schaerenmoosstrasse_zuerich_projekt_menage_a_trois_s1"",""q_schaerenmoosstrasse_zuerich_projekt_menage_a_trois_s2"",""q_url_aeef5e8ee66234ee"",""q_url_f528c30f69536ba7"",""q_url_7ded61fad1227a2f"",""q_url_5368eaa41895c58f"",""q… || [""q_umar_unit_nest_empa_duebendorf_s1"",""q_umar_unit_nest_empa_duebendorf_s2"",""q_umar_unit_nest_empa_duebendorf_s3"",""q_umar_unit_nest_empa_duebendorf_s4"",""q_umar_unit_nest_empa_duebendorf_s5"",""q_umar_unit_nest_empa_duebe… || [""q_elementa_walkeweg_basel_s1"",""q_elementa_walkeweg_basel_s2"",""q_elementa_walkeweg_basel_s3"",""q_elementa_walkeweg_basel_s4"",""q_elementa_walkeweg_basel_s5"",""q_elementa_walkeweg_basel_s6"",""q_elementa_walkeweg_basel_s7"",""… || [""q_careno_be_circular_brussels_s1"",""q_careno_be_circular_brussels_s2"",""q_careno_be_circular_brussels_s3"",""q_careno_be_circular_brussels_s4"",""q_careno_be_circular_brussels_s5"",""q_careno_be_circular_brussels_s6"",""q_url_6…"
Dossier,source_urls,71,100,71.0,29,list[str]:71,71,0,0,provenance_key,"[""https://doi.org/10.1016/j.jclepro.2022.135235"",""https://innowest-brandenburg.de/beitraege/Bachelorarbeit-plattenbautyp-wbs-70"",""https://www.bft-international.com/de/artikel/wiederverwendung-von-betonfertigteilplatten-… || [""https://doi.org/10.1016/j.jclepro.2022.135235"",""https://www.welt.de/print-wams/article134693/Waende-mit-Vorleben.html"",""https://innowest-brandenburg.de/beitraege/Bachelorarbeit-plattenbautyp-wbs-70"",""https://baustatik… || [""https://www.sciencedirect.com/science/article/pii/S0959652622048090"",""https://www.deutschlandfunkkultur.de/abbruch-und-aufbau-100.html"",""https://taz.de/Die-Wiedergeburt-der-Platte/!493469/"",""https://www.sciencedirect.… || [""https://olympiapark.muenchen.de/en/olympiapark/olympisches-dorf.html""] || [""https://www.ssdarchitecture.com/works/residential/big-dig-building/"",""https://www.holcimfoundation.org/projects/big-dig-building-boston-massachusetts-usa"",""https://www.archdaily.com/30050/big-dig-building-single-speed…"
Dossier,strict_candidate_url_array_cleanup,40,100,40.0,60,str:40,1,0,0,provenance_key,mig_strict_candidate_url_array_cleanup_2026_05_23
Dossier,strict_candidate_url_array_cleanup_at,40,100,40.0,60,str:40,1,0,0,provenance_key,2026-05-23T11:08:50.487332+00:00
Dossier,strict_invalid_url_cleanup,71,100,71.0,29,str:71,1,0,0,provenance_key,mig_strict_invalid_url_cleanup_2026_05_23
Dossier,strict_invalid_url_cleanup_at,71,100,71.0,29,str:71,1,0,0,provenance_key,2026-05-23T11:07:10.738119+00:00
Dossier,strict_source_url_cleanup,98,100,98.0,2,str:98,1,0,0,provenance_key,mig_strict_source_url_binding_cleanup_2026_05_23
Dossier,strict_source_url_cleanup_at,98,100,98.0,2,str:98,1,0,0,provenance_key,2026-05-23T11:01:59.122927+00:00
Dossier,text_content_chars_pre_strip,100,100,100.0,0,int:100,96,0,0,,103604 || 19777 || 10491 || 44381 || 27450
Dossier,text_content_loaded_at,95,100,95.0,5,str:95,1,0,0,,2026-05-21
Dossier,text_content_retry_attempted_at,5,100,5.0,95,str:5,1,0,0,,2026-05-22
Dossier,text_content_retry_result,5,100,5.0,95,str:5,1,0,0,,resolved
Dossier,text_content_stripped_at,100,100,100.0,0,str:100,1,0,0,,2026-05-22
DossierEntityTarget,created_at_utc,2591,2591,100.0,0,str:2591,265,0,0,,2026-05-22T15:56:47.248320+00:00 || 2026-05-22T15:56:47.511976+00:00 || 2026-05-22T15:56:47.444683+00:00 || 2026-05-22T15:56:47.521064+00:00 || 2026-05-22T15:56:47.445683+00:00
DossierEntityTarget,entity_type,2591,2591,100.0,0,str:2591,48,0,0,,bauteil || prozessphase || thema || kennwert || Ort
DossierEntityTarget,entity_value,2591,2591,100.0,0,str:2591,1001,0,0,,Bestandslagerhaus || Fassadenbekleidung externer Kern || Schadstoffprüfung || Rückbau/Ausbau || Brandschutz
DossierEntityTarget,entity_value_norm,2591,2591,100.0,0,str:2591,1001,0,0,,bestandslagerhaus || fassadenbekleidung externer kern || schadstoffprufung || ruckbau ausbau || brandschutz
DossierEntityTarget,exact_match_candidate_ids,2591,2591,100.0,0,list[]:2282; list[str]:309,292,0,2282,type_drift,"[] || [""la_brandschutz""] || [""bg_reuse_mehrere_decke_plattenvereinigung_deckenelemente""] || [""phase_planung""] || [""p_55_great_suffolk_street_london""]"
DossierEntityTarget,exact_match_label,306,2591,11.81,2285,str:306,13,0,0,,Leistungsanforderung || Bauteilgruppe || Prozessphase || Projekt || Bauwerk
DossierEntityTarget,exact_match_node_id,306,2591,11.81,2285,str:306,289,0,0,,la_brandschutz || bg_reuse_mehrere_decke_plattenvereinigung_deckenelemente || phase_planung || p_55_great_suffolk_street_london || bw_association_house_groeditz
DossierEntityTarget,id,2591,2591,100.0,0,str:2591,1001,0,0,core,det_83190834155e588a7987dec0 || det_cc2a84349ab1701eb19f00a6 || det_73a7e06ebff7cda7ae34641c || det_4f3a2b774c564ec7a97596ad || det_c688c11319a9b2cb6362e472
DossierEntityTarget,migration_origin,2591,2591,100.0,0,str:2591,1,0,0,,qext_v6_1_gebaeude_unfolder
DossierEntityTarget,name,2591,2591,100.0,0,str:2591,1001,0,0,core,Bestandslagerhaus || Fassadenbekleidung externer Kern || Schadstoffprüfung || Rückbau/Ausbau || Brandschutz
DossierEntityTarget,review_status,2591,2591,100.0,0,str:2591,3,0,0,,unresolved_no_exact_match || exact_unique_candidate || exact_ambiguous_candidates
DossierEntityTarget,source_scope,2591,2591,100.0,0,str:2591,1,0,0,core; provenance_key,dossier_entity_target
DossierEntityTarget,unfolding_kind,2591,2591,100.0,0,str:2591,1,0,0,,dossier_row
DossierEntityTarget,unfolding_origin,2591,2591,100.0,0,str:2591,1,0,0,,qext_v6_1_gebaeude_unfolder
ExternalLink,_archive,628,5026,12.5,4398,str:628,189,0,0,,"{""_created_by"":""mig_2_7""} || {""name_full"":""[S3] Danish Architecture Center: TRÆ: Materials Before Form""} || {""name_full"":""[S4] ArchDaily: TRÆ High-Rise Building / Lendager""} || {""name_full"":""[S5] Artelia: TRÆ, a wooden tower at the highest level""} || {""name_full"":""[S6] PFA: TRÆ inaugurated in Aarhus""}"
ExternalLink,_created_at,628,5026,12.5,4398,str:628,38,0,0,,2026-05-20T21:58:09+00:00 || 2026-05-20T21:58:10+00:00 || 2026-05-20T21:58:11+00:00 || 2026-05-20T21:58:12+00:00 || 2026-05-20T21:58:13+00:00
ExternalLink,_created_by,628,5026,12.5,4398,str:628,1,0,0,,agent9_phase4b1
ExternalLink,actor_registry_loader_seen,277,5026,5.51,4749,str:277,1,0,0,,agent10
ExternalLink,also_in_dossier,930,5026,18.5,4096,list[]:318; list[str]:612,110,0,318,type_drift,"[""q_batch_1_md"",""q_schaerenmoosstrasse_zuerich_projekt_menage_a_trois_md"",""q_umar_unit_nest_empa_duebendorf_md"",""q_elementa_walkeweg_basel_md""] || [""q_schaerenmoosstrasse_zuerich_projekt_menage_a_trois_md"",""q_umar_unit_nest_empa_duebendorf_md"",""q_elementa_walkeweg_basel_md"",""q_batch_1_md""] || [""q_careno_be_circular_brussels_md""] || [""q_architecture_of_reuse_brussels_md"",""q_careno_be_circular_brussels_md""] || [""q_circl_abn_amro_urban_mining_md"",""q_circl_pavilion_amsterdam_md""]"
ExternalLink,also_in_edge,930,5026,18.5,4096,list[]:122; list[str]:808,755,0,122,type_drift,"[] || [""1157531756862113530"",""6917635680268982633"",""6917635680268982637"",""6917635680268982681"",""1153029256746370810"",""1153029256746375528"",""1153029256746375532"",""1153029256746375576""] || [""6917635680268982830"",""6917635680268982834"",""1153029256746375725"",""1153029256746375729""] || [""6917636779780607884"",""6919888579594293132"",""6922140379407978380"",""6924392179221663628""] || [""6917635680268982725"",""6917635680268982749"",""1157532856373746114"",""1157532856373746138""]"
ExternalLink,also_in_node,930,5026,18.5,4096,list[]:913; list[str]:17,18,0,913,type_drift,"[] || [""rr_de_ziegel""] || [""rr_nl_beton"",""rr_nl_holz""] || [""rr_gb_stahl""] || [""rr_be_stahl""]"
ExternalLink,also_in_research,2127,5026,42.32,2899,list[str]:2127,810,0,0,,"[""_neo4j\\intake\\inbox\\research\\circular_construction_leistungsanforderungen.md""] || [""_neo4j\\intake\\inbox\\research\\circular_construction_leistungsanforderungen.md"",""_neo4j\\intake\\inbox\\research\\circular_construction_reuse_graph_gaps.md""] || [""_neo4j\\intake\\inbox\\research\\circular_construction_leistungsanforderungen.md"",""_archive\\research\\gebaeude\\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md"",""_archive\\research\\fallstudie\\Circular_Centr… || [""_neo4j\\intake\\inbox\\research\\missing_underused_norm_nodes_reuse_kg.md"",""_archive\\research\\gebaeude\\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md"",""_archive\\research\\gebaeude\\Lokomotion_Technology_C… || [""_neo4j\\intake\\inbox\\research\\circular_construction_economics_kg.md"",""_archive\\research\\person\\akteursliste_master.md"",""_archive\\research\\person\\interviewkontakte_abc_priorisiert.md"",""_archive\\research\\pers…"
ExternalLink,created_by,193,5026,3.84,4833,str:193,1,0,0,,agent10_phase4b_2
ExternalLink,evidence_basis,3571,5026,71.05,1455,str:3571,4,0,0,provenance_key,markdown_link_extraction || bare_url_extraction || pre_existing_quelle_url || edge_excerpt_extraction
ExternalLink,evidence_confidence,3571,5026,71.05,1455,str:3571,1,0,0,provenance_key,belegt
ExternalLink,evidence_origin,3571,5026,71.05,1455,str:3571,1,0,0,provenance_key,source_curated
ExternalLink,evidence_source_id,3571,5026,71.05,1455,str:3571,799,0,0,provenance_key,q_research_reuse_knowledge_graph_coverage_audit_md || q_research_aufbereitungsverfahren_reused_building_elements_md || q_research_bauteilreuse_legal_regime_matrix_md || q_research_circular_construction_economics_kg_md || q_research_circular_construction_leistungsanforderungen_md
ExternalLink,extracted_at,5026,5026,100.0,0,str:5026,2,0,0,,2026-05-22 || 2026-05-21
ExternalLink,first_seen_in_dossier,597,5026,11.88,4429,str:597,89,0,0,,q_batch_1_md || q_careno_be_circular_brussels_md || q_circl_abn_amro_urban_mining_md || q_circl_pavilion_amsterdam_md || q_lysp8_basel_md
ExternalLink,first_seen_in_research,2386,5026,47.47,2640,str:2386,377,0,0,,_neo4j\intake\inbox\research\reuse_knowledge_graph_coverage_audit.md || _neo4j\intake\inbox\research\aufbereitungsverfahren_reused_building_elements.md || _neo4j\intake\inbox\research\bauteilreuse_legal_regime_matrix.md || _neo4j\intake\inbox\research\circular_construction_economics_kg.md || _neo4j\intake\inbox\research\circular_construction_leistungsanforderungen.md
ExternalLink,id,5026,5026,100.0,0,str:5026,1001,0,0,core,q_url_4355c6af7f5e034ee6866841bf19ea11 || q_url_d7a72171312d05683570e279b9b59fe0 || q_ext_nmbu_brage_unit_no_nmbu_xmlui_handle_11250_3079873 || q_ext_kommunikasjon_ntb_no_pressemelding_17906148_kommunalminister__orges_forste_storskala_ombruksbygg_publisherid_16126567 || q_ext_futurebuilt_no_assets_originals_download_75a48b7634efe5970abe0f09403f3e45_pdf
ExternalLink,invalid_candidate_source_urls,32,5026,0.64,4994,list[str]:32,32,0,0,provenance_key,"[""https://t""] || [""https://olympiap""] || [""https://projecta""] || [""https://pr""] || [""https://ww""]"
ExternalLink,invalid_source_url,32,5026,0.64,4994,str:32,32,0,0,provenance_key,https://t || https://olympiap || https://projecta || https://pr || https://ww
ExternalLink,last_seen_by,193,5026,3.84,4833,str:193,1,0,0,,agent10_phase4b_2
ExternalLink,migration_origin,5026,5026,100.0,0,str:5026,5,0,0,,mig_qext_a_research_urls || mig_s1_url_extract | mig_s2_url_probe || mig_s1_url_extract | mig_s2_url_probe | mig_s2_url_probe | mig_s4_a_secondary_labels || mig_s1_url_extract | mig_s2_url_probe | mig_s4_a_secondary_labels || mig_s1_url_extract | mig_s2_url_probe | mig_s2_url_probe
ExternalLink,name,1455,5026,28.95,3571,str:1455,999,0,0,core,NMBU thesis: Muligheter med ombruk av prefabrikkerte betongelementer.** || Entra press release via NTB: Öffnung KA13.** || FutureBuilt Findings Report PDF: Reuse and transformation / KA13.** || University thesis excerpt on reused HCS in KA13.** || UiT thesis / HCS tests and reuse context.**
ExternalLink,primary_source_url,1415,5026,28.15,3611,str:1415,820,0,0,provenance_key,https://nmbu.brage.unit.no/nmbu-xmlui/handle/11250/3079873 || https://kommunikasjon.ntb.no/pressemelding/17906148/kommunalministeren-apnet-norges-forste-storskala-ombruksbygg?publisherId=16126567 || https://www.futurebuilt.no/assets/originals/download/75a48b7634efe5970abe0f09403f3e45.pdf || https://uis.brage.unit.no/uis-xmlui/bitstream/handle/11250/3136867/no.uis%3Ainspera%3A232787794%3A233624667.pdf || https://munin.uit.no/bitstream/handle/10037/23335/thesis.pdf
ExternalLink,quelltyp,5026,5026,100.0,0,str:5026,3,0,0,,external_link || external_reference || external_link_from_actor_registry
ExternalLink,source_count,1415,5026,28.15,3611,int:1415,1,0,0,provenance_key,1
ExternalLink,source_file,319,5026,6.35,4707,str:319,1,0,0,core; provenance_key,akteursliste_master.md
ExternalLink,source_resolution_status,1610,5026,32.03,3416,str:1610,2,0,0,provenance_key,single_url_from_legacy_zitiert_quelle || trusted_incident_relationship_source_urls
ExternalLink,source_scope,827,5026,16.45,4199,str:827,4,0,0,core; provenance_key,mig_2_7_external_sources || research_file_url || external_reference || actor_registry
ExternalLink,source_trace_migrated_at,1610,5026,32.03,3416,str:1610,1,0,0,provenance_key,2026-05-23T10:47:30.445168+00:00
ExternalLink,source_trace_migration,1610,5026,32.03,3416,str:1610,1,0,0,provenance_key,mig_trace_zitiert_quelle_to_urls_2026_05_23
ExternalLink,source_url,1578,5026,31.4,3448,str:1578,954,0,0,provenance_key,https://nmbu.brage.unit.no/nmbu-xmlui/handle/11250/3079873 || https://kommunikasjon.ntb.no/pressemelding/17906148/kommunalministeren-apnet-norges-forste-storskala-ombruksbygg?publisherId=16126567 || https://www.futurebuilt.no/assets/originals/download/75a48b7634efe5970abe0f09403f3e45.pdf || https://uis.brage.unit.no/uis-xmlui/bitstream/handle/11250/3136867/no.uis%3Ainspera%3A232787794%3A233624667.pdf || https://munin.uit.no/bitstream/handle/10037/23335/thesis.pdf
ExternalLink,source_url_node_ids,1610,5026,32.03,3416,list[str]:1610,1001,0,0,provenance_key,"[""q_url_c8790eca26733521""] || [""q_url_5de14127acc58b64""] || [""q_url_5610dfaf580f1fbb""] || [""q_url_db6d4ae7bc53bdad""] || [""q_url_f5a36655c34f018f""]"
ExternalLink,source_urls,1415,5026,28.15,3611,list[str]:1415,820,0,0,provenance_key,"[""https://nmbu.brage.unit.no/nmbu-xmlui/handle/11250/3079873""] || [""https://kommunikasjon.ntb.no/pressemelding/17906148/kommunalministeren-apnet-norges-forste-storskala-ombruksbygg?publisherId=16126567""] || [""https://www.futurebuilt.no/assets/originals/download/75a48b7634efe5970abe0f09403f3e45.pdf""] || [""https://uis.brage.unit.no/uis-xmlui/bitstream/handle/11250/3136867/no.uis%3Ainspera%3A232787794%3A233624667.pdf""] || [""https://munin.uit.no/bitstream/handle/10037/23335/thesis.pdf""]"
ExternalLink,strict_invalid_url_cleanup,30,5026,0.6,4996,str:30,1,0,0,provenance_key,mig_strict_invalid_url_cleanup_2026_05_23
ExternalLink,strict_invalid_url_cleanup_at,30,5026,0.6,4996,str:30,1,0,0,provenance_key,2026-05-23T11:07:10.738119+00:00
ExternalLink,strict_node_url_array_cleanup,32,5026,0.64,4994,str:32,1,0,0,provenance_key,mig_strict_node_url_array_cleanup_2026_05_23
ExternalLink,strict_node_url_array_cleanup_at,32,5026,0.64,4994,str:32,1,0,0,provenance_key,2026-05-23T11:07:49.551440+00:00
ExternalLink,strict_source_url_cleanup,30,5026,0.6,4996,str:30,1,0,0,provenance_key,mig_strict_source_url_binding_cleanup_2026_05_23
ExternalLink,strict_source_url_cleanup_at,30,5026,0.6,4996,str:30,1,0,0,provenance_key,2026-05-23T11:01:59.122927+00:00
ExternalLink,title,3764,5026,74.89,1262,str:3764,636,2686,0,,ReCreate || STRUCTUREmag || ICLEI circular procurement case collection || UIA journal PDF || Arup project page
ExternalLink,url,5026,5026,100.0,0,str:5026,1001,0,0,provenance_key,https://maryon.ch/v2/wp-content/uploads/2023.Juni_ARCH_EN.pdf || https://www.ark.fi/en/2024/02/a-pioneer-of-the-circular-economy || https://nmbu.brage.unit.no/nmbu-xmlui/handle/11250/3079873 || https://kommunikasjon.ntb.no/pressemelding/17906148/kommunalministeren-apnet-norges-forste-storskala-ombruksbygg?publisherId=16126567 || https://www.futurebuilt.no/assets/originals/download/75a48b7634efe5970abe0f09403f3e45.pdf
ExternalLink,url_body_cache_format,1955,5026,38.9,3071,str:1955,5,0,0,provenance_key,html || too_large_skipped || pdf || wrong_type_skipped || fetch_failed_skipped
ExternalLink,url_body_cache_path,1905,5026,37.9,3121,str:1905,927,0,0,provenance_key,shared/url_bodies/5de14127acc58b641b6456f72fd93a89.html.gz || shared/url_bodies/f5a36655c34f018f6159d79145ae6b66.html || shared/url_bodies/0f43608f5779ccc3c118a79cc2577271.html || shared/url_bodies/9d3b62d51ede48283cb86e33f0ffc850.html || shared/url_bodies/cf65180170e18d51dcf3216a6c82ffdf.html.gz
ExternalLink,url_body_md5,1905,5026,37.9,3121,str:1905,845,0,0,provenance_key,24c34c50d84d6303a587c5870e18e862 || 5887106398e86119911173dd507cf4cd || 69646d8dcc84438b20dcd056f2117558 || d9c0465e699423945f664cf410a56b9c || 0b4587449fef6808dfae98ba9f9cd911
ExternalLink,url_content_length_bytes,2000,5026,39.79,3026,int:2000,786,0,0,provenance_key,139176 || 13482991 || 3063 || 85395 || 101165
ExternalLink,url_content_type,2298,5026,45.72,2728,str:2298,3,0,0,provenance_key,text/html || application/pdf || text/plain
ExternalLink,url_final_url,2640,5026,52.53,2386,str:2640,1001,0,0,provenance_key,https://nmbu.brage.unit.no/nmbu-xmlui/handle/11250/3079873 || https://kommunikasjon.ntb.no/pressemelding/17906148/kommunalministeren-apnet-norges-forste-storskala-ombruksbygg?publisherId=16126567 || https://www.futurebuilt.no/assets/originals/download/75a48b7634efe5970abe0f09403f3e45.pdf || https://uis.brage.unit.no/uis-xmlui/bitstream/handle/11250/3136867/no.uis%3Ainspera%3A232787794%3A233624667.pdf || https://nva.sikt.no/registration/0198f432bbf8-6186167c-70dc-4988-a745-392a720cb26b
ExternalLink,url_http_code,2309,5026,45.94,2717,int:2309,7,0,0,provenance_key,200 || 403 || 404 || 525 || 503
ExternalLink,url_last_checked_at,2640,5026,52.53,2386,str:2640,2,0,0,provenance_key,2026-05-21 || 2026-05-22
ExternalLink,url_last_modified_header,477,5026,9.49,4549,str:477,210,0,0,provenance_key,"Tue, 18 Nov 2025 22:56:14 GMT || Thu, 21 May 2026 10:36:03 GMT || Fri, 22 May 2026 06:46:54 GMT || Fri, 22 May 2026 06:47:00 GMT || Fri, 22 May 2026 06:43:44 GMT"
ExternalLink,url_origin,5026,5026,100.0,0,str:5026,5,0,0,provenance_key,research_md_link || pre_existing_quelle || dossier_md_link || dossier_bare_url || edge_property
ExternalLink,url_probe_attempts,2640,5026,52.53,2386,int:2640,2,0,0,provenance_key,1 || 2
ExternalLink,url_probe_duration_ms,2640,5026,52.53,2386,int:2640,985,0,0,provenance_key,21395 || 1964 || 23846 || 29262 || 2042
ExternalLink,url_redirect_chain,2640,5026,52.53,2386,list[]:1835; list[str]:805,305,0,1835,provenance_key; type_drift,"[] || [""https://munin.uit.no/bitstream/handle/10037/23335/thesis.pdf"",""https://hdl.handle.net/10037/23335""] || [""https://circon.graennibyggd.is/en/examples""] || [""https://www.nakam.info/en/works/kamikatsu0""] || [""https://www.kamikatz.jp/en/zero""]"
