akteur_id,name,primary_role,address,latitude,longitude,confidence,location_count
drz_demontage_recycling,"DRZ",linked_projekt,"Mariannengasse 10, 1090 Vienna, Austria",48.2161081,16.3492133,high,2
dtu,"DTU",linked_projekt,"Thoravej 29, 2400 København NV, Copenhagen",55.706084,12.526846,high,1
duncan_baker_brown,"Duncan Baker-Brown",program_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,3
dusseldorp,"Dusseldorp",linked_projekt,"Voorterstraat, Bleijerheide, 6462 Kerkrade, Netherlands",50.8534,6.0618,medium,1
dutch_design_foundation,"Dutch Design Foundation",linked_projekt,"Ketelhuisplein, 5617 AE Eindhoven, Netherlands",51.4483,5.4959,high,1
dwt_groep,"DWT Groep",linked_projekt,"Oostmolenweg 79, 4481 PM Kloetinge, Netherlands",51.4479,3.6645,high,1
dycore,"Dycore",linked_projekt,"Zwarteweg 1, 8181 PD Heerde, Netherlands",52.3917,6.0286,high,1
ece_architecture,"ECE Architecture",linked_projekt,"318 Oxford Street, London W1C 1HF, UK (donor); 224-226 Tower Bridge Road, London SE1 2UP, UK (receiver TBC.London)",51.5142,-0.1427,medium,1
ecovative,"Ecovative",linked_projekt,"Überlandstrasse 129, 8600 Dübendorf, Switzerland",47.4023749,8.6114852,high,2
ed_zueblin_ag,"Ed. Züblin AG",program_projekt,"Baumwasenweg, 74379 Ingersheim, Germany",48.959324,9.188568,high,2
edith_maryon_stift,"Stiftung Edith Maryon",known_office,"Gerbergasse 30, 4001 Basel, Switzerland",47.5596,7.5886,high,1
eike_roswag_klinge,"Eike Roswag-Klinge",city_in_name,"Berlin, Deutschland",52.5173885,13.3951309,medium,3
elena_sischarenco,"Elena Sischarenco",land_capital,"Bern, Switzerland",46.948,7.4474,low,1
ellis_and_moore,"Ellis & Moore Consulting Engineers",linked_projekt,"24 Helios Road, Wallington, London SM6 7BZ, UK",51.3653,-0.1494,high,1
embuild,"Embuild",program_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,2
emergis,"Emergis",linked_projekt,"Oostmolenweg 79, 4481 PM Kloetinge, Netherlands",51.4479,3.6645,high,1
empa,"Empa",linked_projekt,"Überlandstrasse 129, 8600 Dübendorf, Switzerland",47.4023749,8.6114852,high,2
encore_heureux,"Encore Heureux",linked_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,3
entra_as,"Entra AS",linked_projekt,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high,1
enviromate,"Enviromate",land_capital,"London, UK",51.5074,-0.1278,low,1
epfl,"EPFL",land_capital,"Bern, Switzerland",46.948,7.4474,low,1
erdf_feder_bruessel_hauptstadt,"ERDF / FEDER Brüssel-Hauptstadt",linked_projekt,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high,3
erith,"Erith",linked_projekt,"1-15 Pocock Street, London SE1 0BT, UK",51.5025,-0.0999,high,1
erz_zuerich,"Entsorgung + Recycling Zürich (ERZ)",city_in_name,"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra",47.3744489,8.5410422,medium,2
eth_zuerich,"ETH Zürich",city_in_name,"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra",47.3744489,8.5410422,medium,3
eurban,"Eurban",linked_projekt,"7 Holbein Place, London SW1W 8NR, UK",51.4947,-0.1489,high,1
ev_luth_landeskirche_hannover,"Evangelisch-Lutherische Landeskirche Hannover",linked_projekt,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,2
eva_stricker,"Eva Stricker",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
evangelisches_buero_expo_2000,"Evangelisches Buero fuer die Weltausstellung Expo 2000",linked_projekt,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,1
evelia_macal,"Evelia Macal",linked_projekt,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium,1
exasun,"Exasun",linked_projekt,"Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",52.3371844,4.8734146,high,2
ezeit,"eZeit",linked_projekt,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,1
fabian_sauser,"Fabian Sauser",city_in_name,"Asse, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, België / Belgique / Belgien",50.9094333,4.2015646,medium,3
fabio_gramazio,"Fabio Gramazio",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
fabrix,"Fabrix",linked_projekt,"55 Great Suffolk Street, London SE1 0UQ, UK",51.5018,-0.0789,high,1
fabrix_london,"Fabrix London",linked_projekt,"1-15 Pocock Street, London SE1 0BT, UK",51.5025,-0.0999,high,2
fagerhult,"Fagerhult",linked_projekt,"Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",52.3371844,4.8734146,high,1
faltlhauser_krapf,"Faltlhauser Krapf",linked_projekt,"Baumwasenweg, 74379 Ingersheim, Germany",48.959324,9.188568,high,2
familie_lange,"Detlev Lange / Familie Lange",linked_projekt,"Schildow, 16552, Germany",52.6333,13.3833,low,1
felix_dillmann,"Félix Dillmann",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
felix_heisel,"Felix Heisel",land_capital,"United States",38.9072,-77.0369,low,2
floris_schiferli,"Floris Schiferli",linked_projekt,"Maasboulevard 100, 3063 NS Rotterdam, Netherlands",51.9436,4.5112,high,1
fore_partnership,"FORE Partnership",linked_projekt,"318 Oxford Street, London W1C 1HF, UK (donor); 224-226 Tower Bridge Road, London SE1 2UP, UK (receiver TBC.London)",51.5142,-0.1427,medium,1
four_bay_structures,"Four Bay Structures",linked_projekt,"318 Oxford Street, London W1C 1HF, UK (donor); 224-226 Tower Bridge Road, London SE1 2UP, UK (receiver TBC.London)",51.5142,-0.1427,medium,1
franck,"Franck",linked_projekt,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high,1
frank_bricks,"Franck Bricks",linked_projekt,"106 Rue de la Vignette, 1160 Auderghem, Belgium",50.815,4.4214,high,1
frederic_denise,"Frédéric Denise",city_in_name,"Stains, Saint-Denis, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93240, France",48.9565669,2.3825154,medium,4
frederic_denise_archipel_zero,"Frédéric Denise / Archipel Zéro",linked_projekt,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high,1
full_metal_iron,"Full Metal Iron",linked_projekt,"2967 Bluff Street, Boulder, CO 80301, USA",40.0149856,-105.270545,high,1
futurebuilt,"FutureBuilt",linked_projekt,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high,1
g_build,"G-build",linked_projekt,"Gentbrugge (near E17 highway), 9050 Ghent, Belgium",51.0405,3.7412,low,1
gain,"a:gain",linked_projekt,"Kalkværksvej 1-5, 8000 Aarhus C, Denmark",56.1539,10.2048,high,2
galldris_group,"Galldris Group",linked_projekt,"124 Pennine Drive, London NW2 1NL, UK",51.5639,-0.2267,high,1
gardiner_and_theobald,"Gardiner & Theobald",linked_projekt,"55 Great Suffolk Street, London SE1 0UQ, UK",51.5018,-0.0789,high,3
gebruiktebouwmaterialen,"Gebruiktebouwmaterialen",linked_projekt,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high,2
gemeente_kerkrade,"Gemeente Kerkrade",linked_projekt,"Voorterstraat, Bleijerheide, 6462 Kerkrade, Netherlands",50.8534,6.0618,medium,2
gemeinde_ingersheim,"Gemeinde Ingersheim",linked_projekt,"Baumwasenweg, 74379 Ingersheim, Germany",48.959324,9.188568,high,3
genbyg,"Genbyg",country_in_name,"Copenhagen, Denmark",55.6761,12.5683,low,2
georg_hubmann,"Georg Hubmann",land_capital,"Berlin, Germany",52.52,13.405,low,1
ggzatwork_laden2_bauteile_zug,"GGZ@WORK Laden 2 Bauteile Zug",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
gian_trachsler,"Gian Trachsler",city_in_name,"Asse, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, België / Belgique / Belgien",50.9094333,4.2015646,medium,3
gillion_construct,"Gillion Construct",known_office,"Rue Saint-Denis 132, 1190 Forest, Brussels, Belgium",50.8172,4.3215,high,2
gladsaxe_kommune,"Gladsaxe Kommune / Gladsaxe Municipality",linked_projekt,"Tobaksvejen 6, 2860 Søborg, Denmark",55.7346,12.4033,high,2
globechain,"Globechain",source_url_projekt,"58-67 Grand Parade, Brighton BN2 0JY, UK",50.8247,-0.1366,high,5
gmp_architekten,"gmp Architekten von Gerkan, Marg und Partner",linked_projekt,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,1
graber_pulver,"Graber Pulver",land_capital,"Bern, Switzerland",46.948,7.4474,low,1
graber_pulver_architektinnen,"Graber Pulver Architekt:innen",linked_projekt,"Juch-Areal, Zürich-Altstetten, 8048 Zürich, Switzerland",47.393,8.4885,low,1
gramazio_kohler_research,"Gramazio Kohler Research",land_capital,"Bern, Switzerland",46.948,7.4474,low,1
granby_workshop,"Granby Workshop",land_capital,"London, UK",51.5074,-0.1278,low,1
grand_huit,"Grand Huit",land_capital,"Paris, France",48.8566,2.3522,low,1
greater_brighton_metropolitan_college,"Greater Brighton Metropolitan College",linked_projekt,"58-67 Grand Parade, Brighton BN2 0JY, UK",50.8247,-0.1366,high,2
greisch,"Greisch",linked_projekt,"Rue des Brasseurs 3, 7700 Mouscron, Belgien",50.7419344,3.2177912,high,1
grosvenor,"Grosvenor",linked_projekt,"7 Holbein Place, London SW1W 8NR, UK",51.4947,-0.1489,high,1
gruner_ag,"Gruner AG",land_capital,"Bern, Switzerland",46.948,7.4474,low,1
gruner_reuse_platform,"Gruner ReUse",source_url_projekt,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,4
gtd_consulting,"GTD Consulting / GTD Engineering",archive_case_site,"Rue Charles Malis 40, 1080 Molenbeek-Saint-Jean, Brussels, Belgium",50.8546,4.3386,high,2
gti_engineering,"GTI Engineering",linked_projekt,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,2
guido_brandi,"Guido Brandi",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
gxn,"GXN",land_capital,"Copenhagen, Denmark",55.6761,12.5683,low,1
haerter_partner,"Haerter + Partner AG",linked_projekt,"Mööslistrasse 8, 8038 Zürich, Switzerland",47.3406,8.5154,high,1
ham_sybesma,"Ham & Sybesma",linked_projekt,"Ketelhuisplein, 5617 AE Eindhoven, Netherlands",51.4483,5.4959,high,1
hans_hammink,"Hans Hammink",city_in_name,"Amsterdam, Noord-Holland, Nederland",52.3730796,4.8924534,medium,3
harvestmap,"HarvestMAP",country_in_name,"Vienna, Austria",48.2082,16.3738,low,2
hastings_bexhill_wood_recycling,"Hastings & Bexhill Wood Recycling",linked_projekt,"1-10 White Rock, Hastings TN34 1JY, UK",50.8567,0.5792,high,2
hastings_pier_charity,"Hastings Pier Charity",linked_projekt,"1-10 White Rock, Hastings TN34 1JY, UK",50.8567,0.5792,high,2
haus_der_materialisierung,"Haus der Materialisierung",known_office,"Berlin, Germany (Haus der Materialisierung civic hub)",52.52,13.405,low,2
haus_hos_privater_bauherr,"Privater Bauherr Haus HOS",linked_projekt,"Mühlhausen, 99974, Germany",51.2089,10.4526,low,1
haustec_engineering,"Haustec Engineering",linked_projekt,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,1
hawkins_brown,"Hawkins\\Brown",linked_projekt,"55 Great Suffolk Street, London SE1 0UQ, UK",51.5018,-0.0789,high,1
heemwonen,"HEEMwonen",linked_projekt,"Voorterstraat, Bleijerheide, 6462 Kerkrade, Netherlands",50.8534,6.0618,medium,1
heierli_ag,"Ingenieurbureau Heierli AG",linked_projekt,"Mööslistrasse 8, 8038 Zürich, Switzerland",47.3406,8.5154,high,1
heinrich_boell_stiftung,"Heinrich-Böll-Stiftung",known_office,"Schumannstraße 8, 10117 Berlin, Germany",52.5238,13.3849,high,2
herve_biele_conclus,"Hervé Biele / Conclus",linked_projekt,"Mehrow, 16356, Germany",52.5724,13.6177,low,1
herve_joel_biele,"Hervé / Joel Biele",linked_projekt,"Schildow, 16552, Germany",52.6333,13.3833,low,1
hester_van_dijk,"Hester van Dijk",city_in_name,"Eindhoven, Noord-Brabant, Nederland",51.4392648,5.478633,medium,4
heyne_tillett_steel,"Heyne Tillett Steel / HTS",linked_projekt,"7 Holbein Place, London SW1W 8NR, UK",51.4947,-0.1489,high,3
hft_stuttgart,"HFT Stuttgart",city_in_name,"Stuttgart, Baden-Württemberg, Deutschland",48.7784485,9.1800132,medium,2
hiltbrunner_reuse_riedtwil_wiederverwendung,"ReUse Recycling Center Riedtwil / wiederverwendung.ch",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
hiroshi_nakamura_nap,"Hiroshi Nakamura & NAP",linked_projekt,"7-2 Aza Shimoniura, Oaza Fukuhara, Kamikatsu-cho, Tokushima 771-4501, Japan",33.896,134.2885,high,1
hoare_lea,"Hoare Lea",linked_projekt,"25 Lavington Street / Bankside, Southwark, London SE1",51.5050972,-0.1000695,high,1
hochbauamt_basel_stadt,"Hochbauamt Basel-Stadt",linked_projekt,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,2
hoffmann_as,"Hoffmann A/S",linked_projekt,"Thoravej 29, 2400 København NV, Copenhagen",55.706084,12.526846,high,1
howells,"Howells",linked_projekt,"1-15 Pocock Street, London SE1 0BT, UK",51.5025,-0.0999,high,1
htwg_konstanz,"HTWG Konstanz",land_capital,"Berlin, Germany",52.52,13.405,low,1
hugo_topalov,"Hugo Topalov",source_url_projekt,"Chemin de la Vallée 4, 4000 Liège, Belgium",50.603,5.5818,high,7
husner_ag_holzbau,"HUSNER AG Holzbau",linked_projekt,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,1
hybrid_structures,"Hybrid Structures",linked_projekt,"25 Lavington Street / Bankside, Southwark, London SE1",51.5050972,-0.1000695,high,1
iba_parkstad,"IBA Parkstad",linked_projekt,"Voorterstraat, Bleijerheide, 6462 Kerkrade, Netherlands",50.8534,6.0618,medium,1
icon_real_estate,"Icon Real Estate",linked_projekt,"Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",52.3371844,4.8734146,high,2
iemb_tu_berlin,"IEMB / TU Berlin",city_in_name,"Berlin, Deutschland",52.5173885,13.3951309,medium,2
if_do,"IF_DO",linked_projekt,"124 Pennine Drive, London NW2 1NL, UK",51.5639,-0.2267,high,1
ijb_groep,"IJB groep",linked_projekt,"Ketelhuisplein, 5617 AE Eindhoven, Netherlands",51.4483,5.4959,high,1
imd_raadgevende_ingenieurs,"IMd Raadgevende Ingenieurs",linked_projekt,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high,3
immobel,"Immobel",linked_projekt,"Boulevard Anspach 1, 1000 Brussels, Belgium",50.8476,4.3487,high,2
immobilien_basel_stadt,"Immobilien Basel-Stadt",linked_projekt,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,2
impact_hub_berlin,"Impact Hub Berlin",known_office,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,3
insenti,"Insenti",linked_projekt,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high,1
insert_marketplace,"Insert Marketplace",country_in_name,"Amsterdam, Netherlands",52.3730796,4.8924534,low,2
interreg_nwe,"Interreg NWE",known_office,"15 rue du Palais Rihour, 4e étage, 59800 Lille, France",50.6366,3.0635,high,1
iq_student_accommodation,"iQ Student Accommodation",linked_projekt,"1-15 Pocock Street, London SE1 0BT, UK",51.5025,-0.0999,high,1
iwg_spaces,"IWG Group / Spaces",linked_projekt,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high,1
jan_de_nul,"Jan De Nul",linked_projekt,"Rue de la Loi 175, 1048 Brussels, Belgium",50.8436,4.3819,high,1
jan_haerens,"Jan Haerens",source_url_projekt,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high,3
jan_jongert,"Jan Jongert",source_url_projekt,"Maasboulevard 100, 3063 NS Rotterdam, Netherlands",51.9436,4.5112,high,2
jauslin_stebler,"Jauslin Stebler",linked_projekt,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,1
jeroen_bergsma,"Jeroen Bergsma",source_url_projekt,"Maasboulevard 100, 3063 NS Rotterdam, Netherlands",51.9436,4.5112,high,3
jerome_goze,"Jérôme Goze",land_capital,"Paris, France",48.8566,2.3522,low,1
jinhee_park,"Jinhee Park",linked_projekt,"8 Bird Hill Road, Lexington, MA 02421, USA",42.2586,-71.2139,high,2
joachim_zais,"Joachim Zais",linked_projekt,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,1
john_hong,"John Hong",linked_projekt,"8 Bird Hill Road, Lexington, MA 02421, USA",42.2586,-71.2139,high,2
josef_kolb_ag,"Josef Kolb AG",linked_projekt,"Lagerplatz 24, 8400 Winterthur, Switzerland",47.4997,8.7267,high,1
julia_krafft,"Julia Krafft",country_in_name,"Berlin, Germany",52.52,13.405,low,2
julia_turpin,"Julia Turpin",land_capital,"Paris, France",48.8566,2.3522,low,1
julien_choppin,"Julien Choppin",land_capital,"Paris, France",48.8566,2.3522,low,1
julius_schaeufele,"Julius Schäufele",land_capital,"Berlin, Germany",52.52,13.405,low,1
jzh_partners,"JZH & Partners",linked_projekt,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium,1
kahle_acoustics,"Kahle Acoustics",linked_projekt,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium,1
kamikatsu_residents,"Lokale Einwohner Kamikatsu",linked_projekt,"7-2 Aza Shimoniura, Oaza Fukuhara, Kamikatsu-cho, Tokushima 771-4501, Japan",33.896,134.2885,high,2
kamikatsu_town,"Kamikatsu Town",linked_projekt,"7-2 Aza Shimoniura, Oaza Fukuhara, Kamikatsu-cho, Tokushima 771-4501, Japan",33.896,134.2885,high,2
kampstaal,"Kampstaal",linked_projekt,"Croeselaan 16, 3521 CA Utrecht, Netherlands",52.0867,5.1172,high,1
kanton_basel_stadt,"Kanton Basel-Stadt",linked_projekt,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,3
karbon_architecture_urbanisme,"Karbon’ architecture & urbanisme",linked_projekt,"106 Rue de la Vignette, 1160 Auderghem, Belgium",50.815,4.4214,high,1
katharina_raabe,"Katharina Raabe",city_in_name,"Stuttgart, Baden-Württemberg, Deutschland",48.7784485,9.1800132,medium,3
katrine_west_kristensen,"Katrine West Kristensen",land_capital,"Copenhagen, Denmark",55.6761,12.5683,low,1
kaufmann_zimmerei,"kaufmann zimmerei",linked_projekt,"Überlandstrasse 129, 8600 Dübendorf, Switzerland",47.4023749,8.6114852,high,2
kerstin_mueller,"Kerstin Müller",source_url_projekt,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,4
kevin_straub,"Kevin Straub",source_url_projekt,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,3
kibag,"KIBAG",linked_projekt,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,2
kilden_hindby,"Kilden & Hindby",linked_projekt,"Kalkværksvej 1-5, 8000 Aarhus C, Denmark",56.1539,10.2048,high,1
kim_le_roux,"Kim Le Roux",city_in_name,"Berlin, Deutschland",52.5173885,13.3951309,medium,3
kit,"KIT",land_capital,"Berlin, Germany",52.52,13.405,low,1
kitajima_corporation,"Kitajima Corporation",linked_projekt,"7-2 Aza Shimoniura, Oaza Fukuhara, Kamikatsu-cho, Tokushima 771-4501, Japan",33.896,134.2885,high,1
kla_engineers_and_builders,"KL&A Engineers and Builders",linked_projekt,"2967 Bluff Street, Boulder, CO 80301, USA",40.0149856,-105.270545,high,1
klh,"KLH",linked_projekt,"1-10 White Rock, Hastings TN34 1JY, UK",50.8567,0.5792,high,1
klingelhoefer_kroetsch,"Klingelhöfer Krötsch",linked_projekt,"Baumwasenweg, 74379 Ingersheim, Germany",48.959324,9.188568,high,2
kloster_volkenroda_jesus_bruderschaft,"Kloster Volkenroda / Jesus-Bruderschaft",linked_projekt,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,2
koimo_development,"KOIMO Development GmbH",known_office,"Linienstraße 85, 10119 Berlin, Germany",52.5289,13.4012,high,2
kraaijvanger_architects,"Kraaijvanger Architects",linked_projekt,"Richard Hollaan 4, 3144 BB Maassluis, Netherlands",51.9422,4.2346,high,1
kruunu,"A-Kruunu",linked_projekt,"Potkurinkatu 5, 33900 Tampere, Finland",61.4808,23.7493,high,1
kunst_stoffe_ev,"Kunst-Stoffe e.V.",program_projekt,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,3
la_fabrique_de_bordeaux_metropole,"La Fab Bordeaux",city_in_name,"Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, France",44.841225,-0.5800364,medium,3
la_ressourcerie_fribourg,"La Ressourcerie Fribourg",source_url_projekt,"Chemin de la Vallée 4, 4000 Liège, Belgium",50.603,5.5818,high,8
lagemaat_heerde,"Lagemaat Heerde",linked_projekt,"Zwarteweg 1, 8181 PD Heerde, Netherlands",52.3917,6.0286,high,2
laia_meier,"Laia Meier",linked_projekt,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,2
lakwena,"Lakwena",linked_projekt,"124 Pennine Drive, London NW2 1NL, UK",51.5639,-0.2267,high,1
landsec,"Landsec",linked_projekt,"25 Lavington Street / Bankside, Southwark, London SE1",51.5050972,-0.1000695,high,1
lcp_circulair,"lcp-circulair",linked_projekt,"Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",52.3371844,4.8734146,high,2
ld2_architecture,"LD2 architecture",known_office,"Chaussée de la Hulpe 177, boîte 17, 1170 Watermael-Boitsfort, Belgium",50.8015,4.4112,high,2
le_wip,"Le WIP",linked_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,1
leiden_university,"Leiden University / Gorlaeus donor source",linked_projekt,"Limes 7 / Leiden Bio Science Park, Oegstgeest/Leiden",52.1710283,4.4502649,high,2
lenard_da_costa_kurek,"Lenard da Costa Kurek",land_capital,"Berlin, Germany",52.52,13.405,low,1
lendager_group_lendager_architects,"Lendager Group / Lendager Architects",linked_projekt,"Ejler Billes Allé 29, 2300 København S, Denmark",55.641,12.5852,high,1
les_canaux,"Les Canaux",linked_projekt,"6 Quai de la Seine, 75019 Paris, France",48.8906,2.3742,high,1
les_marneurs_janne_saario,"Les Marneurs / Janne Saario",linked_projekt,"Quai Fernand Demets 22, 1070 Anderlecht, Brüssel",50.8415883,4.3206717,high,1
ligne_be,"Ligne B.E.",linked_projekt,"Rue des Ateliers, 14460 Colombelles",49.1916221,-0.3061681,high,1
liike_oy_arkkitehtistudio,"LIIKE Oy Arkkitehtistudio",linked_projekt,"Potkurinkatu 5, 33900 Tampere, Finland",61.4808,23.7493,high,1
lindner_se,"Lindner SE",linked_projekt,"Überlandstrasse 129, 8600 Dübendorf, Switzerland",47.4023749,8.6114852,high,2
lionel_billiet,"Lionel Billiet",land_capital,"Brussels, Belgium",50.8465573,4.351697,low,1
lionel_devlieger,"Lionel Devlieger",source_url_projekt,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high,2
lo_reninge_town_council,"Lo-Reninge town council",linked_projekt,"Markt 1, 8647 Lo-Reninge, Belgien",50.9805957,2.7493019,high,2
loeliger_strub,"Loeliger Strub",city_in_name,"Liège, Wallonie, 4000, België / Belgique / Belgien",50.6450944,5.5736112,medium,2
london_borough_of_barnet,"London Borough of Barnet",linked_projekt,"124 Pennine Drive, London NW2 1NL, UK",51.5639,-0.2267,high,2
loopfront,"Loopfront",land_capital,"Oslo, Norway",59.9139,10.7522,low,1
lucas_klinkenbusch,"Lucas Klinkenbusch",country_in_name,"Berlin, Germany",52.52,13.405,low,2
lxsy_architektur,"LXSY Architektur",linked_projekt,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,2
maarten_gielen,"Maarten Gielen",source_url_projekt,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high,2
mace,"Mace",linked_projekt,"1-15 Pocock Street, London SE1 0BT, UK",51.5025,-0.0999,high,2
mad_arkitekter,"MAD arkitekter / Mad as",linked_projekt,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high,1
madaster,"Madaster",country_in_name,"Bern, Switzerland",46.948,7.4474,low,3
madaster_context,"Madaster / Materialpass-Kontext",linked_projekt,"Dijkgraaf 4, 6921 RL Duiven, Netherlands",51.9442,6.0783,high,1
madaster_epea,"Madaster / EPEA",linked_projekt,"Boulevard Anspach 1, 1000 Brussels, Belgium",50.8476,4.3487,high,2
madlen_kobi,"Madlen Kobi",country_in_name,"Bern, Switzerland",46.948,7.4474,low,2
magna_glaskeramik,"Magna Glaskeramik",linked_projekt,"Überlandstrasse 129, 8600 Dübendorf, Switzerland",47.4023749,8.6114852,high,2
maison_dna_private_owner,"Private Bauherrschaft Maison DnA",linked_projekt,"Bergestraat 40, 1730 Asse, Belgium",50.9078,4.1986,high,1
maison_vignette_private_owner,"Private Bauherrschaft Maison Vignette",linked_projekt,"106 Rue de la Vignette, 1160 Auderghem, Belgium",50.815,4.4214,high,1
mamout_architectes,"MAMOUT architectes",known_office,"Rue Adolphe Lavallée 39, 1080 Molenbeek-Saint-Jean, Belgium",50.8546,4.3386,high,2
manoa_landschaftsarchitekten,"manoa Landschaftsarchitekten",linked_projekt,"Juch-Areal, Zürich-Altstetten, 8048 Zürich, Switzerland",47.393,8.4885,low,1
marc_angst,"Marc Angst",source_url_projekt,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,4
marc_loeliger,"Marc Loeliger",source_url_projekt,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,5
marcel_raymaekers,"Marcel Raymaekers",source_url_projekt,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,2
marco_graber,"Marco Graber",source_url_projekt,"Juch-Areal, Zürich-Altstetten, 8048 Zürich, Switzerland",47.393,8.4885,low,3
margit_sichrovsky,"Margit Sichrovsky",city_in_name,"Berlin, Deutschland",52.5173885,13.3951309,medium,3
mario_monotti,"Mario Monotti",linked_projekt,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,2
mark_young_construction,"Mark Young Construction",linked_projekt,"2967 Bluff Street, Boulder, CO 80301, USA",40.0149856,-105.270545,high,1
markus_meissner,"Markus Meissner",source_url_projekt,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,4
martin_zeller,"Martin Zeller",source_url_projekt,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,5
material_index,"Material Index",land_capital,"London, UK",51.5074,-0.1278,low,1
material_mafia,"Material Mafia",known_office,"Berlin, Germany (Haus der Materialisierung warehouse)",52.52,13.405,low,2
material_reuse_portal,"Material Reuse Portal",city_in_name,"Greater London, England, United Kingdom",51.5074456,-0.1277653,medium,2
materialenbank_leuven_atelier_circuler,"Materialenbank Leuven / Atelier Circuler",country_in_name,"Brussels, Belgium",50.8465573,4.351697,low,2
materialnomaden,"materialnomaden",country_in_name,"Vienna, Austria",48.2082,16.3738,low,2
materialrest24,"Materialrest24",country_in_name,"Berlin, Germany",52.52,13.405,low,2
