bauteilgruppe_id,bauteilgruppe_name,projekt_id,projekt_name,projekt_staedte,projekt_laender,receiver_staedte,donor_staedte,wiederverwendungsort,reuse_status
bg_stahlbeton_mehrere_plauen_iw73_6_precast_components,IW73/6 precast concrete…,p_association_house_plauen,Vereinshaus Plauen,Plauen,Deutschland,,,Extern_importiert,reuse
bg_holz_ausbau_ingersheim_clt_secondary,Ingersheim CLT-Ausbau,p_jugendtreff_ingersheim,Jugendtreff Ingersheim,Ingersheim,Deutschland,,,Extern_importiert,reuse
bg_holz_mehrere_ingersheim_clt_structure,Ingersheim CLT-Bau,p_jugendtreff_ingersheim,Jugendtreff Ingersheim,Ingersheim,Deutschland,,,Extern_importiert,reuse
bg_mehrere_mehrere_ithaka_innentueren_beschlaege,Innentüren mit Hang-…,p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,Kloetinge,Niederlande,,,Extern_importiert,reuse
bg_holz_wand_biopartner_5_innenwaende_trennwaende,Innenwände und Trennwände,p_biopartner_5_leiden_oegstgeest,BioPartner 5,Leiden;Oegstgeest,Niederlande,,,,reuse
bg_holz_mehrere_maison_dna_new_inner_box_context,Innere Holzrahmenbox…,p_maison_dna_asse,Maison DnA,Asse,Belgien,,,Extern_importiert,reuse
bg_stahlbeton_mehrere_big_dig_house_inverset_panels,Inverset-Stahlbetonpanee…,p_big_dig_house_lexington_massachusetts,Big Dig House,"Lexington, Massachusetts",USA,,,Extern_importiert,reuse
bg_mehrere_mehrere_verbiest_karreveld_decken_leuchten,Karreveld abgehängte…,p_verbiest_karreveld_brussels,Verbiest + Karreveld,Brüssel,Belgien,,,Extern_importiert,reuse
bg_mehrere_mehrere_verbiest_karreveld_innenwand_modular,Karreveld modulares…,p_verbiest_karreveld_brussels,Verbiest + Karreveld,Brüssel,Belgien,,,Extern_importiert,reuse
bg_stahl_technik_zinneke_feder_lueftung,Kompletter Lüftungsverbu…,p_zinneke_feder_masui4ever_brussels,Zinneke,Brüssel,Belgien,,,Extern_importiert,reuse
bg_mehrere_mehrere_christ_pavilion_cloister_glass_facade,Kreuzgang,p_christ_pavilion_volkenroda,Christus-Pavillon,Volkenroda / Koerner,Deutschland,,,Extern_importiert,reuse
bg_mehrere_mehrere_thoravej_kunststofffenster_bestand,Kunststofffenster im…,p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,Kopenhagen,Dänemark,,,In_situ,reuse
bg_unbekannt_technik_chiro_luminaires,Leuchten,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,Dilbeek / Itterbeek,Belgien,,,Extern_importiert,reuse
bg_mehrere_technik_leuchten_resilience,Leuchten Résilience,p_resilience_la_ferme_des_possibles_stains,Résilience,Stains,Frankreich,,,Extern_importiert,reuse
bg_mehrere_decke_harmalanranta_shelter_deck_zone,Luftschutzraum-Deckenber…,p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,Tampere,Finnland,,,Extern_importiert,reuse
bg_mehrere_fassade_lysp8_external_mix,LysP8 Fassade-Mix,p_lysp8_basel,LYSP8 Basel,Basel,Schweiz,,,Extern_importiert,reuse
bg_metall_boden_lysp8_grating_steps,LysP8 Gitterrost,p_lysp8_basel,LYSP8 Basel,Basel,Schweiz,,,Extern_importiert,reuse
bg_holz_ausbau_lysp8_kitchens,LysP8 Küchen ZH-Wohns.,p_lysp8_basel,LYSP8 Basel,Basel,Schweiz,,,Extern_importiert,reuse
bg_mehrere_ausbau_lysp8_doors_tiles,LysP8 Türen+Fliesen,p_lysp8_basel,LYSP8 Basel,Basel,Schweiz,,,Extern_importiert,reuse
bg_naturstein_mehrere_plp_marble_feste_oberflaechen,Marble,p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,London,Vereinigtes Königreich,,,Extern_importiert,reuse
bg_mehrere_mehrere_christ_pavilion_marble_glass_wall,Marmor-Glas-Wand…,p_christ_pavilion_volkenroda,Christus-Pavillon,Volkenroda / Koerner,Deutschland,,,Extern_importiert,reuse
bg_mehrere_ausbau_plp_materialbibliothek_oberflaechen,Materialbibliothek-Oberf…,p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,London,Vereinigtes Königreich,,,Im_selben_Gebaeude_versetzt,reuse
bg_metall_ausbau_medunicampus_bike_workshop,MedUni Fahrradwerkst.,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,,reuse
bg_mehrere_technik_medunicampus_paternoster,MedUni Paternoster,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,,reuse
bg_metall_ausbau_medunicampus_heavy_shelves,MedUni Schwerlastreg.,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,,reuse
bg_holz_wand_medunicampus_doors_as_cladding,MedUni Türen→Wand,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,,reuse
bg_holz_mehrere_recyclinghaus_messebauplatten_innenausbau,Messebauplatten als…,p_recyclinghaus_hannover,Recyclinghaus Hannover,Hannover,Deutschland,,,Extern_importiert,reuse
bg_stahl_traeger_grande_halle_metal,Metallträger,p_grande_halle_de_colombelles,Grande Halle de Colombel…,Colombelles,Frankreich,,,Extern_importiert,reuse
bg_daemmstoff_daemmung_circular_pavilion_mineral_wool,Mineral-/Steinwolle als…,p_circular_pavilion_paris,Circular Pavilion Paris,Paris,Frankreich,,,Extern_importiert,reuse
bg_daemmstoff_daemmung_grande_halle_mineral_wool,Mineralwolle-Dämmung,p_grande_halle_de_colombelles,Grande Halle de Colombel…,Colombelles,Frankreich,,,Extern_importiert,reuse
bg_mehrere_mehrere_k118_floor_finishes_bricks_panels,Naturstein-/Granitplatten,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,,reuse
bg_stahl_mehrere_green_house_demontables_stahltragwerk,Neues demontierbares…,p_the_green_house_utrecht,The Green House Utrecht,Utrecht,Niederlande,,,,reuse
bg_stahl_stuetze_christ_pavilion_cross,Neun kreuzfoermige…,p_christ_pavilion_volkenroda,Christus-Pavillon,Volkenroda / Koerner,Deutschland,,,Extern_importiert,reuse
bg_beton_mehrere_plattenvereinigung_betonfertigteile,Ost- und westdeutsche…,p_plattenvereinigung_berlin,Plattenvereinigung Berlin,Berlin,Deutschland,,,Extern_importiert,reuse
bg_stahlbeton_decke_broethen_p2_deckenplatten,P2-Deckenplatten,p_broethen_twin_house_hoyerswerda,Broethen Twin-House,Hoyerswerda / Broethen,Deutschland,,,Extern_importiert,reuse
bg_stahlbeton_wand_broethen_p2_wandplatten,P2-Wandplatten,p_broethen_twin_house_hoyerswerda,Broethen Twin-House,Hoyerswerda / Broethen,Deutschland,,,Extern_importiert,reuse
bg_naturstein_boden_biopartner_5_pflaster_bodenmaterial,Pflaster-,p_biopartner_5_leiden_oegstgeest,BioPartner 5,Leiden;Oegstgeest,Niederlande,,,,reuse
bg_mehrere_boden_green_house_pflasterklinker,Pflasterklinker Erdgesch…,p_the_green_house_utrecht,The Green House Utrecht,Utrecht,Niederlande,,,,reuse
bg_kunststoff_daemmung_welpeloo_polystyrol_restplatten,Polystyrol-Dämmplatten…,p_villa_welpeloo_enschede,Villa Welpeloo Enschede,Enschede,Niederlande,,,Extern_importiert,reuse
bg_holz_mehrere_green_house_preused_holzdecke,Pre-used wood Geschossde…,p_the_green_house_utrecht,The Green House Utrecht,Utrecht,Niederlande,,,,reuse
bg_stahlbeton_mehrere_ccn_prefab_facade_elements,Prefab-Fassadenelemente,p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,Circular Centre Netherla…,Arnhem;Heerde,Niederlande,,,Auf_demselben_Standort_versetzt,reuse
bg_kunststoff_fassade_peoples_pavilion_pretty_plastic_shingles,Pretty Plastic Schindeln…,p_peoples_pavilion_eindhoven,People’s Pavilion…,Eindhoven,Niederlande,,,,reuse
bg_glas_mehrere_recyclinghaus_profilbauglas,Profilbauglas aus alter…,p_recyclinghaus_hannover,Recyclinghaus Hannover,Hannover,Deutschland,,,Extern_importiert,reuse
bg_mehrere_mehrere_reusehoefe_yard_logistics,RE-USE Höfe Logistik,,,,,,,,reuse
bg_holz_fenster_reusehoefe_ukraine_windows,RE-WIN Ukraine-Fenster,,,,,,,,reuse
bg_mehrere_technik_grande_halle_radiators,Radiatoren (Grande Halle),p_grande_halle_de_colombelles,Grande Halle de Colombel…,Colombelles,Frankreich,,,Extern_importiert,reuse
bg_mehrere_technik_ka13_tga_sanitary_radiators,Radiatoren (Ka13),p_ka13_kristian_augusts_gate_13_oslo,KA13,Oslo,Norwegen,,,Im_selben_Gebaeude_versetzt,reuse
bg_mehrere_mehrere_big_dig_house_ramp_pier_roadway_components,"Ramp-, Pier- und…",p_big_dig_house_lexington_massachusetts,Big Dig House,"Lexington, Massachusetts",USA,,,Extern_importiert,reuse
bg_glas_mehrere_green_house_rauchglas_fassade,Rauchglas-Fassadenpaneele,p_the_green_house_utrecht,The Green House Utrecht,Utrecht,Niederlande,,,,reuse
bg_textil_mehrere_impact_recycled_felt_panels,Recycelte Filzpaneele…,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,Berlin,Deutschland,,,Extern_importiert,reuse
bg_mehrere_mehrere_upcycle_recyclingbeton_metro,Recyclingbeton aus…,p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,Kopenhagen,Dänemark,,,,reuse
bg_recyclingbeton_mehrere_recyclinghaus_fundament,Recyclingbeton in…,p_recyclinghaus_hannover,Recyclinghaus Hannover,Hannover,Deutschland,,,Extern_importiert,reuse
bg_mdf_ausbau_impact_red_mdf_reception,Red MDF boards als…,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,Berlin,Deutschland,,,Extern_importiert,reuse
bg_stahl_mehrere_hof_self_columns,Refabrizierte Stahlstütz…,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,London,Vereinigtes Königreich,,,Im_selben_Gebaeude_versetzt,reuse
bg_stahl_mehrere_tbc_repurposed_cleveland,Repurposed Cleveland…,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,House of Fraser,London,Vereinigtes Königreich,,,Extern_importiert,reuse
bg_holz_fassade_elys_reuse_system,Reuse-Fassade als…,p_elys_kultur_gewerbehaus_basel,ELYS Kultur- und…,Basel,Schweiz,,,In_situ,reuse
bg_mehrere_mehrere_moeoeslistrasse_sanitaer_kueche,Sanitärapparate und…,p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Zürich,Schweiz,,,Extern_importiert,reuse
bg_mehrere_technik_chiro_sanitary_fixtures,Sanitärobjekte (Chiro),p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,Dilbeek / Itterbeek,Belgien,,,Extern_importiert,reuse
bg_keramik_technik_crclr_sanitary_objects,Sanitärobjekte (Crclr),p_crclr_house_impact_hub_berlin,CRCLR House,Berlin,Deutschland,,,Extern_importiert,reuse
bg_keramik_technik_sanitarobjekte_resilience,Sanitärobjekte Résilience,p_resilience_la_ferme_des_possibles_stains,Résilience,Stains,Frankreich,,,Extern_importiert,reuse
bg_keramik_technik_biopartner_5_sanitaerobjekte,Sanitärobje… (Biopartner),p_biopartner_5_leiden_oegstgeest,BioPartner 5,Leiden;Oegstgeest,Niederlande,,,,reuse
bg_mehrere_technik_grande_halle_sanitary_objects,Sanitärob… (Grande Halle),p_grande_halle_de_colombelles,Grande Halle de Colombel…,Colombelles,Frankreich,,,Extern_importiert,reuse
bg_mehrere_mehrere_maison_des_canaux_sanitary_parts,Sanitärteile,p_maison_des_canaux_paris,"Maison des Canaux, Paris",Paris,Frankreich,,,,reuse
bg_mdf_mehrere_impact_black_mdf_panels,Schwarze MDF-Platten…,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,Berlin,Deutschland,,,Extern_importiert,reuse
bg_beton_mehrere_christ_pavilion_fair_faced_parts,Sichtbetonteile des…,p_christ_pavilion_volkenroda,Christus-Pavillon,Volkenroda / Koerner,Deutschland,,,Extern_importiert,reuse
bg_holz_wand_bedzed_studs,Softwood wall studs,p_bedzed_london_hackbridge,BedZED,London,Vereinigtes Königreich,,,Extern_importiert,reuse
bg_stahl_ausbau_bluecity,Stahl im Büroausbau,p_bluecity_offices_rotterdam,BlueCity Offices…,Rotterdam,Niederlande,,,,reuse
bg_stahl_mehrere_ka13,Stahl in Bestand und…,p_ka13_kristian_augusts_gate_13_oslo,KA13,Oslo,Norwegen,,,Extern_importiert,reuse
bg_mehrere_mehrere_gjg_steel_wood_infill_structure,Stahl-/Holz-Infill-Struk…,p_gjg_house_gentbrugge,gjG House,Gentbrugge / Ghent,Belgien,,,,reuse
bg_stahl_treppe_zinneke_feder_masui4ever_brussels_treppen,Stahl-Treppen,p_zinneke_feder_masui4ever_brussels,Zinneke,Brüssel,Belgien,,,Extern_importiert,reuse
bg_stahl_mehrere_chiro_u_lintels,Stahl-U-Profile als…,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,Dilbeek / Itterbeek,Belgien,,,Extern_importiert,reuse
bg_stahl_mehrere_grubenstrasse_access_structures,Stahlbauteile für…,p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,Zürich,Schweiz,,,Extern_importiert,reuse
bg_stahlbeton_mehrere_haus_hos_floor_elements,Stahlbeton-Deckenelemente,p_haus_hos_mehrfamilienhaus_muehlhausen,Haus HOS,"Mühlhausen, Thüringen;Leinefelde",Deutschland,,,Extern_importiert,reuse
bg_stahlbeton_treppe_haus_hos,Stahlbeton-Treppen,p_haus_hos_mehrfamilienhaus_muehlhausen,Haus HOS,"Mühlhausen, Thüringen;Leinefelde",Deutschland,,,Extern_importiert,reuse
bg_stahlbeton_wand_haus_hos_elements,Stahlbeton-Wandelemente,p_haus_hos_mehrfamilienhaus_muehlhausen,Haus HOS,"Mühlhausen, Thüringen;Leinefelde",Deutschland,,,Extern_importiert,reuse
bg_stahl_mehrere_crclr_trusses_greenhouse,Stahlfachwerktraeger…,p_crclr_house_impact_hub_berlin,CRCLR House,Berlin,Deutschland,,,Gelagert_oder_Unbekannt,reuse
bg_stahl_fassade_svanen_stahlfassadenelemente,Stahlfassadenelemente,p_svanen_kindergarten_gladsaxe,Svanen,Gladsaxe,Dänemark,,,Auf_demselben_Standort_versetzt,reuse
bg_stahl_mehrere_lycee_facade_panels_railing,Stahlfassadenpaneele…,p_lycee_michel_lucius_conversion_luxembourg,Lycée Michel Lucius…,Luxembourg-Limpertsberg,Luxemburg,,,Im_selben_Gebaeude_versetzt,reuse
bg_mehrere_mehrere_moeoeslistrasse_stahlpergola_beschattung,Stahlpergola,p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Zürich,Schweiz,,,Extern_importiert,reuse
bg_stahl_mehrere_crclr_roof_to_stair_stringers,Stahlpfetten,p_crclr_house_impact_hub_berlin,CRCLR House,Berlin,Deutschland,,,Im_selben_Gebaeude_versetzt,reuse
bg_stahl_mehrere_biopartner_5_stuetzen_rahmen,Stahlträger (Biopartner),p_biopartner_5_leiden_oegstgeest,BioPartner 5,Leiden;Oegstgeest,Niederlande,,,,reuse
bg_stahl_mehrere_geplante_stahltrager_roots,Stahlträger (Geplante),p_roots_in_the_sky_blackfriars_crown_court,Roots in the Sky,London,Vereinigtes Königreich,,,Extern_importiert,reuse
bg_stahl_mehrere_moeoeslistrasse_stuetzen,Stahlträger (Möösli.),p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Zürich,Schweiz,,,Extern_importiert,reuse
bg_stahl_traeger_timber_square,Stahlträger (Timber),p_timber_square_london,Timber Square London,London,Vereinigtes Königreich,,,Extern_importiert,reuse
bg_stahl_mehrere_timber_square_reception_girder,Stahlträger als Empfangs…,p_timber_square_london,Timber Square London,London,Vereinigtes Königreich,,,,reuse
bg_stahl_traeger_zinneke_feder_stuerze,Stahlträger als Stürze,p_zinneke_feder_masui4ever_brussels,Zinneke,Brüssel,Belgien,,,Extern_importiert,reuse
bg_stahl_mehrere_welpeloo_paternoster_textilmaschine,Stahlträger aus Paternos…,p_villa_welpeloo_enschede,Villa Welpeloo Enschede,Enschede,Niederlande,,,Extern_importiert,reuse
bg_stahl_mehrere_k118_structure,Stahlträger und Stützen…,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,Winterthur,Schweiz,,,,reuse
bg_stahl_mehrere_big_dig_house,Stahlträger un… (Big Dig),p_big_dig_house_lexington_massachusetts,Big Dig House,"Lexington, Massachusetts",USA,,,Extern_importiert,reuse
bg_stahl_mehrere_holbein_structural,Stahlträger un… (Holbein),p_holbein_gardens_london,"Holbein Gardens, London",London,Vereinigtes Königreich,,,Extern_importiert,reuse
bg_stahl_mehrere_55gss_external_core,Steel profiles for…,p_55_great_suffolk_street_london,55 Great Suffolk Street,London,Vereinigtes Königreich,,,,reuse
bg_naturstein_boden_ferme_slabs_fill,Stein- und Bürofußbodenp…,p_ferme_du_rail_paris,Ferme du Rail Paris,Paris,Frankreich,,,,reuse
bg_naturstein_wand_verbiest_charleroi,Steine aus Charleroi,p_verbiest_karreveld_brussels,Verbiest + Karreveld,Brüssel,Belgien,,,Extern_importiert,reuse
bg_daemmstoff_daemmung_zinneke_feder_steinwolle,Steinwolle-Dämmplatten,p_zinneke_feder_masui4ever_brussels,Zinneke,Brüssel,Belgien,,,Extern_importiert,reuse
bg_daemmstoff_mehrere_elys_stone_wool_restock_insulation,Steinwolledämmung aus…,p_elys_kultur_gewerbehaus_basel,ELYS Kultur- und…,Basel,Schweiz,,,Extern_importiert,reuse
bg_ziegel_mehrere_holbein_stone,Stone / brickwork,p_holbein_gardens_london,"Holbein Gardens, London",London,Vereinigtes Königreich,,,,reuse
bg_stahl_mehrere_bedzed_structural,Structural steel frame…,p_bedzed_london_hackbridge,BedZED,London,Vereinigtes Königreich,,,Extern_importiert,reuse
bg_beton_wand_chiro_surplus_blocks,Surplus-Betonblöcke,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,Dilbeek / Itterbeek,Belgien,,,Extern_importiert,reuse
bg_daemmstoff_daemmung_chiro_surplus_floor_wall,Surplus-Dämmung Boden/Wa…,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,Dilbeek / Itterbeek,Belgien,,,Extern_importiert,reuse
bg_holz_mehrere_chiro_surplus_roof_frame,Surplus-Holzrahmen,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,Dilbeek / Itterbeek,Belgien,,,Extern_importiert,reuse
bg_mehrere_mehrere_thoravej_tt_decken_zu_treppen,TT-/Betondecken zu…,p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,Kopenhagen,Dänemark,,,Im_selben_Gebaeude_versetzt,reuse
bg_holz_mehrere_beware_tulium_trusses,TULIUM Altholz-Träger,,,,,,,,planned
bg_mehrere_technik_ithaka_tga_beleuchtung_installationen,Technische Bauteile,p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,Kloetinge,Niederlande,,,Extern_importiert,reuse
bg_mehrere_mehrere_brighton_teppichfliesen_fassade,Teppichfliesen als…,p_brighton_waste_house_brighton,Brighton Waste House,Brighton,Vereinigtes Königreich,,,Extern_importiert,reuse
bg_holz_boden_circular_pavilion_terrace_decking,Terrassen-Caillebotis…,p_circular_pavilion_paris,Circular Pavilion Paris,Paris,Frankreich,,,Extern_importiert,reuse
bg_mehrere_mehrere_plp_terrazzo_arbeits_kuechenflaechen,Terrazzo-/Spolia-Arbeits…,p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,London,Vereinigtes Königreich,,,Im_selben_Gebaeude_versetzt,reuse
bg_mehrere_treppe_plattenvereinigung_treppenelemente,Treppenelemente,p_plattenvereinigung_berlin,Plattenvereinigung Berlin,Berlin,Deutschland,,,Extern_importiert,reuse
bg_daemmstoff_mehrere_trae_high_rise_aarhus_troldtekt_akustikplatten,Troldtekt-Akustikplatten,p_trae_high_rise_aarhus,TRÆ High-Rise,Aarhus,Dänemark,,,,reuse
bg_holz_fassade_hastings_hardwood_cladding,Tropische Hartholz-Deckb…,p_hastings_pier_visitor_centre,Hastings Pier Visitor…,Hastings,Vereinigtes Königreich,,,,reuse
bg_mehrere_mehrere_maison_des_canaux_doors,Türen / Raumabschlüsse,p_maison_des_canaux_paris,"Maison des Canaux, Paris",Paris,Frankreich,,,,reuse
bg_holz_tuer_grande_halle_fire,Türen und Brandschutztür…,p_grande_halle_de_colombelles,Grande Halle de Colombel…,Colombelles,Frankreich,,,Extern_importiert,reuse
bg_mehrere_mehrere_boschgaard_tueren_innenausbau,Türen und Innenausbau,p_woongroep_boschgaard_den_bosch,Woongroep Boschgaard…,s-Hertogenbosch,Niederlande,,,,reuse
bg_holz_mehrere_thoravej_tueren_zu_tischplatten,Türen zu Tischplatten,p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,Kopenhagen,Dänemark,,,Im_selben_Gebaeude_versetzt,reuse
bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary,"Türen, Fenster und…",p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,Berlin,Deutschland,,,Extern_importiert,reuse
bg_verbundstoff_decke_umar_lindner_ceiling,UMAR Lindner-Decke,p_umar_unit,UMAR Unit,Dübendorf,Schweiz,,,In_situ,reuse
bg_daemmstoff_daemmung_umar_mycelium,UMAR Pilzmyzel-Dämm.,p_umar_unit,UMAR Unit,Dübendorf,Schweiz,,,,reuse
bg_mineralisch_wand_umar_recycled_bricks,UMAR Recyclingziegel,p_umar_unit,UMAR Unit,Dübendorf,Schweiz,,,In_situ,reuse
bg_metall_tuer_umar_wabbes_handles,UMAR Wabbes Türgriffe,p_umar_unit,UMAR Unit,Dübendorf,Schweiz,,,In_situ,reuse
bg_glas_fenster_trae_high_rise_aarhus_upcycled_elements,Upcycled window elements,p_trae_high_rise_aarhus,TRÆ High-Rise,Aarhus,Dänemark,,,,reuse
bg_keramik_mehrere_verbiest_karreveld_dach_terrasse,Verbiest Dach- und…,p_verbiest_karreveld_brussels,Verbiest + Karreveld,Brüssel,Belgien,,,Extern_importiert,reuse
bg_keramik_mehrere_verbiest_hanzinelle_fliesen,Verbiest dekorative…,p_verbiest_karreveld_brussels,Verbiest + Karreveld,Brüssel,Belgien,,,Extern_importiert,reuse
bg_unbekannt_technik_circular_pavilion_lights,Vier grosse Leuchten…,p_circular_pavilion_paris,Circular Pavilion Paris,Paris,Frankreich,,,Extern_importiert,reuse
bg_kunststoff_technik_brighton_vinylbanner_dampfbremse,Vinylbanner als Dampfbre…,p_brighton_waste_house_brighton,Brighton Waste House,Brighton,Vereinigtes Königreich,,,Extern_importiert,reuse
bg_mehrere_fassade_crclr_curtain_wall_sheet_glass,Vorhangfassadenelemente,p_crclr_house_impact_hub_berlin,CRCLR House,Berlin,Deutschland,,,Extern_importiert,reuse
bg_stahlbeton_mehrere_groeditz_wbs70_precast_panels,WBS70 precast panels,p_association_house_groeditz,Vereinshaus Gröditz,Gröditz,Deutschland,,,Extern_importiert,reuse
bg_kunststoff_wand_awm_wc_partitions,WC partitions,p_awm_muenster_circular_office,AWM Münster – zirkulärer…,Münster,Deutschland,,,Extern_importiert,reuse
bg_beton_mehrere_plattenvereinigung_wand_fassadenelemente,Wand- und Fassadenelemen…,p_plattenvereinigung_berlin,Plattenvereinigung Berlin,Berlin,Deutschland,,,Extern_importiert,reuse
bg_keramik_wand_chiro_tiles,Wandfliesen,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,Dilbeek / Itterbeek,Belgien,,,Extern_importiert,reuse
bg_mehrere_mehrere_recyclinghaus_sanitaer_feste_einbauten,Waschbecken,p_recyclinghaus_hannover,Recyclinghaus Hannover,Hannover,Deutschland,,,Extern_importiert,reuse
bg_mehrere_mehrere_moeoeslistrasse_bestand_werkhof,Werkhofstruktur und…,p_kindergarten_moeoeslistrasse_manegg_zuerich,Kindergarten Mööslistras…,Zürich,Schweiz,,,In_situ,reuse
bg_stahl_mehrere_wetternde_offcut_tore_saxum,Wetternde Stahl-Offcut-T…,p_saxum_vineyard_equipment_barn_paso_robles,Saxum Vineyard Equipment…,Paso Robles / Templeton Gap,USA,,,Extern_importiert,reuse
bg_stahl_technik_multi_reinstalled_elevator_motors,Wieder eingebaute…,p_multi_brussels_reuse_in_multi,Multi Brussels,Brüssel,Belgien,,,,reuse
bg_holz_ausbau_ferme_fixed_cupboards,Wiederverwendetes Holz…,p_ferme_du_rail_paris,Ferme du Rail Paris,Paris,Frankreich,,,,reuse
bg_stahl_fassade_recyclinghaus_wellblech,Wiederverwendetes…,p_recyclinghaus_hannover,Recyclinghaus Hannover,Hannover,Deutschland,,,Extern_importiert,reuse
bg_unbekannt_fassade_trae_aarhus_windturbine_sonnenschutz,Windturbinenflügel als…,p_trae_high_rise_aarhus,TRÆ High-Rise,Aarhus,Dänemark,,,,reuse
bg_holz_ausbau_awm_fixed_builtins,Wood for fixed built-ins,p_awm_muenster_circular_office,AWM Münster – zirkulärer…,Münster,Deutschland,,,Extern_importiert,reuse
bg_kunststoff_daemmung_brighton_zahnbuersten_medienabfall_infill,Zahnbürsten und Medienab…,p_brighton_waste_house_brighton,Brighton Waste House,Brighton,Vereinigtes Königreich,,,Extern_importiert,reuse
bg_ziegel_mehrere_svanen,Ziegel,p_svanen_kindergarten_gladsaxe,Svanen,Gladsaxe,Dänemark,,,Auf_demselben_Standort_versetzt,reuse
bg_ziegel_mehrere_impact_reception,Ziegel im Empfang,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,Berlin,Deutschland,,,Extern_importiert,reuse
bg_ziegel_mehrere_resource_rows_ziegelfassade,Ziegelfassadenmodule,p_resource_rows_copenhagen,Resource Rows,Kopenhagen,Dänemark,,,,reuse
bg_ziegel_mehrere_maison_dna_outer_walls,Ziegelwände als äußere…,p_maison_dna_asse,Maison DnA,Asse,Belgien,,,Extern_importiert,reuse
bg_stahlbeton_mehrere_schildow_zugeschnittene_wbs70_betonfertigteile,Zugeschnittene WBS70-Sta…,p_berlin_schildow_pilot_house,Berlin-Schildow Pilot,Schildow,Deutschland,,,Extern_importiert,reuse
bg_aluminium_profile_multi_facade_h_profiles,bg_reuse_aluminium_profile_multi_facade_h_profiles,p_multi_brussels_reuse_in_multi,Multi Brussels,Brüssel,Belgien,,,,
bg_aluminium_technik_meduni_cable_ducts_grids_candidate,bg_reuse_aluminium_technik_meduni_cable_ducts_grids_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Gelagert_oder_Unbekannt,
bg_asphalt_liander_existing_roofs,bg_reuse_asphalt_liander_existing_roofs,p_liander_alliander_hq_duiven,Liander,Duiven,Niederlande,,,,
bg_ausbau_wand_meduni_toilet_partitions_candidate,bg_reuse_ausbau_wand_meduni_toilet_partitions_candidate,p_meduni_campus_mariannengasse,MedUni Campus Wien,Wien,Österreich,,,Extern_importiert,
bg_bestand_liander_existing_constructions,bg_reuse_bestand_liander_existing_constructions,p_liander_alliander_hq_duiven,Liander,Duiven,Niederlande,,,,
bg_beton_innenwand_bluecity_original_concrete_blocks,bg_reuse_beton_innenwand_bluecity_original_concrete_blocks,p_bluecity_offices_rotterdam,BlueCity Offices…,Rotterdam,Niederlande,,,,
bg_beton_liander_demolished_concrete,bg_reuse_beton_liander_demolished_concrete,p_liander_alliander_hq_duiven,Liander,Duiven,Niederlande,,,,
bg_beton_tragwerk_upcycle_studios_recycled_concrete,bg_reuse_beton_tragwerk_upcycle_studios_recycled_concrete,p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,Kopenhagen,Dänemark,,,,
