bauteilgruppe_id,bauteilgruppe_name,projekt_id,projekt_name,address,latitude,longitude,confidence,evidence_status,linked_program,donor_staedte,receiver_staedte,source_url,donor_bauwerk_id,donor_bauwerk_name,donor_address,donor_latitude,donor_longitude,donor_confidence,donor_evidence_status,donor_source_url,donor_notes
bg_stahl_mehrere_christ_pavilion_roof_structure,Dachtragwerk Christusraum,p_christ_pavilion_volkenroda,Christus-Pavillon,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,,,,,archive,bw_christus_pavillon_expo_hannover,Christus-Pavillon EXPO…,"EXPO 2000 Hannover / Kloster Volkenroda, 99994 Volkenroda, Germany",51.2502813,10.5676346,medium,multi_site,archive:Christ_Pavilion_Volkenroda.md,
bg_ziegel_dach_chiro_tiles,Dachziegel (Chiro),p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high,,,,,,,,,,,,,,
bg_keramik_mehrere_svanen_dachziegel,Dachziegel (Svanen),p_svanen_kindergarten_gladsaxe,Svanen,"Tobaksvejen 6, 2860 Søborg, Denmark",55.7346,12.4033,high,,,,,https://www.gladsaxe.dk/,bw_ehemalige_gladsaxe_school,Ehemalige Gladsaxe School,"Tobaksvejen 6, 2860 Søborg, Denmark",55.74061,12.481879,high,verified_street,archive:Svanen_Kindergarten_Gladsaxe.md,
bg_mehrere_decke_plattenvereinigung_deckenelemente,Deckenelemente,p_plattenvereinigung_berlin,Plattenvereinigung Berlin,"Gustav-Meyer-Allee 25, 13355 Berlin (Peter-Behrens-Halle, Jan 2010–May 2011); Tempelhofer Feld, southern entrance Oderstraße, 12051 Berlin (May 2011–Oct 2011+)",52.5408,13.3892,medium,multi_site_verified,,,,https://www.plattenvereinigung.de/project/orte/,bw_olympisches_dorf_muenchen,Olympisches Dorf München,"Connollystraße 3, 80809 München, Germany",48.1803734,11.5477603,high,verified_street,https://www.plattenvereinigung.de/project/orte/,+2 more donors; see bauteilgruppe_donor_receiver_map.csv
bg_stahl_technik_timber_square_demontable_plant,Demontierbare TGA-/Plant…,p_timber_square_london,Timber Square London,"25 Lavington Street / Bankside, Southwark, London SE1",51.5050972,-0.1000695,high,,,,,,,,,,,,,,
bg_textil_daemmung_brighton_denim,Denim jeans als Dämm-/Ho…,p_brighton_waste_house_brighton,Brighton Waste House,"58-67 Grand Parade, Brighton BN2 0JY, UK",50.8247,-0.1366,high,,,,,https://www.construction21.org/articles/h/the-brighton-waste-house.html,,,,,,,,,
bg_holz_mehrere_upcycle_dinesen_offcuts,Dinesen-Offcuts als…,p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,"Robert Jacobsens Vej, 2300 København S, Denmark",55.6402,12.5846,medium,,,,,https://www.lendager.com/projects/upcycle-studios,,,,,,,,,
bg_holz_fenster_doppeltverglaste_holzfenster_resilience,Doppeltverglaste…,p_resilience_la_ferme_des_possibles_stains,Résilience,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high,,,,,,bw_engie_baustelle_saint_denis,ENGIE-Baustelle Saint-De…,"Saint-Denis, France (ENGIE construction site)",48.9383732,2.3627508,low,city_only,processed,
bg_glas_fenster_upcycle_studios_copenhagen_doppelverglaste,Doppelverglaste Fenster,p_upcycle_studios_copenhagen,Upcycle Studios Copenhag…,"Robert Jacobsens Vej, 2300 København S, Denmark",55.6402,12.5846,medium,,,,,https://www.lendager.com/projects/upcycle-studios,bw_oeffentliche_wohnbauten_nordjuetland,Öffentliche Wohnbauten…,"North Jutland public housing, Denmark",,,low,regional_pool,processed,
bg_mehrere_mehrere_superlocal_beton_wohnungsteile,Drei Beton-Wohnungsteile,p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,"Voorterstraat, Bleijerheide, 6462 Kerkrade, Netherlands",50.8534,6.0618,medium,street_without_number,,,,https://www.kerkrade.nl/superlocal-bleijerheide,bw_hochhausflat_ursulastraat,Hochhausflat Ursulastraat,"Ursulastraat, Bleijerheide, 6464 Kerkrade, Netherlands",50.8530372,6.0666022,medium,street_without_number,https://www.superlocal.eu/expogebouw,
bg_stahlbeton_mehrere_groeditz_dresden_type_precast_components,Dresden-type precast…,p_association_house_groeditz,Vereinshaus Gröditz,"Gröditz, 01609, Germany",51.4142,13.4351,low,city_only,,,,https://www.researchgate.net/publication/365763750_Reuse_of_concrete_components_in_new_construction_projectscritical_review_of_77_circular_precedents,bw_school_type_dresden_donor,School type Dresden…,"Gröditz area, 01609, Germany",51.4232124,13.3822343,low,city_only,archive:Association_house_Groeditz.md,
bg_stahl_mehrere_drill_stem_pipe_dachtragwerk_saxum,Drill-Stem-Pipe Dachtrag…,p_saxum_vineyard_equipment_barn_paso_robles,Saxum Vineyard Equipment…,"2800 Willow Creek Road, Paso Robles, CA 93446, USA",35.6366,-120.6869,high,,,,,https://www.saxumvineyards.com/,bw_regionale_olindustrie_drill_stem_pipe_quelle,Regionale Ölindustrie,Regional oil industry drill stem pipe sources,,,low,regional_pool,processed,
bg_stahl_stuetze_drill_stem_pipe_stutzen_saxum,Drill-Stem-Pipe Stützen…,p_saxum_vineyard_equipment_barn_paso_robles,Saxum Vineyard Equipment…,"2800 Willow Creek Road, Paso Robles, CA 93446, USA",35.6366,-120.6869,high,,,,,https://www.saxumvineyards.com/,bw_regionale_olindustrie_drill_stem_pipe_quelle,Regionale Ölindustrie,Regional oil industry drill stem pipe sources,,,low,regional_pool,processed,
bg_daemmstoff_daemmung_grubenstrasse_plates,Dämmplatten,p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,"Grubenstrasse 29, 8045 Zürich, Binz",47.3612682,8.5142622,high,,,,,,bw_grubenstrasse_external_donor_sources,Externe Rückbauprojekte…,Zürich region external demolition projects,,,low,regional_pool,archive:Grubenstrasse_29_Werkhof_29_Zuerich.md,
bg_mineralisch_stuetze_elementa_baufeld_c,ELEMENTA Baufeld C,p_elementa_walkeweg,ELEMENTA Walkeweg,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,,,,,,bw_lysbueechel_garage_basel,Lysbüchel Parkgarage,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,verified_street,https://www.lagerplatz.ch/kopfbau-halle-118,
bg_mineralisch_wand_elementa_baufeld_d,ELEMENTA Baufeld D,p_elementa_walkeweg,ELEMENTA Walkeweg,"Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",47.5388275,7.6125448,high,,,,,,bw_lysbueechel_garage_basel,Lysbüchel Parkgarage,"Weinlagerstrasse 33, 4056 Basel, Switzerland",47.5726315,7.5738216,high,verified_street,https://www.lagerplatz.ch/kopfbau-halle-118,
bg_holz_mehrere_circular_pavilion_exhibition_panels,Ehemalige Ausstellungspa…,p_circular_pavilion_paris,Circular Pavilion Paris,"Place de l'Hôtel de Ville, 75004 Paris, France",48.8565,2.3522,medium,,,,,https://www.batiactu.com/edito/un-pavillon-circulaire-illustrer-reemploi-materiaux-42547.php,,,,,,,,,
bg_holz_boden_zinneke_feder_eichenparkett_azobe,Eichenparkett und…,p_zinneke_feder_masui4ever_brussels,Zinneke,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high,,,,,https://opalis.eu/fr/projets/zinneke-feder-masui4ever,,,,,,,,,
bg_holz_mehrere_einfachverglaste_holzfenster_resilience,Einfachverglaste…,p_resilience_la_ferme_des_possibles_stains,Résilience,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high,,,,,,bw_wohngebaude_sanierung_epinay_sur_seine,Wohngebäude-Sanierung…,"Épinay-sur-Seine, France",48.9525181,2.3145039,low,city_only,processed,
bg_stahl_mehrere_k118_external_stair,Externe Stahltreppe,p_k118_kopfbau_halle_118_winterthur,K.118 Winterthur,"Lagerplatz 24, 8400 Winterthur, Switzerland",47.4997,8.7267,high,,,,,https://www.lagerplatz.ch/,bw_orion_zuerich_donor,Orion-Bürogebäude Zürich,"Förrlibuckstrasse 178/180, 8005 Zürich, Switzerland",47.3917725,8.5177021,high,verified_street,https://www.psp.info/medien/medienmitteilungen/alle-artikel/building-permit-obtained-for-project-orion-in-zurich-west,
bg_faserzement_fassade_recyclinghaus_faserzement,Faserzement-/Eternitplat…,p_recyclinghaus_hannover,Recyclinghaus Hannover,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,,,,,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,bw_ehemaliges_haus_der_jugend_hannover,ehemaliges Haus der…,"Hannover, Germany (former Haus der Jugend)",52.3744779,9.7385532,low,city_only,archive:Recyclinghaus_Hannover.md,
bg_ziegel_mehrere_thoravej_fassade_zu_boden,Fassaden-/Ziegelüberschu…,p_thoravej_29_copenhagen,Thoravej 29 Copenhagen,"Thoravej 29, 2400 København NV, Copenhagen",55.706084,12.526846,high,,,,,,bw_thoravej_29,Thoravej 29 Bestandsgebä…,"Thoravej 29, 2400 København NV, Denmark",55.706084,12.526846,high,verified_street,archive:Thoravej_29_Copenhagen.md,
bg_ziegel_mehrere_chiro_facade,Fassadenziegel (Chiro),p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high,,,,,,,,,,,,,,
bg_ziegel_mehrere_lo_reninge_facade,Fassadenziegel (Lo-R.),p_lo_reninge_town_hall_facade,Lo-Reninge Town Hall…,"Markt 1, 8647 Lo-Reninge, Belgien",50.9805957,2.7493019,high,,,,,,,,,,,,,,
bg_ziegel_mehrere_musef_facade,Fassadenziegel aus acht…,p_musee_de_folklore_mouscron,Musée de Folklore Vie…,"Rue des Brasseurs 3, 7700 Mouscron, Belgien",50.7419344,3.2177912,high,,,,,,bw_musef_eight_demolition_sources,Acht Abbruchquellen in…,"Mouscron region demolition sources, Belgium",,,low,regional_pool,archive:Musee_de_Folklore_Mouscron.md,
bg_stahl_fassade_brent_cross_new_support_members,Façade support members,p_brent_cross_town_primary_substation_london,Brent Cross Town…,"124 Pennine Drive, London NW2 1NL, UK",51.5639,-0.2267,high,,,,,https://www.arup.com/projects/brent-cross-town,,,,,,,,,
bg_mehrere_mehrere_plattenpalast_palast_fenster,Fenster und Rahmen aus…,p_plattenpalast_berlin,Plattenpalast Berlin,"Wolliner Straße 50, Berlin",52.5390524,13.4018775,high,,,,,,bw_palast_der_republik_berlin,Palast der Republik…,"Schloßplatz 1, 10178 Berlin, Germany (former site)",52.5172152,13.4007352,medium,former_site,archive,
bg_mehrere_mehrere_grubenstrasse_windows_doors,Fenster und Türen,p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,"Grubenstrasse 29, 8045 Zürich, Binz",47.3612682,8.5142622,high,,,,,,bw_grubenstrasse_external_donor_sources,Externe Rückbauprojekte…,Zürich region external demolition projects,,,low,regional_pool,archive:Grubenstrasse_29_Werkhof_29_Zuerich.md,
bg_mehrere_fenster_zinneke_feder_masui4ever_brussels_fensterrahmen,Fensterrahmen (Zinneke),p_zinneke_feder_masui4ever_brussels,Zinneke,"Masuiplein 13, 1030 Brussels, Belgium",50.8647,4.3592,high,,,,,https://opalis.eu/fr/projets/zinneke-feder-masui4ever,,,,,,,,,
bg_mehrere_mehrere_superlocal_fenster_kozijnen,Fensterrahm… (Superlocal),p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,"Voorterstraat, Bleijerheide, 6462 Kerkrade, Netherlands",50.8534,6.0618,medium,street_without_number,,,,https://www.kerkrade.nl/superlocal-bleijerheide,bw_hochhausflat_ursulastraat,Hochhausflat Ursulastraat,"Ursulastraat, Bleijerheide, 6464 Kerkrade, Netherlands",50.8530372,6.0666022,medium,street_without_number,https://www.superlocal.eu/expogebouw,
bg_mehrere_mehrere_maison_des_canaux_fixed_builtins,Feste Einbauten,p_maison_des_canaux_paris,"Maison des Canaux, Paris","6 Quai de la Seine, 75019 Paris, France",48.8906,2.3742,high,,,,,https://www.lescanaux.com/,,,,,,,,,
bg_mehrere_mehrere_plp_feste_fitout_komponenten,Feste Fit-out-Komponente…,p_plp_london_hq_circular_studio_fitout,PLP London HQ circular…,"10 Whitechapel High St, London E1 8QS",51.514434,-0.0729102,high,,,,,,bw_plp_previous_studio_london,vorheriges PLP Studio,"10 Whitechapel High Street, London E1 8QS, UK",51.5145623,-0.0729474,high,verified_street,archive:PLP_London_HQ_Circular_Studio_Fitout.md,+1 more donors; see bauteilgruppe_donor_receiver_map.csv
bg_mehrere_mehrere_superlocal_feste_kueche_installationen,Feste Küche und Installa…,p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,"Voorterstraat, Bleijerheide, 6462 Kerkrade, Netherlands",50.8534,6.0618,medium,street_without_number,,,,https://www.kerkrade.nl/superlocal-bleijerheide,bw_hochhausflat_ursulastraat,Hochhausflat Ursulastraat,"Ursulastraat, Bleijerheide, 6464 Kerkrade, Netherlands",50.8530372,6.0666022,medium,street_without_number,https://www.superlocal.eu/expogebouw,
bg_mehrere_mehrere_bedzed_fixed_secondary_components,Fixed secondary componen…,p_bedzed_london_hackbridge,BedZED,"24 Helios Road, Wallington, London SM6 7BZ, UK",51.3653,-0.1494,high,,,,,https://www.bioregional.com/projects-and-services/case-studies/bedzed,bw_local_demolition_sources_bedzed,Local demolition and…,London/Sutton local demolition sources,,,low,regional_pool,archive:BedZED_London_Hackbridge.md,
bg_holz_wand_awm_cladding_old_chairs,Fixed wall cladding…,p_awm_muenster_circular_office,AWM Münster – zirkulärer…,"Rösnerstraße 10, 48155 Münster, Germany",51.9359,7.6356,high,,,,,https://awm.stadt-muenster.de/,bw_public_building_material_sources_awm,Public building and…,Münster region public building demolition sources,,,low,regional_pool,archive:AWM_Muenster_Circular_Office.md,
bg_keramik_boden_verbiest_charleroi,Fliesen aus Charleroi,p_verbiest_karreveld_brussels,Verbiest + Karreveld,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium,,,,,https://opalis.eu/fr/projets/verbiest-karreveld,bw_palais_des_expositions_charleroi,Palais des Expositions…,"Charleroi, Belgium (Palais des Expositions)",50.4116233,4.444528,low,city_only,processed,
bg_ziegel_mehrere_gjg_curved_shell,Gekrümmte strukturell…,p_gjg_house_gentbrugge,gjG House,"Gentbrugge (near E17 highway), 9050 Ghent, Belgium",51.0405,3.7412,low,district_only,,,,https://architectuur.gent/project/6263c34eeb7f8/woning-gjg,,,,,,,,,
bg_beton_fundament_peoples_pavilion_elements,Geliehene Betonpfähle,p_peoples_pavilion_eindhoven,People’s Pavilion…,"Ketelhuisplein, 5617 AE Eindhoven, Netherlands",51.4483,5.4959,high,,,,,https://overtredersw.nl/projects/peoples-pavilion,,,,,,,,,
bg_mehrere_fassade_peoples_pavilion_borrowed_elements,Geliehene Fassadenelemen…,p_peoples_pavilion_eindhoven,People’s Pavilion…,"Ketelhuisplein, 5617 AE Eindhoven, Netherlands",51.4483,5.4959,high,,,,,https://overtredersw.nl/projects/peoples-pavilion,,,,,,,,,
bg_holz_traeger_peoples_pavilion,Geliehene Holzträger,p_peoples_pavilion_eindhoven,People’s Pavilion…,"Ketelhuisplein, 5617 AE Eindhoven, Netherlands",51.4483,5.4959,high,,,,,https://overtredersw.nl/projects/peoples-pavilion,,,,,,,,,
bg_glas_dach_peoples_pavilion,Geliehenes Glasdach,p_peoples_pavilion_eindhoven,People’s Pavilion…,"Ketelhuisplein, 5617 AE Eindhoven, Netherlands",51.4483,5.4959,high,,,,,https://overtredersw.nl/projects/peoples-pavilion,,,,,,,,,
bg_stahl_gelaender_grubenstrasse_railings,Geländer,p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,"Grubenstrasse 29, 8045 Zürich, Binz",47.3612682,8.5142622,high,,,,,,bw_grubenstrasse_external_donor_sources,Externe Rückbauprojekte…,Zürich region external demolition projects,,,low,regional_pool,archive:Grubenstrasse_29_Werkhof_29_Zuerich.md,
bg_stahl_gelaender_verbiest_charleroi,Geländer aus Charleroi,p_verbiest_karreveld_brussels,Verbiest + Karreveld,"Rue Jean Verbiest 5-7, 1080 Brussels, Belgium",50.8503,4.315,medium,,,,,https://opalis.eu/fr/projets/verbiest-karreveld,bw_palais_des_expositions_charleroi,Palais des Expositions…,"Charleroi, Belgium (Palais des Expositions)",50.4116233,4.444528,low,city_only,processed,
bg_mehrere_mehrere_christ_pavilion_complete_ensemble,Gesamtes transloziertes…,p_christ_pavilion_volkenroda,Christus-Pavillon,"Kloster Volkenroda, 99994 Volkenroda, Germany",51.2067,10.4567,medium,,,,,archive,bw_christus_pavillon_expo_hannover,Christus-Pavillon EXPO…,"EXPO 2000 Hannover / Kloster Volkenroda, 99994 Volkenroda, Germany",51.2502813,10.5676346,medium,multi_site,archive:Christ_Pavilion_Volkenroda.md,
bg_holz_fassade_hastings_outbuilding_cladding,Gespaltene längere…,p_hastings_pier_visitor_centre,Hastings Pier Visitor…,"1-10 White Rock, Hastings TN34 1JY, UK",50.8567,0.5792,high,,,,,https://www.drmm.co.uk/project/hastings-pier/,bw_hastings_pier_fire_damaged_deck,Brandschaden,"Hastings Pier, Hastings TN34 1JY, UK",50.8521015,0.5725697,medium,verified_structure,https://www.drmm.co.uk/project/hastings-pier/,
bg_stahl_mehrere_elys_gratings_and_garage_door,Gitterroste,p_elys_kultur_gewerbehaus_basel,ELYS Kultur- und…,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.5489,7.6012,high,,,,,processed+ELYS,bw_elys_former_coop_distribution_center,Ehemaliges Coop-Verteilz…,"Elsässerstrasse 215, 4056 Basel, Switzerland",47.573746,7.5734396,high,verified_street,processed+ELYS,
bg_mehrere_boden_kamikatsu_glass_ceramic_terrazzo,Glas- und Keramikscherbe…,p_kamikatsu_zero_waste_center_hotel_why,Kamikatsu Zero Waste…,"7-2 Aza Shimoniura, Oaza Fukuhara, Kamikatsu-cho, Tokushima 771-4501, Japan",33.896,134.2885,high,,,,,https://why-kamikatsu.jp/,bw_kamikatsu_local_houses,Lokale Häuser und…,"Kamikatsu, Tokushima 771-4501, Japan",33.8889228,134.4018864,low,municipality_only,https://why-kamikatsu.jp/,
bg_glas_mehrere_awm_partitions_doors,Glass partitions and…,p_awm_muenster_circular_office,AWM Münster – zirkulärer…,"Rösnerstraße 10, 48155 Münster, Germany",51.9359,7.6356,high,,,,,https://awm.stadt-muenster.de/,bw_behrensbau_duesseldorf_donor,Behrensbau Düsseldorf…,"Mannesmannufer 2, 40213 Düsseldorf, Germany",51.2210197,6.7680311,high,verified_street,https://www.hdgnrw.de/ueber-uns/behrensbau,
bg_holz_stuetze_boulder_glulam,Glulam Columns im…,p_boulder_fire_station_3,Boulder FS-3,"2967 Bluff Street, Boulder, CO 80301, USA",40.0149856,-105.270545,high,,,,,processed,,,,,,,,,
bg_holz_mehrere_cascadeup_glulamst_frame,GlulamST-Tragwerksrahmen,p_cascadeup_london_secondary_timber_glulam_demonstrator,CascadeUp,"London; UCL Festival of Engineering 2024, London Design Festival 2024, Futurebuild 2025",51.5074456,-0.1277653,high,,,,,,,,,,,,,,
bg_naturstein_boden_multi_granite_natural_tiles,Granit- und Natursteinpl…,p_multi_brussels_reuse_in_multi,Multi Brussels,"Boulevard Anspach 1, 1000 Brussels, Belgium",50.8476,4.3487,high,,,,,https://www.multibrussels.eu/,bw_multi_external_urban_mining_sources,Externe Urban-Mining-Que…,Brussels external urban mining sources,,,low,regional_pool,processed,
bg_naturstein_mehrere_ferme_granite_kerbstones_retaining_wall,Granitbordsteine als…,p_ferme_du_rail_paris,Ferme du Rail Paris,"2 bis rue de l’Ourcq, 75019 Paris",48.8877647,2.3851363,high,,,,,,,,,,,,,,
bg_naturstein_boden_granitpflaster_resilience,Granitpflaster Résilience,p_resilience_la_ferme_des_possibles_stains,Résilience,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high,,,,,,bw_stadt_paris_pflasterbestand,Stadt Paris Pflasterbest…,"Paris, France (municipal paving stock)",48.8588897,2.320041,low,city_only,processed,
bg_gusseisen_technik_gussradiatoren_resilience,Gussradiatoren Résilience,p_resilience_la_ferme_des_possibles_stains,Résilience,"29 Rue d’Amiens, 93240 Stains",48.9500637,2.3701218,high,,,,,,bw_association_reavie_materialquelle,Association Réavie…,"Réavie association material source, France",,,low,organization_no_site,archive:Resilience_La_Ferme_des_Possibles_Stains.md,
bg_holz_mehrere_boschgaard_hsb_balken_ausbau,HSB-Holz Balken und…,p_woongroep_boschgaard_den_bosch,Woongroep Boschgaard…,"Mgr. van Roosmalenplein 19C, 5213 GC Den Bosch, Netherlands",51.6947,5.3082,high,,,,,https://www.boschgaard.nl/,bw_weitere_regionale_rueckbauquellen_boschgaard,Weitere regionale…,'s-Hertogenbosch region demolition sources,,,low,regional_pool,archive:Woongroep_Boschgaard_Den_Bosch.md,
bg_mehrere_technik_superlocal_tga_heizkoerper_aluminiumrohre,Heizkörper und Aluminium…,p_superlocal_expogebouw_bleijerheide,SUPERLOCAL Expogebouw,"Voorterstraat, Bleijerheide, 6462 Kerkrade, Netherlands",50.8534,6.0618,medium,street_without_number,,,,https://www.kerkrade.nl/superlocal-bleijerheide,bw_hochhausflat_ursulastraat,Hochhausflat Ursulastraat,"Ursulastraat, Bleijerheide, 6464 Kerkrade, Netherlands",50.8530372,6.0666022,medium,street_without_number,https://www.superlocal.eu/expogebouw,
bg_mehrere_technik_grubenstrasse_radiators_sanitary,Heizkörper und Sanitärap…,p_grubenstrasse_29_werkhof_29_zuerich,Grubenstrasse 29,"Grubenstrasse 29, 8045 Zürich, Binz",47.3612682,8.5142622,high,,,,,,bw_grubenstrasse_external_donor_sources,Externe Rückbauprojekte…,Zürich region external demolition projects,,,low,regional_pool,archive:Grubenstrasse_29_Werkhof_29_Zuerich.md,
bg_stahlbeton_decke_ccn_hollow_core_slabs,Hohlkoerperdecken,p_circular_centre_netherlands_prinsenhof_a_reuse_pilot,Circular Centre Netherla…,"Zwarteweg 1, 8181 PD Heerde, Netherlands",52.3917,6.0286,high,,,,,https://recreate-project.eu/,bw_prinsenhof_a_arnhem_donor,"Prinsenhof A, Arnhem","Prinsenhof 1, 6811 Arnhem, Netherlands",51.9773561,5.9114676,high,verified_street,https://www.gelderland.nl/themas/duurzaamheid/circulaire-economie/prinsenhof,
bg_stahlbeton_decke_ka13_hollow_core_slabs,Hohlkörperdecken aus…,p_ka13_kristian_augusts_gate_13_oslo,KA13,"Kristian Augusts gate 13, Oslo, Norwegen",59.916806,10.737562,high,,,,,,bw_regjeringsbygg_r4,Regjeringsbygg R4,"Oslo, Norway (Regjeringsbygg R4)",59.9133301,10.7389701,low,city_only,processed,
bg_stahlbeton_decke_harmalanranta_hollow_core_slabs,Hohlkörp… (Harmalanranta),p_harmalanranta_a_kruunu_recreate_mini_pilot_tampere,Härmälänranta,"Potkurinkatu 5, 33900 Tampere, Finland",61.4808,23.7493,high,,,,,https://www.a-kruunu.fi/,bw_tampere_1980s_office_donor,1980er Bürogebäude im…,"Tampere city centre office building (1980s), Finland",61.4977929,23.7616372,low,city_only,archive:Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md,
bg_holz_mehrere_brighton_sperrholz,Holz und Sperrholz aus…,p_brighton_waste_house_brighton,Brighton Waste House,"58-67 Grand Parade, Brighton BN2 0JY, UK",50.8247,-0.1366,high,,,,,https://www.construction21.org/articles/h/the-brighton-waste-house.html,,,,,,,,,
bg_mehrere_mehrere_crclr_wood_aluminium_windows,Holz-Alu-Fenster,p_crclr_house_impact_hub_berlin,CRCLR House,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,,,,,processed+web,bw_crclr_external_reuse_sources,Externe Reuse-Quellen…,"Berlin (external reuse sources, no single site)",52.5173885,13.3951309,low,multi_site_program,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,
bg_holz_mehrere_svanen_dachbinder,Holz-Dachbinder,p_svanen_kindergarten_gladsaxe,Svanen,"Tobaksvejen 6, 2860 Søborg, Denmark",55.7346,12.4033,high,,,,,https://www.gladsaxe.dk/,bw_ehemalige_gladsaxe_school,Ehemalige Gladsaxe School,"Tobaksvejen 6, 2860 Søborg, Denmark",55.74061,12.481879,high,verified_street,archive:Svanen_Kindergarten_Gladsaxe.md,
bg_holz_mehrere_boschgaard_dachspanten,Holz-Dachspanten,p_woongroep_boschgaard_den_bosch,Woongroep Boschgaard…,"Mgr. van Roosmalenplein 19C, 5213 GC Den Bosch, Netherlands",51.6947,5.3082,high,,,,,https://www.boschgaard.nl/,bw_bibliothek_de_brenthof_sint_michielsgestel,Bibliothek De Brenthof…,"Sint-Michielsgestel, Netherlands",51.6509141,5.3652891,low,municipality_only,processed,
bg_holz_boden_trae_aarhus_holzboden_gellerup,Holzböden aus alten…,p_trae_high_rise_aarhus,TRÆ High-Rise,"Kalkværksvej 1-5, 8000 Aarhus C, Denmark",56.1539,10.2048,high,,,,,https://www.lendager.com/projects/trae,bw_gellerupparken_rueckbau_wohnbloecke,Gellerupparken Rückbau-W…,"Gellerupparken, Aarhus, Denmark",56.1582601,10.1332512,low,district_only,processed,
bg_holz_fassade_villa_welpeloo_enschede_holzfassade_aus_kabeltrommeln,Holzfassade aus Kabeltro…,p_villa_welpeloo_enschede,Villa Welpeloo Enschede,"Bamshoevelaan 49, 7523 JJ Enschede, Netherlands",52.2283,6.8814,high,,,,,https://www.superuse-studios.com/,bw_twente_tkf_kabelfabrik_materialquelle,Twente,"Twente region, Netherlands",52.3253541,6.7933211,low,regional_pool,processed,
bg_holz_fenster_chiro,Holzfenster,p_chiro_d_itterbeek_dilbeek,Chiro d’Itterbeek,"Plankenstraat 23, 1701 Dilbeek, Belgien",50.8318626,4.234055,high,,,,,,,,,,,,,,
bg_mehrere_boden_ithaka_holzfussboeden_klinker,Holzfußböden und…,p_jeugdkliniek_ithaka_emergis_kloetinge,Jeugdkliniek Ithaka,"Oostmolenweg 79, 4481 PM Kloetinge, Netherlands",51.4479,3.6645,high,,,,,https://www.emergis.nl/,bw_rws_districtskantoor_terneuzen,Ehemaliges Rijkswatersta…,"Terneuzen, Netherlands (former Rijkswaterstaat district office)",51.298843,3.8422044,low,city_only,processed,
bg_holz_mehrere_crclr_recycled_gallery_interior,Holzgalerie (Crclr),p_crclr_house_impact_hub_berlin,CRCLR House,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,,,,,processed+web,bw_crclr_external_reuse_sources,Externe Reuse-Quellen…,"Berlin (external reuse sources, no single site)",52.5173885,13.3951309,low,multi_site_program,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,
bg_holz_mehrere_impact_gallery,Holzgalerie (Impact),p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,,,,,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,,,,,,,,,
bg_holz_mehrere_impact_offcuts_phone_booths,Holzlatten aus Tischlere…,p_impact_hub_berlin_crclr_fitout,Impact Hub Berlin,"Rollbergstraße 26, 12053 Berlin, Germany",52.4764,13.4357,high,,,,,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,,,,,,,,,
bg_holz_mehrere_recyclinghaus_saunabank_holzleisten,Holzleisten aus alten…,p_recyclinghaus_hannover,Recyclinghaus Hannover,"Treppenkamp 1, 30539 Hannover, Germany",52.3589,9.8342,high,,,,,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,bw_sportzentrum_sauna_hannover,Sportzentrum,"Hannover, Germany (sport centre sauna donor)",52.3744779,9.7385532,low,city_only,archive:Recyclinghaus_Hannover.md,
