rel_type,property,rel_count,coverage,coverage_pct,distinct_values,suggested_verdict,samples
HAS_SOURCE_LINK,source_url_status,20,20,100.0,1,DROP,reachable_2xx
HAS_SOURCE_LINK,source_url_http_code,20,20,100.0,1,DROP,200
HAS_SOURCE_LINK,source_resolution_status,20,20,100.0,1,DROP,direct_url_endpoint
HAS_SOURCE_LINK,source_url_node_id,20,20,100.0,17,DROP,q_url_ce98280edf39f05c | q_url_a70051296d3b271b | q_url_44c61371bc8b39eb | q_url_b02ccd4ad0f6c53e
HAS_SOURCE_LINK,source_role,20,20,100.0,1,DROP,source_inventory
HAS_SOURCE_LINK,source_status_correction_previous,20,20,100.0,1,DROP,exact
HAS_SOURCE_LINK,source_status_correction,20,20,100.0,1,DROP,mig_source_status_scope_addendum_2026_05_28
HAS_SOURCE_LINK,source_status_correction_reason,20,20,100.0,1,DROP,source_link_inventory_not_fact_proof
HAT_AKTEURROLLE,id,1403,1308,93.2,1308,KEEP,r_cbre__HAT_AKTEURROLLE__ar_nachhaltigkeitsberatung | r_gardiner_and_theobald__HAT_AKTEURROLLE__ar_projektmanagement_koordination | r_gardiner_and_theobald__HAT_AKTEURROLLE__ar_reuse_beratung | r_cantillon__HAT_AKTEURROLLE__ar_rueckbau_bauteilernte_logistik
HAT_AKTEURROLLE,review_status,1403,1308,93.2,1,DROP,needs_source_url_review
HAT_AKTEURROLLE,evidence_source_id,1403,1308,93.2,45,DROP,mig_4_1 | batch2_v2_import_2026-05-20 | batch2_v2_followup_2026-05-20 | q_akteursliste_master_md
HAT_AKTEURROLLE,source_resolution_status,1403,1308,93.2,3,DROP,evidence_source_id_not_resolved_to_visible_source_url | needs_exact_claim_source_review | needs_source_url_review
HAT_AKTEURROLLE,evidence_quality,1403,1306,93.1,2,DROP,internal_or_missing_source_url | unverified_source_claim
HAT_AKTEURROLLE,evidence_note,1403,1306,93.1,2,DROP,Global audit: evidence_source_id does not resolve to a Quelle node with visible… | Relationship came from reviewed archive profile/direct URL list but exact sourc…
HAT_AKTEURROLLE,evidence_basis,1403,1212,86.4,3,DROP,controlled_vocab | universal_bauteilboerse_role | gm_fingerprint_2026_05_31
HAT_AKTEURROLLE,evidence_origin,1403,1161,82.8,2,DROP,topology_synthesized | registry_derived
HAT_AKTEURROLLE,evidence_confidence,1403,1161,82.8,2,KEEP,unklar | teilweise_belegt
HAT_AKTEURROLLE,derivation_note,1403,1161,82.8,3,DROP, | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab) | unpacked dedup-merged array (Phase 1.6 actor merge artifact) by mig_repair_4_1_… |  | r1: curated→registry_derived (Repair D A1–A5 excerpts are auto-generated fro…
HAT_AKTEURROLLE,source_status,1403,1161,82.8,2,DROP,missing | candidate
HAT_AKTEURROLLE,source_status_reason,1403,1161,82.8,2,DROP,no_exact_url_binding_needs_review | candidate_urls_need_fact_review
HAT_AKTEURROLLE,source_status_migration,1403,1161,82.8,1,DROP,mig_source_status_normalization_2026_05_28
HAT_AKTEURROLLE,source_scope,1403,711,50.7,3,DROP,actor_registry | bauteilboerse_legacy_review | actor_registry_context
HAT_AKTEURROLLE,evidence_excerpt,1403,539,38.4,531,DROP,Curated edge unpacked from dedup-merged array (Phase 1.6 actor merge) by mig_re… | Akteursregister (q_akteursliste_master_md): Akteur Werner Sobek [werner_sobek_p… | Akteursregister (q_akteursliste_master_md): Akteur Werner Sobek [werner_sobek_p… | Akteursregister (q_akteursliste_master_md): Akteur Werner Sobek [werner_sobek_p…
HAT_AKTEURROLLE,strict_source_url_cleanup,1403,535,38.1,1,DROP,mig_strict_source_url_binding_cleanup_2026_05_23
HAT_AKTEURROLLE,review_run,1403,242,17.2,4,DROP,schema_compatible_bauteilboersen_update_2026_06_01 | bauteilboersen_finalest_30_2026_05_31 | 2026-05-28_bauteilboersen_integration | audit_quickfix_2026_06_01
HAT_AKTEURROLLE,evidence_cleanup_run,1403,6,0.4,1,DROP,2026-05-28_belegt_confidence_conflict_cleanup
HAT_AKTEURROLLE,previous_evidence_confidence,1403,6,0.4,1,DROP,belegt
HAT_AKTEURROLLE,evidence_confidence_status,1403,6,0.4,1,DROP,downgraded_pending_exact_source_url_review
HAT_AKTEURTYP,id,692,673,97.3,673,KEEP,r_cbre__HAT_AKTEURTYP__at_unternehmen | r_gardiner_and_theobald__HAT_AKTEURTYP__at_unternehmen | r_cantillon__HAT_AKTEURTYP__at_unternehmen | r_abfallwirtschaftsbetriebe_muenster__HAT_AKTEURTYP__at_oeffentliche_institution
HAT_AKTEURTYP,review_status,692,673,97.3,1,DROP,needs_source_url_review
HAT_AKTEURTYP,evidence_source_id,692,673,97.3,28,DROP,mig_4_1 | batch2_v2_import_2026-05-20 | batch2_v2_followup_2026-05-20 | q_akteursliste_master_md
HAT_AKTEURTYP,evidence_basis,692,673,97.3,5,DROP,"controlled_vocab | legacy_migration | ['controlled_vocab', 'legacy_migration'] | frontmatter_type_bauteilboerse"
HAT_AKTEURTYP,source_resolution_status,692,673,97.3,3,DROP,evidence_source_id_not_resolved_to_visible_source_url | needs_source_url_review | needs_exact_claim_source_review
HAT_AKTEURTYP,evidence_quality,692,672,97.1,2,DROP,internal_or_missing_source_url | unverified_source_claim
HAT_AKTEURTYP,evidence_note,692,672,97.1,2,DROP,Global audit: evidence_source_id does not resolve to a Quelle node with visible… | Relationship came from reviewed archive profile/direct URL list but exact sourc…
HAT_AKTEURTYP,evidence_origin,692,646,93.4,2,DROP,topology_synthesized | registry_derived
HAT_AKTEURTYP,evidence_confidence,692,646,93.4,2,KEEP,unklar | teilweise_belegt
HAT_AKTEURTYP,derivation_note,692,646,93.4,5,DROP, | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab) |  | r1: derived=>topology_synthesized (catch-all: basis=legacy_migration) | unpacked dedup-merged array (Phase 1.6 actor merge artifact) by mig_repair_4_1_… | unpacked dedup-merged array (Phase 1.6 actor merge artifact) by mig_repair_4_1_…
HAT_AKTEURTYP,source_status,692,646,93.4,2,DROP,missing | candidate
HAT_AKTEURTYP,source_status_reason,692,646,93.4,2,DROP,no_exact_url_binding_needs_review | candidate_urls_need_fact_review
HAT_AKTEURTYP,source_status_migration,692,646,93.4,1,DROP,mig_source_status_normalization_2026_05_28
HAT_AKTEURTYP,source_scope,692,214,30.9,2,DROP,actor_registry | bauteilboerse_legacy_review
HAT_AKTEURTYP,evidence_excerpt,692,187,27.0,185,DROP,Curated edge unpacked from dedup-merged array (Phase 1.6 actor merge) by mig_re… | Akteursregister (q_akteursliste_master_md): Akteur Werner Sobek [werner_sobek_p… | Akteursregister (q_akteursliste_master_md): Akteur HFT Stuttgart [hft_stuttgart… | Akteursregister (q_akteursliste_master_md): Akteur Zirkular [zirkular] ist vom …
HAT_AKTEURTYP,strict_source_url_cleanup,692,187,27.0,1,DROP,mig_strict_source_url_binding_cleanup_2026_05_23
HAT_AKTEURTYP,review_run,692,27,3.9,1,DROP,2026-05-28_bauteilboersen_integration
HAT_AKTEURTYP,evidence_cleanup_run,692,3,0.4,1,DROP,2026-05-28_belegt_confidence_conflict_cleanup
HAT_AKTEURTYP,previous_evidence_confidence,692,3,0.4,1,DROP,belegt
HAT_AKTEURTYP,evidence_confidence_status,692,3,0.4,1,DROP,downgraded_pending_exact_source_url_review
HAT_AUFBEREITUNG,id,433,433,100.0,433,KEEP,r_p_bedzed_london_hackbridge__HAT_AUFBEREITUNG__av_entrosten_korrosionsbehandlu… | r_p_bedzed_london_hackbridge__HAT_AUFBEREITUNG__av_oberflaechenbehandlung_metal… | r_bg_reuse_stahl_gelaender_verbiest_charleroi__HAT_AUFBEREITUNG__av_reinigung | r_bg_reuse_stahl_gelaender_verbiest_charleroi__HAT_AUFBEREITUNG__av_zuschnitt
HAT_AUFBEREITUNG,review_status,433,433,100.0,1,DROP,needs_source_url_review
HAT_AUFBEREITUNG,evidence_source_id,433,433,100.0,9,DROP,q_aufbereitungsverfahren_reused_building_elements_md | archive:Verbiest_Karreveld_Brussels.md (replicated from pre-split BG) | 55 Great Suffolk: ASBP case mentions coating renewal on reclaimed steel | mig_4_1
HAT_AUFBEREITUNG,evidence_origin,433,433,100.0,2,DROP,source_curated | topology_synthesized
HAT_AUFBEREITUNG,evidence_confidence,433,433,100.0,1,KEEP,unklar
HAT_AUFBEREITUNG,evidence_basis,433,433,100.0,3,DROP,cell_citation | legacy_migration | controlled_vocab
HAT_AUFBEREITUNG,derivation_note,433,433,100.0,3,DROP, | r1: curated→source_curated (default reclassification) |  | r1: derived=>topology_synthesized (catch-all: basis=legacy_migration) |  | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab)
HAT_AUFBEREITUNG,source_resolution_status,433,433,100.0,1,DROP,needs_source_url_review
HAT_AUFBEREITUNG,source_status,433,433,100.0,2,DROP,candidate | missing
HAT_AUFBEREITUNG,source_status_reason,433,433,100.0,2,DROP,candidate_urls_need_fact_review | no_exact_url_binding_needs_review
HAT_AUFBEREITUNG,source_status_migration,433,433,100.0,1,DROP,mig_source_status_normalization_2026_05_28
HAT_AUFBEREITUNG,evidence_excerpt,433,70,16.2,14,DROP,"| Entrosten / Korrosionsbehandlung | `av_entrosten_korrosionsbehandlung` | Entf… | BELEGT | | Sägen von Betonfertigteilen / Trennen nasser Verbindungen | `av_betonfertigte… | | Glasreinigung, Entkitten und Entfernen alter Dichtungen | `av_glas_reinigung_…"
HAT_AUFBEREITUNG,source_scope,433,22,5.1,1,DROP,research_file_row
HAT_AUFBEREITUNG,verification_status,433,22,5.1,1,DROP,no_url_node
HAT_AUFBEREITUNG,verification_score,433,22,5.1,1,DROP,0.0
HAT_AUFBEREITUNG,verification_method,433,22,5.1,1,DROP,skipped
HAT_AUFBEREITUNG,verification_attempts,433,22,5.1,1,DROP,1
HAT_AUFBEREITUNG,verification_notes,433,22,5.1,1,DROP,No ExternalLink reachable from this citation
HAT_AUFBEREITUNG,strict_source_url_cleanup,433,22,5.1,1,DROP,mig_strict_source_url_binding_cleanup_2026_05_23
HAT_AUFBEREITUNG,evidence_quality,433,22,5.1,1,DROP,source_binding_not_exact
HAT_AUFBEREITUNG,evidence_note,433,22,5.1,1,DROP,Former evidence_confidence=belegt was downgraded because source_status is not e…
HAT_AUFBEREITUNG,evidence_cleanup_run,433,22,5.1,1,DROP,2026-05-28_belegt_confidence_conflict_cleanup
HAT_AUFBEREITUNG,previous_evidence_confidence,433,22,5.1,1,DROP,belegt
HAT_AUFBEREITUNG,evidence_confidence_status,433,22,5.1,1,DROP,downgraded_pending_exact_source_url_review
HAT_BAUOBJEKTKLASSE,id,224,224,100.0,224,KEEP,r_bw_55_great_suffolk_street_warehouse__HAT_BAUOBJEKTKLASSE__bok_gebaeude | r_bw_1_broadgate_london__HAT_BAUOBJEKTKLASSE__bok_gebaeude | r_bw_cleveland_steel_and_tubes_stock__HAT_BAUOBJEKTKLASSE__bok_depot_lager | r_bw_association_house_groeditz__HAT_BAUOBJEKTKLASSE__bok_gebaeude
HAT_BAUOBJEKTKLASSE,review_status,224,224,100.0,1,DROP,needs_source_url_review
HAT_BAUOBJEKTKLASSE,evidence_source_id,224,224,100.0,2,DROP,mig_4_1 | batch2_v2_import_2026-05-20
HAT_BAUOBJEKTKLASSE,evidence_origin,224,224,100.0,1,DROP,topology_synthesized
HAT_BAUOBJEKTKLASSE,evidence_confidence,224,224,100.0,1,KEEP,unklar
HAT_BAUOBJEKTKLASSE,evidence_basis,224,224,100.0,2,DROP,controlled_vocab | legacy_migration
HAT_BAUOBJEKTKLASSE,derivation_note,224,224,100.0,2,DROP, | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab) |  | r1: derived=>topology_synthesized (catch-all: basis=legacy_migration)
HAT_BAUOBJEKTKLASSE,source_resolution_status,224,224,100.0,1,DROP,needs_source_url_review
HAT_BAUOBJEKTKLASSE,source_status,224,224,100.0,1,DROP,missing
HAT_BAUOBJEKTKLASSE,source_status_reason,224,224,100.0,1,DROP,no_exact_url_binding_needs_review
HAT_BAUOBJEKTKLASSE,source_status_migration,224,224,100.0,1,DROP,mig_source_status_normalization_2026_05_28
HAT_BAUOBJEKTROLLE,id,225,225,100.0,225,KEEP,r_bw_55_great_suffolk_street_warehouse__HAT_BAUOBJEKTROLLE__bor_bestandsobjekt | r_bw_55_great_suffolk_street_warehouse__HAT_BAUOBJEKTROLLE__bor_empfaengerobjekt | r_bw_1_broadgate_london__HAT_BAUOBJEKTROLLE__bor_donorobjekt | r_bw_cleveland_steel_and_tubes_stock__HAT_BAUOBJEKTROLLE__bor_zwischenlager
HAT_BAUOBJEKTROLLE,review_status,225,225,100.0,1,DROP,needs_source_url_review
HAT_BAUOBJEKTROLLE,evidence_source_id,225,225,100.0,2,DROP,mig_4_1 | batch2_v2_import_2026-05-20
HAT_BAUOBJEKTROLLE,evidence_origin,225,225,100.0,1,DROP,topology_synthesized
HAT_BAUOBJEKTROLLE,evidence_confidence,225,225,100.0,1,KEEP,unklar
HAT_BAUOBJEKTROLLE,evidence_basis,225,225,100.0,2,DROP,controlled_vocab | legacy_migration
HAT_BAUOBJEKTROLLE,derivation_note,225,225,100.0,2,DROP, | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab) |  | r1: derived=>topology_synthesized (catch-all: basis=legacy_migration)
HAT_BAUOBJEKTROLLE,source_resolution_status,225,225,100.0,1,DROP,needs_source_url_review
HAT_BAUOBJEKTROLLE,source_status,225,225,100.0,1,DROP,missing
HAT_BAUOBJEKTROLLE,source_status_reason,225,225,100.0,1,DROP,no_exact_url_binding_needs_review
HAT_BAUOBJEKTROLLE,source_status_migration,225,225,100.0,1,DROP,mig_source_status_normalization_2026_05_28
HAT_BAUPRODUKTSTATUS,id,65,65,100.0,65,KEEP,r_bg_reuse_stahl_mehrere_55gss_external_core__HAT_BAUPRODUKTSTATUS__bps_ce_hen | r_bg_reuse_holz_fassade_botanique__HAT_BAUPRODUKTSTATUS__bps_bestand_no_status | r_bg_retained_mehrere_mehrere_botanique_main_structure__HAT_BAUPRODUKTSTATUS__b… | r_bg_reuse_stahl_traeger_boulder_hospital_stockpile__HAT_BAUPRODUKTSTATUS__bps_…
HAT_BAUPRODUKTSTATUS,review_status,65,65,100.0,1,DROP,needs_source_url_review
HAT_BAUPRODUKTSTATUS,evidence_source_id,65,65,100.0,5,DROP,Archive (55_Great_Suffolk_Street_London.md): CE marking documented; ASBP case s… | Same-site reuse (donor Bauwerk = receiver Bauwerk via existing AUS_BAUWERK + EI… | Boulder Ordinance 8366 + IBC 104.11 alternative materials route (research: baut… | Archive (Brent_Cross_Town_Primary_Substation_London.md): UKCA marking documente…
HAT_BAUPRODUKTSTATUS,evidence_origin,65,65,100.0,1,DROP,topology_synthesized
HAT_BAUPRODUKTSTATUS,evidence_confidence,65,65,100.0,1,KEEP,unklar
HAT_BAUPRODUKTSTATUS,evidence_basis,65,65,100.0,1,DROP,legacy_migration
HAT_BAUPRODUKTSTATUS,evidence_excerpt,65,65,100.0,1,DROP,BELEGT
HAT_BAUPRODUKTSTATUS,derivation_note,65,65,100.0,1,DROP, | r1: derived=>topology_synthesized (catch-all: basis=legacy_migration)
HAT_BAUPRODUKTSTATUS,source_resolution_status,65,65,100.0,1,DROP,needs_source_url_review
HAT_BAUPRODUKTSTATUS,source_status,65,65,100.0,1,DROP,missing
HAT_BAUPRODUKTSTATUS,source_status_reason,65,65,100.0,1,DROP,no_exact_url_binding_needs_review
HAT_BAUPRODUKTSTATUS,source_status_migration,65,65,100.0,1,DROP,mig_source_status_normalization_2026_05_28
HAT_BAUSYSTEM,id,64,64,100.0,64,KEEP,r_bw_iw73_6_mass_housing_donor__HAT_BAUSYSTEM__bsys_plattenbau | r_bg_reuse_beton_mehrere_bestandverplanzung_betonfertigteil_paneele__HAT_BAUSYS… | r_bg_reuse_stahlbeton_mehrere_big_dig_house_inverset_panels__HAT_BAUSYSTEM__bsy… | r_bg_reuse_stahlbeton_decke_broethen_p2_deckenplatten__HAT_BAUSYSTEM__bsys_p2_p…
HAT_BAUSYSTEM,review_status,64,64,100.0,1,DROP,needs_source_url_review
HAT_BAUSYSTEM,evidence_source_id,64,64,100.0,1,DROP,mig_4_1
HAT_BAUSYSTEM,evidence_origin,64,64,100.0,1,DROP,topology_synthesized
HAT_BAUSYSTEM,evidence_confidence,64,64,100.0,1,KEEP,unklar
HAT_BAUSYSTEM,evidence_basis,64,64,100.0,1,DROP,controlled_vocab
HAT_BAUSYSTEM,derivation_note,64,64,100.0,1,DROP, | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab)
HAT_BAUSYSTEM,source_resolution_status,64,64,100.0,1,DROP,needs_source_url_review
HAT_BAUSYSTEM,source_status,64,64,100.0,1,DROP,missing
HAT_BAUSYSTEM,source_status_reason,64,64,100.0,1,DROP,no_exact_url_binding_needs_review
HAT_BAUSYSTEM,source_status_migration,64,64,100.0,1,DROP,mig_source_status_normalization_2026_05_28
HAT_BAUTEILEBENE,id,359,359,100.0,359,KEEP,r_bg_reuse_stahl_gelaender_verbiest_charleroi__HAT_BAUTEILEBENE__be_bauteilgrup… | r_bg_reuse_keramik_boden_verbiest_charleroi__HAT_BAUTEILEBENE__be_bauteilgruppe | r_bg_reuse_naturstein_wand_verbiest_charleroi__HAT_BAUTEILEBENE__be_bauteilgrup… | r_bg_reuse_stahl_mehrere_55gss_external_core__HAT_BAUTEILEBENE__be_bauteilgruppe
HAT_BAUTEILEBENE,review_status,359,359,100.0,1,DROP,needs_source_url_review
HAT_BAUTEILEBENE,evidence_source_id,359,359,100.0,5,DROP,archive:Verbiest_Karreveld_Brussels.md (replicated from pre-split BG) | batch2_v2_phase26_2026-05-20 | mig_4_1 | batch2_v2_import_2026-05-20
HAT_BAUTEILEBENE,evidence_origin,359,359,100.0,1,DROP,topology_synthesized
HAT_BAUTEILEBENE,evidence_confidence,359,359,100.0,1,KEEP,unklar
HAT_BAUTEILEBENE,evidence_basis,359,359,100.0,2,DROP,legacy_migration | controlled_vocab
HAT_BAUTEILEBENE,derivation_note,359,359,100.0,2,DROP, | r1: derived=>topology_synthesized (catch-all: basis=legacy_migration) |  | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab)
HAT_BAUTEILEBENE,source_resolution_status,359,359,100.0,1,DROP,needs_source_url_review
HAT_BAUTEILEBENE,source_status,359,359,100.0,1,DROP,missing
HAT_BAUTEILEBENE,source_status_reason,359,359,100.0,1,DROP,no_exact_url_binding_needs_review
HAT_BAUTEILEBENE,source_status_migration,359,359,100.0,1,DROP,mig_source_status_normalization_2026_05_28
HAT_BAUTEILEBENE,evidence_excerpt,359,49,13.6,2,DROP,INFER | BELEGT
HAT_BAUTEILGRUPPE,id,356,356,100.0,356,KEEP,r_p_55_great_suffolk_street_london__HAT_BAUTEILGRUPPE__bg_reuse_stahl_mehrere_5… | r_p_association_house_groeditz__HAT_BAUTEILGRUPPE__bg_reuse_stahlbeton_mehrere_… | r_p_association_house_groeditz__HAT_BAUTEILGRUPPE__bg_reuse_stahlbeton_mehrere_… | r_p_association_house_plauen__HAT_BAUTEILGRUPPE__bg_reuse_stahlbeton_mehrere_pl…
HAT_BAUTEILGRUPPE,review_status,356,356,100.0,1,DROP,needs_source_url_review
HAT_BAUTEILGRUPPE,evidence_source_id,356,356,100.0,73,DROP,q_55_great_suffolk_street_london_md | q_association_house_groeditz_md | q_association_house_plauen_md | q_bedzed_london_hackbridge_md
HAT_BAUTEILGRUPPE,evidence_origin,356,356,100.0,1,DROP,topology_synthesized
HAT_BAUTEILGRUPPE,evidence_confidence,356,356,100.0,2,KEEP,teilweise_belegt | unklar
HAT_BAUTEILGRUPPE,evidence_basis,356,356,100.0,2,DROP,cell_citation | controlled_vocab
HAT_BAUTEILGRUPPE,derivation_note,356,356,100.0,2,DROP,promoted derived->curated by mig_repair_4_1_q1 (criterion: BG carries both FROM… |  | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab)
HAT_BAUTEILGRUPPE,source_resolution_status,356,356,100.0,1,DROP,needs_source_url_review
HAT_BAUTEILGRUPPE,source_status,356,356,100.0,2,DROP,candidate | missing
HAT_BAUTEILGRUPPE,source_status_reason,356,356,100.0,2,DROP,candidate_urls_need_fact_review | no_exact_url_binding_needs_review
HAT_BAUTEILGRUPPE,source_status_migration,356,356,100.0,1,DROP,mig_source_status_normalization_2026_05_28
HAT_BAUTEILGRUPPE,evidence_excerpt,356,268,75.3,253,DROP,Projekt 55 Great Suffolk Street [p_55_great_suffolk_street_london] Section 5 (R… | Projekt Vereinshaus Gröditz [p_association_house_groeditz] Section 5 (Reuse-Bau… | Projekt Vereinshaus Gröditz [p_association_house_groeditz] Section 5 (Reuse-Bau… | Projekt Vereinshaus Plauen [p_association_house_plauen] Section 5 (Reuse-Bautei…
HAT_BAUTEILGRUPPE,strict_source_url_cleanup,356,246,69.1,1,DROP,mig_strict_source_url_binding_cleanup_2026_05_23
HAT_BAUTEILGRUPPE,invalid_candidate_source_urls,356,130,36.5,20,DROP,"[''] | ['https://t'] | ['https://olympiap'] | ['https://projecta', 'https://pr']"
HAT_BAUTEILGRUPPE,strict_candidate_url_array_cleanup,356,130,36.5,1,DROP,mig_strict_candidate_url_array_cleanup_2026_05_23
HAT_BAUTEILTYP,evidence_confidence,741,741,100.0,2,KEEP,belegt | unklar
HAT_BAUTEILTYP,evidence_basis,741,665,89.7,3,DROP,legacy_migration | controlled_vocab | pass8_strict_import_2026_05_31
HAT_BAUTEILTYP,id,741,593,80.0,593,KEEP,r_bg_reuse_stahl_gelaender_verbiest_charleroi__HAT_BAUTEILTYP__bt_gelaender | r_bg_reuse_keramik_boden_verbiest_charleroi__HAT_BAUTEILTYP__bt_boden | r_bg_reuse_keramik_boden_verbiest_charleroi__HAT_BAUTEILTYP__bt_fassade | r_bg_reuse_naturstein_wand_verbiest_charleroi__HAT_BAUTEILTYP__bt_wand
HAT_BAUTEILTYP,review_status,741,593,80.0,1,DROP,needs_source_url_review
HAT_BAUTEILTYP,evidence_source_id,741,593,80.0,4,DROP,archive:Verbiest_Karreveld_Brussels.md (split-specific function) | mig_4_1 | batch2_v2_import_2026-05-20 | batch2_v2_followup_2026-05-20
HAT_BAUTEILTYP,evidence_origin,741,593,80.0,1,DROP,topology_synthesized
HAT_BAUTEILTYP,derivation_note,741,593,80.0,2,DROP, | r1: derived=>topology_synthesized (catch-all: basis=legacy_migration) |  | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab)
HAT_BAUTEILTYP,source_resolution_status,741,593,80.0,1,DROP,needs_source_url_review
HAT_BAUTEILTYP,source_status,741,593,80.0,1,DROP,missing
HAT_BAUTEILTYP,source_status_reason,741,593,80.0,1,DROP,no_exact_url_binding_needs_review
HAT_BAUTEILTYP,source_status_migration,741,593,80.0,1,DROP,mig_source_status_normalization_2026_05_28
HAT_BAUTEILTYP,review_run,741,148,20.0,2,DROP,schema_compatible_bauteilboersen_update_2026_06_01 | bauteilboersen_finalest_30_2026_05_31
HAT_BAUTEILTYP,evidence_url,741,76,10.3,15,KEEP,https://www.la-ressourcerie.ch/les-mat%C3%A9riaux | https://materiuum.ch/ressourcerie-lausanne-magasin-shop/ | https://www.baumatpool.ch/de/ | https://ggzatwork.ch/gaeste/laden2/laden-2-bauteile
HAT_BAUTEILTYP,evidence_quote,741,76,10.3,15,KEEP,"Le magasin de la Ressourcerie dispose en permanence de matériaux de constructio… | La Ressourcerie Lausanne permet de stocker et de prolonger la durée de vie de m… | Die Schweizer Materialbörse – Baumaterialien und Restposten einfach finden, kau… | Im LADEN 2 Bauteile finden Sie alles für einen nachhaltigen Wohnungsumbau – von…"
HAT_BAUTEILTYP,evidence_excerpt,741,17,2.3,1,DROP,BELEGT
HAT_BAUWEISE,id,128,128,100.0,128,KEEP,r_bg_reuse_mehrere_mehrere_alliander_common_roof_atrium__HAT_BAUWEISE__bauw_hyb… | r_bg_reuse_beton_mehrere_bestandverplanzung_betonfertigteil_paneele__HAT_BAUWEI… | r_bg_planned_mehrere_mehrere_big_dig_building_geplante_infrastrukturbauteile__H… | r_bg_reuse_stahlbeton_mehrere_big_dig_house_inverset_panels__HAT_BAUWEISE__bauw…
HAT_BAUWEISE,review_status,128,128,100.0,1,DROP,needs_source_url_review
HAT_BAUWEISE,evidence_source_id,128,128,100.0,1,DROP,mig_4_1
HAT_BAUWEISE,evidence_origin,128,128,100.0,1,DROP,topology_synthesized
HAT_BAUWEISE,evidence_confidence,128,128,100.0,1,KEEP,unklar
HAT_BAUWEISE,evidence_basis,128,128,100.0,1,DROP,controlled_vocab
HAT_BAUWEISE,derivation_note,128,128,100.0,1,DROP, | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab)
HAT_BAUWEISE,source_resolution_status,128,128,100.0,1,DROP,needs_source_url_review
HAT_BAUWEISE,source_status,128,128,100.0,1,DROP,missing
HAT_BAUWEISE,source_status_reason,128,128,100.0,1,DROP,no_exact_url_binding_needs_review
HAT_BAUWEISE,source_status_migration,128,128,100.0,1,DROP,mig_source_status_normalization_2026_05_28
HAT_BESCHAFFUNGSWEG,id,274,274,100.0,274,KEEP,r_bg_reuse_stahl_gelaender_verbiest_charleroi__HAT_BESCHAFFUNGSWEG__bweg_rueckb… | r_bg_reuse_keramik_boden_verbiest_charleroi__HAT_BESCHAFFUNGSWEG__bweg_rueckbau… | r_bg_reuse_naturstein_wand_verbiest_charleroi__HAT_BESCHAFFUNGSWEG__bweg_rueckb… | r_bg_reuse_stahl_mehrere_55gss_external_core__HAT_BESCHAFFUNGSWEG__bweg_direktv…
HAT_BESCHAFFUNGSWEG,review_status,274,274,100.0,1,DROP,needs_source_url_review
HAT_BESCHAFFUNGSWEG,evidence_source_id,274,274,100.0,3,DROP,archive:Verbiest_Karreveld_Brussels.md (replicated from pre-split BG) | mig_4_1 | batch2_v2_followup_2026-05-20
HAT_BESCHAFFUNGSWEG,evidence_origin,274,274,100.0,1,DROP,topology_synthesized
HAT_BESCHAFFUNGSWEG,evidence_confidence,274,274,100.0,1,KEEP,unklar
HAT_BESCHAFFUNGSWEG,evidence_basis,274,274,100.0,2,DROP,legacy_migration | controlled_vocab
HAT_BESCHAFFUNGSWEG,derivation_note,274,274,100.0,2,DROP, | r1: derived=>topology_synthesized (catch-all: basis=legacy_migration) |  | r1: derived=>topology_synthesized (catch-all: basis=controlled_vocab)
HAT_BESCHAFFUNGSWEG,source_resolution_status,274,274,100.0,1,DROP,needs_source_url_review
HAT_BESCHAFFUNGSWEG,source_status,274,274,100.0,1,DROP,missing
HAT_BESCHAFFUNGSWEG,source_status_reason,274,274,100.0,1,DROP,no_exact_url_binding_needs_review
HAT_BESCHAFFUNGSWEG,source_status_migration,274,274,100.0,1,DROP,mig_source_status_normalization_2026_05_28
HAT_BESCHAFFUNGSWEG,evidence_excerpt,274,40,14.6,1,DROP,BELEGT
HAT_DEFEKT,id,42,42,100.0,42,KEEP,r_bg_reuse_mehrere_mehrere_bedzed_fixed_secondary_components__HAT_DEFEKT__def_k… | r_bg_reuse_stahl_mehrere_bedzed_structural__HAT_DEFEKT__def_korrosion | r_bg_reuse_stahl_mehrere_biopartner_5_stuetzen_rahmen__HAT_DEFEKT__def_korrosion | r_bg_reuse_stahl_mehrere_drill_stem_pipe_dachtragwerk_saxum__HAT_DEFEKT__def_ko…
HAT_DEFEKT,review_status,42,42,100.0,1,DROP,needs_source_url_review
HAT_DEFEKT,evidence_source_id,42,42,100.0,2,DROP,round_003_material_propagation | batch2_v2_followup_2026-05-20
HAT_DEFEKT,evidence_origin,42,42,100.0,1,DROP,topology_synthesized
HAT_DEFEKT,evidence_confidence,42,42,100.0,1,KEEP,unklar
HAT_DEFEKT,evidence_basis,42,42,100.0,2,DROP,propagated | legacy_migration
