id;cc;von;richtung;nach;beziehungsart;beschreibung;dauer;dauer_status;dauer_begruendung;dauer_warnung;type_correction;evidence_quote;evidence_url;dauer_evidence_quote;dauer_evidence_url
CH:K025;CH;K.118 Winterthur;B→A;Wetter AG;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Steel Construction: Wetter AG;https://www.archdaily.com/968958/k118-kopfbau-halle-118-hauburo-in-situ;Steel Construction: Wetter AG;https://www.archdaily.com/968958/k118-kopfbau-halle-118-hauburo-in-situ
CH:K026;CH;K.118 Winterthur;B→A;Zirkular;Projektbeteiligung, Aufgabe unklar;"Beteiligung; genaue Rolle noch offen.";projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Sie erhielten viel Aufmerksamkeit und waren Auslöser der Gründung von Zirkular durch die involvierten Planenden.;https://zirkular.net/de/projekt/k-118-kopfbau-halle-118/;Sie erhielten viel Aufmerksamkeit und waren Auslöser der Gründung von Zirkular durch die involvierten Planenden.;https://zirkular.net/de/projekt/k-118-kopfbau-halle-118/
CH:K027;CH;Kindergarten Mööslistrasse;B→A;Amt für Hochbauten und Immobilien Stadt Zürich;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Bauherrschaft: Stadt Zürich, Eigentümervertretung: Immobilien Stadt Zürich, Bauherrenvertretung: Amt für Hochbauten;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html;Bauherrschaft: Stadt Zürich, Eigentümervertretung: Immobilien Stadt Zürich, Bauherrenvertretung: Amt für Hochbauten;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html
CH:K029;CH;Kindergarten Mööslistrasse;B→A;Ingenieurbureau Heierli AG;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Bauingenieurwesen (Structural Engineering): Ingenieurbureau Heierli AG, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html;Bauingenieurwesen (Structural Engineering): Ingenieurbureau Heierli AG, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html
CH:K031;CH;Kindergarten Mööslistrasse;B→A;Schmidiger + Rosasco AG;Fachplanung;Fachplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Elektroplanung (Electrical Planning): Schmidiger + Rosasco AG, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html;Elektroplanung (Electrical Planning): Schmidiger + Rosasco AG, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html
CH:K032;CH;Kindergarten Mööslistrasse;B→A;aik Architektur + Ingenieur Kollektiv;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Bauphysik (Building Physics): aik, Architektur + Ingenieur Kollektiv, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html;Bauphysik (Building Physics): aik, Architektur + Ingenieur Kollektiv, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html
CH:K033;CH;Kindergarten Mööslistrasse;B→A;Zirkular;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;landscape architecture planning for the re-use concept was handled by Zirkular GmbH, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html;landscape architecture planning for the re-use concept was handled by Zirkular GmbH, Zürich;https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html
CH:K035;CH;Re:Crete footbridge;B→A;Structural Xploration Lab (SXL) / EPFL;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;the Sructural Xploration Lab (SXL) has built the RE:CRETE prototype, a footbridge built from 25 reused concrete blocks;https://www.epfl.ch/schools/enac/recrete/;the Sructural Xploration Lab (SXL) has built the RE:CRETE prototype, a footbridge built from 25 reused concrete blocks;https://www.epfl.ch/schools/enac/recrete/
CH:K036;CH;NEST Research and Innovation Platform / Empa–Eawag;A→B;UMAR Unit;Forschungsbegleitung;Forschungsbegleitung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;In der NEST-Unit »UMAR« (Urban Mining & Recycling) wohnen und arbeiten seit Mai zwei Studenten, um sich regelmäßig mit den Wissenschaftlern der Empa;https://www.db-bauzeitung.de/db/heizung-klima-lueftung/forschungsmodul/;In der NEST-Unit »UMAR« (Urban Mining & Recycling) wohnen und arbeiten seit Mai zwei Studenten, um sich regelmäßig mit den Wissenschaftlern der Empa;https://www.db-bauzeitung.de/db/heizung-klima-lueftung/forschungsmodul/
CH:K038;CH;Stiftung Habitat;A→B;LYSP8 Basel;Betrieb;Betrieb.;dauerhaft;checked;Der Beleg ordnet das Wohnhaus der Stiftung Habitat zu.;;;Entstanden ist hier ein weiteres Wohnhaus der Stiftung Habitat.;https://www.stiftung-habitat.ch/sh/liegenschaften/haeuser-und-projekte/wohnhaus-weinlagerstrasse-33.html;Entstanden ist hier ein weiteres Wohnhaus der Stiftung Habitat.;https://www.stiftung-habitat.ch/sh/liegenschaften/haeuser-und-projekte/wohnhaus-weinlagerstrasse-33.html
CH:K039;CH;LYSP8 Basel;B→A;PIRMIN JUNG Schweiz AG;Fachplanung;Fachplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Pirmin Jung (Fachplanung Holzbau);https://zirkular.net/en/project/lysp8/;Pirmin Jung (Fachplanung Holzbau);https://zirkular.net/en/project/lysp8/
CH:K040;CH;Zirkular;—;Studio Trachsler Hoffmann;Gemeinsames Bauvorhaben;Arbeiteten an Schärenmoosstrasse zusammen.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Nach dem Wettbewerbsgewinn wurde Zirkular mit in das Projektteam geholt.;https://zirkular.net/de/projekt/schaerenmoosstrasse/;Nach dem Wettbewerbsgewinn wurde Zirkular mit in das Projektteam geholt.;https://zirkular.net/de/projekt/schaerenmoosstrasse/
CH:K041;CH;Zirkular;A→B;RE-WIN;Gründung;Initiierten die erste Fenstersammlung.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Das Baubüro in situ hat zusammen mit der Zirkular GmbH die erste Fenster-Sammelaktion gestartet und den ersten LKW Transport in die Ukraine bezahlt.;https://re-win.ch/supporters/baubuero-in-situ-ag-und-zirkular-gmbh/;Das Baubüro in situ hat zusammen mit der Zirkular GmbH die erste Fenster-Sammelaktion gestartet und den ersten LKW Transport in die Ukraine bezahlt.;https://re-win.ch/supporters/baubuero-in-situ-ag-und-zirkular-gmbh/
CH:K042;CH;Zirkular;A→B;Bauteilkatalog Immobilien Basel-Stadt;Dienstleistungsbeziehung;Katalogisierte Bauteile für Basler Wettbewerbe.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Im Rahmen der Projektwettbewerbe «Walkeweg» und «Schliengerweg» katalogisierte Zirkular die Re-Use-Bauteile;https://zirkular.net/de/projekt/bauteilkatalog-immobilien-basel-stadt/;Im Rahmen der Projektwettbewerbe «Walkeweg» und «Schliengerweg» katalogisierte Zirkular die Re-Use-Bauteile;https://zirkular.net/de/projekt/bauteilkatalog-immobilien-basel-stadt/
CH:K043;CH;UMAR Unit;B→A;Lindner SE;Bauteillieferung;Lieferte Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Lindner realisierte dort speziell entwickelte Plafotherm® Heiz-/Kühldecken.;https://www.lindner-group.com/de/referenzen/nest-unit-umar;Lindner realisierte dort speziell entwickelte Plafotherm® Heiz-/Kühldecken.;https://www.lindner-group.com/de/referenzen/nest-unit-umar
CH:K044;CH;ZHAW;—;INEB – FHNW (Leitfaden Reuse Stahl/Stahlbeton);Konsortialpartner;Verbundpartnerschaft.;befristeter Verbund;checked;Der Beleg ordnet beide einem benannten Projektverbund zu.;;;Zwei Institute - INEB der FHNW und IKE der ZHAW - untersuchen im Rahmen eines Projekts die Wiederverwendung.;https://www.fhnw.ch/de/die-fhnw/hochschulen/architektur-bau-geomatik/institute/ineb/ineb-forschung/ressourceneffizientes-und-zirkulaeres-bauen/leitfaden-reuse-stahl-und-stahlbetonbauteilen;Zwei Institute - INEB der FHNW und IKE der ZHAW - untersuchen im Rahmen eines Projekts die Wiederverwendung.;https://www.fhnw.ch/de/die-fhnw/hochschulen/architektur-bau-geomatik/institute/ineb/ineb-forschung/ressourceneffizientes-und-zirkulaeres-bauen/leitfaden-reuse-stahl-und-stahlbetonbauteilen
CH:K045;CH;ELEMENTA Walkeweg;B→A;Monotti Ingegneri;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Bauingenieurwesen: Monotti Ingegneri Consulenti SA;https://media.bs.ch/original_file/8e80b99a92a09ee372ff54721421eb6497819e1f/bvd-jurybericht-walkeweg-komprimiert-1.pdf;Bauingenieurwesen: Monotti Ingegneri Consulenti SA;https://media.bs.ch/original_file/8e80b99a92a09ee372ff54721421eb6497819e1f/bvd-jurybericht-walkeweg-komprimiert-1.pdf
CH:K046;CH;Digvis GmbH;A→B;Bauteilkatalog Immobilien Basel-Stadt;Dienstleistungsbeziehung;Programmierte Basler.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;Programmierung: digvis GmbH Industriestrasse 59 8152 Glattbrugg;https://bauteile-ibs.ch/contact;Programmierung: digvis GmbH Industriestrasse 59 8152 Glattbrugg;https://bauteile-ibs.ch/contact
DE:K001;DE;Abfallwirtschaftsbetriebe Münster;A→B;AWM Münster – zirkulärer Büroumbau;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;In Zusammenarbeit mit dem Düsseldorfer Unternehmen Urselmann interior, das sich auf Innenausbau nach dem Prinzip cradle-to-cradle spezialisiert hat, ist auf 250 m2 eine moderne Arbeitswelt;https://awm.stadt-muenster.de/aktuelles/newsdetail/moderne-arbeitswelt-aus-gebrauchten-materialien;In Zusammenarbeit mit dem Düsseldorfer Unternehmen Urselmann interior, das sich auf Innenausbau nach dem Prinzip cradle-to-cradle spezialisiert hat, ist auf 250 m2 eine moderne Arbeitswelt;https://awm.stadt-muenster.de/aktuelles/newsdetail/moderne-arbeitswelt-aus-gebrauchten-materialien
DE:K002;DE;Berlin-Schildow Pilot;B→A;Claus Asam;Prüfung und Nachweis;Prüfung der Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Gemeinsam mit Claus Asam vom IEMB hat Hervé Biele aus den Platten in der AEG-Halle drei Testbauten errichtet.;https://taz.de/Die-Wiedergeburt-der-Platte/!493469/;Gemeinsam mit Claus Asam vom IEMB hat Hervé Biele aus den Platten in der AEG-Halle drei Testbauten errichtet.;https://taz.de/Die-Wiedergeburt-der-Platte/!493469/
DE:K005;DE;Claus Asam;A→B;Mehrow Pilot House;Projektbeteiligung, Aufgabe unklar;"Beteiligung; genaue Rolle noch offen.";projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;sagt Dipl.-Ing. Claus Asam vom IEMB, der das Projekt leitete und maßgeblich mitinitiierte;https://www.baulinks.de/webplugin/2005/1177.php4;sagt Dipl.-Ing. Claus Asam vom IEMB, der das Projekt leitete und maßgeblich mitinitiierte;https://www.baulinks.de/webplugin/2005/1177.php4
DE:K009;DE;CRCLR House;B→A;LXSY Architektur;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Rund 70% der verwendeten Materialien und Produkte sind recycelt oder nachhaltig.;https://lxsy.de/projekte/impact-hub-berlin-at-crclr-house;Rund 70% der verwendeten Materialien und Produkte sind recycelt oder nachhaltig.;https://lxsy.de/projekte/impact-hub-berlin-at-crclr-house
DE:K010;DE;ZRS Ingenieure;A→B;Impact Hub Berlin at CRCLR-House (Innenausbau);Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;"polis AWARD 2023, 3rd prize, category „Ökologische Wirklichkeit"" for Impact Hub";https://www.zrs.berlin/en/project/crclr-house-2/;"polis AWARD 2023, 3rd prize, category „Ökologische Wirklichkeit"" for Impact Hub";https://www.zrs.berlin/en/project/crclr-house-2/
DE:K014;DE;Impact Hub Berlin at CRCLR-House (Innenausbau);B→A;Die Zusammenarbeiter;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;"Christian Schöningh ist Teil der TRNSFRM eG und mit „Die Zusammenarbeiter"" einer der planenden Architekten vor Ort.";https://www.dbz.de/artikel/crclr-house-berlin-3945221.html;"Christian Schöningh ist Teil der TRNSFRM eG und mit „Die Zusammenarbeiter"" einer der planenden Architekten vor Ort.";https://www.dbz.de/artikel/crclr-house-berlin-3945221.html
DE:K015;DE;Impact Hub Berlin at CRCLR-House (Innenausbau);B→A;LXSY Architektur;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Rund 70% der verwendeten Materialien und Produkte sind recycelt oder nachhaltig.;https://lxsy.de/projekte/impact-hub-berlin-at-crclr-house;Rund 70% der verwendeten Materialien und Produkte sind recycelt oder nachhaltig.;https://lxsy.de/projekte/impact-hub-berlin-at-crclr-house
DE:K016;DE;Plattenpalast Berlin;B→A;Wiewiorra Hopp Architekten;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Forschungsprojekt der TU Berlin unter der Leitung von Claus Asam vom IEMB in Zusammenarbeit mit dem Berliner Architekturbüro wiewiorra hopp architekten;https://wwstudio.de/projects/plattenpalst;Forschungsprojekt der TU Berlin unter der Leitung von Claus Asam vom IEMB in Zusammenarbeit mit dem Berliner Architekturbüro wiewiorra hopp architekten;https://wwstudio.de/projects/plattenpalst
DE:K018;DE;Plattenvereinigung Berlin;B→A;TU Berlin Fachgebiet Bauphysik und Baukonstruktionen;Forschungsbegleitung;Forschungsbegleitung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;The building was developed in partnership with the Chair of Building Physics and Building Constructions at TU Berlin.;https://www.tu.berlin/en/bauphysik/research/past-projects/projekt-plattenvereinigung;The building was developed in partnership with the Chair of Building Physics and Building Constructions at TU Berlin.;https://www.tu.berlin/en/bauphysik/research/past-projects/projekt-plattenvereinigung
DE:K019;DE;Plattenvereinigung Berlin;B→A;Deutsche Bundesstiftung Umwelt (DBU);Förderung;Förderung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Plattenvereinigung wird durch die Deutsche Bundesstiftung Umwelt (DBU) als Projekt für „Berufsbildung und öffentlichen Diskurs zum Ressourcenschutz am Beispiel eines modellhaften mobilen Recyclinggebäudes;https://www.plattenvereinigung.de/project/;Plattenvereinigung wird durch die Deutsche Bundesstiftung Umwelt (DBU) als Projekt für „Berufsbildung und öffentlichen Diskurs zum Ressourcenschutz am Beispiel eines modellhaften mobilen Recyclinggebäudes;https://www.plattenvereinigung.de/project/
DE:K020;DE;Plattenvereinigung Berlin;B→A;Bundeszentrale für politische Bildung (bpb);Förderung;Förderung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Das vielfältige Programm wurde ebenso von der Bundeszentrale für politische Bildung (bpb) gefördert.;https://www.plattenvereinigung.de/project/;Das vielfältige Programm wurde ebenso von der Bundeszentrale für politische Bildung (bpb) gefördert.;https://www.plattenvereinigung.de/project/
DE:K021;DE;Recyclinghaus Hannover;B→A;Gundlach GmbH & Co. KG Wohnungsunternehmen;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Bauherrin (Client): Gundlach GmbH & Co. KG Wohnungsunternehmen, Hannover;https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover;Bauherrin (Client): Gundlach GmbH & Co. KG Wohnungsunternehmen, Hannover;https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover
DE:K023;DE;Recyclinghaus Hannover;B→A;H2A;Fachplanung;Tragwerksplanung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Bauphysik: H2A – v. Heeren Habibi Architekt und Ingenieur PartGmbB, Hannover;https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover;Bauphysik: H2A – v. Heeren Habibi Architekt und Ingenieur PartGmbB, Hannover;https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover
DE:K024;DE;Recyclinghaus Hannover;B→A;CITYFÖRSTER;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Architekten (Design): CITYFÖRSTER architecture + urbanism, Hannover, Architekt Dipl.-Ing. Nils Nolting;https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover;Architekten (Design): CITYFÖRSTER architecture + urbanism, Hannover, Architekt Dipl.-Ing. Nils Nolting;https://www.aknds.de/architektur-baukultur/staatspreis-2020/engere-wahl-2020/recyclinghaus-hannover-kronsberg-hannover
DE:K025;DE;Jugendtreff Ingersheim;B→A;Gemeinde Ingersheim;Bauherrschaft;Bauherrschaft.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Bauherr: Gemeinde Ingersheim;https://klingelhoefer-kroetsch.de/projekte/jugendtreff-ingersheim/;Bauherr: Gemeinde Ingersheim;https://klingelhoefer-kroetsch.de/projekte/jugendtreff-ingersheim/
DE:K026;DE;AWM Münster – zirkulärer Büroumbau;B→A;Urselmann Interior;Bauausführung;Bauausführung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;In Zusammenarbeit mit dem Düsseldorfer Unternehmen Urselmann interior, das sich auf Innenausbau nach dem Prinzip cradle-to-cradle spezialisiert hat, ist auf 250 m2 eine moderne Arbeitswelt;https://awm.stadt-muenster.de/aktuelles/newsdetail/moderne-arbeitswelt-aus-gebrauchten-materialien;In Zusammenarbeit mit dem Düsseldorfer Unternehmen Urselmann interior, das sich auf Innenausbau nach dem Prinzip cradle-to-cradle spezialisiert hat, ist auf 250 m2 eine moderne Arbeitswelt;https://awm.stadt-muenster.de/aktuelles/newsdetail/moderne-arbeitswelt-aus-gebrauchten-materialien
DE:K027;DE;AWM Münster – zirkulärer Büroumbau;B→A;Petra Jablonická;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Petra Jablonická (Architect) — 95,6% circular reconstruction of offices for AWM Münster;https://www.jablonicka.com/work/95,6%25-circular-reconstruction-of-offices-for-awm-m%C3%BCnster-;Petra Jablonická (Architect) — 95,6% circular reconstruction of offices for AWM Münster;https://www.jablonicka.com/work/95,6%25-circular-reconstruction-of-offices-for-awm-m%C3%BCnster-
DE:K029;DE;AWM Münster – zirkulärer Büroumbau;B→A;Concular;Reuse-Konzept;Beschaffte Reuse-Material.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;hat urselmann interior eng mit Concular zusammengearbeit – sowohl bei der Beschaffung der zirkulären Materialien als auch bei der Auswertung;https://concular.de/bueroetage-muenster/;hat urselmann interior eng mit Concular zusammengearbeit – sowohl bei der Beschaffung der zirkulären Materialien als auch bei der Auswertung;https://concular.de/bueroetage-muenster/
DE:K031;DE;Circular Structural Design;—;Concular;Konsortialpartner;Entwickelten Matching-Algorithmen im Green-AI-Hub.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Together with its partner Circular Structural Design from Berlin, matching algorithms are being developed within the AI pilot project;https://www.green-ai-hub.de/en/pilot-projects/pilotproject-concular;Together with its partner Circular Structural Design from Berlin, matching algorithms are being developed within the AI pilot project;https://www.green-ai-hub.de/en/pilot-projects/pilotproject-concular
DE:K033;DE;Professur Nachhaltiges Bauen / KIT;—;Baukreisel e.V.;Kooperationsvereinbarung;Starteten einen Ausbau-Stegreif am KIT.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Als freies Kollektiv für zirkuläres Bauen ruft der Baukreisel gemeinsam mit dem Lehrstuhl für Nachhaltiges Bauen am KIT einen Ausbau Stegreif aus.;https://nb.ieb.kit.edu/index.php/ausbau-stegreif-konrad-kocher-schule-kitzingen/;Als freies Kollektiv für zirkuläres Bauen ruft der Baukreisel gemeinsam mit dem Lehrstuhl für Nachhaltiges Bauen am KIT einen Ausbau Stegreif aus.;https://nb.ieb.kit.edu/index.php/ausbau-stegreif-konrad-kocher-schule-kitzingen/
DE:K034;DE;Urban Mining Index;B→A;Lehrstuhl TEAMhillebrandt / Bergische Universität Wuppertal;Trägerschaft;Entwickelte zur Software.;einmalig;checked;Der Beleg beschreibt einen abgeschlossenen Einzelakt.;;;"Die Bergische Universität Wuppertal hat den „UMI"" zu einer anwenderfreundlichen Software weiterentwickelt und im Urban Solar Decathlon 2021 eingesetzt.";https://urban-mining-index.de/initiative/;"Die Bergische Universität Wuppertal hat den „UMI"" zu einer anwenderfreundlichen Software weiterentwickelt und im Urban Solar Decathlon 2021 eingesetzt.";https://urban-mining-index.de/initiative/
DE:K035;DE;Concular;—;ALBA Berlin;Kooperationsvereinbarung;Betreiben Urban Mining Hub gemeinsam.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;ALBA Berlin versteht sich in diesem Projekt als einer dieser starken Partner, der neben der benötigten Fläche auch effektive Logistikdienstleistungen anbietet.;https://www.alba.info/unternehmen/newsroom/pressemitteilungen/detail/urban-mining-hub-berlin-gekommen-um-zu-bleiben/;ALBA Berlin versteht sich in diesem Projekt als einer dieser starken Partner, der neben der benötigten Fläche auch effektive Logistikdienstleistungen anbietet.;https://www.alba.info/unternehmen/newsroom/pressemitteilungen/detail/urban-mining-hub-berlin-gekommen-um-zu-bleiben/
DE:K036;DE;Concular;A→B;München Bauteilbörse (CirCoFin pilot);Betreiberschaft;Mitentwicklung.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Im Rahmen des europäischen CIRCOFIN-Projekts entwickelt Concular gemeinsam mit der Stadt München eine digitale und physische Bauteilbörse.;https://concular.de/regionale-knotenpunkte-fuer-ganz-deutschland/;Im Rahmen des europäischen CIRCOFIN-Projekts entwickelt Concular gemeinsam mit der Stadt München eine digitale und physische Bauteilbörse.;https://concular.de/regionale-knotenpunkte-fuer-ganz-deutschland/
DE:K048;DE;Historische Bauelemente (Marwitz);—;Unternehmerverband Historische Baustoffe e.V. (UHB);Konsortialpartner;Nimmt als Mitglied am UHB teil.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Historische Bauelemente - Olaf Elias e.K. ... Latest news about this member:;https://www.historische-baustoffe.de/en/the-dealers/list-of-dealers/elias/;Historische Bauelemente - Olaf Elias e.K. ... Latest news about this member:;https://www.historische-baustoffe.de/en/the-dealers/list-of-dealers/elias/
DE:K049;DE;Historische Baustoffe Ostalb (Söhnstetten);—;Unternehmerverband Historische Baustoffe e.V. (UHB);Konsortialpartner;Nimmt als Mitglied am UHB teil.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;Historische Baustoffe Ostalb ... Latest news about this member: ... Members from this region: Baden-Wuerttemberg;https://www.historische-baustoffe.de/en/the-dealers/list-of-dealers/hbostalb/;Historische Baustoffe Ostalb ... Latest news about this member: ... Members from this region: Baden-Wuerttemberg;https://www.historische-baustoffe.de/en/the-dealers/list-of-dealers/hbostalb/
DK:K001;DK;Resource Rows;B→A;Lendager;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;In an intensive cooperation between the client and the team of Lendager Group, Resource Rows proves that ... upcycling ... is possible.;https://circularmaterialsystems.com/en/case/02_en_resource-rows/;In an intensive cooperation between the client and the team of Lendager Group, Resource Rows proves that ... upcycling ... is possible.;https://circularmaterialsystems.com/en/case/02_en_resource-rows/
DK:K005;DK;Svanen;B→A;Tscherning;Rückbau;Rückbau.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;For entreprenoeren Tscherning har udfordringen vaeret, at man normalt kan nedrive meget med maskine;https://vaerdibyg.dk/case/svanen-i-gladsaxe-cirkulaer-nedrivning/;For entreprenoeren Tscherning har udfordringen vaeret, at man normalt kan nedrive meget med maskine;https://vaerdibyg.dk/case/svanen-i-gladsaxe-cirkulaer-nedrivning/
DK:K008;DK;Svanen;B→A;Lendager;Entwurf;Entwurf.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Architects: Lendager Arkitekter ApS / SWECO architects;https://www.troldtekt.com/references/children-and-youth/boernehuset-svanen;Architects: Lendager Arkitekter ApS / SWECO architects;https://www.troldtekt.com/references/children-and-youth/boernehuset-svanen
DK:K010;DK;Tscherning;—;GreenDozer ApS;Zusammenarbeit, Art unklar;Vertieften ihre Zusammenarbeit.;dauerhaft;checked;Der Beleg beschreibt eine fortlaufende strukturelle Rolle.;;;styrket samarbejdet med GreenDozer;https://regnskaber.cvrapi.dk/34487362/amNsb3VkczovLzAzL2RkL2MxLzBjLzRlLzM1ZjUtNDdiNy1hYzYxLTU3NjA1MzRmMDQxYg.pdf;styrket samarbejdet med GreenDozer;https://regnskaber.cvrapi.dk/34487362/amNsb3VkczovLzAzL2RkL2MxLzBjLzRlLzM1ZjUtNDdiNy1hYzYxLTU3NjA1MzRmMDQxYg.pdf
DK:K012;DK;Thoravej 29 Copenhagen;B→A;DTU Byg – Sektion Materialer og Holdbarhed;Prüfung und Nachweis;Prüfung der Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;A report from the Technical University of Denmark (DTU) on the Thoravej 29 project shows that compared to constructing an entirely new building, CO2 emissions;https://dac.dk/en/magazine/places/thoravej-29-what-can-be-reused-must-be-reused-376;A report from the Technical University of Denmark (DTU) on the Thoravej 29 project shows that compared to constructing an entirely new building, CO2 emissions;https://dac.dk/en/magazine/places/thoravej-29-what-can-be-reused-must-be-reused-376
DK:K015;DK;TRÆ High-Rise;B→A;a:gain;Bauteillieferung;Lieferte Reuse-Bauteile.;projektgebunden;checked;Die belegte Leistung ist an das benannte Vorhaben gebunden.;;;Leverede produkter til TRÆ;https://www.again.dk/da/project-references/trae;Leverede produkter til TRÆ;https://www.again.dk/da/project-references/trae
