kind,type,subject,object,url,http_status,match_kind,match_score,evidence_status,is_homepage,quote,eid,checked_at
rel,VERBUNDEN_MIT_AKTEUR,Barbara Buser,Zirkular,https://re-win.ch/verein/ueber,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"leistet: barbara und anna buser entwickelten im sommer 2022 die idee, fenster in die ukraine zu liefern. unte",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199348,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Christian Schöningh,TRNSFRM eG,https://www.nbau.org/2022/12/08/transformation-bauen-das-crclr-haus-in-berlin,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,""",""name"":""christian schoningh"",""image"":{""@type"":""imageobject"",""@id"":""https://www.nbau.org/#/schema/person/imag",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514105,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Christian Schöningh,Die Zusammenarbeiter,https://www.nbau.org/2022/12/08/transformation-bauen-das-crclr-haus-in-berlin,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,""",""name"":""christian schoningh"",""image"":{""@type"":""imageobject"",""@id"":""https://www.nbau.org/#/schema/person/imag",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199353,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Césare Peeren,Superuse Studios / 2012Architecten,https://www.abitare.it/en/architecture/materials-technologies/2018/07/14/harvest-map-recycling-platform,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,open source platform created in Holland by the architect Cesar Peeren of Superuse Studios,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6931153076220860173,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Césare Peeren,Superuse on Site,https://circularmaterialsystems.com/en/case/villa-welpeloo,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,ngert and cesare peeren professionals will have to know the ins and outs of transportation and costs as well a,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199358,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Jan Jongert,Superuse Studios / 2012Architecten,https://www.superuse-studios.com/projectplus/villa-welpeloo,200,NONE,0.23,QUOTE_MISMATCH,False,"Villa Welpeloo ... Project Credits ... Design team Jan Jongert, Jeroen Bergsma, John Bosma, Frank Feder, Jos de Krieger",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199364,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Marc Angst,baubüro in situ,https://zirkular.net/en/project/building-k-118,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"ect team: marc angst, pascal hentschel, benjamin poignon, michele brand component hunting: nina hsu, milena bu",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884624,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Marc Angst,Zirkular,https://zirkular.net/en/project/building-k-118,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"ect team: marc angst, pascal hentschel, benjamin poignon, michele brand component hunting: nina hsu, milena bu",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514128,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Michel Massmünster,baubüro in situ,https://zirkular.net/en/project/building-k-118,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"poignon, michele brand component hunting: nina hsu, milena buchwalder, geraldine clausen, jan bauer, michelle",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884630,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Michel Massmünster,Zirkular,https://zirkular.net/en/project/building-k-118,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"poignon, michele brand component hunting: nina hsu, milena buchwalder, geraldine clausen, jan bauer, michelle",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199382,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Pascal Hentschel,baubüro in situ,https://zirkular.net/en/project/building-k-118,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"rc angst, pascal hentschel, benjamin poignon, michele brand component hunting: nina hsu, milena buchwalder, ge",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884634,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Stefan Krötsch,Klingelhöfer Krötsch,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"stemmler, stefan krotsch, andreas kretzer tragwerksplanung: faltlhauser krapf, reutlingen reallabor 2: fahrrad",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199392,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Benjamin Poignon,baubüro in situ,https://zirkular.net/en/project/building-k-118,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"entschel, benjamin poignon, michele brand component hunting: nina hsu, milena buchwalder, geraldine clausen, j",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745569901,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Charlotte Bofinger,Zirkular,https://zirkular.net/en/contact,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"t hunter. charlotte bofinger structural engineer, msc. in engineering cas eth regenerative materials mail char",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514161,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Eike Roswag-Klinge,ZRS Ingenieure,https://www.zrs.berlin/en/contact/,200,STRONG,1.00,CLICKABLE_VERIFIED,False,"ZRS Architekten GvA mbH Geschäftsführer: Prof. Eike Roswag-Klinge, Dipl.-Ing. Architekt",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:88,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Eike Roswag-Klinge,Natural Building Lab,https://www.nbl.berlin/persons/prof-eike-roswag-klinge,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,eike roswag-klinge — natural building lab .is-small-text{font-size:.875em}.is-regular-text{font-size,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514165,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Marco Graber,Zirkular,https://zirkular.net/en/project/recycling-center-juch-areal,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,ning team graber pulver architekten as specialist planners in the development of the project and in the coordi,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199418,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Marco Graber,Graber Pulver,https://zirkular.net/en/project/recycling-center-juch-areal,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,ning team graber pulver architekten as specialist planners in the development of the project and in the coordi,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514170,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Thomas Pulver,Zirkular,https://zirkular.net/en/project/recycling-center-juch-areal,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,am graber pulver architekten as specialist planners in the development of the project and in the coordination,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199422,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Thomas Pulver,Graber Pulver,https://zirkular.net/en/project/recycling-center-juch-areal,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,am graber pulver architekten as specialist planners in the development of the project and in the coordination,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514174,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Jeroen Bergsma,Superuse Studios / 2012Architecten,https://www.superuse-studios.com/projectplus/villa-welpeloo,200,NONE,0.23,QUOTE_MISMATCH,False,"Villa Welpeloo ... Project Credits ... Design team Jan Jongert, Jeroen Bergsma, John Bosma, Frank Feder, Jos de Krieger",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199426,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Nils Nolting,CITYFÖRSTER,https://www.cityfoerster.net/projects/recyclinghaus_hanover-218-2.html,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"ena brehm nils nolting arne hansen award: special prize for sustainability at the german facade award 2020, in",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514183,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Anders Lendager,Lendager,https://lendager.com/project/resource-rows,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,( https://lendager.com/wp-content/uploads/2022/06/lissalde-logo-black.png ) no-repeat center !important; backg,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514191,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Andrea Klinge,ZRS Ingenieure,https://www.zrs.berlin/en/contact/,200,STRONG,1.00,CLICKABLE_VERIFIED,False,"ZRS Architekten GvA mbH Geschäftsführer: Prof. Andrea Klinge, Dipl.-Ing. Architektin",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199444,2026-06-07T18:25:18Z
rel,BETEILIGT_AN,Archipel zéro,Résilience,https://topophile.net/faire/la-ferme-des-possibles-ou-de-la-serendipite/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"ploads/2020/12/archipel-zero-la-ferme-des-possibles-exterieur-ouest-2-raphael-pauschitz.jpg"",""url"":""https://topophile.net/wp-content/up",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676608668,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Stephan Bischof,Bischof Föhn Architektur,https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"chitektur bischof fohn architekten, zurich baumanagement meili partner baumanagement, zurich landschaftsarchit",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514208,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Norbert Föhn,Bischof Föhn Architektur,https://www.stadt-zuerich.ch/de/planen-und-bauen/portfolio/bauten-anlagen/schulbauten/kindergarten-moeoeslistrasse.html,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"r bischof fohn architekten, zurich baumanagement meili partner baumanagement, zurich landschaftsarchitektur pl",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514212,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Clara Simay,Grand Huit,https://circularmaterialsystems.com/en/case/05_ferme-du-rail,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"etically. clara simay, architect © by elisa eagleton & charlotte cioni practices the way in which this profess",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514220,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Duncan Baker-Brown,BakerBrown,https://www.bakerbrown.studio/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,": true}); bakerbrown – sustainable architects and circular economy consultants near lewes, east sussex (functi",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514225,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Frédéric Denise,Bellastock,https://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"hitecture frederic denise – archipel zero , le projet illustre l’engagement de la maitrise d’ouvrage et de la",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6933404876034540261,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Frédéric Denise,Archipel zéro,https://materiauxreemploi.com/visite-de-chantier-resilience-la-ferme-des-possibles-a-stains,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"hitecture frederic denise – archipel zero , le projet illustre l’engagement de la maitrise d’ouvrage et de la",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514229,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Katharina Raabe,HFT Stuttgart,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"kreuzer, katharina raabe, max stemmler, stefan krotsch, andreas kretzer tragwerksplanung: faltlhauser krapf,",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514234,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Katharina Raabe,Klingelhöfer Krötsch,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"kreuzer, katharina raabe, max stemmler, stefan krotsch, andreas kretzer tragwerksplanung: faltlhauser krapf,",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199482,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Marc Loeliger,Zirkular,https://zirkular.net/en/project/lysp8,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"itecture: loeliger strub architektur credits: martin zeller, loeliger strub architektur project examples reuse",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199486,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Marc Loeliger,Loeliger Strub,https://zirkular.net/en/project/lysp8,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"itecture: loeliger strub architektur credits: martin zeller, loeliger strub architektur project examples reuse",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514238,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Martin Zeller,Zirkular,https://zirkular.net/en/project/building-k-118,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,credits: martin zeller project examples elys media articles baunetz wissen: re-use par excellence tec21: bewa,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199490,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Maximilian Stemmler,HFT Stuttgart,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"aabe, max stemmler, stefan krotsch, andreas kretzer tragwerksplanung: faltlhauser krapf, reutlingen reallabor",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514252,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Maximilian Stemmler,Klingelhöfer Krötsch,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"aabe, max stemmler, stefan krotsch, andreas kretzer tragwerksplanung: faltlhauser krapf, reutlingen reallabor",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199500,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Nina Pawlicki,Natural Building Lab,https://www.nbl.berlin,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,sertation nina pawlicki untersucht in ihrer dissertation die wirkung und handlungsfahigkeit von designbuild im,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514256,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Roman Kreuzer,Klingelhöfer Krötsch,https://klingelhoefer-kroetsch.de/projekte/Stuttgart_210,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"entwurf: roman kreuzer, katharina raabe, max stemmler, stefan krotsch, andreas kretzer tragwerksplanung: falt",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199507,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Søren Pihlmann,Pihlmann Architects,https://www.thoravej29.dk/en/sustainability,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"isting of pihlmann architects , the construction company hoffmann a/s , and abc consulting engineers , the bik",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514266,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,LXSY Architektur,Margit Sichrovsky,https://lxsy.de/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,"lxsy architektur | lxsy architektur @media screen and (max-width: 1200px) { .page-id-3 .custom-row,",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884791,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,LXSY Architektur,Wiebke Ahues,https://lxsy.de/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,"lxsy architektur | lxsy architektur @media screen and (max-width: 1200px) { .page-id-3 .custom-row,",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570039,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Encore Heureux,Nicola Delon,https://encoreheureux.org/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,encore heureux aller au contenu encore heureux menu projets actualites a propos contact accueil proj,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884794,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Kim Le Roux,LXSY Architektur,https://lxsy.de,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,ut kim le roux in labor beirat kim le roux ist beiratsmitglied von labor. der verein labor bespielt eine ehema,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514311,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Christine Conix,CONIX RDBM,https://www.conixrdbm.com/project/multi,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"} multi - conix rdbm {""@context"":""https://schema.org"",""@graph"":[{""@type"":""webpage"",""@id"":""https://www.conixrdb",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514325,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Circular Structural Design,Concular,https://www.green-ai-hub.de/en/pilot-projects/pilotproject-concular,200,STRONG,0.88,CLICKABLE_VERIFIED,False,Concular and Circular Structural Design developing matching algorithms,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:65,2026-06-07T18:25:18Z
rel,BETEILIGT_AN,ETH Zürich,SWIRCULAR,https://swircular.ethz.ch/the-project.html,200,STRONG,1.00,CLICKABLE_VERIFIED,False,2023 Innosuisse Flagship Call … project SWIRCULAR,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676608810,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,ETH Zürich,Sumami,https://sustainable-digital-construction.ethz.ch/en/reuse,200,STRONG,0.86,CLICKABLE_VERIFIED,False,ETH Zurich develops reuse scanning methods with Sumami and useagain tool,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926649476593484251,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Michael Polisano,PLP Architecture,https://plparchitecture.com,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,"2026 lee polisano featured in taiwan’s inheritage magazine interview november 25, 2025 lee polisano and tina",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514347,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Angelika Mettke,BTU Cottbus,https://recreate-project.eu/tag/precast-concrete,200,STRONG,1.00,CLICKABLE_VERIFIED,False,professor Angelika Mettke ... would eventually join the leadership here on ReCreate ... BTU Cottbus-Senftenberg,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514363,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Angelika Mettke,ReCreate project consortium,https://recreate-project.eu/tag/precast-concrete,200,STRONG,0.91,CLICKABLE_VERIFIED,False,professor Angelika Mettke ... would eventually join the leadership here on ReCreate ... BTU Cottbus-Senftenberg,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884859,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Corentin Fivet,Structural Xploration Lab / EPFL,https://people.epfl.ch/corentin.fivet,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"epfl - corentin fivet (function(w,d,s,l,i){ w[l]=w[l]||[]; w[l].push({'gtm.start': new date().gettime(),eve",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514368,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Patrick Teuffel,ReCreate project consortium,https://cordis.europa.eu/project/id/958200,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,5 teuffel patrick michael germany net eu contribution net eu financial contribution. the sum of money that the,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884868,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Patrick Teuffel,Circular Structural Design,https://cordis.europa.eu/project/id/958200,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,5 teuffel patrick michael germany net eu contribution net eu financial contribution. the sum of money that the,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514372,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Satu Huuhka,ReCreate project consortium,https://recreate-project.eu/tag/precast-concrete,200,STRONG,0.90,CLICKABLE_VERIFIED,False,"ReCreate's coordinator and the Finnish cluster's leader, Prof. Satu Huuhka from Tampere University",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157538353931884873,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Satu Huuhka,Tampere University,https://recreate-project.eu/tag/precast-concrete,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"er, prof. satu huuhka from tampere university. recreate’s finnish cluster is formed by tampere university, ska",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514377,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Catherine De Wolf,Circular Engineering for Architecture / ETH Zürich,https://ethz.ch/en/news-and-events/eth-news/news/2026/04/students-breathe-new-life-into-old-building-materials.html,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,professor catherine de wolf and is open not only to students from engineering but also from disciplines such a,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514381,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Gruner AG,Nicole Dähn,https://www.gruner.ch/en,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,lutions | gruner ag about us values and vision history organisation locations our expertise our projects your,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570134,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Gruner AG,Gruner ReUse,https://www.gruner.ch/en,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,lutions | gruner ag about us values and vision history organisation locations our expertise our projects your,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6924397676779833366,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Circular Construction Lab,Dirk E. Hebel,https://labs.aap.cornell.edu/ccl/umar-unit,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,circular construction lab | urban mining and recycling (umar) unit | aap labs skip to main content m,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153034754304514393,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Circular Construction Lab,Felix Heisel,https://labs.aap.cornell.edu/ccl/umar-unit,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,circular construction lab | urban mining and recycling (umar) unit | aap labs skip to main content m,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155286554118199641,2026-06-07T18:25:18Z
rel,BETEILIGT_AN,PIRMIN JUNG Schweiz AG,LYSP8 Basel,https://zirkular.net/en/project/lysp8/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,"on management) pirmin jung (fachplanung holzbau) architecture: loeliger strub architektur credits: martin zeller, loeliger strub archit",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490294106,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Ullrich Dickgiesser,Gruner ReUse,https://www.gruner.ch/de/news/alt-wird-neu-zweites-leben-fuer-gebrauchte-bauteile-mit-gruner-reuse,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,bt es bei ullrich.dickgiesser@gruner.ch oder nicole.daehn@gruner.ch . zuruck zur ubersicht das konnte sie auch,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6926649476593518614,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Nicole Dähn,Gruner ReUse,https://www.gruner.ch/de/news/alt-wird-neu-zweites-leben-fuer-gebrauchte-bauteile-mit-gruner-reuse,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,r.ch oder nicole.daehn@gruner.ch . zuruck zur ubersicht das konnte sie auch interessieren 27. mai 2026 gruner,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6928901276407203862,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Christof Ziegert,ZRS Ingenieure,https://www.zrs.berlin/en/contact/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,False,ZRS Ingenieure GmbH Geschäftsführer: Dr.-Ing. Christof Ziegert,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:89,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Gramazio Kohler Research,Matthias Kohler,https://gramaziokohler.arch.ethz.ch/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,"""none""; } gramazio kohler research news lehre forschung projekte publikationen about team offene stellen konta",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570175,2026-06-07T18:25:18Z
rel,VERBUNDEN_MIT_AKTEUR,Circular Material Systems,Vera van Maaren,https://circularmaterialsystems.com/,200,VERBATIM,1.00,CLICKABLE_VERIFIED,True,"https:\/\/circularmaterialsystems.com\/"",""url"":""https:\/\/circularmaterialsystems.com\/"",""name"":""architecture",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159790153745570176,2026-06-07T18:25:18Z
rel,BETEILIGT_AN,Rotor,PREUSE,https://rotordb.org/en/projects/preuse-interreg-nwe,200,STRONG,1.00,CLICKABLE_VERIFIED,False,Rotor is leading a new Europe-funded project: PREUSE,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837815,2026-06-07T18:25:18Z
rel,BETEILIGT_AN,Rotor,OXY Centre Monnaie,https://rotordb.org/en/projects/oxy-centre-monnaie,200,STRONG,0.80,CLICKABLE_VERIFIED,False,Rotor design assistance on OXY reuse renovation,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6917630182710837816,2026-06-07T18:25:18Z
rel,BETEILIGT_AN,Rotor,FCRBE,https://rotordb.org/en/projects/12-fcrbe-pilot-operations,200,STRONG,1.00,CLICKABLE_VERIFIED,False,Rotor led 12 of 37 FCRBE pilot operations,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166533458558720387,2026-06-07T18:25:18Z
rel,BETEILIGT_AN,Rotor,Multi Brussels,https://rotordb.org/en/projects/multi-de-brouckere-tower,200,STRONG,0.86,CLICKABLE_VERIFIED,False,Rotor salvaged Generale de Banque granite for Multi,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490294147,2026-06-07T18:25:18Z
rel,BETEILIGT_AN,Rotor,Architecture of Reuse…,https://rotordb.org/en/projects/architecture-reuse-brussels,200,STRONG,0.71,CLICKABLE_VERIFIED,False,"features Zinneke, Multi, Recypark reuse projects",5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168785258372405635,2026-06-07T18:25:18Z
