"legacy_path","top_folder","legacy_type","title","bytes","heading_count","first_headings","url_count","wikilink_count","table_line_count","content_flags","migration_action","target_primary","target_secondary","risk_flags"
"bericht\02_Concular_detailed.md","bericht","Bericht","Concular â€” vertieftes Forschungsdossier","38401","123","1. Executive Summary | 2. Wer oder was ist Concular institutionell? | Belastbar Ã¶ffentlich sichtbar | Als Selbstdarstellung zu lesen | Warum das fÃ¼r die Forschung wichtig ist | 3. Warum Concular fÃ¼r Entwerfen mit Bestand besonders relevant ist | 3.1 Bestand wird in strukturierte Daten Ã¼bersetzt | 3.2 Anschlussnutzung wird standardisiert bewertet","13","0","0","component_inventory;external_urls;certification_terms;platform_terms;numeric_or_metric_terms","archive_or_source","quelle/02_Concular_detailed","","may_duplicate_existing_actor_or_case_profile"
"bericht\03_Madaster_detailed.md","bericht","Bericht","Madaster â€” vertieftes Forschungsdossier","35751","127","1. Executive Summary | 2. Institutionelle Einordnung: Was fÃ¼r ein Akteur ist Madaster? | Charakter des Akteurs | Was Madaster gerade nicht primÃ¤r ist | Warum das fÃ¼r Entwerfen mit Bestand entscheidend ist | 3. Warum Madaster fÃ¼r â€žEntwerfen mit Bestandâ€œ wichtig ist | 3.1 Persistenz statt Momentaufnahme | 3.2 Trennung mehrerer Datenebenen","13","0","0","external_urls;platform_terms;numeric_or_metric_terms","archive_or_source","quelle/03_Madaster_detailed","","may_duplicate_existing_actor_or_case_profile"
"bericht\04_Be_Ware_NBL_detailed.md","bericht","Bericht","B(e) Ware / Natural Building Lab â€” vertieftes Forschungsdossier","30020","101","1. Executive Summary | 2. Institutioneller Kern: Was ist NBL, was ist B(e) Ware? | Wichtige Differenzierung | FÃ¶rder- und Programmkontekst | Laufzeiten | 3. Warum B(e) Ware fÃ¼r Entwerfen mit Bestand so zentral ist | 3.1 Fokus auf tragende Anwendungen | 3.2 Ganze WertschÃ¶pfungskette statt einzelner Toolfunktion","9","0","0","external_urls;certification_terms;platform_terms;numeric_or_metric_terms","archive_or_source","quelle/04_Be_Ware_NBL_detailed","","may_duplicate_existing_actor_or_case_profile"
"bericht\05_BIZH_Reallabor_detailed.md","bericht","Bericht","BIZH / Reallabor ZirkulÃ¤res Bauen â€” vertieftes Forschungsdossier","30255","108","1. Executive Summary | 2. Institutionelle Einordnung: Was ist das BIZH? | Rechtlich-organisatorische Hinweise | Historischer Vorlauf | Warum das fÃ¼r die Forschung relevant ist | 3. Was ist das Reallabor ZirkulÃ¤res Bauen innerhalb des BIZH? | Wichtige Merkmale | Was daraus folgt","8","0","0","external_urls;certification_terms;platform_terms;numeric_or_metric_terms","archive_or_source","quelle/05_BIZH_Reallabor_detailed","","may_duplicate_existing_actor_or_case_profile"
"bericht\06_Haus_der_Materialisierung_detailed.md","bericht","Bericht","Haus der Materialisierung â€” vertieftes Forschungsdossier","32136","113","1. Executive Summary | 2. Institutionelle Einordnung: Was ist das Haus der Materialisierung? | Zentrale Merkmale | Wichtige historische Markierungen | Warum das forschungsrelevant ist | 3. HdM im Kontext des Haus der Statistik | Was diese Einbettung bedeutet | Relevanz der KOOP5-Struktur","14","0","0","external_urls;certification_terms;platform_terms;numeric_or_metric_terms","archive_or_source","quelle/06_Haus_der_Materialisierung_detailed","","may_duplicate_existing_actor_or_case_profile"
"bericht\07_Kunst_Stoffe_Berlin_detailed.md","bericht","Bericht","Kunst-Stoffe Berlin â€” vertieftes Forschungsdossier","28588","105","1. Executive Summary | 2. Institutionelle Einordnung: Was fÃ¼r ein Akteur ist Kunst-Stoffe? | Charakter des Akteurs | Seit wann existiert Kunst-Stoffe? | Warum das fÃ¼r Entwerfen mit Bestand wichtig ist | 3. Standortlogik: Pankow und HdM | 3.1 Materialmarkt Pankow | 3.2 Materialmarkt im HdM","9","0","0","external_urls;certification_terms;platform_terms;numeric_or_metric_terms","archive_or_source","quelle/07_Kunst_Stoffe_Berlin_detailed","","may_duplicate_existing_actor_or_case_profile"
"bericht\08_ZRS_Engineering_detailed.md","bericht","Bericht","ZRS Engineering / ZRS Ingenieure â€” vertieftes Forschungsdossier","33746","76","1. Executive Summary | 2. Ausgangspunkt: Was im bestehenden Kurzprofil bereits richtig erkannt ist | 3. Institutionelle Einordnung: Was fÃ¼r ein BÃ¼ro ist ZRS? | Warum diese Struktur wichtig ist | TeamgrÃ¶ÃŸe und organisatorische Dichte | 4. Profil und Kernkompetenzen | Kernthesen aus dem BÃ¼roprofil | Warum das fÃ¼r Entwerfen mit Bestand wichtig ist","16","0","0","external_urls;certification_terms;platform_terms;numeric_or_metric_terms","archive_or_source","quelle/08_ZRS_Engineering_detailed","","may_duplicate_existing_actor_or_case_profile"
"bericht\09_CRCLR_House_detailed.md","bericht","Bericht","CRCLR House â€” vertieftes Forschungsdossier","34301","98","1. Executive Summary | 2. ProjektidentitÃ¤t und Grunddaten | FlÃ¤chen- und Zeitangaben | Forschungsperspektive | 3. Warum das Projekt fÃ¼r Entwerfen mit Bestand besonders relevant ist | 3.1 Re-Use in gebauter RealitÃ¤t | 3.2 MaterialverfÃ¼gbarkeit beeinflusst den Entwurf | 3.3 Tragende Wiederverwendung ist tatsÃ¤chlich vorhanden","7","0","0","external_urls;platform_terms;numeric_or_metric_terms","archive_or_source","quelle/09_CRCLR_House_detailed","","may_duplicate_existing_actor_or_case_profile"
"bericht\10_PARABASE_detailed.md","bericht","Bericht","PARABASE â€” vertieftes Forschungsdossier","28174","75","1. Executive Summary | 2. Wer oder was ist PARABASE? | GrÃ¼ndung und Personen | Bewertung der Abweichung | Beruflicher Hintergrund | Warum das wichtig ist | 3. SelbstverstÃ¤ndnis und inhaltliche Haltung | Warum das fÃ¼r Entwerfen mit Bestand wichtig ist","11","0","0","external_urls;platform_terms;numeric_or_metric_terms","archive_or_source","quelle/10_PARABASE_detailed","","may_duplicate_existing_actor_or_case_profile"
"bericht\11_Rotor_Rotor_DC_detailed.md","bericht","Bericht","Rotor / Rotor DC â€” vertieftes Forschungsdossier","31757","96","1. Executive Summary | 2. Grundunterscheidung: Rotor ist nicht Rotor DC | Rotor | Rotor DC | Warum diese Unterscheidung analytisch so wichtig ist | Forschungsperspektive | 3. Entstehungsgeschichte | Bedeutung fÃ¼r Entwerfen mit Bestand","16","0","0","external_urls;certification_terms;platform_terms;numeric_or_metric_terms","archive_or_source","quelle/11_Rotor_Rotor_DC_detailed","","may_duplicate_existing_actor_or_case_profile"
"bericht\2021-Schweiz.md","bericht","Bericht","","205","0","","1","0","0","external_urls","archive_or_source","quelle/2021_Schweiz","","may_duplicate_existing_actor_or_case_profile"
"bericht\index.md","bericht","Bericht","Index","187","4","Zweck | Enthaltene Entitaeten | Wichtigste Cluster | Fehlende Entitaeten","0","1","0","wikilinks","merge_into_index","quelle/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"bericht\Research_Prompts_Entities_Obsidian.md","bericht","Bericht","Research Prompts Entities Obsidian","762","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","0","0","","archive_or_source","quelle/Research_Prompts_Entities_Obsidian","","may_duplicate_existing_actor_or_case_profile"
"bericht\Ueberblick_Entwerfen_mit_Bestand_Kurzfassung.md","bericht","Bericht","Ueberblick Entwerfen mit Bestand Kurzfassung","782","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","0","0","","archive_or_source","quelle/Ueberblick_Entwerfen_mit_Bestand_Kurzfassung","","may_duplicate_existing_actor_or_case_profile"
"datenmodell.md","datenmodell.md","Type","Datenmodell","91","0","","0","0","0","","merge_into_index","datenmodell/index","","old_schema_file_not_content_node"
"datenmodell\Bauteil_ID.md","datenmodell","Datenmodell","Bauteil_ID","13500","17","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Abgrenzung zu verwandten Identifikatoren | Empfohlene GranularitÃ¤t | Grundprinzipien eines robusten ID-Schemas | Minimaler Datensatz zur Bauteil_ID","9","11","9","source_conflict;external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","datenmodell/Bauteil_ID","",""
"datenmodell\IFC.md","datenmodell","Datenmodell","IFC","12780","16","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Grundstruktur von IFC | IFC und ReUse-Daten | Empfohlene ReUse-Property-Set-Struktur | IFC als Austauschschicht, nicht als alleinige Datenbank","10","14","12","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","datenmodell/IFC","",""
"datenmodell\index.md","datenmodell","Datenmodell","","38","0","","0","0","0","","merge_into_index","datenmodell/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"datenmodell\Klassifikation.md","datenmodell","Datenmodell","Klassifikation","12762","16","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Bausteine einer Klassifikation | Facetten statt Ein-System-Denken | VerhÃ¤ltnis zu IFC | VerhÃ¤ltnis zu Taxonomie und Ontologie","12","11","20","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","datenmodell/Klassifikation","",""
"datenmodell\Materialpass_Schema.md","datenmodell","Datenmodell","Materialpass_Schema","13803","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ebenen eines Materialpasses | Pflichtbereiche eines ReUse-tauglichen Schemas | Schema-Designprinzipien | Beispielhafter Schemaausschnitt","12","10","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_knot","datenmodell/Materialpass_Schema","",""
"datenmodell\Ontologie.md","datenmodell","Datenmodell","Ontologie","12360","17","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Abgrenzung zu Taxonomie und Klassifikation | Grundbausteine einer ReUse-Ontologie | Beispielhafte Aussagen als Wissensgraph | Beziehung zu IFC und ifcOWL","12","9","5","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","datenmodell/Ontologie","",""
"datenmodell\Taxonomie.md","datenmodell","Datenmodell","Taxonomie","12780","17","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Grundprinzipien einer guten ReUse-Taxonomie | Empfohlene Taxonomieachsen fÃ¼r ReUse | Taxonomie im Repo | SKOS als Publikationsform","10","10","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_knot","datenmodell/Taxonomie","",""
"dirk-hebel.md","dirk-hebel.md","Person","Dirk Hebel","151","3","Role | Contact | Notes","0","2","0","wikilinks","move_as_core","akteur/Dirk_Hebel","akteurtyp/Person",""
"dokument.md","dokument.md","Type","Dokument","81","0","","0","0","0","","merge_into_index","dokumenttyp/index","","old_schema_file_not_content_node"
"dokument\Auditbericht.md","dokument","Dokument","","12064","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Dokumenttyp | Mindestlogik fÃ¼r belastbare Auditberichte | Abgrenzung zu verwandten Dokumenten | QualitÃ¤tskriterien","7","6","9","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Auditbericht","",""
"dokument\Ausschreibungstext.md","dokument","Dokument","Ausschreibungstext","8892","15","Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Funktionen | Beschaffungsszenarien | Mindestbausteine | QualitÃ¤ts- und Rechtslogik | Praxisbezug / Beispiele","7","14","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Ausschreibungstext","",""
"dokument\Bauteilkatalog.md","dokument","Dokument","","7267","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | GranularitÃ¤t | Mindestdaten | Bewertungslogik | Prozess","7","16","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Bauteilkatalog","",""
"dokument\Bauwerksdiagnose.md","dokument","Dokument","","11564","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Dokumenttyp | Typische Untersuchungsfelder | Differenzierung innerhalb der Bestandsanalyse | Mindestkriterien fÃ¼r WiederverwendungsfÃ¤higkeit aus Diagnoseperspektive","7","6","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","move_as_knot","dokumenttyp/Bauwerksdiagnose","",""
"dokument\Bestandsaufnahme.md","dokument","Dokument","","10646","10","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Dokumenttyp | Inhaltliche Ebenen | QualitÃ¤tsstufen | Praxisbezug / Beispiele","7","7","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Bestandsaufnahme","",""
"dokument\index.md","dokument","Dokument","Dokumente â€“ Index","7505","6","VerknÃ¼pfungen | KurzÃ¼berblick zur Kategorie | Zentrale Unterthemen | Wichtige Dateien dieser Kategorie | Querverbindungen zu anderen Kategorien | Offene LÃ¼cken / Ausbaufelder","0","1","0","wikilinks;certification_terms;platform_terms;numeric_or_metric_terms","merge_into_index","dokumenttyp/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"dokument\LCA.md","dokument","Dokument","LCA","9051","16","Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Normlogik | Lebenszyklusmodule | BilanzierungsansÃ¤tze bei Wiederverwendung | Funktionelle Ã„quivalenz | Datenbedarf","9","33","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/LCA","",""
"dokument\Materialdatenbank.md","dokument","Dokument","Materialdatenbank","7568","16","Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Datentypen | GranularitÃ¤t | Mindestdaten fÃ¼r Re-Use | DatenqualitÃ¤t | InteroperabilitÃ¤t","10","15","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","datenmodell/Materialdatenbank","",""
"dokument\Materialinventar.md","dokument","Dokument","","11352","12","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Dokumenttyp | Abgrenzung: Materialinventar vs. Materialpass | Mindestdatenfelder | DatenqualitÃ¤tslogik","9","8","9","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Materialinventar","",""
"dokument\Materialpass.md","dokument","Dokument","","12411","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Dokumenttyp | Inhaltliche Mindestfelder | Abgrenzung und Zusammenspiel mit Materialinventar | GebÃ¤ude-, Bauteil- und ProduktpÃ¤sse","10","15","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Materialpass","",""
"dokument\Materialsheet.md","dokument","Dokument","Materialsheet","7739","15","Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Typischer Inhalt | GranularitÃ¤t | Typische Materialgruppen | Rolle in der Spezifikation | Praxisbezug / Beispiele","8","13","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Materialsheet","",""
"dokument\Opalis_Datenbank.md","dokument","Dokument","Opalis Datenbank","7207","14","Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Plattformstruktur | Rolle in Projektphasen | Abgrenzung | Praxisbezug / Beispiele | Herausforderungen / offene Fragen","11","13","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","software_digitaltool/Opalis","datenmodell/Materialdatenbank",""
"dokument\Pre_Demolition_Audit.md","dokument","Dokument","","11807","11","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Dokumenttyp | Kernbestandteile | Mindestkriterien fÃ¼r Reuse-Potenzial im Pre-Demolition Audit | VerhÃ¤ltnis zu DIN SPEC 91484 und FCRBE","10","10","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Pre_Demolition_Audit","",""
"dokument\Publikation.md","dokument","Dokument","Publikation","7117","15","Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Publikationstypen | QualitÃ¤tskriterien | Evidenzgrade | Mindestmetadaten | Praxisbezug / Beispiele","10","14","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Publikation","",""
"dokument\ReUse_Toolkit.md","dokument","Dokument","ReUse Toolkit","6989","14","Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Toolkit-Module | Einsatz nach Projektphasen | Anforderungen | Praxisbezug / Beispiele | Herausforderungen / offene Fragen","8","15","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/ReUse_Toolkit","",""
"dokument\Reversibilitaetskonzept.md","dokument","Dokument","Reversibilitaetskonzept","7710","14","Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Grundprinzipien | Inhalt eines ReversibilitÃ¤tskonzepts | FÃ¼gungstypen | Praxisbezug / Beispiele | Herausforderungen / offene Fragen","7","14","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Reversibilitaetskonzept","",""
"dokument\Rueckbaukataster.md","dokument","Dokument","","11960","12","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Dokumenttyp | Mindeststruktur eines RÃ¼ckbaukatasters | Datenfelder fÃ¼r Wiederverwendung | RÃ¼ckbaukataster vs. Materialinventar","12","6","0","external_urls;wikilinks;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Rueckbaukataster","",""
"dokument\Specification_Method.md","dokument","Dokument","Specification Method","7735","18","Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Methode A: bekanntes Bestandsbauteil | Methode B: funktionale Spezifikation unbekannter Re-Use-Bauteile | Methode C: Re-Use-Zielwert | Methode D: Varianten / Alternativpositionen | Methode E: Re-Use als Prozessleistung","8","14","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_knot","dokumenttyp/Specification_Method","",""
"fallstudie.md","fallstudie.md","Type","Fallstudie","90","0","","0","0","0","","merge_into_index","fallstudie/index","","old_schema_file_not_content_node"
"fallstudie\Be_Ware.md","fallstudie","Fallstudie","B(e) Ware â€“ GebÃ¤udetragwerke aus SekundÃ¤rmaterialien Made in Berlin","15331","20","VerknÃ¼pfungen | Ãœbergeordnete Themen | Verwandte Dateien | Relevante Akteure / Fallstudien / Materialien / Standards / Methoden | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ausgangslage","6","0","0","external_urls;has_sources_section;numeric_or_metric_terms","keep_or_split_case","fallstudie/Be_Ware","",""
"fallstudie\BIZH_Reallabor.md","fallstudie","Fallstudie","BIZH â€“ Reallabor ZirkulÃ¤res Bauen / Drahtglasscheiben Halle 2","12613","20","VerknÃ¼pfungen | Ãœbergeordnete Themen | Verwandte Dateien | Relevante Akteure / Fallstudien / Materialien / Standards / Methoden | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ausgangslage und Bestand","3","0","0","external_urls;has_sources_section;platform_terms;numeric_or_metric_terms","keep_or_split_case","fallstudie/BIZH_Reallabor","",""
"fallstudie\CRCLR_House.md","fallstudie","Fallstudie","","17317","14","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Projektcharakter und Nutzung | Umbau- und Aufstockungsstrategie | Wiederverwendete Bauteile und Materialien | Entwurfsprinzipien","6","7","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","keep_or_split_case","fallstudie/CRCLR_House","",""
"fallstudie\ELEMENTA.md","fallstudie","Fallstudie","ELEMENTA â€“ ReUse-Wohnungsbau Walkeweg Basel","14972","20","VerknÃ¼pfungen | Ãœbergeordnete Themen | Verwandte Dateien | Relevante Akteure / Fallstudien / Materialien / Standards / Methoden | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ausgangslage","8","2","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","keep_or_split_case","fallstudie/ELEMENTA","",""
"fallstudie\Halle_2.md","fallstudie","Fallstudie","","156","0","","1","0","0","external_urls","keep_or_split_case","fallstudie/Halle_2","",""
"fallstudie\Haus_der_Materialisierung.md","fallstudie","Fallstudie","","16670","16","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Rolle im Haus-der-Statistik-Komplex | Handlungsfelder | Angebote und rÃ¤umliche Programme | MaterialflÃ¼sse","7","4","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","keep_or_split_case","fallstudie/Haus_der_Materialisierung","",""
"fallstudie\index.md","fallstudie","Fallstudie","Index","190","4","Zweck | Enthaltene Entitaeten | Wichtigste Cluster | Fehlende Entitaeten","0","1","0","wikilinks","merge_into_index","fallstudie/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"fallstudie\Kunst_Stoffe_Berlin.md","fallstudie","Fallstudie","","15165","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Organisationsprofil | Materialarten und Anwendungslogiken | Standorte und Netzwerke | WerkstÃ¤tten als ErmÃ¶glichungsstruktur","7","3","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;donor_receiver_terms;numeric_or_metric_terms","keep_or_split_case","fallstudie/Kunst_Stoffe_Berlin","",""
"fallstudie\Opalis.md","fallstudie","Fallstudie","","17852","17","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Plattformlogik | HÃ¤ndlerverzeichnis | Materialkategorien | Produktoperationen und Aufbereitung","8","5","0","external_urls;wikilinks;has_sources_section;certification_terms;platform_terms;numeric_or_metric_terms","keep_or_split_case","software_digitaltool/Opalis","fallstudie/Opalis_Plattformfall",""
"fallstudie\Permanently_Temporary_Pavilion.md","fallstudie","Fallstudie","Permanently Temporary Pavilion","757","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","0","0","","keep_or_split_case","fallstudie/Permanently_Temporary_Pavilion","",""
"fallstudie\PREUSE.md","fallstudie","Fallstudie","PREUSE â€“ Public Responses to Enable the Use of Salvaged Building Elements","13459","20","VerknÃ¼pfungen | Ãœbergeordnete Themen | Verwandte Dateien | Relevante Akteure / Fallstudien / Materialien / Standards / Methoden | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Ausgangslage","3","0","0","external_urls;has_sources_section;numeric_or_metric_terms","keep_or_split_case","foerderprogramm/PREUSE","projekt/PREUSE",""
"fallstudie\Rotor_DC_Brussels_Model.md","fallstudie","Fallstudie","Rotor DC Brussels Model","743","5","Kurzdefinition | Warum relevant fuer Reuse | Wichtige Verbindungen | Evidenz / Beispiele | Offene Fragen","0","0","0","","keep_or_split_case","fallstudie/Rotor_DC_Brussels_Model","",""
"foerderprogramm\BBSM.md","foerderprogramm","FÃ¶rderprogramm","BBSM â€“ Le BÃ¢ti Bruxellois, Source de nouveaux MatÃ©riaux","11359","15","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | TrÃ¤ger, Laufzeit und Finanzierung | Zielsetzung | Zentrale Outputs | Bewertung des Beitrags","6","4","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_core_or_context","foerderprogramm/BBSM","",""
"foerderprogramm\FCRBE.md","foerderprogramm","FÃ¶rderprogramm","FCRBE â€“ Facilitating the Circulation of Reclaimed Building Elements in Northwestern Europe","12752","16","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | TrÃ¤ger, Laufzeit und Konsortium | Ausgangsproblem | Zielsetzung | Wichtige Outputs","7","1","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_core_or_context","foerderprogramm/FCRBE","",""
"foerderprogramm\index.md","foerderprogramm","FÃ¶rderprogramm","Index","195","4","Zweck | Enthaltene Entitaeten | Wichtigste Cluster | Fehlende Entitaeten","0","1","0","wikilinks","merge_into_index","foerderprogramm/index","","index_content_may_contain_unique_gaps_or_cluster_lists"
"foerderprogramm\PREUSE.md","foerderprogramm","FÃ¶rderprogramm","PREUSE â€“ Public Responses to Enable the Use of Salvaged Building Elements","11592","17","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | TrÃ¤ger, Laufzeit und Konsortium | Ausgangspunkt | Zielsetzung | Pilotoperationen","6","1","0","external_urls;wikilinks;has_sources_section;platform_terms;numeric_or_metric_terms","move_as_core_or_context","foerderprogramm/PREUSE","",""
"foerderprogramm\Reallabor_Be_Ware.md","foerderprogramm","FÃ¶rderprogramm","Reallabor B(e) Ware â€“ GebÃ¤udetragwerke aus SekundÃ¤rmaterialien Made in Berlin","12773","16","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | TrÃ¤ger, Laufzeit und FÃ¶rderung | Zielsetzung | Prozessmodell | Outputs und erwartete Wirkungen","4","0","0","external_urls;has_sources_section;certification_terms;numeric_or_metric_terms","move_as_core_or_context","foerderprogramm/Reallabor_Be_Ware","",""
"foerderprogramm\Zukunftbau.md","foerderprogramm","FÃ¶rderprogramm","","84","0","","1","0","0","external_urls","move_as_core_or_context","foerderprogramm/Zukunftbau","",""
"förderprogramm.md","förderprogramm.md","Type","FÃ¶rderprogramm","101","0","","0","0","0","","merge_into_index","foerderprogramm/index","","old_schema_file_not_content_node"
"gastprofessur.md","gastprofessur.md","Type","Gastprofessur","70","0","","0","0","0","","merge_into_index","akteurtyp/Gastprofessur","programm_kontext/Lehre_Forschung","old_type_stub_only"
"gebaeude\Altes_Hobelwerk_Winterthur.md","gebaeude","GebÃ¤ude","Altes Hobelwerk, Winterthur","7850","7","VerknÃ¼pfungen | Kurzdefinition | Relevanz fÃ¼r Wiederverwendung im Bauwesen | Fachinhalt | Praxisbezug / Beispiele | Herausforderungen / offene Fragen | Quellen","5","2","0","external_urls;wikilinks;has_sources_section;numeric_or_metric_terms","split_into_case_graph","fallstudie/Altes_Hobelwerk_Winterthur","projekt/Altes_Hobelwerk_Winterthur; bauobjekt/<from_content>; reuse_einsatz/<per_component>",""
