"fallstudie","datenpunkt","legacy_path","kennwert","wert","einheit"
"CascadeUp_London_secondary_timber_glulam_demonstrator","CascadeUp_London_secondary_timber_glulam_demonstrator__005__Ausstellungen","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md","Ausstellungen","UCL Festival of Engineering 2024; London Design Festival 2024; Futurebuild 2025","Stationen/Jahre"
"Charles_Malis_Molenbeek","Charles_Malis_Molenbeek__001__Fl_che","Gebäude\Charles_Malis_Molenbeek.md","Fläche","1,000","m²"
"Charles_Malis_Molenbeek","Charles_Malis_Molenbeek__002__Anzahl_Schalter","Gebäude\Charles_Malis_Molenbeek.md","Anzahl Schalter","12","Stück"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__001__Nettofl_che","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Nettofläche","15","m²"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__002__Kosten_Bau_Renovierung","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Kosten Bau/Renovierung","55.000","€"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__003__Kosten_m","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Kosten/m²","3.666,67","€/m²"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__004__neue_Materialien","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","neue Materialien","weniger als 1/3","% Masse"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__005__Fassadenziegel_Reuse","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Fassadenziegel Reuse","30","m²"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__006__Au_enst_rze_Reuse","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Außenstürze Reuse","5","lfm"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__007__Dachziegel_Reuse_Rest","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Dachziegel Reuse/Rest","20","m²"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__008__Au_ent_ren_Fenster","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Außentüren/Fenster","2 + 2","Stück"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__009__Bodenfliesen_Reuse","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Bodenfliesen Reuse","14","m²"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__010__Wandfliesen_Reuse","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Wandfliesen Reuse","11","m²"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__011__Sanit_r_Reuse","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Sanitär Reuse","4 WCs, 2 Urinale, 3 Waschbecken, 1 Trenner","Stück"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__012__Leuchten_Reuse","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Leuchten Reuse","5","Stück"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__013__D_mmung_Boden_Wand_Surplus","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Dämmung Boden/Wand Surplus","43,3","m²"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__014__D_mmung_Decke_Surplus","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Dämmung Decke Surplus","18","m²"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__015__Betonbl_cke_Surplus","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Betonblöcke Surplus","48","m²"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__016__Holzrahmen_Surplus","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","Holzrahmen Surplus","49,2","lfm"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__017__vermiedenes_CO","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","vermiedenes CO₂","4.572,702786","kg CO₂"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__018__vermiedener_Wasserverbrauch","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","vermiedener Wasserverbrauch","122,8623915","m³"
"Chiro_d_Itterbeek_Dilbeek","Chiro_d_Itterbeek_Dilbeek__019__vermiedene_Abf_lle","Gebäude\Chiro_d_Itterbeek_Dilbeek.md","vermiedene Abfälle","5.400,626347","kg"
"Christ_Pavilion_Volkenroda","Christ_Pavilion_Volkenroda__001__Wettbewerb","Gebäude\Christ_Pavilion_Volkenroda.md","Wettbewerb","1997","Jahr"
"Christ_Pavilion_Volkenroda","Christ_Pavilion_Volkenroda__002__Bauzeit_EXPO","Gebäude\Christ_Pavilion_Volkenroda.md","Bauzeit EXPO","1999–April 2000 / 1999–2000","Zeitraum"
"Christ_Pavilion_Volkenroda","Christ_Pavilion_Volkenroda__003__Wiederaufbau","Gebäude\Christ_Pavilion_Volkenroda.md","Wiederaufbau","Februar–August 2001 / Fertigstellung August 2001","Zeitraum"
"Christ_Pavilion_Volkenroda","Christ_Pavilion_Volkenroda__004__BGF","Gebäude\Christ_Pavilion_Volkenroda.md","BGF","2.004","m²"
"Christ_Pavilion_Volkenroda","Christ_Pavilion_Volkenroda__005__BRI_Volumen","Gebäude\Christ_Pavilion_Volkenroda.md","BRI / Volumen","18.548","m³"
"Christ_Pavilion_Volkenroda","Christ_Pavilion_Volkenroda__006__Christusraum","Gebäude\Christ_Pavilion_Volkenroda.md","Christusraum","ca. 24 × 24 × 18","m"
"Christ_Pavilion_Volkenroda","Christ_Pavilion_Volkenroda__007__Tragst_tzen_Christusraum","Gebäude\Christ_Pavilion_Volkenroda.md","Tragstützen Christusraum","9","Stück"
"Christ_Pavilion_Volkenroda","Christ_Pavilion_Volkenroda__008__Besucher_Expo","Gebäude\Christ_Pavilion_Volkenroda.md","Besucher Expo","1,8 Mio.","Personen"
"Christ_Pavilion_Volkenroda","Christ_Pavilion_Volkenroda__009__Gewicht","Gebäude\Christ_Pavilion_Volkenroda.md","Gewicht","800","t"
"Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__001__demontierte_Bodenelemente","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","demontierte Bodenelemente","550","Stück"
"Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__002__demontierte_Fassadenelemente","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","demontierte Fassadenelemente","350","Stück"
"Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__003__Donor_Fl_che","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","Donor-Fläche","7.400","m²"
"Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__004__Donor_Fl_che_alternative_Quelle","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","Donor-Fläche alternative Quelle",">8.000","m²"
"Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__005__Materialmenge","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","Materialmenge","17.000","t"
"Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__006__Betonmenge","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","Betonmenge","12.000","t"
"Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__007__CO_Einsparung","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","CO₂-Einsparung","3.500","t CO₂"
"Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot__008__Materialwiederverwendung","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md","Materialwiederverwendung","92","%"
"Circular_Pavilion_Paris","Circular_Pavilion_Paris__001__Fl_che","Gebäude\Circular_Pavilion_Paris.md","Fläche","70","m²"
"Circular_Pavilion_Paris","Circular_Pavilion_Paris__002__Materialien_mit_erster_Lebensdauer","Gebäude\Circular_Pavilion_Paris.md","Materialien mit erster Lebensdauer","60","%"
"Circular_Pavilion_Paris","Circular_Pavilion_Paris__003__Komponenten_mit_zweiter_dritter_Lebensdauer","Gebäude\Circular_Pavilion_Paris.md","Komponenten mit zweiter/dritter Lebensdauer","80","%"
"Circular_Pavilion_Paris","Circular_Pavilion_Paris__004__Holzt_ren","Gebäude\Circular_Pavilion_Paris.md","Holztüren","180","Stück"
"Circular_Pavilion_Paris","Circular_Pavilion_Paris__005__St_hle","Gebäude\Circular_Pavilion_Paris.md","Stühle","50","Stück"
"Circular_Pavilion_Paris","Circular_Pavilion_Paris__006__gro_e_Leuchten","Gebäude\Circular_Pavilion_Paris.md","große Leuchten","4","Stück"
"Circular_Pavilion_Paris","Circular_Pavilion_Paris__007__Kosten","Gebäude\Circular_Pavilion_Paris.md","Kosten","80,000","€ HT"
"CRCLR_House_Impact_Hub_Berlin","CRCLR_House_Impact_Hub_Berlin__001__BGF_Fl_che","Gebäude\CRCLR_House_Impact_Hub_Berlin.md","BGF / Fläche","6.600 / 7.603 / 4.871","m²"
"CRCLR_House_Impact_Hub_Berlin","CRCLR_House_Impact_Hub_Berlin__002__Nutzfl_che","Gebäude\CRCLR_House_Impact_Hub_Berlin.md","Nutzfläche","4.690; davon 2.521 Bestand, 2.169 Aufstockung","m²"
"CRCLR_House_Impact_Hub_Berlin","CRCLR_House_Impact_Hub_Berlin__003__Grundst_cksgr_e","Gebäude\CRCLR_House_Impact_Hub_Berlin.md","Grundstücksgröße","2.158","m²"
"CRCLR_House_Impact_Hub_Berlin","CRCLR_House_Impact_Hub_Berlin__004__Bauzeit","Gebäude\CRCLR_House_Impact_Hub_Berlin.md","Bauzeit","2020–2023","Jahre"
"CRCLR_House_Impact_Hub_Berlin","CRCLR_House_Impact_Hub_Berlin__005__Stahltr_ger_aus_Dachr_ckbau","Gebäude\CRCLR_House_Impact_Hub_Berlin.md","Stahlträger aus Dachrückbau","120; bis 18 m Länge","Stück / m"
"CRCLR_House_Impact_Hub_Berlin","CRCLR_House_Impact_Hub_Berlin__007__Innenausbau_reuse_recycled_upcycled","Gebäude\CRCLR_House_Impact_Hub_Berlin.md","Innenausbau reuse/recycled/upcycled","ca. 70","%"
"CRCLR_House_Impact_Hub_Berlin","CRCLR_House_Impact_Hub_Berlin__008__Eingesparter_Beton","Gebäude\CRCLR_House_Impact_Hub_Berlin.md","Eingesparter Beton","120","m³"
"ELYS_Kultur_Gewerbehaus_Basel","ELYS_Kultur_Gewerbehaus_Basel__001__Neue_Reuse_Fassade","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md","Neue Reuse-Fassade","ca. 1.000","m²"
"ELYS_Kultur_Gewerbehaus_Basel","ELYS_Kultur_Gewerbehaus_Basel__002__Fassaden_ffnung","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md","Fassadenöffnung","ca. 90 m lang / 10 m hoch","m"
"ELYS_Kultur_Gewerbehaus_Basel","ELYS_Kultur_Gewerbehaus_Basel__003__Fenster","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md","Fenster","200","Stück"
"ELYS_Kultur_Gewerbehaus_Basel","ELYS_Kultur_Gewerbehaus_Basel__004__CO_Einsparung_durch_Wiederverwendung","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md","CO₂-Einsparung durch Wiederverwendung","91","t CO₂"
"ELYS_Kultur_Gewerbehaus_Basel","ELYS_Kultur_Gewerbehaus_Basel__005__CO_e_durch_Erhalt_Tragstruktur","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md","CO₂e durch Erhalt Tragstruktur","7.000","t CO₂e"
"ELYS_Kultur_Gewerbehaus_Basel","ELYS_Kultur_Gewerbehaus_Basel__006__Fl_che","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md","Fläche","20.000 / 25.000","m²"
"ELYS_Kultur_Gewerbehaus_Basel","ELYS_Kultur_Gewerbehaus_Basel__007__PV_Anlage","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md","PV-Anlage","6.000","m²"
"ELYS_Kultur_Gewerbehaus_Basel","ELYS_Kultur_Gewerbehaus_Basel__008__Bauzeit","Gebäude\ELYS_Kultur_Gewerbehaus_Basel.md","Bauzeit","2018–2020 Realisierung; 2020 Bezug; 2021 Completion in Zirkular/ZAB","Jahre"
"Europa_Building_Brussels","Europa_Building_Brussels__001__Restaurierte_Fensterrahmen","Gebäude\Europa_Building_Brussels.md","Restaurierte Fensterrahmen","3.750","Stück"
"Europa_Building_Brussels","Europa_Building_Brussels__002__Bruttogeschossfl_che","Gebäude\Europa_Building_Brussels.md","Bruttogeschossfläche","81.777","m²"
"Europa_Building_Brussels","Europa_Building_Brussels__003__Baukosten","Gebäude\Europa_Building_Brussels.md","Baukosten","312 Mio.","Euro"
"Europa_Building_Brussels","Europa_Building_Brussels__004__LED_light_tubes","Gebäude\Europa_Building_Brussels.md","LED light tubes","374","Stück"
"Europa_Building_Brussels","Europa_Building_Brussels__005__PV_Paneele","Gebäude\Europa_Building_Brussels.md","PV-Paneele","636","Stück"
"Europa_Building_Brussels","Europa_Building_Brussels__006__Stahlreduktion_Fassadenstruktur","Gebäude\Europa_Building_Brussels.md","Stahlreduktion Fassadenstruktur","30","%"
"Ferme_du_Rail_Paris","Ferme_du_Rail_Paris__001__Gesamtfl_che","Gebäude\Ferme_du_Rail_Paris.md","Gesamtfläche","2.300","m²"
"Ferme_du_Rail_Paris","Ferme_du_Rail_Paris__002__gebaute_Fl_che","Gebäude\Ferme_du_Rail_Paris.md","gebaute Fläche","1.000","m²"
"Ferme_du_Rail_Paris","Ferme_du_Rail_Paris__003__SDP","Gebäude\Ferme_du_Rail_Paris.md","SDP","830","m²"
"Ferme_du_Rail_Paris","Ferme_du_Rail_Paris__004__weitere_Fl_che","Gebäude\Ferme_du_Rail_Paris.md","weitere Fläche","1.466","m²"
"Ferme_du_Rail_Paris","Ferme_du_Rail_Paris__005__Baukosten","Gebäude\Ferme_du_Rail_Paris.md","Baukosten","3,3","Mio. € HT"
"Ferme_du_Rail_Paris","Ferme_du_Rail_Paris__006__Anteil_biosourc_und_oder_r_employ","Gebäude\Ferme_du_Rail_Paris.md","Anteil biosourcé und/oder réemployé","90","%"
"Ferme_du_Rail_Paris","Ferme_du_Rail_Paris__007__Personen_in_Wiedereingliederung","Gebäude\Ferme_du_Rail_Paris.md","Personen in Wiedereingliederung","15","Personen"
"Ferme_du_Rail_Paris","Ferme_du_Rail_Paris__008__Studierende","Gebäude\Ferme_du_Rail_Paris.md","Studierende","5","Personen"
"Ferme_du_Rail_Paris","Ferme_du_Rail_Paris__009__Transport_Sourcing_Radius_Hauptmaterialien","Gebäude\Ferme_du_Rail_Paris.md","Transport-/Sourcing-Radius Hauptmaterialien","65","km"
"Ferme_du_Rail_Paris","Ferme_du_Rail_Paris__013__Kostenwirkung_Reuse","Gebäude\Ferme_du_Rail_Paris.md","Kostenwirkung Reuse","ohne Mehrkosten insgesamt behauptet","—"
"gjG_House_Gentbrugge","gjG_House_Gentbrugge__003__Fl_che","Gebäude\gjG_House_Gentbrugge.md","Fläche","190","m²"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__001__Projektfl_che","Gebäude\Grande_Halle_de_Colombelles.md","Projektfläche","3.700","m²"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__002__Projektfl_che_alternative","Gebäude\Grande_Halle_de_Colombelles.md","Projektfläche alternative","3.080","m²"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__003__Baukosten","Gebäude\Grande_Halle_de_Colombelles.md","Baukosten","5,8","Mio. €"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__004__Baukosten_alternative","Gebäude\Grande_Halle_de_Colombelles.md","Baukosten alternative","5,5","Mio. € HT"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__005__Studienkosten","Gebäude\Grande_Halle_de_Colombelles.md","Studienkosten","320.000","€"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__006__Abfall_vermieden_wiederverwendet","Gebäude\Grande_Halle_de_Colombelles.md","Abfall vermieden / wiederverwendet","19","t"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__007__D_mmung","Gebäude\Grande_Halle_de_Colombelles.md","Dämmung","430 / 200","m²"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__008__Radiatoren","Gebäude\Grande_Halle_de_Colombelles.md","Radiatoren","49 / 52 / 59","Stück"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__009__T_ren","Gebäude\Grande_Halle_de_Colombelles.md","Türen","10 / 18 / 33 / 50","Stück"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__010__Sanit_robjekte","Gebäude\Grande_Halle_de_Colombelles.md","Sanitärobjekte","20 / 30","Stück"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__011__Fliesen_Fayence","Gebäude\Grande_Halle_de_Colombelles.md","Fliesen/Fayence","190 / 200","m²"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__012__Holzpfetten","Gebäude\Grande_Halle_de_Colombelles.md","Holzpfetten","21 / 63","Stück / ml"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__013__Koordinations_Valorisationszeit","Gebäude\Grande_Halle_de_Colombelles.md","Koordinations-/Valorisationszeit","2.790","Stunden"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__014__Arbeitspl_tze","Gebäude\Grande_Halle_de_Colombelles.md","Arbeitsplätze","3","dauerhaft geschaffen"
"Grande_Halle_de_Colombelles","Grande_Halle_de_Colombelles__016__Wasserersparnis","Gebäude\Grande_Halle_de_Colombelles.md","Wasserersparnis","120.529","Liter"
"Grubenstrasse_29_Werkhof_29_Zuerich","Grubenstrasse_29_Werkhof_29_Zuerich__001__Projektfl_che","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md","Projektfläche","2.600","m²"
"Grubenstrasse_29_Werkhof_29_Zuerich","Grubenstrasse_29_Werkhof_29_Zuerich__002__B_ro_Gewerbeeinheiten","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md","Büro-/Gewerbeeinheiten","8","Anzahl"
"Grubenstrasse_29_Werkhof_29_Zuerich","Grubenstrasse_29_Werkhof_29_Zuerich__003__Einheitengr_en","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md","Einheitengrößen","70–110","m²"
"Grubenstrasse_29_Werkhof_29_Zuerich","Grubenstrasse_29_Werkhof_29_Zuerich__004__Projektzeitraum","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md","Projektzeitraum","2023–2025","Jahre"
"Grubenstrasse_29_Werkhof_29_Zuerich","Grubenstrasse_29_Werkhof_29_Zuerich__005__Fertigstellung_Vermietung","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md","Fertigstellung / Vermietung","2025","Jahr"
"Grubenstrasse_29_Werkhof_29_Zuerich","Grubenstrasse_29_Werkhof_29_Zuerich__008__CO_Einsparung","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md","CO₂-Einsparung","unbekannt / Überprüfung im Gang","kg CO₂e"
"Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__001__wiederverwendete_Hohlk_rperdecken","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md","wiederverwendete Hohlkörperdecken","25","Stück"
"Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__002__Transportdistanz_Donor_Receiver","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md","Transportdistanz Donor–Receiver","ca. 6","km"
"Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__003__Wohnungen_im_Geb_ude","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md","Wohnungen im Gebäude","39","Wohnungen"
"Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__004__Geschosse","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md","Geschosse","5","Geschosse"
"Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere__005__Fertigstellung","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md","Fertigstellung","Frühjahr 2025","Datum"
"Hastings_Pier_Visitor_Centre","Hastings_Pier_Visitor_Centre__004__Fl_che_Gesamtprojekt","Gebäude\Hastings_Pier_Visitor_Centre.md","Fläche Gesamtprojekt","11.720","m²"
"Hastings_Pier_Visitor_Centre","Hastings_Pier_Visitor_Centre__005__Pierl_nge","Gebäude\Hastings_Pier_Visitor_Centre.md","Pierlänge","280","m"
"Hastings_Pier_Visitor_Centre","Hastings_Pier_Visitor_Centre__009__Kosten","Gebäude\Hastings_Pier_Visitor_Centre.md","Kosten","£12.6 Mio. Förder-/Projektbetrag; £11.4 Mio. HLF-Anteil laut dRMM","GBP"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__001__wiederverwendete_Elemente_gesamt","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","wiederverwendete Elemente gesamt","58","Stück"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__002__Wandteile","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Wandteile","28","Stück"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__003__Deckenteile","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Deckenteile","23","Stück"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__004__Treppen","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Treppen","7","Stück"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__005__Gesamtgewicht","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Gesamtgewicht","ca. 190","t"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__006__Nutzfl_che","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Nutzfläche","ca. 250","m²"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__007__Herstellungskosten","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Herstellungskosten","ca. 300.000","EUR"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__008__Wiederverwendungsgrad_Rohbau_Substanz","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Wiederverwendungsgrad Rohbau-Substanz","ca. 75","%"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__009__Kosteneinsparung","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Kosteneinsparung","ca. 25","%"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__010__Transportdistanz","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Transportdistanz","ca. 30 / 28","km"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__011__Fertigstellung","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Fertigstellung","2008","Jahr"
"Haus_HOS_Mehrfamilienhaus_Muehlhausen","Haus_HOS_Mehrfamilienhaus_Muehlhausen__012__Fallstudienstart","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md","Fallstudienstart","2007","Jahr"
"Holbein_Gardens_London","Holbein_Gardens_London__001__wiederverwendeter_Stahl","Gebäude\Holbein_Gardens_London.md","wiederverwendeter Stahl","25","t"
"Holbein_Gardens_London","Holbein_Gardens_London__002__wiederverwendeter_Stahl","Gebäude\Holbein_Gardens_London.md","wiederverwendeter Stahl","24","t"
"Holbein_Gardens_London","Holbein_Gardens_London__003__Stahl_aus_Grosvenor_Projekten","Gebäude\Holbein_Gardens_London.md","Stahl aus Grosvenor-Projekten","9","t"
"Holbein_Gardens_London","Holbein_Gardens_London__004__Stahl_aus_Cleveland_Steel_stock","Gebäude\Holbein_Gardens_London.md","Stahl aus Cleveland Steel stock","15–16","t"
"Holbein_Gardens_London","Holbein_Gardens_London__005__Gesamtstahlbedarf","Gebäude\Holbein_Gardens_London.md","Gesamtstahlbedarf","ca. 70","t"
"Holbein_Gardens_London","Holbein_Gardens_London__006__Anteil_reused_steel_an_Stahltonnage","Gebäude\Holbein_Gardens_London.md","Anteil reused steel an Stahltonnage","34 / ca. ein Drittel","%"
"Holbein_Gardens_London","Holbein_Gardens_London__007__GIA","Gebäude\Holbein_Gardens_London.md","GIA","3.536","m²"
"Holbein_Gardens_London","Holbein_Gardens_London__008__Added_area","Gebäude\Holbein_Gardens_London.md","Added area","2.322","m²"
"Holbein_Gardens_London","Holbein_Gardens_London__009__Bestandserhalt","Gebäude\Holbein_Gardens_London.md","Bestandserhalt","90–93","%"
"Holbein_Gardens_London","Holbein_Gardens_London__010__CO_Einsparung_Stahlreuse","Gebäude\Holbein_Gardens_London.md","CO₂-Einsparung Stahlreuse","35","t CO₂e"
"Holbein_Gardens_London","Holbein_Gardens_London__011__CO_Einsparung_Stahlreuse","Gebäude\Holbein_Gardens_London.md","CO₂-Einsparung Stahlreuse","45","t CO₂e"
"Holbein_Gardens_London","Holbein_Gardens_London__012__CO_Einsparung_Stahlreuse","Gebäude\Holbein_Gardens_London.md","CO₂-Einsparung Stahlreuse","60","t CO₂e"
"Holbein_Gardens_London","Holbein_Gardens_London__013__embodied_carbon_reused_steel","Gebäude\Holbein_Gardens_London.md","embodied carbon reused steel","0,3","kgCO₂e/kg"
"Holbein_Gardens_London","Holbein_Gardens_London__014__embodied_carbon_virgin_steel_Vergleich","Gebäude\Holbein_Gardens_London.md","embodied carbon virgin steel Vergleich","1,7","kgCO₂e/kg"
"Holbein_Gardens_London","Holbein_Gardens_London__015__structural_embodied_carbon","Gebäude\Holbein_Gardens_London.md","structural embodied carbon","62 / 65 / 67,5","kgCO₂e/m²"
