"entity","id","title","target","target_index"
"datenpunkt","BioPartner_5_Leiden_Oegstgeest__002__alternative_Stahlangaben","alternative Stahlangaben - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","datenpunkt/BioPartner_5_Leiden_Oegstgeest__002__alternative_Stahlangaben","_graph\datenpunkt\BioPartner_5_Leiden_Oegstgeest__002__alternative_Stahlangaben\index.md"
"datenpunkt","BioPartner_5_Leiden_Oegstgeest__003__Transportdistanz_Stahl","Transportdistanz Stahl - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","datenpunkt/BioPartner_5_Leiden_Oegstgeest__003__Transportdistanz_Stahl","_graph\datenpunkt\BioPartner_5_Leiden_Oegstgeest__003__Transportdistanz_Stahl\index.md"
"datenpunkt","BioPartner_5_Leiden_Oegstgeest__004__Fl_che","Fläche - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","datenpunkt/BioPartner_5_Leiden_Oegstgeest__004__Fl_che","_graph\datenpunkt\BioPartner_5_Leiden_Oegstgeest__004__Fl_che\index.md"
"datenpunkt","BioPartner_5_Leiden_Oegstgeest__005__embodied_carbon","embodied carbon - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","datenpunkt/BioPartner_5_Leiden_Oegstgeest__005__embodied_carbon","_graph\datenpunkt\BioPartner_5_Leiden_Oegstgeest__005__embodied_carbon\index.md"
"datenpunkt","BioPartner_5_Leiden_Oegstgeest__006__CO_Reduktion","CO₂-Reduktion - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","datenpunkt/BioPartner_5_Leiden_Oegstgeest__006__CO_Reduktion","_graph\datenpunkt\BioPartner_5_Leiden_Oegstgeest__006__CO_Reduktion\index.md"
"datenpunkt","BioPartner_5_Leiden_Oegstgeest__007__Energie","Energie - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","datenpunkt/BioPartner_5_Leiden_Oegstgeest__007__Energie","_graph\datenpunkt\BioPartner_5_Leiden_Oegstgeest__007__Energie\index.md"
"datenpunkt","BioPartner_5_Leiden_Oegstgeest__008__Anzahl_wiederverwendeter_Sanit_robjekte","Anzahl wiederverwendeter Sanitärobjekte - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","datenpunkt/BioPartner_5_Leiden_Oegstgeest__008__Anzahl_wiederverwendeter_Sanit_robjekte","_graph\datenpunkt\BioPartner_5_Leiden_Oegstgeest__008__Anzahl_wiederverwendeter_Sanit_robjekte\index.md"
"akteur_beteiligung","BioPartner_5_Leiden_Oegstgeest__001__BioPartner_Center_Leiden","BioPartner Center Leiden - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","akteur_beteiligung/BioPartner_5_Leiden_Oegstgeest__001__BioPartner_Center_Leiden","_graph\akteur_beteiligung\BioPartner_5_Leiden_Oegstgeest__001__BioPartner_Center_Leiden\index.md"
"akteur_beteiligung","BioPartner_5_Leiden_Oegstgeest__002__Popma_ter_Steege_Architecten_PTSA","Popma ter Steege Architecten / PTSA - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","akteur_beteiligung/BioPartner_5_Leiden_Oegstgeest__002__Popma_ter_Steege_Architecten_PTSA","_graph\akteur_beteiligung\BioPartner_5_Leiden_Oegstgeest__002__Popma_ter_Steege_Architecten_PTSA\index.md"
"akteur_beteiligung","BioPartner_5_Leiden_Oegstgeest__003__IMd_Raadgevende_Ingenieurs","IMd Raadgevende Ingenieurs - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","akteur_beteiligung/BioPartner_5_Leiden_Oegstgeest__003__IMd_Raadgevende_Ingenieurs","_graph\akteur_beteiligung\BioPartner_5_Leiden_Oegstgeest__003__IMd_Raadgevende_Ingenieurs\index.md"
"akteur_beteiligung","BioPartner_5_Leiden_Oegstgeest__004__De_Vries_en_Verburg","De Vries en Verburg - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","akteur_beteiligung/BioPartner_5_Leiden_Oegstgeest__004__De_Vries_en_Verburg","_graph\akteur_beteiligung\BioPartner_5_Leiden_Oegstgeest__004__De_Vries_en_Verburg\index.md"
"akteur_beteiligung","BioPartner_5_Leiden_Oegstgeest__005__Vic_Obdam_Staalbouw","Vic Obdam Staalbouw - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","akteur_beteiligung/BioPartner_5_Leiden_Oegstgeest__005__Vic_Obdam_Staalbouw","_graph\akteur_beteiligung\BioPartner_5_Leiden_Oegstgeest__005__Vic_Obdam_Staalbouw\index.md"
"akteur_beteiligung","BioPartner_5_Leiden_Oegstgeest__006__Deerns","Deerns - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","akteur_beteiligung/BioPartner_5_Leiden_Oegstgeest__006__Deerns","_graph\akteur_beteiligung\BioPartner_5_Leiden_Oegstgeest__006__Deerns\index.md"
"akteur_beteiligung","BioPartner_5_Leiden_Oegstgeest__007__STONE22","STONE22 - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","akteur_beteiligung/BioPartner_5_Leiden_Oegstgeest__007__STONE22","_graph\akteur_beteiligung\BioPartner_5_Leiden_Oegstgeest__007__STONE22\index.md"
"reuse_kette","BioPartner_5_Leiden_Oegstgeest","Reuse-Kette - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","reuse_kette/BioPartner_5_Leiden_Oegstgeest","_graph\reuse_kette\BioPartner_5_Leiden_Oegstgeest\index.md"
"reuse_kettenstation","BioPartner_5_Leiden_Oegstgeest__Donor","Donor - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","reuse_kettenstation/BioPartner_5_Leiden_Oegstgeest__Donor","_graph\reuse_kettenstation\BioPartner_5_Leiden_Oegstgeest__Donor\index.md"
"reuse_kettenstation","BioPartner_5_Leiden_Oegstgeest__Receiver","Receiver - BioPartner 5, Leiden / Oegstgeest — Fallstudie Direct Reuse / Wiederverwendung","reuse_kettenstation/BioPartner_5_Leiden_Oegstgeest__Receiver","_graph\reuse_kettenstation\BioPartner_5_Leiden_Oegstgeest__Receiver\index.md"
"fallstudie","BIZH_Reallabor","BIZH – Reallabor Zirkuläres Bauen / Drahtglasscheiben Halle 2","fallstudie/BIZH_Reallabor","_graph\fallstudie\BIZH_Reallabor\index.md"
"fallstudie","BlueCity_Offices_Rotterdam","BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","fallstudie/BlueCity_Offices_Rotterdam","_graph\fallstudie\BlueCity_Offices_Rotterdam\index.md"
"projekt","BlueCity_Offices_Rotterdam","BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","projekt/BlueCity_Offices_Rotterdam","_graph\projekt\BlueCity_Offices_Rotterdam\index.md"
"bauobjekt","BlueCity_Offices_Rotterdam","BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","bauobjekt/BlueCity_Offices_Rotterdam","_graph\bauobjekt\BlueCity_Offices_Rotterdam\index.md"
"reuse_einsatz","BlueCity_Offices_Rotterdam__001__Fensterrahmen_Red_Cedar_Rahmen","Fensterrahmen / Red-Cedar-Rahmen - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/BlueCity_Offices_Rotterdam__001__Fensterrahmen_Red_Cedar_Rahmen","_graph\reuse_einsatz\BlueCity_Offices_Rotterdam__001__Fensterrahmen_Red_Cedar_Rahmen\index.md"
"reuse_einsatz","BlueCity_Offices_Rotterdam__002__wiederverwendeter_Stahl","wiederverwendeter Stahl - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/BlueCity_Offices_Rotterdam__002__wiederverwendeter_Stahl","_graph\reuse_einsatz\BlueCity_Offices_Rotterdam__002__wiederverwendeter_Stahl\index.md"
"reuse_einsatz","BlueCity_Offices_Rotterdam__003__Betonbl_cke","Betonblöcke - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/BlueCity_Offices_Rotterdam__003__Betonbl_cke","_graph\reuse_einsatz\BlueCity_Offices_Rotterdam__003__Betonbl_cke\index.md"
"reuse_einsatz","BlueCity_Offices_Rotterdam__004__Balustraden","Balustraden - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/BlueCity_Offices_Rotterdam__004__Balustraden","_graph\reuse_einsatz\BlueCity_Offices_Rotterdam__004__Balustraden\index.md"
"reuse_einsatz","BlueCity_Offices_Rotterdam__005__T_ren","Türen - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/BlueCity_Offices_Rotterdam__005__T_ren","_graph\reuse_einsatz\BlueCity_Offices_Rotterdam__005__T_ren\index.md"
"reuse_einsatz","BlueCity_Offices_Rotterdam__006__Beleuchtung","Beleuchtung - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/BlueCity_Offices_Rotterdam__006__Beleuchtung","_graph\reuse_einsatz\BlueCity_Offices_Rotterdam__006__Beleuchtung\index.md"
"reuse_einsatz","BlueCity_Offices_Rotterdam__007__feste_Einbauten","feste Einbauten - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/BlueCity_Offices_Rotterdam__007__feste_Einbauten","_graph\reuse_einsatz\BlueCity_Offices_Rotterdam__007__feste_Einbauten\index.md"
"datenpunkt","BlueCity_Offices_Rotterdam__001__Fl_che_B_rofl_gel","Fläche Büroflügel - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/BlueCity_Offices_Rotterdam__001__Fl_che_B_rofl_gel","_graph\datenpunkt\BlueCity_Offices_Rotterdam__001__Fl_che_B_rofl_gel\index.md"
"datenpunkt","BlueCity_Offices_Rotterdam__002__Arbeitspl_tze","Arbeitsplätze - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/BlueCity_Offices_Rotterdam__002__Arbeitspl_tze","_graph\datenpunkt\BlueCity_Offices_Rotterdam__002__Arbeitspl_tze\index.md"
"datenpunkt","BlueCity_Offices_Rotterdam__003__Circularity_Reuse_Anteil","Circularity / Reuse-Anteil - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/BlueCity_Offices_Rotterdam__003__Circularity_Reuse_Anteil","_graph\datenpunkt\BlueCity_Offices_Rotterdam__003__Circularity_Reuse_Anteil\index.md"
"datenpunkt","BlueCity_Offices_Rotterdam__004__CO_Reduktion","CO₂-Reduktion - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/BlueCity_Offices_Rotterdam__004__CO_Reduktion","_graph\datenpunkt\BlueCity_Offices_Rotterdam__004__CO_Reduktion\index.md"
"datenpunkt","BlueCity_Offices_Rotterdam__005__CO_Einsparung","CO₂-Einsparung - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/BlueCity_Offices_Rotterdam__005__CO_Einsparung","_graph\datenpunkt\BlueCity_Offices_Rotterdam__005__CO_Einsparung\index.md"
"datenpunkt","BlueCity_Offices_Rotterdam__009__Bauzeit","Bauzeit - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/BlueCity_Offices_Rotterdam__009__Bauzeit","_graph\datenpunkt\BlueCity_Offices_Rotterdam__009__Bauzeit\index.md"
"akteur_beteiligung","BlueCity_Offices_Rotterdam__001__BlueCity_Superuse_Studios_COUP_Workspot_Floris_S","BlueCity, Superuse Studios, COUP, Workspot, Floris Schiferli - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","akteur_beteiligung/BlueCity_Offices_Rotterdam__001__BlueCity_Superuse_Studios_COUP_Workspot_Floris_S","_graph\akteur_beteiligung\BlueCity_Offices_Rotterdam__001__BlueCity_Superuse_Studios_COUP_Workspot_Floris_S\index.md"
"reuse_kette","BlueCity_Offices_Rotterdam","Reuse-Kette - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","reuse_kette/BlueCity_Offices_Rotterdam","_graph\reuse_kette\BlueCity_Offices_Rotterdam\index.md"
"reuse_kettenstation","BlueCity_Offices_Rotterdam__Donor","Donor - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","reuse_kettenstation/BlueCity_Offices_Rotterdam__Donor","_graph\reuse_kettenstation\BlueCity_Offices_Rotterdam__Donor\index.md"
"reuse_kettenstation","BlueCity_Offices_Rotterdam__Receiver","Receiver - BlueCity Offices Rotterdam – Fallstudie Direct Reuse / zirkuläres Bauen","reuse_kettenstation/BlueCity_Offices_Rotterdam__Receiver","_graph\reuse_kettenstation\BlueCity_Offices_Rotterdam__Receiver\index.md"
"fallstudie","BOELL_LAB_Berlin","BOELL.LAB, Berlin","fallstudie/BOELL_LAB_Berlin","_graph\fallstudie\BOELL_LAB_Berlin\index.md"
"projekt","BOELL_LAB_Berlin","BOELL.LAB, Berlin","projekt/BOELL_LAB_Berlin","_graph\projekt\BOELL_LAB_Berlin\index.md"
"bauobjekt","BOELL_LAB_Berlin","BOELL.LAB, Berlin","bauobjekt/BOELL_LAB_Berlin","_graph\bauobjekt\BOELL_LAB_Berlin\index.md"
"fallstudie","Boulder_Fire_Station_3","Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","fallstudie/Boulder_Fire_Station_3","_graph\fallstudie\Boulder_Fire_Station_3\index.md"
"projekt","Boulder_Fire_Station_3","Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","projekt/Boulder_Fire_Station_3","_graph\projekt\Boulder_Fire_Station_3\index.md"
"bauobjekt","Boulder_Fire_Station_3","Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","bauobjekt/Boulder_Fire_Station_3","_graph\bauobjekt\Boulder_Fire_Station_3\index.md"
"reuse_einsatz","Boulder_Fire_Station_3__001__Wide_flange_beams_structural_steel_members","Wide-flange beams / structural steel members - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Boulder_Fire_Station_3__001__Wide_flange_beams_structural_steel_members","_graph\reuse_einsatz\Boulder_Fire_Station_3__001__Wide_flange_beams_structural_steel_members\index.md"
"reuse_einsatz","Boulder_Fire_Station_3__002__Stahlstockpile_gesamt","Stahlstockpile gesamt - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Boulder_Fire_Station_3__002__Stahlstockpile_gesamt","_graph\reuse_einsatz\Boulder_Fire_Station_3__002__Stahlstockpile_gesamt\index.md"
"reuse_einsatz","Boulder_Fire_Station_3__003__Glulam_timber_columns","Glulam timber columns - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Boulder_Fire_Station_3__003__Glulam_timber_columns","_graph\reuse_einsatz\Boulder_Fire_Station_3__003__Glulam_timber_columns\index.md"
"reuse_einsatz","Boulder_Fire_Station_3__004__Concrete_slab_on_metal_deck_composite_framing","Concrete slab on metal deck / composite framing - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Boulder_Fire_Station_3__004__Concrete_slab_on_metal_deck_composite_framing","_graph\reuse_einsatz\Boulder_Fire_Station_3__004__Concrete_slab_on_metal_deck_composite_framing\index.md"
"reuse_einsatz","Boulder_Fire_Station_3__005__PV_Dach_gro_e_Dachfl_che","PV-Dach / große Dachfläche - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Boulder_Fire_Station_3__005__PV_Dach_gro_e_Dachfl_che","_graph\reuse_einsatz\Boulder_Fire_Station_3__005__PV_Dach_gro_e_Dachfl_che\index.md"
"reuse_einsatz","Boulder_Fire_Station_3__006__T_ren_Leuchten_Toiletten_Cabinets_aus_Hospital","Türen, Leuchten, Toiletten, Cabinets aus Hospital - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Boulder_Fire_Station_3__006__T_ren_Leuchten_Toiletten_Cabinets_aus_Hospital","_graph\reuse_einsatz\Boulder_Fire_Station_3__006__T_ren_Leuchten_Toiletten_Cabinets_aus_Hospital\index.md"
"datenpunkt","Boulder_Fire_Station_3__001__wiederverwendete_Stahlmember","wiederverwendete Stahlmember - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__001__wiederverwendete_Stahlmember","_graph\datenpunkt\Boulder_Fire_Station_3__001__wiederverwendete_Stahlmember\index.md"
"datenpunkt","Boulder_Fire_Station_3__002__wiederverwendete_Stahlmasse","wiederverwendete Stahlmasse - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__002__wiederverwendete_Stahlmasse","_graph\datenpunkt\Boulder_Fire_Station_3__002__wiederverwendete_Stahlmasse\index.md"
"datenpunkt","Boulder_Fire_Station_3__003__Gesamtmenge_salvaged_structural_steel_Hospital","Gesamtmenge salvaged structural steel Hospital - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__003__Gesamtmenge_salvaged_structural_steel_Hospital","_graph\datenpunkt\Boulder_Fire_Station_3__003__Gesamtmenge_salvaged_structural_steel_Hospital\index.md"
"datenpunkt","Boulder_Fire_Station_3__004__weitere_Projekte_mit_Hospital_Stahl","weitere Projekte mit Hospital-Stahl - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__004__weitere_Projekte_mit_Hospital_Stahl","_graph\datenpunkt\Boulder_Fire_Station_3__004__weitere_Projekte_mit_Hospital_Stahl\index.md"
"datenpunkt","Boulder_Fire_Station_3__005__Geb_udefl_che","Gebäudefläche - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__005__Geb_udefl_che","_graph\datenpunkt\Boulder_Fire_Station_3__005__Geb_udefl_che\index.md"
"datenpunkt","Boulder_Fire_Station_3__006__Geb_udefl_che","Gebäudefläche - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__006__Geb_udefl_che","_graph\datenpunkt\Boulder_Fire_Station_3__006__Geb_udefl_che\index.md"
"datenpunkt","Boulder_Fire_Station_3__007__Fertigstellung_online","Fertigstellung / online - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__007__Fertigstellung_online","_graph\datenpunkt\Boulder_Fire_Station_3__007__Fertigstellung_online\index.md"
"datenpunkt","Boulder_Fire_Station_3__008__Completion_Date","Completion Date - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__008__Completion_Date","_graph\datenpunkt\Boulder_Fire_Station_3__008__Completion_Date\index.md"
"datenpunkt","Boulder_Fire_Station_3__009__Diversion_requirement","Diversion requirement - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__009__Diversion_requirement","_graph\datenpunkt\Boulder_Fire_Station_3__009__Diversion_requirement\index.md"
"datenpunkt","Boulder_Fire_Station_3__010__Hospitalmaterial_vom_Deponieren_vermieden","Hospitalmaterial vom Deponieren vermieden - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__010__Hospitalmaterial_vom_Deponieren_vermieden","_graph\datenpunkt\Boulder_Fire_Station_3__010__Hospitalmaterial_vom_Deponieren_vermieden\index.md"
"datenpunkt","Boulder_Fire_Station_3__011__PV_Stromanteil","PV-Stromanteil - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Boulder_Fire_Station_3__011__PV_Stromanteil","_graph\datenpunkt\Boulder_Fire_Station_3__011__PV_Stromanteil\index.md"
"akteur_beteiligung","Boulder_Fire_Station_3__001__Davis_Partnership_Architects","Davis Partnership Architects - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","akteur_beteiligung/Boulder_Fire_Station_3__001__Davis_Partnership_Architects","_graph\akteur_beteiligung\Boulder_Fire_Station_3__001__Davis_Partnership_Architects\index.md"
"akteur_beteiligung","Boulder_Fire_Station_3__002__KL_A_Engineers_and_Builders","KL&A Engineers and Builders - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","akteur_beteiligung/Boulder_Fire_Station_3__002__KL_A_Engineers_and_Builders","_graph\akteur_beteiligung\Boulder_Fire_Station_3__002__KL_A_Engineers_and_Builders\index.md"
"akteur_beteiligung","Boulder_Fire_Station_3__003__Mark_Young_Construction","Mark Young Construction - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","akteur_beteiligung/Boulder_Fire_Station_3__003__Mark_Young_Construction","_graph\akteur_beteiligung\Boulder_Fire_Station_3__003__Mark_Young_Construction\index.md"
"reuse_kette","Boulder_Fire_Station_3","Reuse-Kette - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_kette/Boulder_Fire_Station_3","_graph\reuse_kette\Boulder_Fire_Station_3\index.md"
"reuse_kettenstation","Boulder_Fire_Station_3__Donor","Donor - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_kettenstation/Boulder_Fire_Station_3__Donor","_graph\reuse_kettenstation\Boulder_Fire_Station_3__Donor\index.md"
"reuse_kettenstation","Boulder_Fire_Station_3__Receiver","Receiver - Boulder Fire Station 3, Boulder, Colorado — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_kettenstation/Boulder_Fire_Station_3__Receiver","_graph\reuse_kettenstation\Boulder_Fire_Station_3__Receiver\index.md"
"fallstudie","Brent_Cross_Town_Primary_Substation_London","Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","fallstudie/Brent_Cross_Town_Primary_Substation_London","_graph\fallstudie\Brent_Cross_Town_Primary_Substation_London\index.md"
"projekt","Brent_Cross_Town_Primary_Substation_London","Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","projekt/Brent_Cross_Town_Primary_Substation_London","_graph\projekt\Brent_Cross_Town_Primary_Substation_London\index.md"
"bauobjekt","Brent_Cross_Town_Primary_Substation_London","Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","bauobjekt/Brent_Cross_Town_Primary_Substation_London","_graph\bauobjekt\Brent_Cross_Town_Primary_Substation_London\index.md"
"reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__001__Lange_St_tzen_aus_reclaimed_tubulars","Lange Stützen aus reclaimed tubulars - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__001__Lange_St_tzen_aus_reclaimed_tubulars","_graph\reuse_einsatz\Brent_Cross_Town_Primary_Substation_London__001__Lange_St_tzen_aus_reclaimed_tubulars\index.md"
"reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__002__Aussteifung_bracing_members","Aussteifung / bracing members - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__002__Aussteifung_bracing_members","_graph\reuse_einsatz\Brent_Cross_Town_Primary_Substation_London__002__Aussteifung_bracing_members\index.md"
"reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__003__Fa_ade_support_members","Façade support members - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__003__Fa_ade_support_members","_graph\reuse_einsatz\Brent_Cross_Town_Primary_Substation_London__003__Fa_ade_support_members\index.md"
"reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__004__Ovaler_Substation_Screen","Ovaler Substation-Screen - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__004__Ovaler_Substation_Screen","_graph\reuse_einsatz\Brent_Cross_Town_Primary_Substation_London__004__Ovaler_Substation_Screen\index.md"
"reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__005__Earth_Friendly_Concrete_low_cement_concrete","Earth Friendly Concrete / low-cement concrete - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__005__Earth_Friendly_Concrete_low_cement_concrete","_graph\reuse_einsatz\Brent_Cross_Town_Primary_Substation_London__005__Earth_Friendly_Concrete_low_cement_concrete\index.md"
"reuse_einsatz","Brent_Cross_Town_Primary_Substation_London__006__Elektrotechnische_Anlagen","Elektrotechnische Anlagen - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","reuse_einsatz/Brent_Cross_Town_Primary_Substation_London__006__Elektrotechnische_Anlagen","_graph\reuse_einsatz\Brent_Cross_Town_Primary_Substation_London__006__Elektrotechnische_Anlagen\index.md"
"datenpunkt","Brent_Cross_Town_Primary_Substation_London__001__wiederverwendete_Stahlmenge","wiederverwendete Stahlmenge - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Brent_Cross_Town_Primary_Substation_London__001__wiederverwendete_Stahlmenge","_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__001__wiederverwendete_Stahlmenge\index.md"
"datenpunkt","Brent_Cross_Town_Primary_Substation_London__002__Anteil_reused_steel","Anteil reused steel - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Brent_Cross_Town_Primary_Substation_London__002__Anteil_reused_steel","_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__002__Anteil_reused_steel\index.md"
"datenpunkt","Brent_Cross_Town_Primary_Substation_London__003__Anteil_salvaged_structural_steel","Anteil salvaged structural steel - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Brent_Cross_Town_Primary_Substation_London__003__Anteil_salvaged_structural_steel","_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__003__Anteil_salvaged_structural_steel\index.md"
"datenpunkt","Brent_Cross_Town_Primary_Substation_London__004__weiterer_Anteil_laut_Bourne","weiterer Anteil laut Bourne - Brent Cross Town Primary Substation, London — Fallstudie Direct Reuse / zirkuläres Bauen","datenpunkt/Brent_Cross_Town_Primary_Substation_London__004__weiterer_Anteil_laut_Bourne","_graph\datenpunkt\Brent_Cross_Town_Primary_Substation_London__004__weiterer_Anteil_laut_Bourne\index.md"
