label,property,nodes,coverage_pct,types,verdict,reason,sample
ResearchDocument,legal_condition_evidence_basis,402,0.25,list[str]:1,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""research_file_row""]"
ResearchDocument,legal_condition_evidence_confidence,402,0.25,list[str]:1,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""inferiert""]"
ResearchDocument,legal_condition_evidence_origin,402,0.25,list[str]:1,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""inferred""]"
ResearchDocument,legal_condition_evidence_source_ids,402,0.25,list[str]:1,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""q_bauteilreuse_legal_regime_matrix_md""]"
ResearchDocument,legal_condition_ids,402,0.25,list[str]:1,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""rb_bauordnungsrecht"",""rb_bauproduktenverordnung_cpr"",""rb_boulder_deconstructio"
ResearchDocument,legal_condition_source_edge_ids,402,0.25,list[str]:1,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""r_rb_bauordnungsrecht__BELEGT_IN__q_bauteilreuse_legal_regime_matrix_md"",""r_rb"
ResearchDocument,legal_conditions,402,0.25,list[str]:1,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""rb_bauordnungsrecht"",""rb_bauproduktenverordnung_cpr"",""rb_boulder_deconstructio"
ResearchDocument,name,402,100.0,str:402,keep_core,source identity / retrieval locator,aufbereitungsverfahren_reused_building_elements || bauteilreuse_legal_regime_mat
ResearchDocument,primary_source_url,402,7.46,str:30,drop,source/url probe/cache/provenance bookkeeping (re-derivable),https://se2050.org/wp-content/uploads/2024/07/SEI-CE-WG-Circular-Economy-Case-St
ResearchDocument,quelltyp,402,100.0,str:402,keep_semantic,source identity / retrieval locator,research_markdown || external_reference
ResearchDocument,review_status,402,51.99,str:209,drop,source/url probe/cache/provenance bookkeeping (re-derivable),needs_source_url_review
ResearchDocument,source_count,402,7.46,int:30,drop,source/url probe/cache/provenance bookkeeping (re-derivable),1
ResearchDocument,source_file,402,51.99,str:209,keep_semantic,source identity / retrieval locator,_neo4j\intake\inbox\research\aufbereitungsverfahren_reused_building_elements.md 
ResearchDocument,source_resolution_status,402,100.0,str:402,drop,source/url probe/cache/provenance bookkeeping (re-derivable),needs_source_url_review || single_url_from_legacy_zitiert_quelle || trusted_inci
ResearchDocument,source_scope,402,100.0,str:402,drop,source/url probe/cache/provenance bookkeeping (re-derivable),source_trace_review || inbox_research || research_file_url
ResearchDocument,source_url,402,48.01,str:193,drop,source/url probe/cache/provenance bookkeeping (re-derivable),https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf || 
ResearchDocument,source_url_node_ids,402,82.59,list[str]:332,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""q_url_fde7a9f41201d6f6abf440b2355657c6"",""q_url_18bd21ad631c873f7047226ba404483"
ResearchDocument,source_urls,402,7.46,list[str]:30,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""https://se2050.org/wp-content/uploads/2024/07/SEI-CE-WG-Circular-Economy-Case-"
ResearchDocument,strict_invalid_url_cleanup,402,7.46,str:30,drop,source/url probe/cache/provenance bookkeeping (re-derivable),mig_strict_invalid_url_cleanup_2026_05_23
ResearchDocument,strict_source_url_cleanup,402,42.04,str:169,drop,source/url probe/cache/provenance bookkeeping (re-derivable),mig_strict_source_url_binding_cleanup_2026_05_23
ResearchDocument,title,402,50.0,str:201,drop,source/url probe/cache/provenance bookkeeping (re-derivable),Aufbereitungsverfahren for Reused Building Elements || u/sites/default/files/202
ResearchDocument,url,402,48.01,str:193,drop,source/url probe/cache/provenance bookkeeping (re-derivable),https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf || 
ResearchDocument,url_content_length_bytes,402,41.54,int:167,drop,source/url probe/cache/provenance bookkeeping (re-derivable),1775315 || 9663761 || 106244 || 148918
ResearchDocument,url_content_type,402,46.27,str:186,drop,source/url probe/cache/provenance bookkeeping (re-derivable),application/pdf || text/html
ResearchDocument,url_final_url,402,48.01,str:193,drop,source/url probe/cache/provenance bookkeeping (re-derivable),https://opalis.eu/sites/default/files/2022-02/FCRBE-General_introduction.pdf || 
ResearchDocument,url_http_code,402,46.52,int:187,drop,source/url probe/cache/provenance bookkeeping (re-derivable),200 || 403 || 404 || 202
ResearchDocument,url_origin,402,48.01,str:193,drop,source/url probe/cache/provenance bookkeeping (re-derivable),pre_existing_quelle
ResearchDocument,url_redirect_chain,402,48.01,list[]:158; list[str]:35,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[] || [""https://recreate-project.eu/project-pilots/the-netherlands""] || [""https:"
ResearchDocument,url_server_header,402,36.32,str:146,drop,source/url probe/cache/provenance bookkeeping (re-derivable),Apache || Simply.com || nginx/1.14.2 || CloudFront
ResearchDocument,url_status,402,48.01,str:193,drop,source/url probe/cache/provenance bookkeeping (re-derivable),reachable_2xx || dead_4xx || blocked_by_robots || timeout
ResearchDocument,url_user_agent,402,48.01,str:193,drop,source/url probe/cache/provenance bookkeeping (re-derivable),mit-bestand-source-prober/1.0 (research-graph; contact: kinan.sarak@gmail.com)
ResearchDocument,url_wayback_attempted,402,48.01,bool:193,drop,source/url probe/cache/provenance bookkeeping (re-derivable),false || true
ResearchDocument,url_wayback_snapshot,402,3.48,str:14,drop,source/url probe/cache/provenance bookkeeping (re-derivable),http://web.archive.org/web/20250115132929/https://se2050.org/wp-content/uploads/
ResearchDocument,url_wayback_timestamp,402,3.48,str:14,drop,source/url probe/cache/provenance bookkeeping (re-derivable),20250115132929 || 20260407071201 || 20250125114912 || 20230922103447
Bauteilgruppe,alte_funktion,356,81.74,str:291,keep_semantic,meaningful human-readable domain content (semantic pass),Geländer im Palais des Expositions Charleroi || Boden-/Wandfliesen im Palais des
Bauteilgruppe,bg_kind,356,100.0,str:356,keep_semantic,domain-essential value for this label,batch || category || partial_batch
Bauteilgruppe,direct_reuse_relevant,356,2.25,bool:7; str:1,drop,sparse residue (<5% coverage); verify no unique value,"false || fester Einbau, aber nicht bewertungsrelevantes Tragwerk"
Bauteilgruppe,donor_resolution_status,356,7.3,str:26,drop,machine flag/code/derived/relational-better field (semantic pass),resource_source || exact_building || same_site || unknown
Bauteilgruppe,donor_unknown,356,6.74,bool:24,drop,machine flag/code/derived/relational-better field (semantic pass),true
Bauteilgruppe,huelle,356,22.75,bool:81,drop,machine flag/code/derived/relational-better field (semantic pass),true || false
Bauteilgruppe,id,356,100.0,str:356,keep_core,identity handle (constraint-backed),bg_reuse_stahl_gelaender_verbiest_charleroi || bg_reuse_keramik_boden_verbiest_c
Bauteilgruppe,invalid_candidate_source_urls,356,44.94,list[str]:160,drop,bookkeeping/provenance already on edges or re-derivable,"[""https://bimtec"",""https://b"",""https://symmetr""] || [""https://olympiap""] || [""ht"
Bauteilgruppe,menge_kg,356,0.28,int:1,drop,sparse residue (<5% coverage); verify no unique value,165000
Bauteilgruppe,menge_m,356,0.28,int:1,drop,sparse residue (<5% coverage); verify no unique value,1300
Bauteilgruppe,menge_m2,356,3.93,float:2; int:12,drop,sparse residue (<5% coverage); verify no unique value,125 || 60 || 450 || 1000
Bauteilgruppe,menge_original_key,356,3.09,str:11,drop,sparse residue (<5% coverage); verify no unique value,teppichfliesen_anzahl || reuse_deckenplatten_anzahl || reuse_wandplatten_anzahl 
Bauteilgruppe,menge_source,356,3.09,str:11,drop,sparse residue (<5% coverage); verify no unique value,projekt_counter_migration_mig_2_4
Bauteilgruppe,menge_stueck,356,5.62,int:20,drop,machine flag/code/derived/relational-better field (semantic pass),20 || 2000 || 50 || 26
Bauteilgruppe,menge_t,356,1.97,float:3; int:4,drop,sparse residue (<5% coverage); verify no unique value,20.35 || 98 || 165 || 33.46
Bauteilgruppe,menge_unbekannt,356,12.08,bool:43,drop,machine flag/code/derived/relational-better field (semantic pass),true
Bauteilgruppe,name,356,100.0,str:356,keep_core,human caption,Geländer aus Charleroi || Fliesen aus Charleroi || Steine aus Charleroi || Steel
Bauteilgruppe,name_full,356,89.61,str:319,drop,redundant with name (protect budget),Verbiest-Geländer aus Palais des Expositions Charleroi || Verbiest-Fliesen (Kera
Bauteilgruppe,neue_funktion,356,81.74,str:291,keep_semantic,meaningful human-readable domain content (semantic pass),Geländer im Verbiest-Projekt || Boden-/Wandoberflächen im Verbiest-Projekt || Ba
Bauteilgruppe,primary_bauteiltyp_id,356,100.0,str:356,move_to_relationship,full edge coverage confirmed; drop after re-confirm,bt_gelaender || bt_mehrere || bt_wand || bt_ausbau
Bauteilgruppe,primary_material_id,356,100.0,str:356,migrate_edge_then_drop,edge gaps exist; create missing edges first,mat_stahl || mat_keramik || mat_naturstein || mat_mehrere
Bauteilgruppe,raeumlich,356,32.3,bool:115,drop,machine flag/code/derived/relational-better field (semantic pass),true || false
Bauteilgruppe,reuse_status,356,100.0,str:356,keep_semantic,domain-essential value for this label,reuse || retained || planned || dismantled
Bauteilgruppe,review_status,356,100.0,str:356,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review
Bauteilgruppe,source_resolution_status,356,100.0,str:356,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review
Bauteilgruppe,source_scope,356,100.0,str:356,drop,bookkeeping/provenance already on edges or re-derivable,archive_scan || case_markdown
Bauteilgruppe,strict_candidate_url_array_cleanup,356,44.94,str:160,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_candidate_url_array_cleanup_2026_05_23
Bauteilgruppe,strict_source_url_cleanup,356,100.0,str:356,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_source_url_binding_cleanup_2026_05_23
Bauteilgruppe,technisch,356,9.55,bool:34,drop,machine flag/code/derived/relational-better field (semantic pass),true || false
Bauteilgruppe,tragend,356,34.83,bool:121; str:3,keep_semantic,meaningful human-readable domain content (semantic pass),true || false || teilweise || wahrscheinlich / teils
Kennwert,bilanzgrenze,255,83.92,str:214,keep_semantic,domain-essential value for this label,Neuer externer Kern || Stahl des externen Kerns || — || unbekannt
Kennwert,category,255,100.0,str:255,keep_semantic,domain-essential value for this label,reuse_share || co2_saving || cost
Kennwert,einheit,255,100.0,str:255,keep_semantic,domain-essential value for this label,% || t || t CO₂ / CO₂e || —
Kennwert,fact_index,255,100.0,int:255,keep_semantic,domain-essential value for this label,0 || 1 || 2 || 3
Kennwert,id,255,100.0,str:255,keep_core,identity handle (constraint-backed),kw_p_55_great_suffolk_street_london_reuse_share_0 || kw_p_55_great_suffolk_stree
Kennwert,invalid_candidate_source_urls,255,34.51,list[str]:88,drop,bookkeeping/provenance already on edges or re-derivable,"[""""] || [""https://olympiap""] || [""https://projecta"",""https://pr""] || [""https://d"
Kennwert,kennwert,255,100.0,str:255,keep_semantic,domain-essential value for this label,reuse_anteil_prozent || Anteil reused steel am Kernstahl || co2_einsparung_t || 
Kennwert,method,255,83.92,str:214,keep_semantic,domain-essential value for this label,20.35/20.98 t || Vergleich zu A1-A3 2.5 kgCO₂e/kg steel || — || unbekannt
Kennwert,primary_source_url,255,20.39,str:52,migrate_then_drop,only provenance copy (no BELEGT_IN); migrate to edges first,https://www.nationalestaalprijs.nl/project/biopartner-5 || https://www.construct
Kennwert,review_status,255,79.61,str:203,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review
Kennwert,source_count,255,20.39,int:52,drop,bookkeeping/provenance already on edges or re-derivable,1
Kennwert,source_id,255,83.92,str:214,migrate_then_drop,only provenance copy (no BELEGT_IN); migrate to edges first,q_55_great_suffolk_street_london_md || q_association_house_groeditz_md || q_asso
Kennwert,source_resolution_status,255,100.0,str:255,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review || trusted_incident_relationship_source_urls
Kennwert,source_scope,255,100.0,str:255,drop,bookkeeping/provenance already on edges or re-derivable,r4_reuse_share || r4_co2_saving || r4_cost
Kennwert,source_urls,255,20.39,list[str]:52,migrate_then_drop,only provenance copy (no BELEGT_IN); migrate to edges first,"[""https://www.nationalestaalprijs.nl/project/biopartner-5""] || [""https://www.con"
Kennwert,strict_candidate_url_array_cleanup,255,34.51,str:88,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_candidate_url_array_cleanup_2026_05_23
Kennwert,strict_invalid_url_cleanup,255,20.39,str:52,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_invalid_url_cleanup_2026_05_23
Kennwert,strict_source_url_cleanup,255,83.92,str:214,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_source_url_binding_cleanup_2026_05_23
Kennwert,wert,255,60.39,float:154,keep_semantic,domain-essential value for this label,97.0 || 50.0 || 2.5 || 7.0
Kennwert,wert_max,255,1.18,float:3,drop,sparse residue (<5% coverage); verify no unique value,40.0 || 6.0 || 792.0
Kennwert,wert_min,255,1.18,float:3,drop,sparse residue (<5% coverage); verify no unique value,30.0 || 5.0 || 458.0
Kennwert,wert_text,255,100.0,str:255,keep_semantic,domain-essential value for this label,97 || 50 || ca. 50 || unbekannt
Bauwerk,baujahr,184,4.35,int:8,drop,sparse residue (<5% coverage); verify no unique value,2000 || 1950 || 1978 || 1973
Bauwerk,era_unknown,184,95.65,bool:176,drop,machine flag/code/derived/relational-better field (semantic pass),true
Bauwerk,flaeche_m2,184,3.8,int:7,drop,sparse residue (<5% coverage); verify no unique value,15 || 2004 || 70 || 81777
Bauwerk,id,184,100.0,str:184,keep_core,identity handle (constraint-backed),bw_association_house_groeditz || bw_school_type_dresden_donor || bw_association_
Bauwerk,invalid_candidate_source_urls,184,48.91,list[str]:90,drop,bookkeeping/provenance already on edges or re-derivable,"[""""] || ["""",""https://t""] || [""https://olympiap""] || [""https://projecta"",""https:/"
Bauwerk,land,184,1.09,str:2,migrate_edge_then_drop,edge gaps exist; create missing edges first,Niederlande
Bauwerk,name,184,100.0,str:184,keep_core,human caption,Sport-/Vereinshaus… || School type Dresden… || Sport-/Vereinshaus Plauen || IW73
Bauwerk,name_full,184,86.41,str:159,keep_semantic,distinct full caption,Sport-/Vereinshaus Gröditz || School type Dresden donor building || IW73/6 mass-
Bauwerk,nutzung_text,184,43.48,str:80,keep_semantic,domain-essential value for this label,Doppelhaus / Wohnhaus || kleiner modularer Pilotbau / Ausstellungsdemonstrator |
Bauwerk,review_status,184,100.0,str:184,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review
Bauwerk,source_freshness_summary,184,100.0,str:184,drop,bookkeeping/provenance already on edges or re-derivable,"{""n_reachable"": 4, ""n_reachable_via_3xx"": 0, ""n_dead"": 1, ""n_unchecked"": 0, ""n_w"
Bauwerk,source_quality_summary,184,100.0,str:184,drop,bookkeeping/provenance already on edges or re-derivable,"{""n_verbatim"": 0, ""n_paraphrase"": 0, ""n_no_match"": 0, ""n_dead"": 0, ""n_unchecked"""
Bauwerk,source_resolution_status,184,100.0,str:184,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review
Bauwerk,source_scope,184,100.0,str:184,drop,bookkeeping/provenance already on edges or re-derivable,archive_scan || case_markdown
Bauwerk,source_trust_score,184,100.0,float:184,drop,bookkeeping/provenance already on edges or re-derivable,0.0 || 0.0093 || 0.0125 || 0.0185
Bauwerk,strict_candidate_url_array_cleanup,184,48.91,str:90,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_candidate_url_array_cleanup_2026_05_23
Bauwerk,strict_source_url_cleanup,184,100.0,str:184,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_source_url_binding_cleanup_2026_05_23
PruefungNachweis,archive_mentioned_in_corpus,120,0.83,bool:1,drop,sparse residue (<5% coverage); verify no unique value,true
PruefungNachweis,archive_mentions,120,0.83,list[str]:1,drop,sparse residue (<5% coverage); verify no unique value,"[""CRCLR_House_Impact_Hub_Berlin.md""]"
PruefungNachweis,id,120,100.0,str:120,keep_core,identity handle (constraint-backed),pr_zerstoerungsfreie_pruefung || pr_zerstoerende_pruefung || pr_korrosionspruefu
PruefungNachweis,name,120,100.0,str:120,keep_core,human caption,Zerstörungsfreie Prüfung (ZfP / NDT) || Zerstörende Prüfung (Sammelkategorie) ||
PruefungNachweis,primary_source_url,120,4.17,str:5,drop,bookkeeping/provenance already on edges or re-derivable,https://www.stadt-zuerich.ch/de/planen-und-bauen/projekte-und-ausschreibungen/ho
PruefungNachweis,review_status,120,95.83,str:115,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review
PruefungNachweis,scope_note,120,7.5,str:9,keep_semantic,controlled-vocabulary definition,"Non-destructive testing for hidden defects, cracks, weld quality, residual thick"
PruefungNachweis,source_count,120,4.17,int:5,drop,bookkeeping/provenance already on edges or re-derivable,1
PruefungNachweis,source_resolution_status,120,100.0,str:120,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review || trusted_incident_relationship_source_urls
PruefungNachweis,source_scope,120,100.0,str:120,drop,bookkeeping/provenance already on edges or re-derivable,controlled_vocab_seed || research_file
PruefungNachweis,source_urls,120,4.17,list[str]:5,drop,bookkeeping/provenance already on edges or re-derivable,"[""https://www.stadt-zuerich.ch/de/planen-und-bauen/projekte-und-ausschreibungen/"
PruefungNachweis,strict_invalid_url_cleanup,120,4.17,str:5,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_invalid_url_cleanup_2026_05_23
PruefungNachweis,strict_source_url_cleanup,120,100.0,str:120,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_source_url_binding_cleanup_2026_05_23
Norm,aliases,103,2.91,list[str]:3,drop,sparse residue (<5% coverage); verify no unique value,"[""norm_din_18940"",""DIN 18940""] || [""SCI P427 Structural Steel Reuse""] || [""CROW-"
Norm,country_short,103,13.59,str:14,keep_semantic,domain-essential value for this label,CEN || NL || DE || EU/EFTA+UK
Norm,definition,103,0.97,str:1,drop,sparse residue (<5% coverage); verify no unique value,Dutch guideline for reuse of structural precast concrete / hollow-core slabs; us
Norm,evidence_basis,103,66.99,list[str]:1; str:68,migrate_then_drop,only provenance copy (no BELEGT_IN); migrate to edges first,"reuse_rule_key_norm || [""reuse_rule_key_norm_family"",""reuse_rule_key_norm""]"
Norm,evidence_confidence,103,66.99,str:69,migrate_then_drop,only provenance copy (no BELEGT_IN); migrate to edges first,belegt
Norm,evidence_origin,103,66.99,list[str]:1; str:68,migrate_then_drop,only provenance copy (no BELEGT_IN); migrate to edges first,"inferred || [""repair_remap"",""inferred""]"
Norm,evidence_source_id,103,66.99,str:69,migrate_then_drop,only provenance copy (no BELEGT_IN); migrate to edges first,q_circular_construction_reuse_graph_gaps_md
Norm,id,103,100.0,str:103,keep_core,identity handle (constraint-backed),norm_en_206 || norm_en_14081 || norm_en_771 || norm_en_13162
Norm,invalid_candidate_source_urls,103,0.97,list[str]:1,drop,bookkeeping/provenance already on edges or re-derivable,"[""https://ww"",""https://www""]"
Norm,name,103,100.0,str:103,keep_core,human caption,EN 206 || EN 14081 || EN 771 || EN 13162
Norm,name_full,103,31.07,str:32,keep_semantic,distinct full caption,"EN 206 — Concrete specification, performance, production and conformity || EN 14"
Norm,note,103,2.91,str:3,drop,sparse residue (<5% coverage); verify no unique value,Prüfprotokoll für reclaimed steel laut ASBP; keine weiteren Normnummern ergänzt.
Norm,repair_phase,103,0.97,str:1,drop,bookkeeping/provenance already on edges or re-derivable,1.5_1.6_residuals
Norm,review_status,103,100.0,str:103,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review
Norm,scope_note,103,15.53,str:16,keep_semantic,controlled-vocabulary definition,"EN national standard adoption across CEN/CENELEC members, country links reflect "
Norm,source_resolution_status,103,100.0,str:103,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review
Norm,source_scope,103,100.0,list[str]:1; str:102,drop,bookkeeping/provenance already on edges or re-derivable,"controlled_vocab_seed || reuse_rule_seed || [""repair_phase_1_5_1_6"",""reuse_rule_"
Norm,standards_body,103,4.85,str:5,drop,sparse residue (<5% coverage); verify no unique value,DIN/CEN || ISO
Norm,strict_candidate_url_array_cleanup,103,0.97,str:1,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_candidate_url_array_cleanup_2026_05_23
Norm,strict_source_url_cleanup,103,75.73,str:78,drop,bookkeeping/provenance already on edges or re-derivable,mig_strict_source_url_binding_cleanup_2026_05_23
Dossier,access_date,97,15.46,str:15,drop,source/url probe/cache/provenance bookkeeping (re-derivable),2026-05-19
Dossier,aliases,97,15.46,list[str]:15,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""qu_batch1_schaerenmoosstrasse_dossier""] || [""qu_batch1_umar_dossier""] || [""qu_"
Dossier,id,97,100.0,str:97,keep_core,source identity / retrieval locator,q_batch_1_md || q_schaerenmoosstrasse_zuerich_projekt_menage_a_trois_md || q_uma
Dossier,invalid_candidate_source_urls,97,41.24,list[str]:40,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""""] || [""https://t""] || [""https://olympiap""] || [""https://projecta"",""https://pr"
Dossier,name,97,100.0,str:97,keep_core,source identity / retrieval locator,"Schärenmoosstrasse Zürich — Projekt «ménage à trois» || UMAR Unit — NEST, Empa D"
Dossier,primary_source_url,97,72.16,str:70,drop,source/url probe/cache/provenance bookkeeping (re-derivable),https://doi.org/10.1016/j.jclepro.2022.135235 || https://www.sciencedirect.com/s
Dossier,quelltyp,97,100.0,str:97,keep_semantic,source identity / retrieval locator,case_markdown
Dossier,review_status,97,25.77,str:25,drop,source/url probe/cache/provenance bookkeeping (re-derivable),needs_source_url_review
Dossier,source_count,97,72.16,int:70,drop,source/url probe/cache/provenance bookkeeping (re-derivable),4 || 5 || 6 || 1
Dossier,source_file,97,100.0,str:97,drop,source/url probe/cache/provenance bookkeeping (re-derivable),_neo4j/intake/archive/2026-05-20_inbox_batch2_import/raw_tree/batch 1.md || _neo
Dossier,source_resolution_status,97,100.0,str:97,drop,source/url probe/cache/provenance bookkeeping (re-derivable),needs_source_url_review || single_url_from_legacy_zitiert_quelle || trusted_inci
Dossier,source_scope,97,97.94,str:95,drop,source/url probe/cache/provenance bookkeeping (re-derivable),source_trace_review || external_reference || case_markdown
Dossier,source_url,97,2.06,str:2,drop,source/url probe/cache/provenance bookkeeping (re-derivable),https://vb.nweurope.eu/projects/project-search/fcrbe-facilitating-the-circulatio
Dossier,source_url_node_ids,97,100.0,list[str]:97,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""q_url_aeef5e8ee66234ee"",""q_url_f528c30f69536ba7"",""q_url_7ded61fad1227a2f"",""q_u"
Dossier,source_urls,97,72.16,list[str]:70,drop,source/url probe/cache/provenance bookkeeping (re-derivable),"[""https://doi.org/10.1016/j.jclepro.2022.135235"",""https://innowest-brandenburg.d"
Dossier,strict_candidate_url_array_cleanup,97,41.24,str:40,drop,source/url probe/cache/provenance bookkeeping (re-derivable),mig_strict_candidate_url_array_cleanup_2026_05_23
Dossier,strict_invalid_url_cleanup,97,72.16,str:70,drop,source/url probe/cache/provenance bookkeeping (re-derivable),mig_strict_invalid_url_cleanup_2026_05_23
Dossier,strict_source_url_cleanup,97,97.94,str:95,drop,source/url probe/cache/provenance bookkeeping (re-derivable),mig_strict_source_url_binding_cleanup_2026_05_23
Dossier,text_content_chars_pre_strip,97,100.0,int:97,drop,source/url probe/cache/provenance bookkeeping (re-derivable),103604 || 19777 || 10491 || 44381
Dossier,text_content_retry_result,97,5.15,str:5,drop,source/url probe/cache/provenance bookkeeping (re-derivable),resolved
Projekt,actor_registry_mentioned,86,6.98,bool:6,drop,bookkeeping/provenance already on edges or re-derivable,true
Projekt,aliases,86,1.16,list[str]:1,drop,sparse residue (<5% coverage); verify no unique value,"[""Pavilion Circl Amsterdam""]"
Projekt,area_m2_gross,86,40.7,int:35,keep_semantic,meaningful human-readable domain content (semantic pass),15 || 2004 || 70 || 4690
Projekt,area_m2_range_max,86,12.79,int:11,drop,machine flag/code/derived/relational-better field (semantic pass),399 || 7603 || 25000 || 7000
Projekt,area_m2_range_min,86,12.79,int:11,drop,machine flag/code/derived/relational-better field (semantic pass),372 || 4871 || 20000 || 6200
Projekt,bewertung,86,86.05,int:74,drop,machine flag/code/derived/relational-better field (semantic pass),4 || 2 || 3 || 5
Projekt,co2_facts,86,94.19,list[]:54; list[str]:27,drop,generated/provenance/cache/derived metadata,"[""{\""basis\"": \""transportdistanz_km\"", \""value\"": 2.5, \""unit\"": \""km\"", \""sourc"
Projekt,cost_facts,86,94.19,list[]:9; list[str]:72,drop,generated/provenance/cache/derived metadata,"[""{\""kennwert\"": \""CO₂-Einsparung\"", \""wert\"": \""unbekannt\"", \""einheit\"": \""kg "
Projekt,id,86,100.0,str:86,keep_core,identity handle (constraint-backed),p_lysp8 || p_eth_circular_construction_student_reuse || p_rcmi_concular || p_ref
Projekt,invalid_candidate_source_urls,86,45.35,list[str]:39,drop,bookkeeping/provenance already on edges or re-derivable,"[""""] || [""https://t"",""""] || [""https://olympiap""] || [""https://projecta"",""https:/"
Projekt,name,86,100.0,str:86,keep_core,human caption,LysP8 — LysBüchelStrasse 8 Reuse Pilot Basel || ETH Circular Construction — stud
Projekt,name_full,86,76.74,str:66,keep_semantic,distinct full caption,"Association house, Gröditz || Association house, Plauen || Berlin-Schildow Pilot"
Projekt,node_role,86,8.14,str:7,drop,bookkeeping/provenance already on edges or re-derivable,full_projekt
Projekt,nutzung_text,86,10.47,str:9,keep_semantic,meaningful human-readable domain content (semantic pass),Doppelhaus / Wohnnutzung || Ausstellungs- und Forschungsdemonstrator || Sanitärb
Projekt,primary_source_url,86,38.37,str:33,drop,bookkeeping/provenance already on edges or re-derivable,https://doi.org/10.1016/j.jclepro.2022.135235 || https://www.sciencedirect.com/s
Projekt,project_category,86,5.81,str:5,drop,machine flag/code/derived/relational-better field (semantic pass),building_project_stub || research_news_or_demonstrator_stub || research_or_marke
Projekt,projektstatus_text,86,80.23,str:69,keep_semantic,meaningful human-readable domain content (semantic pass),gebaut / Rohbau 2005 || gebaut / Pavillon bzw. kleiner Demonstrator || Proposal 
Projekt,quality_tier,86,100.0,str:86,drop,generated/provenance/cache/derived metadata,tier_3_stub || tier_2_documentation_only || tier_1_decision_grade
Projekt,quality_tier_facts,86,100.0,str:86,drop,generated/provenance/cache/derived metadata,"{""computed_by"":""mig_5_1_quality_tier"",""has_land"":false,""n_bg_quantified"":0,""n_cu"
Projekt,reuse_share_facts,86,94.19,list[]:59; list[str]:22,drop,generated/provenance/cache/derived metadata,"[] || [""{\""kennwert\"": \""Metropolis Next Generation Prize\"", \""wert\"": \""belegt\"
Projekt,review_status,86,60.47,str:52,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review
Projekt,source_count,86,38.37,int:33,drop,bookkeeping/provenance already on edges or re-derivable,4 || 5 || 6 || 2
Projekt,source_freshness_summary,86,100.0,str:86,drop,bookkeeping/provenance already on edges or re-derivable,"{""n_reachable"": 0, ""n_reachable_via_3xx"": 0, ""n_dead"": 0, ""n_unchecked"": 0, ""n_w"
Projekt,source_quality_summary,86,100.0,str:86,drop,bookkeeping/provenance already on edges or re-derivable,"{""n_verbatim"": 0, ""n_paraphrase"": 0, ""n_no_match"": 0, ""n_dead"": 0, ""n_unchecked"""
Projekt,source_resolution_status,86,100.0,str:86,drop,bookkeeping/provenance already on edges or re-derivable,needs_source_url_review || trusted_incident_relationship_source_urls || single_u
Projekt,source_scope,86,100.0,str:86,drop,bookkeeping/provenance already on edges or re-derivable,actor_registry_association || archive_scan || case_markdown
Projekt,source_trust_score,86,96.51,float:83,drop,bookkeeping/provenance already on edges or re-derivable,0.0 || 0.0093 || 0.109 || 0.0185
Projekt,source_url,86,1.16,str:1,drop,bookkeeping/provenance already on edges or re-derivable,https://www.thoravej29.com/en
Projekt,source_url_node_ids,86,1.16,list[str]:1,drop,bookkeeping/provenance already on edges or re-derivable,"[""q_url_77a9d4c410a84c41""]"
